group,CD52,CD3,HLA,CD45RA,CD7,CD49f,CD194,CD14,CD16,TCR,CD32,CD62L,CD27,CD1d,CD66b,CD35,CD278,CD58,CX3CR1,CD11a,CD62P,TCR-A-B,CD2,CD226,CD29,CD28,CD207,CD158f,CD337,HLA-A2,CD82,HLA-F,CD224
progressive,0.0134372144849216,0.0933762697750108,0.137720696449987,0.332132105600612,0.155874204705678,-0.063369570775362,0.2001645773074,0.248510531353177,0.172358392812662,0.0238575961241474,0.0536857126240887,0.152433890068059,-0.0288007854773261,0.201990364750239,0.211879476041,0.154627790955633,0.198370646692851,0.128523048260423,0.255523751794068,0.107499722000965,0.0422769400117466,-0.0275692061308936,0.0717102409385057,0.0803845975674522,0.062088808808109,0.19819628189928,0.111449110021796,0.109117955863504,0.128410711603686,0.0022364765081296,0.190506430510054,0.137881306168415,0.0670754122738801
progressive,0.319154435076639,0.330099198054747,0.398011659118193,0.188616814106166,0.260999115500194,0.23761737228149,0.0200226362844286,0.116538060581026,0.471264737230212,0.352141233873422,0.421091235047471,0.308132463170778,0.276145291982999,0.27483591607924,0.469468850817855,0.452635832059705,0.0465290420857801,0.342356619176576,0.331549282026944,0.316789481056537,0.418802562146733,0.277427952240405,0.140519954642865,0.397318424191801,0.353348151056553,0.260502240208377,0.190258580770628,0.250133548085962,0.137219220208583,0.414717382062786,0.292193312654452,0.406247357516509,0.356836736801724
progressive,-0.221048117986561,-0.530070170482524,-0.190089509809594,-0.54898385909867,-0.550772258427265,0.149926440848138,0.0915005514417122,-0.123703342896857,-0.26047179791432,-0.265197430709222,-0.283925632450498,-0.231346599235867,-0.412639895560524,-0.257079649101087,-0.296566478767405,-0.285716222787319,-0.0475812511050963,-0.277678642843762,-0.26551971159467,-0.0946955844274219,-0.181620403868189,-0.511661799715816,-0.0620045800447256,-0.0838253022948919,0.0096212032442786,-0.110675679978444,-0.0945978899931076,-0.296987018124829,-0.204791922264558,-0.249248955948774,-0.112423909310536,-0.21551329217066,-0.168534644344218
progressive,0.0138137083994556,-0.091385600819976,-0.1015346757575,-0.207038694549644,-0.104006966451383,-0.0208384435473167,-0.0928882149659459,-0.0531200620068399,-0.23141597174215,0.0335684896427015,-0.182155423081174,0.0255091425627549,-0.0393682053600923,-0.029911761695785,-0.120997506512882,-0.146717932238476,0.0785877688507064,-0.0483550831344189,-0.0392045147465634,-0.0187689580772416,-0.134827762185234,-0.0367542676294113,-0.0710028995411518,-0.051016784842345,-0.0041886166204535,0.0042349727805755,0.0473007230747898,0.0347621320952332,0.0114784486807916,-0.0310246492814619,0.0005757086313448,0.0390079957499508,-0.0203550992341678
progressive,0.198247209621492,-0.153685812130153,0.341604489741373,0.130914039937692,0.0670941791803072,-0.0122847149250219,0.310593422246582,0.402986975991175,0.0518519067893752,0.226833629514825,0.100498248778397,0.0527590243430926,0.105204056880342,0.194619819960263,0.0925922559167668,0.002602339574202,-0.0325685352797891,0.125849185722035,0.121397649023089,0.291222018611792,0.147422120657379,0.0065463179911877,-0.187466389112491,0.135029261053898,0.346683188502301,0.279910850048537,-0.148518444433159,-0.088456426802628,-0.0191369096550909,0.0581397805397485,0.0935368001715321,-0.0722954254629906,0.0028441680175701
stable,0.400393372870599,-0.0564932863199496,0.317290856170525,-0.0797826567821516,-0.172122974367592,0.449334939829332,0.354235082090174,0.175962172052078,0.298798986026224,0.284956668895887,0.325867173937896,-0.0539025041264266,0.0131333200159589,0.330097354743384,0.212724487958211,0.236057441699853,0.17292057196769,0.356351538889672,0.376067061100118,0.573704682600247,-0.0033157547314975,-0.0923247444547704,0.364249169215741,0.438609243168003,0.486285777568577,0.407706496969832,0.222277090088656,0.387403446356408,0.243391452464089,0.255680590254022,0.420069673064445,0.336620937034084,0.439005401121171
stable,0.253697016226097,-0.140557965119157,0.165104587268434,-0.1651120806107,-0.0911266712611679,0.474231399327302,0.349728365742169,0.115612595218212,0.30394179605618,0.2839999635678,0.312333366919478,0.265205525883891,0.0566645179844733,0.177319918693929,0.256799662083572,0.107517405345491,0.198140640815374,0.363451046775591,0.311713643716794,0.233448870475401,0.252313896730578,-0.0135491827079111,0.0964237928641707,0.291769182536629,0.433366536628283,0.11948168402004,0.0775588862308144,0.313916329616559,0.32890883158568,0.158455898337609,0.410249086990415,0.266576014029781,0.311217423062077
stable,0.293262924762942,0.140783362099036,0.414748435558094,-0.277096032905857,-0.110513336278283,0.182901542097717,0.376654944515377,0.126602572588658,0.198077396084617,0.173101442634252,0.205672056018368,0.228540710934555,0.11769697854856,0.187498856838773,0.163934063224424,0.166957247164152,0.297487912740602,0.268626827016649,0.154648004460968,0.392629676838261,-0.0097016853521362,0.108234405275284,0.428648133734401,0.259526217251455,0.337134641198176,0.285145636018602,0.0366788355899057,0.164644608971766,0.177142339623415,0.237092779717145,0.337351531349994,0.157962389005043,0.291616505926254
stable,-0.066007951202423,-0.213366531445517,-0.0513219695244114,-0.250431966507043,-0.28315046427975,-0.110220514931758,-0.102896220018568,-0.003717774533108,-0.0161324860664865,-0.110967241613209,-0.125443188533228,-0.570487884986982,-0.152483320842277,-0.110827563941955,-0.0736065409462371,-0.183337361280127,-0.175763649884033,-0.220271189218209,-0.1403327772586,-0.0445813725071848,-0.135791267833935,-0.221333556959197,0.111584761961953,-0.177693630336455,-0.144415388193173,-0.0428656216138197,0.0087305529946151,-0.131530490381712,-0.112202921244544,-0.019090071325802,-0.0681690606763154,-0.133983023522078,-0.0584764667799127
stable,0.256467467625066,0.0669771214172317,0.226836015154103,0.13147546158639,0.254245828468386,0.297578593169626,0.416775919159957,0.260482046152157,0.162464485124791,0.40690795532101,0.255986722954089,0.169674667917926,0.0799569001575368,0.406091145438124,0.233242178145189,0.217540290209614,0.0591873095773714,0.413074488662485,0.42357915330693,0.263968469491152,0.149409997907431,0.259560236596526,0.27733490890577,0.414942635666406,0.273858166935749,0.204871023668937,0.168754010236745,0.422148029385382,0.415792613413533,0.191175472212651,0.361258842610535,0.323838169732359,0.34712525773252
