group,CD80,CD154,CD52,CD3,HLA,CD7,CD49f,CD4,CD16,CD294,CD31,Podoplanin,KLRG1,CD66b,CD35,CD58,CD178,CD24,CD11a,CD169,CD62P,TCR-A-B,CD41,CD226,CD29,CD49b,CD81,CD38,CD15,CD36,TCR-Vr9,CD133,CD158f,GARP,TCR-Vb13,CD88,Podocalyxin,CD258
progressive,0.20134037553821,0.353745620088884,0.457454490758687,0.47252079100929,0.550244071910091,0.348271500740477,0.462981320166409,0.485829087741437,0.175687066850843,0.47264514700068,0.471040951508889,0.483590889256607,0.461366277069312,0.200782153735823,0.465420810905211,0.459137979781759,0.510760330038045,0.164442557881891,0.491028520353363,0.272966258412288,0.457558014113877,0.533966731210746,0.49441632420677,0.570975699393082,0.586860865056319,0.502511883602782,0.53487976634494,0.486839094273424,0.0939288084479561,0.46199285847792,0.513161515717346,0.32384820582071,0.476121300404403,0.477474813700958,0.451429154617729,0.472692045728565,0.4556070895791,0.492300822566447
progressive,-0.154447078287986,-0.232762338327683,-0.16643954828938,-0.0796843107850893,0.092129294391614,0.0548167720394095,0.15355204856274,-0.0501273886698158,-0.0649802979826293,-0.174281263087615,0.248692422811668,-0.0782924352952228,0.0041525165351017,-0.0431433607665355,-0.0120878133910019,-0.117686554816355,-0.0752341642602114,-0.174054763768703,-0.0387208303504573,-0.189521183207155,0.0321081862922492,-0.103728918056942,0.262460216462364,0.0225369016961167,0.0534075003074224,0.0975383122587595,-0.104693357183149,0.0748242062517788,-0.122851604685837,0.0591878733453666,-0.0683013767648987,-0.213557660271469,-0.10900512897023,-0.14995806600593,-0.0701154813191268,-0.0479696973848535,-0.134002993037938,-0.176021004490999
progressive,-0.103298502793498,0.133483141195296,0.0251944859579931,0.0048408843571504,0.135641098491224,0.133801876379411,0.201724930629865,0.0782062563057998,0.0149620749546873,-0.0789218439474405,0.323568428252561,-0.0615571228200641,-0.0723609461674707,0.0226545619524927,0.0832863509796735,-0.0414091723437125,-0.178910872451159,-0.0585508065380237,0.0222023250908933,-0.0622476553240833,0.205310523261314,-0.0298948475807253,0.341808714882573,0.0570268701610805,0.184192173787946,0.155258303357358,0.0889408496876684,0.117094522623407,-0.0209597273872262,0.32691508334482,-0.0439858241757586,-0.0318603716982217,-0.0838249903270829,0.0059937294073348,-0.0937120342218177,0.0157214794448819,-0.0961609013737975,-0.0816142446322129
progressive,0.222521637777207,0.146596169972266,0.0663069922752813,0.127505804665871,0.0181453692572327,0.0617589572316248,0.0470296682323396,-0.0342025656901441,-0.0034944211667591,0.169964476947183,-0.0405176562656579,0.11632748957549,0.0815930190691963,0.0777629220379657,0.0065243614235583,0.073704967549951,0.187862962942896,0.0906551770429815,-0.0327434126511841,0.166269008611881,0.0111063773571101,0.134966713079503,-0.023083949728938,0.063995318085003,0.0150562909062351,0.104635715625535,0.0971366964757996,-0.0934943236826055,0.0509301240145859,-0.0125156744350646,0.0621597980756488,0.245271988968702,0.205341736863954,0.0917643642325558,0.138487868930141,0.0909016578276937,0.185703746104738,0.0940702274647484
progressive,0.547253978551473,0.456423104511131,-0.141551747410443,0.0146096389308911,0.0222785536787852,0.101879168755337,-0.371936720719884,-0.203143330794244,0.536463045183631,0.287899348416485,0.115804478238753,0.305185316008823,0.371016348515041,0.52316478910515,0.254595555009432,0.450846371421283,0.166122132778412,0.458403147931047,-0.0325087913171816,0.48355138168864,-0.0934628829188795,0.0505001673605913,0.0330385920691664,-0.0398234446180905,-0.0398642470225146,0.181348993019816,0.035890653943817,0.190135495304617,0.655137370078386,-0.0496825774828812,0.205431416655697,0.492105018022776,0.377562442285431,0.261875923778562,0.291629621315405,0.338922667785831,0.222236748983785,0.357864264674484
stable,-0.163582029386906,-0.0493684728769979,-0.10666388676657,-0.188345776145584,0.0165826009165997,-0.422524334940313,-0.0251799276394612,-0.149906654720657,-0.18612242906794,-0.310645334674065,-0.0292039947849857,-0.206512430067751,-0.170813251795301,-0.125116375612712,-0.138897938952991,-0.193894604589774,-0.16890597470635,-0.120703499536737,0.108133152483474,-0.0409113346344082,-0.197274546786549,-0.359216244244885,-0.210242511976345,-0.0633094772028048,0.0279206183237226,-0.0935833465955518,-0.245709832352141,-0.0061835655861729,-0.19212321937094,-0.0962911234658259,-0.242632841553474,-0.037122791337071,-0.274920008063013,-0.181148783176257,-0.110599992532026,-0.172672854370954,-0.225149751164195,-0.194843141352743
stable,-0.167060026180622,-0.0568544094029836,-0.2668601656141,-0.249242530165251,-0.104079740575366,-0.317568036194856,-0.257603360059742,-0.25789862745193,-0.279796401621991,-0.289345363061008,-0.0140947449680571,-0.316214375378333,0.0172962750946631,-0.211063791922134,-0.149582127530962,-0.224006724692485,-0.186845999673067,-0.268100108074407,-0.0295097775456713,-0.247637562201151,-0.0233917681113561,-0.254894286866877,0.0365883248811464,-0.156881855811117,-0.117179317385272,-0.0408569799884698,-0.172238469897345,-0.145656273783036,-0.299449458357251,0.0078684553382901,-0.198612621739973,-0.184544472953118,-0.29746776543007,-0.0818423426091205,-0.218848453334815,-0.322667393606178,-0.259311646970258,-0.247674443723445
stable,-0.0235737845080702,-0.012320444906141,-0.0513575286948977,-0.0339730997949107,-0.0311491124444641,-0.245742870751146,-0.374026866037775,-0.160559477394388,-0.0532318444492846,-0.0925953980326671,0.0045799884713505,-0.0331390425389682,0.156256802991981,-0.0007428276321505,-0.0475457610006857,-0.0433438290780023,-0.070115556478638,0.0453489240202511,0.127547096666519,-0.0247629102567325,-0.145134807361653,-0.0942741050849227,-0.157661266883019,-0.0311322066632431,-0.148436177816731,-0.0972980066044275,0.0289194346843137,0.0580023409828338,-0.0769827244582532,-0.0420824078072373,-0.126432301805741,0.146353224391974,-0.0982651417789732,-0.0966914674291368,0.0117529178373277,-0.0988210358913212,-0.0189143339330797,-0.0017236215135016
stable,0.0120706723964291,0.0379667177263949,-0.0216044724360276,0.198470314410324,0.0939270431883725,0.507200963680863,0.0220895195731625,-0.0780485082787445,0.123458519788781,-0.0776204455398792,0.275241033380233,-0.0033685165377494,0.109321125976348,0.0391208040651003,0.304202597642938,0.0786814636815466,0.0390916699000144,0.0036924777836733,-0.0693253780055592,0.021084266309743,0.157063606121584,0.134710906477755,0.151085124910112,0.0347512945755172,-0.0478785986577411,0.135312959460507,0.151751965744339,-0.01882426141961,0.0291883278784203,0.214926860650534,0.126901997909202,-0.0520934232792723,0.0247465032061463,0.0547317195787291,-0.0100791429281045,0.0036711823688011,0.0906123602549744,0.0033665857326331
stable,0.132518539884004,0.311965506794456,0.262388397573519,0.150207529612899,0.276186778615485,0.226403446119148,0.260785864266626,0.211602759287141,0.274037988866773,0.208889225636115,0.309522282421769,0.314548148696699,0.379565221574787,0.252887263187296,0.290459205073686,0.331452477132485,0.242518312262975,0.21373381505109,0.363213597663796,0.0683961455725489,0.106635975915981,0.26624983793447,0.28874417128972,0.409264239934116,0.331697508742667,0.298767941316293,0.248431239737563,0.240958533136669,0.260393230536714,0.209682198577233,0.20794685284435,0.156620636317695,0.318233368812898,0.252249853509354,0.211355944356742,0.252984615332155,0.305097869008067,0.311610262532349
stable,0.0698730250459941,0.151992018021673,-0.160879506492553,-0.194266238679517,-0.169536595249133,-0.241010706857476,-0.222146169455358,-0.157546858615365,-0.113788135910175,-0.158410219987926,0.0145090336565683,-0.234988290788268,-0.178340389310982,-0.0869394063464977,-0.0011095419547827,-0.203271684340237,-0.210510991607384,-0.205778665006057,-0.217514038103273,-0.0995383246251039,-0.249824963166885,-0.214164493991626,-0.200084055789037,-0.272178866583569,-0.231566409940688,-0.154956322439873,-0.0716022381589411,-0.018005053623488,-0.151722313693193,0.0711074794329994,-0.161944059523727,-0.008787137933682,-0.260151257072797,-0.106878691051073,-0.21313664377715,-0.176356618883024,-0.272840296199095,-0.0813618778906651
stable,0.221741694528286,0.174396173184593,-0.297855919303053,-0.0181418840909647,-0.256571742230887,0.0699707741214602,-0.127143969502865,-0.226185996370613,0.0327014357318922,0.0884444425749229,0.254212084422353,0.164414480661059,0.203755444956804,0.109808378062306,0.119087048182008,0.179253519142189,0.300582065682905,0.227688165653186,-0.0853434889510633,0.187595019849934,0.167916249637186,0.10586159930004,0.138074854011642,0.0135184969714887,-0.0262086180545095,0.278288813901405,0.107821821361056,0.27518944096211,0.196442525535575,0.120664761850193,0.102126975990612,-0.007034896066519,0.207564440195056,0.240595673388045,0.245390973209625,0.0865751627269005,0.28455568246061,0.0543745421275317
