group,CD3,CD90,CD45RA,CD7,CD146,CD5,CD27,CD366,CD81,CD36,CD73,CD16,CD279,CD294,CD326,CD146,CD62L,CD27,CD95,CD66b,CD278,CD122,CD2,B7-H4,CD26,CD204,CD144,CD1a,CD337,CLEC12A,Mac-2,Podocalyxin,CD258
progressive,-0.166901766744741,-0.22769856764491,-0.14304017458369,-0.121244117112605,-0.157527366397831,-0.084596129142852,-0.168871565948551,-0.121136700507426,-0.225085034318645,-0.0701063346353966,-0.0760126285457006,-0.0734132002141632,-0.0894253832367948,-0.0061723828497506,0.0693593166027873,-0.0255328641232194,-0.126895800853285,0.101177755215863,-0.182340514053825,-0.0749934497467291,0.0515564580933068,-0.0691471845441581,0.0730893145169778,-0.144523352173641,-0.224248333447498,-0.18876132972467,-0.151346181447477,-0.10725288304981,-0.141121255740515,-0.159834024795073,-0.133701025577327,-0.16729597195147,-0.207153370442638
progressive,0.0389561178374843,0.111414764313808,-0.007886267627391,0.0416468898966936,0.185114751597624,0.114035136656369,0.0189827889798851,0.281097734870608,0.210345810244217,0.158088119525071,0.134049663998577,-0.203876601065012,0.0322745364003784,0.0865388518750695,0.0665254934421048,0.0740690853120071,-0.0041429970506255,-0.0936701009326419,-0.247138735707265,-0.28382601612958,-0.0376841639382824,0.0180164621041342,-0.318448603885678,-0.0254042393868819,-0.0775330324746527,-0.0755007808080352,-0.0129683350165814,0.0789180781790068,0.12456669902655,-0.0955404284250296,-0.0431208146632795,-0.0003784649392861,-0.158655163997906
progressive,0.452992094633532,0.0028314732709628,0.333527081635893,0.469601361902231,-0.0643749643577326,0.1540283974615,0.218310399833925,0.1060885113643,0.40423880487469,0.0834768744497059,0.0521882063267159,0.0400300480979656,-0.216381626437464,-0.135559962729248,-0.221798228157098,-0.0954676723667277,-0.0635887423470019,-0.0463056937388934,-0.410249957888694,0.0776044546340688,-0.408298034350557,-0.165537263762992,-0.195898076224928,-0.118863904130212,0.078819754792654,-0.155380343500286,-0.0997726893063902,-0.203648302636932,-0.153645942686929,0.0592370559904237,-0.0443095183220392,-0.16446133108702,-0.0377125621353201
progressive,-0.0567092945618703,-0.210359704755115,-0.0106977565720519,0.0185106364034346,-0.19960915466361,-0.143830741644628,-0.105399908457764,-0.400151651800725,-0.163322170010744,-0.0911524579950903,-0.20081016749189,-0.0856936843194184,0.0286479496888096,-0.0726340261699716,-0.0244432402434081,-0.0736965442123379,0.0089638580712637,-0.1807826931269,0.006732041163963,-0.199244379600976,0.0148514156092317,-0.021999396607932,-0.0111917456665623,-0.0075831694787957,-0.0522806224704978,-0.0298724269464484,0.0379428633213755,-0.145126292773715,-0.012028885451438,-0.166297470804566,-0.0637448981755571,-0.0386059937439282,-0.0482804315818557
progressive,0.439364336159743,0.0740152840568945,-0.121710709570192,0.305513716267524,0.4911078364233,0.140577417176308,0.292744462468833,0.0988400192574122,0.275287612355032,-0.40036792283669,0.401809631659042,-0.0191814929650433,0.0874404959815616,-0.180535458389435,-0.324182190787445,0.0760355830515324,-0.0319412703325673,-0.0863051245066281,-0.0634734857925318,-0.0338722004288306,-0.117334243224883,0.12108701940113,0.592299498095985,0.0544666250450592,0.140138983924553,0.0613913579087911,-0.135838483434407,-0.0977105392266326,-0.0447356329599527,0.108338510564454,-0.0588037536272052,0.0706161289202788,-0.0739875080079599
stable,0.119687134449754,0.0133779199804157,0.0241441437705585,0.0999983332927471,0.157701350832156,0.47348976196817,0.345792509581508,0.135509495139264,0.187267779978209,0.0693803176921584,0.126415313032115,-0.431684192350737,-0.257960931956757,-0.269178348799389,-0.234749577203316,-0.200804788526505,-0.190086527037922,-0.296784844567036,-0.08574520546352,-0.422638463888827,-0.266158903198336,-0.175351527771918,0.104812542835507,-0.255631034015195,0.0124674878880882,-0.212036456464689,-0.135345385930229,-0.238414107367999,-0.201484496163083,-0.402655887369105,-0.234758372271445,-0.258566624355924,-0.313062136249503
stable,0.436279291126879,0.195405575792838,0.462409644744181,0.608386363254848,0.103475031184133,0.167513535023978,0.33621107816239,0.17613979907776,0.0900718200503462,-0.0322805220927212,0.188314789874373,0.103467670668201,0.0086190838319131,0.0188064398455862,0.0119731694755063,0.0182757776056226,-0.200428366210484,-0.170266458044255,0.100318686244917,0.0733614756560339,-0.0821219910518893,0.0497141823557875,0.399423127063325,0.0045611430467889,0.459967883388276,0.0184648442838428,0.0161283580081717,0.0500883818812516,-0.0357233218802365,-0.0032624820905262,0.0141013478470388,0.0316496790659695,0.0118306953610016
stable,0.290724969580601,0.0951869048429594,0.436176200359415,0.471621674205446,0.118516900045426,0.0990845323201399,0.29362103773503,0.189791984323216,0.0771505094524519,-0.146816633629123,0.0935875727208743,0.0029006825330071,-0.0189893531457565,-0.0024604631451596,-0.105042718768158,-0.0418812232890578,-0.391658603736544,-0.0426473509504801,0.0096125132297042,0.0317926427049129,-0.225078262420869,-0.0364684894222291,0.298738906620349,0.034802625671502,0.415424059367693,0.0667264628798502,-0.0590740806098422,-0.0414612005270287,-0.0563609403432658,-0.0216452517813281,0.0058367009223873,0.0192180808314239,0.027449663828472
stable,0.415878161900073,0.202908436738111,0.382311143889066,0.578207825084749,0.143343958587965,0.126001498020801,0.404285437895127,0.168590679075623,0.284783675145535,0.172083611748555,0.195906325362481,-0.147342603765233,-0.240695448692112,-0.312388829874404,-0.228206500560786,-0.101693705281111,-0.525759164303219,-0.452170980322809,-0.235865335227157,-0.139054631245306,-0.343897181004622,-0.287012645009777,0.114408541299104,-0.343248393726032,0.0547940401440738,-0.321803004586471,-0.261887611208458,-0.254994951464359,-0.277434637592249,-0.169030054957516,-0.333210060615493,-0.304609975156296,-0.191342140841776
stable,0.255353119701769,0.241541786566274,0.0988245747198331,0.276541270388713,0.113903826634141,0.224263405824943,0.275075593652101,0.16962027003259,0.100066154663419,0.135291638830734,0.177286577946945,-0.257453085128344,-0.425132078323844,-0.437010776347335,-0.422591300320819,-0.408721711178348,-0.110259795635268,-0.204768725549912,-0.174388230558279,-0.204129133884816,-0.48586467570999,-0.497689571507393,-0.139160193703097,-0.400159851263281,-0.220473130682776,-0.428195476339303,-0.414537859741482,-0.448561076846117,-0.445847860029171,-0.172008627408782,-0.409067740171124,-0.433753386299341,-0.414859183666995
