group,CD80,CD70,CD52,CD10,CD7,CD49f,CD16,CD326,CD32,CD196,CD185,CD62L,CD66b,CD35,CD58,integrin,CD254,CD163,CD2,CD29,CD28,CD38,CD15,CD26,CLEC12A,CD94,CD85j,CD328,CD101,CD88
progressive,-0.0768326199745894,-0.0687212367609633,-0.133975110973642,-0.295017840437657,-0.0274287528783709,-0.0104127733720471,-0.116191181243197,0.09075726255663,-0.114674406854436,0.0145502292656573,-0.0991161074745577,0.0544847464515674,-0.155891182991735,-0.217409955647334,-0.229677426117534,-0.222161806849938,-0.156960143732851,-0.177349150164746,-0.0317186923048586,-0.13328581084883,-0.204786792798792,-0.105312155020183,-0.0899088008746623,-0.293560848233144,-0.0900233420468712,-0.411146753414365,-0.200794657408987,-0.161169506115598,-0.122023597737748,-0.249673621619093
progressive,0.0291228728910297,-0.0395243165547267,0.0749958932467615,0.169389666663197,0.0668622527419426,0.130564863579095,0.109186835915409,-0.117126402860751,-0.0125744009907921,0.139738647878132,-0.122164657116203,-0.0190760297437538,0.128638353392724,0.0708626374904273,-0.0180701907437657,0.0968117880325628,0.0398667949503735,0.108660718196606,0.0729391652783628,-0.108093590013814,-0.0255125149875102,0.0108935994607413,0.117594256201863,-0.0444614151835173,0.14230914906002,-0.0076394682671044,-0.0917052557818336,0.118727212871926,0.0537845830512945,-0.0039534820295171
progressive,-0.0158363426848551,-0.0388325093696762,-0.101548667176629,-0.0499461022411615,-0.0921380091838602,-0.0955244915983978,0.105011998766024,-0.0957458820812547,-0.0707374044213883,-0.0792126670695238,-0.0761328574917681,0.121865213719536,0.0303021799476722,0.0119265441637619,0.0349794686733508,0.0610595150688664,0.027386565515898,-0.0672252730890372,-0.0588329900780549,-0.0776108469449915,0.121253654995796,-0.0170275576924978,0.0373945977232699,-0.249084369210884,0.0239003872329331,-0.0317188965671423,-0.0048848610876497,-0.0500848657221648,0.032255409686946,-0.038992173445579
progressive,-0.0918247018157194,-0.010560245856884,-0.0109665544286704,-0.124395939992547,-0.188240998517263,-0.0945957512798745,0.0665325451169596,-0.119124835684535,-0.0045771611124878,-0.0779553915824772,-0.0628380601895191,-0.0314463911588958,0.139911656055917,-0.0040094476887797,-0.0063039137370335,0.0061860548043518,-0.099544542852042,-0.028544115704873,0.0044540624235484,-0.0100532210540267,0.129902833533416,0.0619309863371537,0.0287743200998896,-0.196841002647619,0.0264520682440188,-0.150570238433761,-0.124274402983319,-0.142367785386491,-0.0262372914511451,-0.0532423686444972
progressive,0.452068366924156,0.438761903074704,0.0133950817311819,0.510185848665286,-0.0445025044563108,-0.156182556584449,0.632803640495155,0.411218686717369,0.424195377459093,0.473192571860462,0.451462176080214,0.162005625986387,0.638070666107332,0.41420571556049,0.494998563664294,0.429860486165609,0.45070948429904,0.529633537767482,-0.295219240829367,0.111200268010172,0.26153161055999,0.460029617864253,0.45823714575683,0.0443195726545847,0.576256811767361,0.338345030571877,0.407660195797831,0.491428315058569,0.42007138069702,0.418774528107821
stable,-0.0731228720585926,-0.0527628647085923,-0.105278233613094,-0.0803440973147338,0.035769903555476,-0.0923724244169114,-0.0604995023466747,-0.0194810020686963,0.032886539745324,0.0091444499333432,0.0944882219800904,0.0698044534130446,-0.0206357039294157,-0.0098520578813494,0.033739257696313,0.0324160206943947,-0.0294994571669745,-0.0128601158616469,-0.117478306019396,-0.0320703810080587,0.0150843386386009,0.105221883943417,0.018015254585643,-0.0260734656137543,-0.0296348452230649,0.100002125585976,-0.0028234234145264,-0.0431293383629789,0.0475514946434944,-0.0126409688977436
stable,-0.0819422847339947,-0.132552848933178,-0.449710212776216,-0.162999276088766,0.189320473584607,-0.618196323051231,-0.146377391582304,-0.0247364737240495,-0.132197647068982,-0.164507264862682,-0.0922743207767358,-0.0851512002325614,-0.105162450486751,-0.0332004150429853,-0.250853909566492,0.0824537353864844,-0.0812981021787969,-0.0138262923486988,-0.445762847288735,-0.578914849551937,-0.369669816635394,0.0011809600280124,-0.0541389814070166,-0.334678109259226,-0.0972820945651166,-0.140808872461975,-0.138556754030175,-0.0801396969101492,-0.107967476617309,-0.144489500607044
stable,0.0178870250707028,-0.0260662717517017,0.0570789589577313,0.167090342351985,0.242098590430225,-0.254337397790847,0.0603870541337189,0.0125633166849491,0.0393163730652053,0.107472592359836,-0.0200108797295764,0.490107216064574,-0.0079570570929935,0.0808235075027695,0.121190717891762,0.289753011060764,0.1264543107263,-0.0101598832553826,-0.0728316684455005,-0.179831004124043,0.112534786471369,0.23799896501885,0.133146107022949,-0.195011084218735,-0.0003064012114876,0.0957975693634814,0.150949477721112,0.0587735948044463,0.0676569091842322,0.135058217327876
stable,-0.110564408611294,-0.0345986939105253,-0.0076019958144795,0.0099030135236629,-0.44361878278799,-0.152084177367702,-0.247013995761148,-0.103946167051191,-0.265134921647329,-0.0771657334653819,-0.108847435996844,-0.133094832572047,-0.21428281357205,-0.176200182212726,-0.131522325601554,-0.056010646683703,-0.217267288734126,-0.134513988359826,-0.114280375619087,-0.0837345219201299,0.0303853249792174,0.107672926364578,-0.158877299774375,-0.45049583218982,-0.208130103376317,-0.0681986900308321,-0.172074961145111,-0.148455799140267,-0.134324498975441,-0.185467672226478
stable,0.108102261154971,0.114919511179454,0.156115985926834,0.131860135998819,0.0608431047160811,0.320346466655623,0.173478957963074,0.0161358011690853,0.289078857420425,0.174900973409242,0.156665353187552,0.181952227674229,0.185340397650382,0.171045526790115,0.253469964663868,-0.0042818207186553,0.153671662615203,0.203706542331438,0.201711902812728,0.404226910697266,0.417340430443789,0.130175820564719,0.166793261226644,0.192850106424897,0.24848273481057,0.17879590671545,0.19666592897864,0.220889864796291,0.17102566687457,0.29817164474644
stable,-0.0778927727181522,-0.157404484196889,-0.173151257343399,0.0446237125755227,-0.0165338911117265,-0.204151470569969,-0.0838741957163428,-0.0397158516049591,-0.249097728322451,-0.0449185280233199,-0.149334091457224,-0.0942722411432145,-0.0084423474387247,-0.0900877702043031,-0.14260569117763,-0.0604734205368301,-0.223939321105497,-0.0724733237788477,-0.220602078454497,-0.255146089162617,-0.0298259864389585,-0.186725320416032,-0.0224201417728695,-0.146946081268653,-0.122283586456052,-0.325987173380397,-0.133703268815761,-0.167512456493194,-0.155528734572511,-0.255062036408116
stable,0.0043379109301785,0.0461171418775192,0.269914160584353,0.14318038125536,0.415510994122394,0.0202384429594073,0.0743246305050828,0.0520240145797043,0.0019158973944062,0.04633410128189,0.249365719047156,0.136801930280854,0.0417309805852459,0.073952406789978,0.0092369076105431,0.0844576919941339,0.153333863384436,0.106013196857305,0.201448282698974,0.084901354371129,0.197478922264382,0.0541053592284266,0.127002671511054,0.0521678789415482,-0.03731362429449,0.0269669250800382,0.059037058345033,0.234604707493782,0.0232383102915013,0.126912354599577
