group,CD137L,CD47,CD40,CD52,CD3,CD45RA,CD7,CD49f,CD31,CD62L,CD27,CD95,CD66b,CD35,CD11a,CD66,CD62P,TCR-A-B,CD41,CD124,CD2,CD226,CD29,CD303,CD49b,CD81,CD18,CD71,CD26,CD36,CD49d,LOX-1,CLEC12A,CD150,CD224
progressive,-0.123718977357464,-0.381130155693966,-0.330414072335816,-0.3078124230549,-0.47575807212182,-0.481173119363788,-0.511421493027464,-0.142678901670805,-0.166097398939627,-0.262516837950932,-0.430063677950669,-0.0515277266420296,0.0358384769266182,-0.0282891778859256,-0.277091285958758,-0.108950494999771,-0.30911239801128,-0.449348705670923,-0.205973932326326,-0.281963345676693,-0.345862142628541,-0.313444717617134,-0.175526065208374,-0.130774867961571,-0.313812407311388,-0.311263630644797,-0.24705827518185,0.0640880167965749,-0.385535972692964,-0.0810670539471584,-0.308532872304003,0.0698814478850248,-0.0668176848866154,-0.158594026216105,-0.125234976764977
progressive,0.0193723181297819,0.107964758863172,0.0872786916136052,0.208026570760126,0.0115716504690875,0.101643863381207,0.153637860493703,-0.0139243369409551,0.0908316415507118,0.220632247762787,0.214078372892262,0.196656008505453,0.352172747098547,0.204090276689235,-0.10989262294075,0.0392800414746684,0.146028980267582,0.225060639977604,0.124588334219573,0.0878443742667249,-0.212339239930454,0.0680621466675906,0.0245190045063891,-0.105870875415077,0.0562132905522394,-0.0902860691039747,0.320695147068436,0.108429788446589,0.170208315635689,-0.0150244037623175,-0.110843537973588,0.075638917332531,0.329454621455666,0.0989096473401481,0.141350401634716
progressive,-0.0407502820432857,-0.183245735092852,0.0222277962209189,-0.0597139167877274,-0.318445726460791,-0.212722842671598,-0.320028012525857,0.0192264356648518,-0.412204995691911,-0.187326224006863,-0.256194572032103,0.0329849436670257,-0.21117326712858,-0.186762436636098,0.0384008729909743,-0.0003259932164356,-0.394396707016348,-0.313184810226668,-0.453530797503284,-0.0545454843329231,0.0499245278232028,-0.0281194489445315,-0.0777985918296742,-0.0006763972206934,-0.224355709669444,-0.122351133291897,-0.0764898846414477,-0.168800132205342,0.0496603951707649,-0.512487988403082,-0.0501962383695859,0.0099327891883516,-0.235732522865097,-0.0113657668045383,-0.0090991558580365
progressive,-0.0430306022997393,-0.188955899999751,-0.102597071392167,-0.226169676093722,-0.101425133484625,-0.0108007348745943,0.0082038542951269,-0.162764277007496,-0.121640767322644,-0.11947114142983,-0.112869594961433,-0.193000246619828,-0.299361076430873,-0.26214060526322,-0.10708932901094,-0.107328526309396,-0.0571114338349171,-0.0175029612692717,-0.109451459010241,-0.0751472863074292,-0.0957165830455262,-0.08319142388361,-0.141402610156095,-0.182167291134035,-0.118247536752012,-0.0565721780024832,-0.116116059524299,-0.1421940725973,-0.0389555286798371,-0.114268096293345,-0.111720748217473,-0.184891231213453,-0.289309098593388,-0.163686804649089,-0.140569640412861
progressive,0.0789982127283396,0.35039292595939,0.147620514864823,-0.22671954613847,0.312937200995884,0.206674788470151,0.0219727247315582,0.249151303705469,0.0051899415193393,0.210538956978089,0.126118875373919,-0.0153079345150505,0.105510668124113,0.377153356861137,-0.148047626491909,0.341011272518554,0.132094207858683,-0.0202624128298669,0.0297594808712904,0.22334210323245,-0.202044351204297,0.0142006081583889,0.0615242326338189,-0.0761422706022969,-0.143749218935858,-0.0372759072539292,-0.166621980031868,-0.158368068300133,0.286715447676028,-0.0606657220499681,-0.0857476987664433,0.159889259855006,0.217606167874744,0.127842638599064,0.241012324619314
stable,0.0160927444956438,0.144288127328093,0.0176934860987484,0.254723473539165,-0.19840517289791,-0.217923648227175,-0.399737474580371,0.451837111639023,0.0278043754241478,-0.0619981267973373,0.0797139080300303,0.341795635320882,0.141262488619676,0.138927859377479,0.374113158925268,0.0994154355784307,0.0173222208050885,-0.192166517671717,0.0754975424112512,0.1480838281263,0.324890547715608,0.297365046053174,0.377636825710261,0.0231606253100863,0.0559058495244348,-0.0160496827992037,0.253778699440512,0.128909046939296,0.112542288428841,0.137420481378251,0.0445359890952727,0.103762661160641,0.186367395921199,0.10149472148906,0.231467929815047
stable,-0.118614698478464,-0.0345069248423316,-0.118726229391597,0.0352341553170445,-0.371403543727525,-0.441880269218334,-0.472922848519593,0.223820899290886,-0.0555104557673758,-0.3595155222018,-0.133406516132057,0.404060941495246,-0.204598351256171,-0.161852854002663,0.24226389920803,-0.153113239716181,0.0037957645209373,-0.365241421837647,-0.0284303138604373,-0.0701023824432916,0.265684005662441,-0.0072917049778125,0.223288597838423,-0.135308178670116,-0.0678997045107688,-0.022526149163167,0.220439506985864,0.179025945744601,0.0273120829978159,-0.0919336698664096,-0.0302672689906077,-0.0404782688300322,-0.0905068619447743,0.0623940238494803,0.050392672834132
stable,-0.128687482297014,-0.0869892871523931,0.0383149177904874,0.0736929385847076,-0.304465529373708,-0.526687766650791,-0.617652075304112,0.290253337808478,-0.113777324702641,-0.348048147338938,-0.29159963485682,0.455978305623374,-0.125012216708482,-0.137008075774953,0.25416868847827,-0.102185173176878,-0.125455051857539,-0.306508599664097,-0.0375959562598949,-0.0891122319046849,0.225633719612267,0.109926660305965,0.266832114411159,-0.0857896276519992,-0.0630592635565371,-0.0779582047558615,0.306455465574079,0.120258538571733,0.0078597633690056,0.0725710348687159,0.0295169492358012,-0.0408424624143168,-0.008116730533658,0.0505751295603709,0.0838230891092968
stable,0.111310961004997,0.163033247443638,0.0508756975905949,-0.0925566878909173,0.283974552089234,0.248790717179943,0.45159716865524,0.0476763336350043,0.0658120651881555,0.0299509675577942,0.268295945624484,-0.243838603589867,0.0103279777202489,0.155134400177353,-0.111230195111752,0.068273115364929,0.0657991043361145,0.301579852071703,0.0844680765236177,0.0878275557804725,-0.100715267822374,0.001858579818688,-0.114238916912435,0.267215890998684,0.0727919242342543,0.123808593763871,-0.137546341295295,-0.334424015634437,0.182657664181836,0.0543186177252467,-0.0245848372181424,0.0882673296244431,0.102461276251667,0.0842801558048788,0.041412750144206
stable,-0.30300884330419,-0.0713233909768376,-0.12299901942455,-0.203934162934629,-0.157923618185886,-0.133670851304847,-0.127246455680147,-0.228071160173494,-0.0444144236575198,-0.353603778141831,0.0399696437629323,-0.173062990825018,0.0165117668651918,-0.0930931113824948,-0.194604598376242,-0.165664886808586,-0.151684259011335,-0.18179582621214,-0.163803587404696,-0.333789430988497,-0.0648863840817852,-0.273469477043884,-0.260360808062433,-0.366135137750401,-0.356032298590384,-0.0713735055948995,-0.0084751855058436,-0.285350513201721,-0.173590812272763,-0.0120339080450381,-0.134073510193687,-0.319677480957098,-0.179222565936728,-0.30478308653642,-0.208377098732073
