group,CD275,CD137L,CD3,CD33,CD10,CD7,CD194,CD14,CD16,Podoplanin,CD32,CD62L,CD107a,CD95,CD66b,CD35,CD58,CX3CR1,CD24,CD66,XCR1,TCR-A-B,CD254,CD15,B7-H4,CD193,CD207,CLEC12A,CD88,CD258
progressive,0.175807758397979,0.142215718372523,0.171545733029268,0.0337408875418543,0.246272416921304,0.134888000944046,0.101558889083137,0.192656079149579,0.233126120525416,0.298088407015914,0.120474626020337,-0.145719851707327,0.240461387403508,0.226310314676474,0.222194111665712,0.174259936660989,0.335224658412102,0.291503316626896,0.382982005467512,0.168680424584953,0.161038209240355,0.25343518335797,0.159848892854463,0.276862274853455,0.14218450968731,0.170458956175309,0.113929555841517,0.329536209648373,0.165690278093711,0.239127270045183
progressive,-0.418367998089502,-0.405373686710888,-0.25328860240657,-0.507246337595255,-0.446159232591656,0.0003258709134733,-0.106332714667284,-0.278213870688265,-0.673734140324023,-0.446860783342249,-0.538062816713392,-0.347243767714041,-0.52424639541783,-0.0761360037839518,-0.702852938591155,-0.583128937944566,-0.481367113971124,-0.466272067648916,-0.539576254781988,-0.507723572732085,-0.273748854243052,-0.324749088186776,-0.469377487097812,-0.616695788368681,-0.402212238029976,-0.466146889102214,-0.201134435287209,-0.661082822217619,-0.509849606449029,-0.488253944612374
progressive,-0.171215047520043,-0.107451828859529,-0.0242643071297993,-0.0498863556199145,-0.129168133742589,0.279950317151653,-0.343102765650028,-0.206519086349167,-0.0698953260390269,-0.169308715835713,-0.0859074103017298,-0.004071604157798,-0.220689602415496,-0.481225296995181,-0.0735873217342029,-0.0677325863374218,-0.227398880531218,-0.161986155984399,-0.106670653792237,-0.125242475784383,-0.230960406168888,-0.0738369947371137,-0.125927593994646,-0.070188285254628,-0.246082978574491,-0.0456822010226696,-0.162940093329499,-0.113174990194978,-0.171510701850969,-0.134216098131308
progressive,-0.281167955018354,-0.156658760510191,-0.110054914788222,-0.174547780280216,-0.151041876502903,-0.0487706038526614,-0.115275326403098,-0.136705310045565,-0.249818371828023,-0.250419798283701,-0.199385814818723,-0.204519138639555,-0.242697675740928,-0.377218125673629,-0.253920562952297,-0.281127364030549,-0.28205562209639,-0.269830612176205,-0.175962980946367,-0.292844770925766,-0.322152142306237,-0.104190203153834,-0.177985184676464,-0.260527485389863,-0.251263955466564,-0.181923079560689,-0.131680617697019,-0.285647438274931,-0.234116547247918,-0.220261533807972
progressive,-0.150156036290081,-0.0056294732641181,0.243177756230634,-0.240383654857056,-0.122489280620929,0.0332376145939345,-0.185727321723968,-0.432908001464204,-0.0258022018271712,0.0030246926546181,-0.0231300584880742,-0.0035421253092535,0.0114250534876784,-0.0823682166793096,0.0624286905713848,0.166177969952615,-0.154748802462914,-0.126587166843924,-0.188276071261817,0.136193356516698,-0.0284674278774508,-0.0610989679177525,0.0034281595403743,0.121816925955618,-0.0544666250450592,-0.134005589313641,-0.162708922695039,0.09093249485913,0.127898842016118,-0.213913673780336
stable,-0.334147656337152,-0.219794456178864,-0.44490856341152,-0.181232042432341,-0.277281565666954,-0.416083287993949,-0.0954095069937648,-0.287828572255357,-0.364290612806816,-0.328458208398865,-0.353006679151941,-0.183426445087082,-0.309372868820875,-0.0135696512393782,-0.341455425994266,-0.316129501212712,-0.345902766506068,-0.363079234680294,-0.231697785381271,-0.256473641139436,-0.275133140520484,-0.484324888346193,-0.292512889667687,-0.305450645588241,-0.20855422691446,-0.251017194015056,-0.127512126698658,-0.262812255801045,-0.355848444499264,-0.258410392417997
stable,0.071278423714806,0.130351703279564,0.216632279697612,0.0768019305567576,0.0753472246238356,0.41043060628569,-0.277771010864849,0.164697739071774,0.103646223147039,0.0846082554128765,0.0834755194518224,0.0968384632726792,0.090405766616795,-0.156863775486874,0.154924806954247,0.169147110978933,0.0226768847938879,0.149902129389097,0.114364139931643,-0.00015387529063,0.0737990056999451,0.193415549412487,0.0767819075919518,0.0417150415535901,0.0639943081083961,0.166011089998082,0.0815462183463209,0.0825344360467968,0.0421004907037053,0.0620510169908521
stable,-0.194473912520275,-0.0558472954844481,-0.0223632670548703,-0.0907253721720503,-0.0414778086995465,0.132245541795075,-0.414490492256755,-0.0667290291069509,-0.095932773627455,-0.0815729886265411,-0.005471701655763,-0.329288267414829,-0.0873235151636274,-0.117338832967117,-0.0034794256653122,-0.0080944228443485,-0.0652960498592106,-0.0591108565777834,-0.0091529219522793,-0.0690435940685188,-0.070437802506142,-0.0875806186231483,-0.0122495288683146,-0.11082199840278,-0.0899878942532882,0.0461912953656069,-0.247520020382623,-0.0133999898198649,-0.0817200687285677,-0.0702244220876959
stable,0.0856725218900062,0.0852546638464187,0.315738775808858,0.0344997905353621,0.0457275620315399,0.592943876243234,-0.342757294211788,-0.0045652296872819,0.0727349837213714,0.0162380969629571,0.0987260648347117,0.122439589347608,0.0009173245551252,-0.398924446417439,-0.023136644966791,0.133503961318402,0.0615732961485095,0.0995273250679976,0.0062537975919373,0.0517745725225999,-0.0068042681403343,0.259781054600545,0.106992886966123,-0.0055482931090395,0.0365766671650647,0.0803355930906269,0.0582692132062641,0.0528385646004742,0.0578244387905275,0.0296200357494422
stable,-0.079630030310139,0.0583805545736648,0.216107255126257,-0.0156135415823634,0.0208908631420772,0.354254743800026,-0.223597749447636,0.0608127226901987,0.0812522819805728,0.0011594439533137,0.0425067402796599,-0.0297122273584303,0.0363530826316946,-0.275140164072886,0.101814278021324,-0.0230313592429705,0.0573431321658073,0.100153435819824,0.090510304855298,0.0279077828411065,0.0564747675845845,0.225594632588093,0.01562915401559,0.0780598915607393,0.0392378781115998,-0.0312283539528643,-0.101832661125353,-0.0236380134120542,0.0894221840109817,0.0254963602300107
stable,0.153758232025746,0.183037446272829,0.131442531489881,0.0960422414474649,0.12762784571963,0.22681641884101,0.161815519471686,0.142842003468793,0.246033512182948,0.384722858901571,0.152768558021568,0.187441024566971,0.273115016447969,0.0587472978135437,0.243057922262407,0.171502011393107,0.290389711760169,0.224711814628428,0.159263574865778,0.29780259968188,0.270001099187797,0.0858468931365656,0.116896812752622,0.128095023005002,0.250423714525735,0.14560075468301,0.1606206095899,0.116294475772233,0.24123615692277,0.155458492403567
stable,-0.20514594064109,-0.0477715733316198,-0.0832507787729122,-0.0253772658524662,-0.195154986521532,-0.0946832302738454,-0.332751825724406,-0.1265109071585,-0.138907513117467,-0.11833466076757,-0.0771341694575779,-0.433465765342557,-0.0461268446940496,-0.115371450233009,-0.163731695687959,-0.0423009180167041,-0.0983376473860486,-0.116606561545258,0.206874036520996,-0.0790541262170744,-0.433962638806044,-0.219278728251911,-0.284402402947317,-0.228956616674222,-0.142396978197902,-0.204104249790522,-0.449210971057697,-0.174438721072291,-0.248085307050632,-0.224974141575686
