group,CD273,CD52,CD33,CD7,CD49f,CD194,CD16,TIGIT,CD294,Podoplanin,TCR,CD32,KLRG1,CD107a,CD95,CD1c,CD66b,CD35,CD272,CD278,CD58,CD24,CD66,CD244,TCR-A-B,FCERIA,CD124,CD226,CD49b,CD28,CD15,CD71,B7-H4,CD1a,CD73,LOX-1,CD158f,CD337,CLEC12A,HLA-A2,CD101,CD88,Podocalyxin,CD258
progressive,0.494103165368923,0.503394486433587,0.129400127353287,0.32259001407203,0.336884961949887,0.348069923882349,0.0778107290888068,0.408285182994295,0.453422990656732,0.47876396951294,0.52058360257975,0.383564260977142,0.280153851666625,0.285462664842783,0.136715105099326,0.328209307767777,0.101238061338557,0.199636408770092,0.312020570517678,0.35755019074606,0.498219345674347,0.36780082868814,0.273517583943824,0.491353187672107,0.485436994835875,0.346214652021959,0.453693937635165,0.525656827851147,0.51809273485092,0.498507387302275,0.151205544673716,0.0609741244226861,0.388726396383279,0.520877476838453,0.516122358768731,0.241418278298341,0.455873243825668,0.476536104589563,0.189849744463734,0.381300210793478,0.462304444433408,0.283403416923611,0.500470461732287,0.490261181999458
progressive,-0.267096489050812,-0.37572883511204,-0.49849127026111,-0.0588475897348953,0.261634359681123,-0.117798314726714,-0.585699248913224,-0.23814478308579,-0.194688932634273,-0.493765856115296,-0.302936516365418,-0.49289714198952,-0.266909626649836,-0.554539305157142,-0.0541854175166325,-0.310408700239046,-0.605300207946073,-0.526806372752486,-0.41193764564644,-0.035337987340472,-0.392095853415748,-0.55710911419394,-0.462216531980678,-0.22807749944947,-0.304623196164842,-0.291721621151453,-0.173362936073838,-0.166543834035052,-0.338906666003783,-0.137184891318528,-0.520160296764633,-0.148022177666642,-0.470769004825185,-0.280223709904682,-0.0241994268056097,-0.476418169557617,-0.314664560977979,-0.247585967404937,-0.610452248227887,-0.225415363446259,-0.256693542208132,-0.48461829643424,-0.367559868128561,-0.392074130720344
progressive,-0.252760321807174,-0.114879224923549,-0.165186912479409,0.283603537790464,-0.115046484680081,-0.483805810358022,-0.183818137249278,-0.305770506382358,-0.202793215877703,-0.224587469826795,-0.202473703350634,-0.113283612373884,-0.205066077841787,-0.214241103068802,-0.60098251221044,-0.148443403023645,-0.166919183964546,-0.19046589581636,-0.116092769419735,-0.537931534503037,-0.269931227279578,-0.156223086700086,-0.114987046080013,-0.110502332664317,0.0007344331177685,-0.139261051683712,-0.132917556114854,-0.250390278162933,-0.0310396791601577,-0.360101871991742,-0.156788502974198,-0.396050318949452,-0.290306970354328,-0.259404712495842,-0.102952085611515,-0.0826174129678646,-0.238796308554383,-0.223809056829872,-0.127346790118704,-0.166306805923489,-0.118741010065199,-0.187169313035985,-0.242241041825932,-0.164327549555127
progressive,-0.147811088963262,-0.158425290957453,-0.16670611672749,-0.0835942223682786,-0.207684552167367,-0.226093458362283,-0.214629545266924,-0.243121264860921,-0.233175409000019,-0.275977534418265,-0.243578863047053,-0.200884109752422,-0.327959716883271,-0.19724776777613,-0.323102033893456,-0.20963506610031,-0.0652743865497626,-0.11865504975992,-0.262213458741097,-0.406559740350772,-0.268561230640074,-0.12717240666373,-0.104169871161657,-0.0901847546188444,-0.154404451774192,-0.308351862514727,-0.204593650282915,-0.183875724036442,-0.178515580068709,-0.221962301318075,-0.15353364815132,-0.124791952113912,-0.322158705071084,-0.178594699825748,-0.272010923504418,-0.0563823496782129,-0.172284177464774,-0.250430310515939,-0.050350674386429,-0.287059769561835,-0.19439098221814,-0.269366902430999,-0.208433280037297,-0.293709839127849
progressive,-0.277917660065561,-0.133826211900366,-0.0659522403393051,0.186984792715598,-0.165627588662481,0.0646964841076382,-0.315999627653149,-0.454948674807328,-0.391160159843776,-0.403580419916198,-0.341022407345729,-0.304525155067587,-0.493137133575687,-0.45366725902965,-0.27221222464002,-0.492484938663558,-0.403932171172277,-0.286814997356695,-0.48059767049037,-0.133462231904702,-0.344201845542013,-0.184274188644496,-0.377217714310271,-0.176001451590661,-0.145515297061259,-0.52894919549186,-0.277993616774542,-0.23480396881023,-0.217084315496305,-0.153739854640678,-0.441276862366668,0.0035856921124558,-0.297237477155819,-0.266782011606726,-0.389995417646426,-0.280263842777823,-0.307835783002856,-0.354964820972513,-0.289026581071322,-0.472354791470276,-0.282852187414841,-0.439771923706798,-0.332860439560299,-0.360836147841331
stable,-0.0488759499630301,-0.120210296169332,-0.0521968367457423,0.614459399825266,-0.31690868086176,-0.119555802666099,-0.0191819359415103,0.0176192777830204,0.118301220336281,0.0154083178604735,0.115371856289342,0.0574729569619991,-0.0385934754327986,-0.0152353003333594,-0.295503615992414,0.0852298466590336,-0.013731903755899,0.0077290723566967,0.0582624008794296,-0.196323796199984,-0.0173771630095575,-0.0286990116737132,0.0448480642040113,0.0238400689602319,0.321109420883317,0.0481744165120366,0.0077361918227287,-0.124960055302679,0.0596363848912111,-0.23022624323688,0.0183065936584795,-0.163106196557724,0.0083965532260453,0.0098197785698701,0.0300523058144009,0.0374491587335287,0.0604167945915877,0.0580729760505453,-0.0359565967343426,0.0504414942312934,0.148115133483751,0.04863184122851,0.100166943198976,0.0159600019072443
stable,-0.255534517355021,-0.390641660151434,-0.15493974909034,0.376739151977463,-0.452461007086357,-0.563487976507676,-0.155719940781266,-0.262241288336729,-0.255870169085243,-0.213065443943147,-0.255621038846082,-0.220284494990648,-0.134438096371004,-0.213630983054925,-0.575068081066381,-0.0959020302215915,-0.139238276119586,-0.0164542625350017,-0.144987606658611,-0.424607516381227,-0.317716236108339,-0.166991536327229,-0.245674623770532,-0.0688675065863405,-0.0562409485066112,-0.233966485183219,-0.232517530148704,-0.251749401429198,-0.0744351257647883,-0.467414643940806,-0.17615999884561,-0.178626277896318,-0.184927916391001,-0.169744148036207,-0.003274537078402,-0.159354913665363,-0.236374382387212,-0.249978413981007,-0.111032416419165,-0.139124805643426,-0.226729657161917,-0.275580793188518,-0.251981564571088,-0.203572632102889
stable,0.001799078258,-0.0622414657009383,0.0868820095928083,0.538124561697037,-0.349695181318378,-0.0356434590980301,-0.0004021561133723,0.0836013175455525,0.0767704860679257,0.113648887451624,0.113748062032176,0.133972864073675,0.115848848612321,0.0356464817224191,-0.218777137451428,0.0287692410959042,-0.0201071529481867,0.131433458240778,0.136656440603521,0.0409327693238263,0.0753886478380871,0.0275472200512935,-0.0066614579855042,0.160631331294036,0.286014146462822,0.144949876969255,0.002407502687642,-0.0170496621454827,0.106138423823701,-0.0034919365451988,0.0875421877764995,0.0284612445038429,0.10591764148178,0.108892501200764,0.0003027517625944,-0.105950182665811,0.083848880216776,0.119120832445587,-0.0488107594199148,0.0968882945635241,0.0048334714089227,0.0694574483855143,0.111112701924858,0.133082344657091
stable,0.0549391569663391,-0.0135348511256995,0.0467855606959264,0.606601143484745,0.0985801785408617,-0.3380446358059,0.0668021575874591,-0.0846973251961483,-0.0069086796220276,0.0034722885794769,-0.0008623419937952,0.0872675303589433,0.0533269642724165,0.0414632442672456,-0.418065883951129,-0.0903381317912293,0.0049488453635776,0.151833691546096,0.0078234496940122,-0.165974168792292,0.0242641401825824,0.0503752245225603,0.0348412035432772,-0.0145373056159004,0.21994157405939,0.0469700787389661,0.0233841928544324,0.0075985032363002,0.127621296371255,-0.283467125694305,0.0314541854045732,-0.195325156688247,0.0002678130441436,-0.0193519452689858,0.0828576942024177,0.104244554672919,0.0725384651919061,0.107847507241909,0.141768330388695,0.0237831649700153,0.0638375118225609,0.0610401213979724,0.0588794837577704,0.0513134773240793
stable,-0.0265740925181322,-0.110901764671012,-0.0804537503142075,0.196835801308906,0.067545306428488,-0.136000855086109,0.025050942672995,0.0485337742571222,-0.109956313054197,-0.0522057253899231,0.0142937914305154,-0.0509362705393818,0.0809844120491222,-0.0515250255401268,-0.275177128500234,-0.0268579139322232,0.0620194832441972,-0.0289459481428247,-0.0320111751723895,-0.330332690919802,-0.0355395268910434,0.0258967234076777,-0.0799761183288625,-0.0129830803911732,0.160542052467638,0.0230748980661714,-0.0244546735663365,0.0057546016677807,0.0081534337277808,-0.107983227818697,0.0780134330067853,-0.487248211334706,-0.106397755049654,-0.0134418842312886,0.0768725914468713,0.0476770658537758,0.0367119944446206,0.0342140722122018,-0.0796397440161027,-0.0005285517928627,0.0156201807353188,-0.0234922634673759,0.0842321540369868,-0.0121016573155906
