group,CD33,CD269,CD90,CD45RA,CD7,CD49f,CD194,CD16,Podoplanin,TCR,CD62L,CD152,CD107a,CD66b,CD35,CD178,CD24,CD79b,CD370,CD184,CD226,CD49b,CD15,CD71,CD144,TCR-Vr9,CD158f,CLEC12A,TCR-Vb13,Podocalyxin,CD258,CD40,CD33,HLA,CD16,CD62L,CD107a,CD95,CD66b,CD35,CD24,IgA,CD2,CD15,TCR-Va7-2,LOX-1,CLEC12A,CD94
progressive,-0.298432304800436,-0.415176305680345,-0.219539617784344,-0.369292870135418,-0.332378189875406,-0.302526134563516,-0.178155744369389,-0.0455436825643305,-0.472930518307972,-0.353683284638626,-0.453915307837023,-0.300186931221358,-0.315426473153969,-0.0605018391599403,-0.325133962147692,-0.478366387533151,-0.113382222332372,-0.47957519172762,-0.284835283253547,-0.340693464021413,-0.553198412528713,-0.510634798292693,-0.066895413608587,-0.238141730410391,-0.372054601015337,-0.517641150163251,-0.45360868978392,-0.342551383903769,-0.415996948064988,-0.452066618233889,-0.498625608610356,0.0330120191894919,-0.0814425095897424,0.0573634982075489,-0.273482526873028,0.0542959983852015,-0.14227966857353,-0.121771883522177,-0.312110999133279,-0.0264369386774108,-0.316043918773587,-0.216633678186465,-0.0308801521634658,-0.309810071949606,-0.0811986608422787,-0.176798745661936,-0.198981166586801,-0.0276424642363478
progressive,-0.464620291550524,-0.105813261915095,-0.239023053666962,-0.166986346983411,-0.175776532191924,0.0610546674549674,-0.0115218184855276,-0.589659924869666,-0.419520754055039,-0.196118123548615,-0.397436412379929,-0.119613175869992,-0.486394935041043,-0.613595767492632,-0.561581991574033,-0.128613053896846,-0.492951704996959,-0.155148434907185,-0.0481840784837162,-0.224621899280451,-0.125345392771105,-0.280565633208067,-0.5106148316401,-0.147892488043553,-0.151834891095181,-0.234224579744551,-0.22139119390922,-0.605993322343814,-0.257759290256061,-0.28556499895671,-0.328019801032706,0.08221393207983,0.477100023269436,0.276134002140566,0.559780421281172,0.408917928354034,0.495770473190982,0.15167752509682,0.547204900156594,0.487955417185639,0.486824345115015,0.269298956201311,-0.208497551878114,0.494349359067896,0.488578578822708,0.453646755874641,0.550642051755179,0.353765014938621
progressive,-0.0101116710059045,-0.164224078085024,-0.125712711465853,-0.365636540823518,-0.270758685993277,-0.134700216702959,0.260209638499865,-0.198329088632821,-0.1188756638605,-0.143372116163455,-0.043486224616231,-0.14753564640878,-0.0729486440939886,-0.197438020665862,-0.108928145922417,-0.153270764199862,-0.132783294573135,-0.117057567903976,-0.16217396958932,-0.0435547523072476,-0.124042148006096,-0.130543914653439,-0.154257183158964,0.360742176986061,-0.109210035001761,-0.11044922510726,-0.108419830706571,-0.0561435786114998,-0.143725451753225,-0.116918130169637,-0.188550253901364,-0.0875373586270502,-0.218051484178884,-0.0979233439515462,-0.110705617872079,-0.379561974298688,-0.18060944892579,-0.381065315864091,-0.14906905784452,-0.158847383890422,-0.0755744608668069,-0.0906931358795237,-0.0754700870759917,-0.152232477852316,-0.103497104832331,0.0164751113539472,-0.188689060377737,-0.124107274141618
progressive,0.201464631960817,0.46132414748227,0.520632864629041,0.446796701511852,0.355140933466323,0.137376321329284,0.250150454408104,0.257058323255761,0.396675445595414,0.474330834661845,0.274784709123694,0.473579754394855,0.305058018182614,0.232719825897248,0.259335238229187,0.354794655718208,0.299921754188878,0.484641226984639,0.494979323180777,0.459551199827824,0.375184066797714,0.349757112412872,0.292230486712406,0.0436529928459613,0.451619857588555,0.366809093756021,0.415546025817031,0.224028365980852,0.473102680267241,0.538199915281153,0.411914867958093,-0.0319838595459527,0.168019253836702,0.227489186486263,0.105467984305823,0.0434894247069095,0.146539219639838,0.262508762239139,0.195214160844596,0.115687115580782,0.164931242712669,0.0736303537256075,0.132118592793046,0.0417496889426138,-0.0498503151033687,0.108075847788126,0.174330146681506,-0.0224724092405505
progressive,0.0253612822439794,-0.0695343749081252,-0.314486882047649,-0.487776509477472,-0.178257597822218,-0.168714200452688,-0.0469033791489777,-0.252205694598441,-0.218024784818601,-0.0674386941002419,-0.104648052996193,0.0040955141331314,-0.24134653529647,-0.184813648325189,-0.354475826285948,-0.0194378420783712,-0.214100720026723,-0.041646280811096,0.141961308655731,-0.0387093828837691,0.0845244894297146,0.105341515821997,-0.347066821053431,0.443961804886662,-0.0135714543212295,-0.131471121972557,-0.0820277277198374,-0.219402518250026,-0.246582652438338,-0.14370567741745,-0.189271809188564,0.450216762555391,-0.0156814035249033,0.257420263095207,0.363891484281999,0.106885184770459,0.35497949971446,-0.014603385227747,0.353989218715169,0.260605720216518,0.294075842957266,0.458783083726764,0.166685038896514,0.202780614548072,0.0901634391414533,0.17043071520273,0.173812384587683,0.524960562059144
stable,0.0352959120654306,-0.11364086959946,-0.0254218964145772,-0.33904631658267,-0.570293101948519,0.315069181021741,0.193288941893218,0.021222923859374,0.0240173392018594,-0.0597369510465186,-0.103891055933401,-0.0566217389301829,0.0263593496910561,0.0144193974642386,0.0085893856432254,-0.0526050714841032,-0.0142034109741577,-0.0144401791326184,-0.0365984927709353,0.0075778970062784,0.152326752029606,-0.0842407774676767,-0.0234061851384876,0.202226806879126,0.0298698009657821,-0.0448346606073783,-0.0237290123580441,0.0354254282716229,0.0447469372091065,-0.0670766988354816,0.0319310567605227,-0.233354058707629,-0.127722558163686,-0.157885917522248,-0.228395736768073,0.0677044099413694,-0.16508244240249,-0.0550317831831625,-0.0996904026568033,-0.19682559916341,-0.119378230336442,-0.184969946805841,-0.0763676315759748,-0.145361184110004,-0.1695846724651,-0.184941566710064,-0.0759050721528332,-0.25193344441012
stable,-0.0379447794681972,-0.157673319039828,-0.192294260330977,-0.259615048063101,-0.37332293576658,-0.0451854340853151,0.0458357744485224,-0.144879733968164,-0.231358361234729,-0.183883386412528,-0.417485220389068,-0.0978600635131222,-0.0888666313556503,-0.134940215422935,-0.135980078107003,-0.1516343653654,-0.0676052338321274,-0.203035597010854,-0.126688234505411,-0.150048189600472,-0.0269453773704711,-0.0215136343557978,-0.201757602395467,0.268178990584585,-0.133361681437037,-0.103994169370486,-0.206054173235768,-0.0678809834116752,-0.112103179477973,-0.180786259548169,-0.144600241902574,-0.137775679614602,0.0039656207957218,0.179614410979598,-0.118803781839903,-0.56509550382924,-0.0705150220143262,0.139159460611522,-0.0489553208211387,-0.0716221669385782,-0.0759326472364102,-0.124932144983429,0.350964574591984,-0.150883915499192,-0.0270252618190199,0.0693511203297689,0.0360406405883172,-0.0904673048204505
stable,-0.0524083174982125,-0.0421827187693558,-0.109227563606836,-0.41927670549554,-0.430296952859783,0.17110253664688,0.109697790285349,-0.127819624291268,-0.0619165161234805,-0.119374876288519,-0.377948039887137,-0.0457571614188747,0.0419341127380252,-0.0612001421743975,-0.085370763769877,-0.141961856270938,-0.062095520798611,-0.0983814007349197,-0.0528582976701924,-0.112233272724883,0.132619826553954,-0.0635970929160955,-0.10175978609634,0.191528010306329,-0.104328764746418,-0.0902655476565295,-0.130700631588695,0.0185959689252684,-0.0875773877316643,-0.104453286547232,-0.0745115901581013,-0.0028928176410833,0.113081688483962,-0.223151102654072,-0.103235290193106,0.0506249690400883,-0.151195530223912,-0.377565213060088,-0.0671346313506528,-0.0455464658529781,-0.146388403650252,-0.138579179441521,-0.472539633430363,-0.0935640382810231,-0.0862640208568216,-0.140375559456233,-0.0388942859217243,-0.194312148380306
stable,0.0969198151520973,0.142951756838003,0.0436747848950747,0.391887284217535,0.654523161075543,0.0755655948047622,-0.254334180553742,0.22020718884985,0.143629416020334,0.100733478975474,0.265650370031784,0.1348657470129,0.100347699195864,0.170709498228111,0.242612318049827,0.0557891957899454,0.133820935245916,0.171838377336948,0.0423894208165769,0.162558945159947,0.0503342202275765,0.171589895515022,0.157209661018586,-0.135186887758948,0.123663005541013,0.220814909168494,0.176685616259293,0.19153130343419,0.0469550062143975,0.15877802070991,0.0926937696235022,-0.0629140967380921,-0.0828268152213541,-0.055429859125849,-0.23965675162146,-0.214664606561024,-0.140269572287734,0.0101986355525232,-0.166513328136647,-0.212640631560539,-0.281352736346147,-0.210742867035789,0.0029746840894283,-0.179033815182536,-0.196864413885766,-0.267476423920605,-0.229559510107743,-0.262849897254997
stable,-0.0041474072422082,-0.257562730542382,-0.258122671042511,-0.0182824860229106,-0.296306668089195,-0.129264072302837,-0.0212818698188402,-0.102040893142592,-0.200262273019413,-0.200537559390537,-0.167952291304183,-0.29381289336139,-0.147204760314822,-0.17711103868517,-0.0440146661400389,-0.143609930024021,-0.140479742645608,-0.184770007149572,-0.151983401815097,-0.147254700792365,-0.202726225323525,-0.158483342273119,-0.0949076850393924,0.296587069598771,-0.258911213055981,-0.174455918996575,-0.274459595725566,-0.201373190284762,-0.122202402866113,-0.255114953447242,-0.132343635003209,0.03471662260918,0.112390815386007,0.179472389848381,0.0799370633244176,-0.0355817760003841,0.122045051677111,0.0397062033782028,0.0272248364877115,0.132092780542738,0.0353188184662921,0.0193742947450781,-0.0242281445720202,0.0316769760115037,0.009522577507633,-0.0074809439181031,0.132947110973334,0.164336598868313
