group,CD56,CD33,HLA,CD45RA,CD7,CD194,CD16,Podoplanin,TCR,CD32,CD107a,CD95,CD66b,CD35,CD178,CX3CR1,CD24,IgA,CD66,CD137,CD2,CD81,CD15,B7-H4,CD26,CD193,CD73,CD158e1,CD307d,CLEC12A,CD94,CD328,CD82,CD360,Podocalyxin,CD224,CD258,DR3
progressive,0.0405316109956459,0.115626905632606,0.112483553597984,-0.0409363685170362,0.143009699818283,0.163598407449617,0.121841522166513,0.122250842439016,0.297886859823772,0.167039654169644,-0.0181284691695154,-0.0764933795905385,0.0346255507118607,-0.0529756312684224,0.299742880365341,0.101095693032149,0.251402774093424,0.249353458898583,-0.0416928085285149,0.166509655209965,0.215346302133531,-0.0049396732777387,0.103246104858411,0.239035723513211,0.0094634026099473,0.0352338175900894,0.145157529463001,0.189096179320997,0.211698994565429,0.0174340140690803,0.0798242786108858,0.246160467088113,0.227486456353262,0.228988704493739,0.245257530648223,0.232445157763875,0.184945358554862,0.251198829959299
progressive,0.131169981515738,0.400888816863516,0.433038385533103,0.309675625066556,0.122956086469288,0.0303964153317474,0.573655979609698,0.421541487822351,0.438168859686932,0.469639050780308,0.529949798869718,0.321156329873447,0.614167571703158,0.402999641873983,0.391044059483903,0.43462624817894,0.476067555485886,0.413772305434457,0.476833873424792,0.346337917719456,0.27206029413661,0.301972230730376,0.528874572156784,0.437238582894952,0.349549071286898,0.446331449634443,0.123627572159546,0.1883147018913,0.272421369847589,0.51955898530209,0.470780026571091,0.415496466410462,0.177380195566131,0.212505551495311,0.30330590971534,0.439257899079515,0.419653445088029,0.474286332005643
progressive,0.0708875270209135,0.146668256103426,0.138014213757784,0.372573846344101,0.369382262316091,-0.1394052202842,0.283897364840818,0.2198311620813,0.283469071628906,0.26144723470675,0.193779185752661,-0.25192770764133,0.294653184955275,0.164021990283833,0.282311979753126,0.241384806569383,0.260834747788362,0.28956681388502,0.212591895048023,0.18335502162196,0.114483511645743,0.331887516427373,0.263597670984336,0.246047266535728,0.29050500590921,0.204904500222876,0.180143979644027,0.126174744459794,0.255482304171929,0.208220774779434,0.219290564639639,0.224192801811394,0.164273067495723,0.162483424951906,0.271243706420437,0.140894219877325,0.27962446859009,0.209960171113665
progressive,0.0023953505703654,0.12607591683395,0.07641352600118,0.044605405904431,0.102147079716225,0.133652757246202,0.226074491656056,0.182207548533835,0.102266000978542,0.1220444582393,0.069340258094825,0.141230730262363,0.0976428083521734,0.152237628705284,0.0095119457823361,0.11765739413674,0.0649509936146013,0.11048964460528,0.1177640969463,0.0911411115419613,0.100100788441398,0.145697432375608,0.071747272490663,0.160384061572825,-0.0050819573291693,0.026324992044759,0.0649534893278296,0.0407944357825014,0.0804759574680952,0.084686936203517,0.13797803363228,0.114551697505339,0.0544811004422756,-0.0422656816076096,0.0359668645598853,0.0593592516795263,0.0554155614168417,0.0485649319517801
progressive,0.419414306363795,0.109769824674323,0.287561835719446,-0.108372549617294,0.416367659913216,0.425714182597491,0.122266548706212,0.296728522260196,0.233132848194518,0.131482631940229,0.269384234125692,0.0807669682990742,0.0718238994494546,0.148581197593725,0.531963435282198,0.342508176175068,0.192215424463244,0.375822846558992,0.129672470773765,0.440197155921498,0.46010529716987,0.492898314161754,-0.101637902651995,0.406853889019593,0.424007084754058,0.208376818052012,0.453425743147318,0.409234412434002,0.407140825521488,0.148725422450117,0.407003711364342,0.188662285177235,0.296993250511593,0.461698792024989,0.423387596074562,0.309705165217585,0.334027285107066,0.294909071423158
stable,0.070435510572826,-0.033109890474152,-0.0639465649840546,0.335409294021096,0.593325991756828,-0.145223363170939,0.0290534820704423,-0.0143449747382168,0.0807708817679209,0.0815109278448961,0.0144309448338981,-0.219855944654318,0.0493510652255326,0.0551272702104198,0.0997264616283574,0.0384658156329596,0.0580974034030663,0.13581767875323,0.0556384797350722,0.0671565666337766,-0.220833170605988,0.173177153312901,0.0683405056320137,-0.026751052894431,0.0318793803535681,0.0487634794750688,0.0173603591163892,-0.0064737477815813,0.0500421714878212,-0.0182029788969277,-0.0061684758471813,-0.0463912919585361,-0.0986163285824434,-0.0269382231452742,0.06436760090719,-0.0789078455223231,0.0061260450987276,0.0969479984370403
stable,0.0528083989730015,0.16351279119694,-0.0110806814189708,0.405472496237185,0.440188921494574,0.0187788238594091,0.139553747659985,0.192180826722287,0.171274045920389,0.108047166925805,0.0925007437427262,-0.007338626188622,0.137080978784121,0.212603352837226,0.119701068050772,0.193646565913991,0.075503188580248,0.222121898275372,0.107980825972008,0.242718522002254,-0.273396059990575,0.159933587108982,0.207130919828105,0.161679615977613,-0.0402889684499314,0.0045062424076806,-0.0018404871102083,0.0012262537079709,0.104992947035493,0.115073420599807,0.104875267214526,0.191155050544,-0.0676683809368626,0.193970302380606,0.126071429934858,0.0293963268589991,0.147154034286549,0.238188636151173
stable,-0.0277935197195726,0.0489766989004442,-0.155131694494602,0.34541200843098,0.311330488138738,-0.206968872582496,0.0881739018242652,0.0812009276663774,0.162355898039337,0.0458098757892944,-0.0204938074279327,-0.443291659964199,0.107866365820037,0.0610938942843828,0.0738837691659647,0.101134290876984,0.032687544451566,0.0750791239141144,0.0969477523437667,0.123836362055006,-0.367046954383057,0.131440512172239,0.138698898055007,0.0591029399574606,-0.142554652506563,0.0322982782921217,0.0037116092839007,0.0375799891985955,0.0526132222630863,0.0010413259702196,0.0295964556017592,0.0650322342105096,-0.169374607420293,0.139865788849005,0.108090985864862,-0.0599985189514939,0.0575672308533705,0.0665614003053609
stable,-0.0017621577643306,-0.0105438024014783,-0.113059366980317,0.287293933430974,0.606853886523309,-0.364478241688383,-0.0090577315481116,-0.0852695410183527,-0.0455489171549966,0.0251347022762967,-0.0898336143905175,-0.498174385405782,-0.130637659638761,0.0076788512170213,-0.0476327785328381,-0.0214537048045281,-0.0324575282930325,-0.0618875471477755,-0.0211898496736582,0.0237985855645116,-0.227924601211807,0.0707466624795571,-0.0698665478416824,-0.0281262460692134,0.0602462376710216,0.03771125982311,-0.0165361399643786,-0.0247838206811085,0.0721878215966859,0.0062698154107463,-0.0449711770867798,-0.0684832454894401,-0.0711691913900509,0.0051540202447671,0.0173366735104619,-0.118241140463916,-0.0514376176569796,0.0349180731528071
stable,0.060894156048363,-0.0278418137689623,-0.165175997872,0.100456087974771,0.360366080064412,-0.230727442971896,0.0634810974213649,0.0081783933045718,0.0192402539305934,0.0304247419912223,0.0302076593918042,-0.248031586135818,0.0753572874749903,-0.0924912586246406,0.0153167771062713,0.0822398888656753,0.0157090803534333,0.0302376019191954,-0.0216118386897142,0.11714104916985,-0.284559569936604,0.047697189555923,0.002012175510435,-0.0007517742273525,-0.114839004922425,0.0281085955599495,0.0592572584913213,-0.0925009008812953,0.0956687743657502,0.0712182126687072,-0.036970761722176,0.0788200924818601,-0.0343750006428912,0.0179435673944641,0.0384946205548966,-0.146010226028424,-0.0949052353355441,-0.0562949749619016
