group,CD275,CD33,HLA,CD10,CD49f,CD194,CD16,Podoplanin,CD32,CD62L,CD107a,CD95,CD66b,CD35,CD272,CD278,CD58,CX3CR1,CD24,CD11a,FCERIA,CD254,CD2,CD226,CD29,CD127,CD15,CD71,B7-H4,CD26,LOX-1,CLEC12A,CD82,CD88,Podocalyxin,CD224,CD258
progressive,-0.0234999799950773,0.0662833238034079,-0.047449133350051,0.0655990889120296,0.0799220332361727,0.0756299766879035,0.0658979137601654,0.130576883347681,0.112684990332653,0.069142064781716,0.0817710010959131,-0.17238713486711,0.0955211146116699,0.173956264825087,-0.0204925669367233,-0.11214766010791,0.0364108269967358,0.0751432459816299,0.072977721177025,-0.0872213186491973,0.158284775183915,-0.0633360234410056,-0.127106199957891,0.181020779112015,0.155350128228267,-0.013753800701296,-0.0936816441584438,0.0751362339685583,0.145458255335522,0.149575129872229,0.0866167484131532,0.204444777006811,-0.0432221096086303,0.142520930739465,0.0961590751775221,0.0487736285152583,0.194993122062273
progressive,0.466009694247519,0.490533485691071,0.147413365657692,0.430210587403815,-0.192796028950902,0.101790857611484,0.558604824642732,0.473423607334338,0.450869929712333,0.427108274779437,0.413871008594416,0.0358711326587331,0.58039886765997,0.537638653105794,0.400166565340966,0.13151046522594,0.479398434317111,0.412170006278659,0.581689322074538,-0.0148543137013331,0.339778854744614,0.436647977555621,-0.309251479237038,0.185038281589786,0.114284191438643,0.0436283338191895,0.511354972320526,0.206944496423236,0.424260202384486,0.146934279012186,0.406417266912019,0.610690488990823,0.352102965885883,0.514545099571623,0.459295075272738,0.401530046838063,0.402692621662377
progressive,0.0306746316229527,0.165435328956573,-0.0289233939540123,0.082932393166251,0.0954858745285032,-0.326797439503972,0.07529047795689,0.0844294267175502,0.203246361741062,0.182980768686844,0.074429680019286,-0.254723486637068,0.0849533512303385,0.0812271421169851,0.159958498459771,-0.246641235264257,0.0542676667200754,0.118841899789457,0.0168163315799344,0.0240997706930276,0.0484321560308694,0.148299018711454,-0.116935596253829,0.0810956824077854,0.103931843666685,0.244668503500432,0.106146255914744,-0.281673770306042,0.0087623180139895,0.158492399804159,0.0351461626633057,0.144442290845292,-0.0243161492553641,0.137262418115983,0.0657208550076065,0.0170283040104499,0.0971738394886128
progressive,0.112417811083498,0.26582856923568,0.0922675725900144,0.108987972189827,-0.180032936794759,0.031955642683893,0.205938139979925,0.193476014486831,0.221380654535472,0.274078590565756,0.263954913236145,0.1594652931433,0.260685592340944,0.215388461892878,0.0660409833156278,0.202228937064836,0.162124840463406,0.18061231238185,0.19893649848897,0.0875487918799008,0.119490868764293,0.145491308321122,-0.139355564249374,0.155629283255194,0.043733162138077,-0.0577198325094336,0.244879139641373,0.212835564708271,0.127408410917838,-0.148182914727314,0.119518826475973,0.204483976304151,0.138120786964492,0.218968797734042,0.159132181440045,0.137128861679338,0.177055501741481
progressive,-0.206869199250389,-0.18449848838559,-0.219353266613249,-0.180817509488037,0.181986631150576,0.081420745305531,-0.20777888186005,-0.130864253628379,-0.176753227697637,0.101665210630506,-0.151551790587906,-0.144112354221187,-0.242668355626987,0.0332108098041021,-0.0698882031796964,-0.338625250692164,-0.243794202762803,-0.149013297426815,0.0107550595340527,-0.179261001077286,-0.0047216512634932,-0.148283482664558,0.100556921492835,-0.260612030593737,-0.0709040554626458,0.214325094867934,-0.0922911771340584,-0.386125919146865,-0.0226685497621968,0.106837405589125,-0.132872835371017,-0.116081400113086,-0.12877538318394,0.022356050608322,0.0506432658368725,0.0443937529698993,-0.145931846338713
stable,0.0905150195057483,0.0248062793346628,-0.131431829441257,0.0548394614243749,-0.245074567232017,-0.134763304352587,0.128774540694993,0.092219421684905,0.119068402199564,0.194521864615582,0.0647883092900391,-0.28027755821791,0.169694590059181,0.096206547335189,-0.0130838961440073,-0.224596882123545,0.0255309699605619,0.0850788534927638,0.119368296392612,-0.380224345802824,0.109707091696829,0.0841073225176999,-0.364226970303255,-0.0968125114442891,-0.298687370079356,-0.0748703122322208,0.187935245366423,-0.154923044710643,0.0106710197018374,-0.0232254752153108,0.0382488995267847,0.0802419230289392,-0.094893149235782,0.135103266372415,0.0835884859141169,-0.0407771051872687,0.0759974946565135
stable,-0.0136512743117312,-0.0745794980216516,-0.205772221961661,-0.0014101011954002,-0.229926271054038,-0.241201852901755,-0.0514518890510872,-0.0271820434819304,-0.0514927559507133,-0.126021356448451,-0.118647458332987,-0.383777059937605,-0.0476195070441343,-0.0168379826246334,-0.090772839517762,-0.0787957396060327,-0.199294404294353,-0.109201809931033,-0.0098680574330238,-0.144813958479703,-0.0145345292362698,-0.100198741250558,-0.23062727148847,-0.106705741046154,-0.274457633616025,-0.145760205678232,-0.0210442554714655,-0.385506936727089,-0.0456435433015678,-0.145665807702203,-0.0416200922113194,-0.0849075678862711,-0.227083130448247,-0.0633767930030905,-0.0459754097710786,-0.225298171787541,-0.0331276852567965
stable,-0.0515449897218472,-0.0794715423414153,-0.0503282560317565,-0.202661155934224,0.104665419030578,0.0461229369322457,-0.0993594629399833,-0.125295705285216,-0.151156913010876,0.0147760779107011,-0.149595036418024,0.0419283163047088,-0.102932538187862,-0.0351749826586619,-0.198977602939575,-0.0257319068202619,-0.148206936830853,-0.189969354407957,-0.13777126738677,-0.230536937719626,-0.112049711696102,-0.167084020495732,-0.207138783698237,-0.142756116416991,-0.0546589295584663,-0.173143265474132,-0.130522612229572,-0.107291459405177,-0.110234101077573,-0.412774288149023,-0.0658685693850249,-0.114099923752337,0.0234103129785005,-0.0832942661424294,-0.243379544417931,-0.193611033872257,-0.215030098064448
stable,0.0336554406155332,0.0342731145656797,-0.0070061307759695,0.00438431138039,0.09924784582783,-0.116286999640414,0.0530345971527167,0.120861069432566,0.125373819429522,0.173215536205928,0.106200070739843,-0.0425683888778718,-0.0108826207060275,0.0552438827607076,0.0041884474788213,-0.0668337023231986,0.160168170369949,0.108887872539557,0.0038354939669588,0.0519497388938303,0.117790781659906,0.110175886346288,0.069613874537418,0.103597907991293,0.0162403105535462,0.0656424982304404,-0.0057830731897273,-0.0729173827151479,0.125502677157584,0.221354750579716,-0.0114333788566297,0.102621528171793,0.102987059391076,0.0424343316710362,0.166592006611726,0.0548079507705068,0.0612021633161712
stable,-0.0202614726884746,-0.0004377242306021,0.0412895257273348,0.0649377539900955,0.101293356174799,-0.0753082407641675,0.004525744389384,-0.0322960222931398,-0.0405412515232631,-0.131195656123212,0.132546022063953,0.0846082306850317,0.0828787114848555,0.0664872000509153,-0.0284310966546542,-0.162244222204622,-0.0123249688163063,0.0300420772514895,0.103586982338474,0.0628412911411394,-0.0824333518223635,-0.0097246512390298,0.0272075722134664,0.0595616109946061,0.0651967903671694,0.201083874994794,0.0373789480603509,0.0449673693591425,-0.0504251308425627,0.0395119351957261,0.0517938163706612,0.101241462537115,-0.0803744406645383,0.07109567161951,-0.0960451046917334,-0.0627794282523092,-0.0631214793778195
