group,CD275,CD137L,CD70,CD52,CD19,HLA,CD10,CD45RA,CD7,CD49f,CD194,CD16,CD20,CD5,CD195,CD62L,KLRG1,CD95,CD66b,CD278,CD11a,CD66,CD54,CD106,FCERIA,CD357,CD2,CD226,CD29,IgD,CD18,CD28,CD127,CD15,CD71,CD26,CD193,CD158,CD49d,TCR-Vd2,CLEC12A,CD150,TCR-Vb13,CD82,CD101,CD88,CD224
progressive,0.0090476048305031,0.199932724294322,0.308594308851699,0.187576272311615,0.133602936749634,0.0646070221475061,0.0250269220506318,0.181013431850728,0.250804777835458,-0.0264332772114487,0.0585957102451815,-0.154038791817392,0.0041420041277788,0.111419292041805,-0.0304273171798455,0.109182032742572,0.0924863122230699,0.149419062974408,-0.182292966959559,0.0917366611303561,0.0142924096271483,0.0401362812848228,-0.0366885984401886,0.34416928153025,0.0760710195801057,0.0315066254463011,0.0299750360562157,0.153507670999686,0.0646145571311655,0.0357181983833382,0.0635898505972446,0.0993433803364352,0.0355713371944191,-0.0607960367867509,0.22085402841193,0.0966782354245825,0.0937370623131684,0.288169867681791,-0.0749661865488638,0.316539449185098,0.0606681460442158,0.110321458695088,0.0597374931418555,0.128388421913285,0.102438643883411,0.0596314666225136,0.100541892927024
progressive,0.237509131390736,0.171378639707252,0.0642635667853804,0.0620117498093501,0.15225669317153,0.0164609377572302,0.159607007640345,0.131550308632784,0.0843418511096935,-0.140375858676135,-0.141220686357796,0.235506307130186,-0.0992635282794946,-0.238901425702316,0.0642247819498651,0.30134712851258,0.147290645014214,0.0565965418536669,0.161316230941985,-0.0088152172549842,-0.0515974987365242,0.0515419399080745,-0.0307322477642949,0.200993669590412,0.213619420625088,0.324863700440333,-0.0635274704477637,0.17404831743022,0.170911625599434,-0.0462278216243523,-0.0021981888628445,0.104190312417304,0.0055830414180445,0.13053790691073,0.0659965789112614,0.0081847617412697,0.268504681938012,0.0591752345159522,-0.171280090120698,-0.0245756472959778,0.187086647515909,0.115408283625049,0.115259531642267,0.0081310157427937,0.0134417424840016,0.278653027527043,0.264006980960118
progressive,-0.0232721398727897,0.0116101894806886,-0.0255495624384629,-0.0110141973428487,0.015826488193721,-0.0336374946580567,0.122603148860284,0.465292213940279,0.343351041019493,0.0325719780990209,-0.437337912278075,0.0973467011552965,-0.0036282390350362,-0.10769825851022,-0.180116103877212,0.0530592146461773,-0.0398824585896318,-0.394262941103325,0.112242053457357,-0.343175474516978,-0.0980203511275531,0.0075211893480627,-0.146410447034159,-0.0498590644758305,-0.0161520656511969,0.0318024946239047,-0.151414646019344,-0.0689757048069961,-0.057354466058998,0.0017583821884723,-0.0383900010356909,-0.206347677073621,0.215645341883924,0.0616659897764986,-0.255809700674887,0.0613265599700659,-0.0028403782917576,-0.0457607843643566,-0.0848009799303057,-0.156421245416121,0.086716269293629,-0.0705243307336905,0.0069447813340235,-0.118841642561397,0.102524845803978,0.0562819343608557,-0.128940385137897
progressive,-0.0593375431606088,-0.025610229173635,-0.0256469344038567,-0.121711362408962,-0.13965715661909,-0.0114430744465268,-0.0254795941588334,-0.144353785814723,-0.16028748548553,-0.0344041631219141,-0.0563231252525239,0.0218611031487127,-0.0614381342469002,-0.258317758406073,-0.0660114259257527,0.0363236490418155,-0.0269622461754211,0.0268448446187961,-0.0806899056263799,0.0558296685641162,-0.0325881228977199,-0.095819784518736,-0.0357809460195207,-0.0165204146594109,0.0133684243333392,-0.0096472171964471,-0.162629868067208,-0.0200810057924246,0.0390742731864639,-0.0535644985908766,-0.0825074992077281,-0.0286600076585685,-0.138323160192323,0.0164300858528721,-0.03474272587574,-0.169984262288144,-0.170672664277946,0.0806003048286055,-0.0372688112275608,-0.0422360077014905,-0.143917285886414,-0.0431620514709341,0.0042757173221465,-0.109629437981274,-0.0159562805491845,0.0136961082339682,0.0038099168641292
progressive,-0.321727361337951,-0.327746696190089,-0.176054932895179,-0.322790318368621,-0.399644130134014,0.0934201536614607,-0.407428883767486,-0.183533080951873,0.195464407612002,0.158404917073398,-0.118767403769999,-0.246203743573895,-0.339810130307955,-0.0053211522346665,-0.423129141699172,-0.154299949875028,-0.359412391804502,-0.122783725796451,-0.393053508260828,0.0448833173337593,-0.0316451801626455,-0.367902163248938,0.110765623144643,-0.116946456125346,-0.260498470366146,-0.154370258058368,0.2237562096389,-0.0129657726663551,0.0169700741968909,-0.437584887990206,0.262648322614336,-0.0543305221367501,-0.149496393434307,-0.310113210893114,0.24694794381895,-0.0750213995214478,-0.381909685108213,-0.547991871191122,0.115335366252886,-0.106401343510034,-0.359022302590952,-0.247447355234138,-0.407340928733144,-0.290007355984572,-0.445498381796648,-0.357758566779031,-0.241197813837851
stable,-0.0164319609892766,-0.028921145398205,-0.0323729455245318,-0.188901591028116,-0.0526125734744021,-0.151697114314757,-0.0285064281691951,0.298286741662571,0.548437352222053,-0.412447857617595,-0.215015705952466,-0.0306851388569365,0.0027377109286352,-0.124331328732995,-0.0120605114281686,0.104407673953924,-0.108538841063748,-0.316269658795693,-0.0010445928789826,-0.301285693695661,-0.486736578957724,0.0180983277159959,-0.173450894698502,-0.106460917068358,-0.0336394514407907,-0.034156837964936,-0.344181855705034,-0.280806585063869,-0.455888455114737,-0.0491538748914655,-0.214287556489238,-0.36117766839854,-0.0834259192424388,0.0586164348883942,-0.261313648043584,-0.0527523499127402,-0.0119873997916378,-0.0510891752653126,-0.0997857755808205,-0.124555328094952,-0.0663080506150737,-0.0913648544008564,-0.140781301464488,-0.184288618422228,0.044589931333567,-0.0047698776700078,-0.170337965251318
stable,0.0303597240933537,-0.0384598502455546,-0.151503414079777,-0.190394563449655,-0.0726139743895076,-0.388302058785365,-0.0685676282229059,0.320472795330149,0.191497978971061,-0.343303033177917,-0.274964551423056,-0.0548387159795642,-0.0239786231293564,-0.105841745142965,-0.0773266801601629,0.103147554330418,-0.254296154618206,-0.48683651621894,-0.0264400268249905,-0.18023306646472,-0.498158209219994,0.004510700815048,-0.383217670493782,-0.107436004801815,-0.0700301560821998,-0.073842194444906,-0.593130567889359,-0.283491317934722,-0.461076799157571,-0.0583260849881247,-0.41434145283243,-0.369922583351373,-0.22926886181215,0.0202819214761129,-0.242168399503977,-0.383980754704821,-0.0014019273335245,0.002736136110269,-0.2661130541077,-0.0149358930370349,-0.049125993476749,-0.307511983271173,-0.135416840825945,-0.320971474257053,-0.140826012951752,-0.0447399710044942,-0.252469818348722
stable,-0.0928758744167313,-0.0023527923410212,-0.168780053632105,-0.28621577013989,-0.0564620162125759,-0.356923198543773,-0.0285583121730157,0.47300251705472,0.413151612365404,-0.421570270314262,-0.220067614711699,0.0371676913200997,0.0660083002112469,-0.238466955987204,-0.109020842531792,0.274314852227412,-0.170767955287009,-0.562157377096468,-0.0156047551936249,-0.246192354831927,-0.51050546034098,-0.0089952323322719,-0.311715740292908,0.006066343259031,-0.0424863646096559,-0.0658273098918588,-0.598576487744064,-0.299045171560555,-0.4883819355219,-0.0019343316766519,-0.419905480619867,-0.357890290159603,-0.306441811368726,0.0300177185392173,-0.207906209495976,-0.388992085337882,-0.0693281158509324,-0.0315587239030724,-0.227493486553416,-0.068140897287584,-0.076059981453547,-0.22915638771963,-0.060984029977737,-0.312431627601506,-0.248756602827708,0.003784141760348,-0.253708241672147
stable,-0.0407175760257782,0.0382109567467218,-0.127249242861462,-0.0838782917048416,-0.0315740522808019,-0.0808417600742797,-0.0499538052596958,0.342837831246018,0.60221242715618,0.0299389834429323,-0.35455011857071,0.0751811958504657,0.151245575368637,0.012128297061142,0.0803576018946449,0.0539443192534547,0.0285091156923777,-0.406081720602894,-0.0773677375348042,-0.341771833855583,-0.146344835613288,0.0372811778939157,-0.0363646646586815,0.0106593835208785,0.0429939544888983,-0.0046654347129449,-0.164397943678866,-0.0164305579297339,-0.166491242849267,-0.0817572895600206,-0.0890493710683008,-0.371012102377332,0.125807725295289,-0.0365922150920941,-0.368409450656218,0.170989067671294,0.0202286132082621,-0.006364378700814,-0.107205995214274,-0.0214985814668704,0.100728545537937,-0.042039807563984,-0.0336911949274254,-0.02183344171813,0.0259178252543393,-0.0122857713145359,-0.0596806908943548
stable,-0.159292676740772,-0.0162855491245764,-0.0173525085571392,-0.138274502922297,-0.0558913226022568,-0.159838869552894,-0.0681784286718504,0.0197114640582982,0.361530735764247,-0.197571559020073,-0.257299744287551,-0.0247908696976165,-0.0782300023082445,-0.0649149846832167,0.02018686130337,0.0276832128502032,-0.0890168082069575,-0.193701679470724,-0.0321992078286064,-0.270220759107528,-0.267473314736706,-0.0588084130348302,-0.0087519968057676,-0.0873884496691251,-0.172341739117545,-0.0648053926750889,-0.281419285745241,-0.154920609006257,-0.351446851477787,-0.0040151354481005,-0.108801021469962,-0.315560157178045,0.0069284822125589,-0.0754049659234003,-0.166774790931065,-0.223416622689085,-0.0694227192631293,-0.0247353304654582,-0.330903520033218,-0.0424008764178182,-0.0257656306884771,-0.109187782417713,-0.058689274278414,-0.0976163493904102,0.0082824798335027,-0.0645198170030065,-0.189688841922506
