group,CD80,CD252,CD137L,CD47,CD30,CD3,CD19,CD33,CD269,CD117,CD45RA,CD123,CD7,CD194,CD16,CD31,CD32,CD62L,CD161,CD27,CD95,CD1d,CD66b,CD35,CD366,CD278,CD58,CD24,CD268,CD267,CD124,CD2,CD29,CD81,CD15,CD22,CD71,B7-H4,CD26,CD144,CD1a,CD209,CD158e1,CD158f,CD307d,CLEC12A,CD150,CD85j,GARP,CD101,Podocalyxin,CD224
progressive,0.380467993373505,0.401575894939541,0.412164337049746,-0.0925556265652739,0.354188951674108,-0.0210796377298015,0.356480506766678,0.392381101900256,0.386365678186092,0.356225638154002,-0.0623695951636341,0.0738237175363847,-0.0566713043155483,0.234847962151595,0.217624553720641,0.0169908989736124,0.407513348476027,0.249417087697854,0.365594127021079,0.0692307734105335,0.162545554455534,0.356830190625195,0.210115652710378,0.325935274217299,0.37438259991298,0.295997096597409,0.362941591149194,0.162555271730402,0.427229909646754,0.350771174048283,0.270358810699985,0.079824583062872,0.362160994675452,0.0629571553243678,0.237143770832987,0.35673152157069,0.188250923395786,0.376870556625333,0.143582276893489,0.352169701263114,0.252484877314297,0.359194566432621,0.438615759873544,0.361825412448237,0.355894083777824,0.251178414173955,0.382021351169178,0.351997056030999,0.395578019256746,0.408778259957513,0.362309816306621,0.361257236603961
progressive,-0.0088207696626783,0.133395080393978,0.112407024223945,0.134053598554093,-0.017028143826396,0.136694920536186,-0.0106124692925021,0.372806411881759,0.0433493420662235,0.0206073403311591,0.128978833040662,0.0049735755702635,-0.0219449106145344,-0.0069681259716017,0.493665569934262,0.300635338319719,0.290476589780287,0.128435851038888,0.140666884192285,0.101857994670823,0.0317701089115119,-0.0170346767100111,0.545814976075622,0.400279810352047,0.0063407504448056,-0.0417862653728865,0.239691882286521,0.363879075491513,0.119743610831124,-0.0928235257883205,-0.111137872436378,-0.100110216813047,-0.0492198267713473,0.0284184278609469,0.365876209690257,0.171636435906631,0.24108374577723,0.236041356589243,-0.0400202769355575,0.0637761877302055,0.0104931400341813,-0.0354623806076636,0.0697757604749458,0.0632144125017546,0.011095079836899,0.445966119506976,0.0062361440955914,0.136633672143083,-0.0409855129905782,0.130836091398111,0.0979021319688233,0.139124387964686
progressive,-0.168398569810248,-0.181840507739212,-0.153029211067616,0.155006727272006,-0.192988138425281,0.0418779125201395,-0.158917461457062,-0.244594108669177,-0.153541767439885,-0.216995965397614,-0.194536913995042,-0.0789714002345187,-0.0926704331528431,-0.270219726462565,-0.183556636180724,-0.21206067596654,-0.157751335126756,-0.268177486891324,-0.147986677281772,-0.237613486820122,-0.174461026678735,-0.180813667440357,-0.150197408653552,-0.205195854687161,-0.147047101508478,-0.286902053223666,-0.208494355757043,-0.166013863335642,-0.0304048957875671,-0.167646770024682,-0.14292637279948,0.14233874548005,0.107065130968868,-0.0278131992216292,-0.186052425550208,-0.129169315322978,-0.413896268612635,-0.190801884746151,0.267550664343867,-0.224963952411167,-0.259231342188102,-0.237373178907213,-0.093042633648015,-0.237557119151959,-0.138155927529737,-0.243663296139003,-0.151310599624222,-0.226245008068911,-0.170582656516409,-0.203247388066495,-0.215445562205105,-0.201939786356144
progressive,0.214419554955761,0.241644490927975,0.298761809805863,0.391529230332697,0.237714896386886,0.350700718727938,0.367291616997413,0.195255236633317,0.285133635716637,0.204010352251389,0.540067255819357,0.441022891779905,0.513059174411752,0.214610350851419,0.245591729530921,0.350289941466174,0.2995599303914,0.162341154385609,0.150753437996013,0.277676438421205,-0.101106414378138,0.243924585157974,0.29153720112047,0.30902334424013,0.254813208229931,0.0073744361582828,0.220793401425521,0.317432854639622,0.328793154379993,0.220811957565304,0.356445226575105,0.224106760059103,0.187024437927943,0.26202755187179,0.243932166874596,0.162000559806432,0.0190984961019883,0.227378028363913,0.4072938875889,0.290468593926285,0.273457102450527,0.185144778651097,0.17103740166333,0.318292818810414,0.234926396387552,0.258048154566331,0.280128690344211,0.255214088010769,0.269769065051415,0.259612718958789,0.39954304543062,0.208259939169057
progressive,0.104742145773411,0.0471683847445656,0.078441451636284,-0.0816804983230861,-0.0271735927309535,0.0842425933157878,-0.211214175811656,0.133775923897632,-0.101631939039822,0.04816442799854,-0.202873412883575,0.265486308539539,0.248632211962448,0.0456459159010159,0.0238221767469086,0.064717945452003,0.0413125108824427,0.0858810031120777,0.0712167107126701,0.283987957135678,-0.0096715402166218,0.0504845549546381,-0.0666936209173507,-0.0302986678996379,0.0321978850611267,0.070825624706336,0.100592896732676,-0.0093168829684526,0.155619057204773,0.272932248640325,0.122327162010407,0.537399513197059,0.157420579186431,0.491638992970742,-0.0927863678899755,-0.0283294921688015,-0.0672649279614402,0.214637008159321,0.173688157637939,0.0099771878799906,0.0329215078231865,-0.120574476936087,0.240128233312718,0.0890127565309464,0.237457514337167,-0.10270168697305,-0.118118174325782,0.219851947779286,0.0088035940285406,0.0280253807740427,0.238808660148964,-0.0713515193973034
stable,0.0899868959663344,0.0891164309596498,0.133042440985707,0.0533470201259762,0.123001209461792,0.297072185757302,0.0371830681881783,0.0102191819872523,0.158310057943469,0.122944868010612,0.392875611792274,0.0061719593358413,0.607985204598149,-0.0996751021947133,0.110412019370954,0.0775433700456657,0.158783651264682,0.191223588497567,0.170875695693012,0.0873012669053306,-0.202911525867567,0.157052728390428,0.113224431106169,0.0893884306051163,-0.022469447748717,-0.187281986327287,0.0769034403214478,0.0717866314172656,0.0914717957752362,0.0905483447338792,0.0615692926923073,-0.246761450052048,-0.256993042559858,0.223910687820373,0.117853500524555,0.074116319116498,-0.210107354550186,0.0637368782470826,0.0890199057999811,0.0742477163170917,0.0838273325252501,0.12139838632168,0.0936575034609372,0.140087716145992,0.133063111755201,0.0496358732186961,0.0486867207598852,0.0779702748773421,0.177927390128919,0.194835376525344,0.15768170975629,0.0250061211408838
stable,-0.14811516723683,-0.203084383040799,-0.103649312651889,0.070259598654372,-0.181230473689225,0.0691502668140411,-0.0680257121345936,-0.0934009794014284,-0.1092751546648,-0.0817575553775357,-0.250408006632147,-0.0911334312638111,-0.0254923426786389,-0.189705739668052,-0.0831469019602453,0.0480500259735737,-0.135318649545138,-0.357669734379964,-0.0106687257767931,-0.139215590552632,-0.136823772692895,-0.218170398016617,-0.129337400097222,-0.105801157591956,-0.0621971304987357,-0.198572169192084,-0.259334659661857,-0.174515387461554,0.0127162203904481,-0.134779278734122,-0.0957342816597579,0.167292670634096,0.056111479751339,-0.056693532957207,-0.181647194463874,-0.14819743114236,-0.263070691568869,-0.160892986805104,0.0593561020620313,-0.132309600189174,-0.141488233758933,-0.0847663244007319,-0.0815892077199146,-0.180244672057364,-0.187142756586116,-0.174653347507736,-0.107056910165189,-0.225120528788148,-0.128721240983655,-0.162865621890293,-0.177448939841489,-0.214009654897015
stable,0.0486633224217645,0.127915906056602,0.112662451135425,0.188259115049977,0.0569469337281305,0.270924375592334,0.0554082803377071,-0.0089418912856474,0.0537346300830887,0.0603324375264131,0.423706884515519,-0.0222397956764024,0.58269281061427,-0.151802092000805,0.105151968311352,0.0547106729854476,0.0455382645246217,0.0790678368283278,-0.0096978039204476,0.380110011169339,-0.34623358855596,0.0918626744893101,0.141291176652855,0.0757835013049374,0.0803150716222136,-0.114918152729415,-0.00791638688992,0.0534156527178123,0.0261430406843494,0.101954514218004,0.0723499342596433,-0.14732187837097,-0.131383058653706,0.0734092144135908,0.123345197377077,-0.0221975518241154,-0.220915996088402,0.0711345728851057,0.0005879372438437,0.0868925821532998,0.0943349517821643,0.053581625010374,0.0777759511389305,0.149872251264579,0.0518795451024625,0.0139998109182186,-0.0147231878338032,0.0656854434999331,0.037473641600994,-0.0625962940422133,0.0780354488715444,-0.0381616689142678
stable,0.0775254384077355,0.0712794005515019,0.132913462550696,0.105069114406541,0.126349130143357,0.344143107574054,0.0462384229053234,0.0363525127573356,0.127940217038649,0.063283573049331,0.388497260893311,0.0630837429717581,0.637855399880276,-0.236919197018957,0.0990275202357794,0.170776603099468,0.152668002595133,0.181250412748992,-0.0065163710406977,0.232906087069526,-0.328171629888977,0.160879993428872,-0.0170110496882102,0.139161912440337,0.155953688895576,-0.255890396762597,0.130702956842936,0.114552005407668,0.0511545091997525,0.0662052484561016,0.0985167232382047,-0.0906030174289052,-0.064969491867306,0.198855869117488,0.0277449664597281,0.0109095317024081,-0.29681626206297,0.143038500703443,0.213716987026922,0.163225400944767,0.0213711456999874,0.138750506098099,0.089467392895027,0.183747123099935,0.25680177830991,0.119155987022608,0.0892065615117018,0.116031166576504,0.17587525539236,0.109838819814013,0.19665148964566,0.0354391075526891
stable,-0.234016225488575,-0.183270891819492,-0.149295287904621,-0.149334825141562,-0.187436921434641,0.0291793762929211,-0.226954488290307,-0.157157323304727,-0.171076165627261,-0.112659312896692,-0.109163445309072,-0.0242308963587738,0.152220685016301,-0.370233429678901,-0.122698457056794,-0.199161254581359,-0.221420845788209,-0.313616192302005,0.0346916727956499,0.0368076426616607,-0.325669143126814,-0.199394759724101,-0.115300848004508,-0.187629854872899,-0.236696647710049,-0.360301439233578,-0.26149819647236,-0.149522878140221,-0.0015438407141397,-0.160305084630536,-0.26430751921579,-0.104255383546891,-0.322841065497637,-0.0512545636736658,-0.117964351297889,-0.204262875120989,-0.489660638006988,-0.187659363465865,-0.0415832912314779,-0.230516992904455,-0.173406571345211,-0.131435608652893,-0.183070890846938,-0.203326753489848,-0.219704974431474,-0.248124864108866,-0.318770506310715,-0.182678497177988,-0.301951204417264,-0.18021816523756,-0.145666823275303,-0.25751478388472
