group,CD273,CD275,CD252,CD40,CD117,CD10,CD45RA,Podoplanin,KLRG1,CD107a,CD66b,CD35,CD272,CD58,CD178,CX3CR1,CD24,IgA,CD206,FCERIA,CD184,B7-H4,CD73,CLEC12A,CD94,CD85j,HLA-A2,TCR-Vb13,CD82,CD101,CD88,HLA-F,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.0769441464204833,0.0227653041941641,-0.315721639573365,0.0397745713575419,-0.132833720127474,-0.210507861054768,0.075228536262533,-0.144085928243398,-0.20594857459073,0.0151374860785822,-0.0612099086518014,0.0056187239166448,-0.22350633776914,-0.16666727187302,-0.272505083611581,-0.0256565078104163,-0.177734854518092,-0.122185805228654,-0.265472758808722,-0.101319366094308,-0.108617759831913,-0.24183092550907,-0.181097822707901,-0.0906171782273663,-0.0475906015933173,-0.181652507842084,-0.221224008185712,-0.33097200854224,-0.0987143452677059,-0.110119204406039,-0.218695146736936,-0.0469627736045613,-0.213450943727478,-0.24259189426901,-0.123145695906949,-0.211368838757331
progressive,-0.0391940881464514,-0.0887907036127791,-0.129054995612217,-0.0925894625394278,-0.0473673169936155,-0.126257167352642,0.0024395263672279,-0.117733404384946,-0.039578489159739,-0.185611585421119,-0.299475857522294,-0.316256128653854,-0.105880705049069,-0.139092645361332,0.056259384232284,-0.0540844624345983,-0.198711637364859,0.0095600249964345,-0.100274685178747,-0.0049025381891008,-0.0933669520114022,-0.052953908523003,-0.0633086963841254,-0.275153374970339,0.0481686411406614,0.0426545625977827,-0.144341463880702,-0.096081895284982,-0.121274423163036,-0.0677899452245139,-0.201170058878813,0.0400322432462853,-0.0255424436061848,0.0205603278644745,-0.0694874069618085,-0.193134443043513
progressive,-0.018646421261671,0.0804256566299006,0.140535909652999,0.0695094757138396,0.135166822468456,0.238108002233153,0.269282160324747,0.148274662458032,0.0823896246742712,0.0695229097916983,0.189449126413977,0.079576933263602,0.132497003211937,0.119277500348243,0.181377577782489,0.140809743802504,0.239847624341775,0.177910740751546,0.0753044151828865,0.186975567091253,-0.0145726190397571,0.083155748766338,0.0565961498556309,0.161919502470284,0.0871093008612388,0.11496395449635,0.0532801942240784,0.0951869619686641,0.0707078819371764,0.183653474781636,0.178780053705176,0.11740405480766,0.0857097941352406,0.0860224844377776,-0.0067974664498861,0.191560683688066
progressive,0.216313351756811,-0.0008949839278141,0.0890978475817564,0.0261517272013365,0.106030912684571,0.0444239856807398,-0.283940057622853,0.109302766337149,0.189516263505633,0.0308030834854877,-0.0294046276195798,0.0083174770340694,0.0325469833050221,0.124538965848413,0.129876917954734,0.192129677316924,0.0438860118272206,0.0917593201915732,0.0453405554150125,0.177711962161822,0.0538454650078548,0.168435455051455,0.0402543176834397,0.0337531707259737,0.101026622057023,0.139871303732836,0.105197756613262,0.0676004065517646,0.210806303423133,0.0722670857969838,0.142225109390507,0.0323639643911031,0.0990192853095827,0.0368763490786939,0.117173211038114,0.105243977229857
progressive,0.521336482882992,0.562836121102248,0.521947270559288,0.518155749510224,0.61515707262384,0.591845369079238,0.018139897535941,0.560370610584161,0.643119825390514,0.517771072652407,0.50004763041832,0.508447584426235,0.563446507622645,0.610967538534746,0.554816872613957,0.531122436972773,0.550133801049973,0.558483621916477,0.501811682538763,0.581881391235232,0.579079881043481,0.500447052010361,0.562343951477537,0.518587770409153,0.572959783946489,0.616624708909375,0.535999295912192,0.647550177607832,0.504591779907498,0.612908272248214,0.614914905820613,0.565094775016892,0.57487490125043,0.587189807554263,0.50607641790895,0.651461555865903
stable,-0.154340350787702,-0.0737282928680901,-0.0805434534373769,-0.195814753308421,-0.136634777264324,0.011731154421291,0.180192386096811,-0.116867423327263,-0.21413523114868,-0.055391933418798,0.0654998888531345,0.0314079042392686,-0.0303094539849935,-0.106215406843306,-0.0147433385360666,-0.113339805002088,0.0412279449119314,0.127733680335096,-0.133943578618608,-0.135585694302398,0.0150837034786809,-0.0988843838497608,-0.0273533603482144,0.0236039812804297,-0.0784971713100234,-0.0855464518375494,-0.0742833689025746,-0.10250991327243,-0.199279701039314,0.0539948388054603,-0.0220448980709975,-0.0373672599658496,-0.0327550582305931,-0.0804019610839208,-0.156049240499147,-0.0406314837125801
stable,0.0876760408479258,0.0533184418696039,0.0313459281056038,0.105270577594838,-0.0867246324172295,-0.0416554174745934,0.192988499523667,0.0506272460267458,-0.120356323964618,-0.0299526206771179,-0.0490887129080121,0.0330952553749132,0.0306475457683216,-0.049185370774823,-0.0464145457360553,0.0149890822437021,0.0573566153453686,0.0241246374796588,0.0051418898104509,0.0388649659048206,-0.0548514911292842,0.0320561048698133,-0.258172797640438,0.0164191511682221,0.0238293457601589,0.004733217868023,0.0496704789354372,-0.049238517937728,-0.114986375024689,0.0176474729710423,0.0773353365503586,-0.04313784597042,0.107026221935151,-0.0596233221559588,-0.0681948592471278,0.0329539379129592
stable,0.113755522739446,0.0456359258448124,0.156921508638661,0.0613056184083871,0.0885853217522832,0.118045826593667,0.528670511505276,0.137520932354988,-0.0270640936141283,0.066017594486231,0.208406045911058,0.124959553467619,0.127543095850848,0.0393731536704596,0.191426630716886,0.162417261519443,0.130189019546001,0.124800237028129,0.158212822357622,0.0774416956225903,0.0476884639497713,0.116331274045802,0.0598526087370665,0.0901002279161432,0.0738854816443138,0.134917332973139,0.120886364158405,0.121522815275561,-0.123541654646607,-0.0742097003095281,0.179398890877696,0.131104027884888,0.157424472017514,0.148915323107022,-0.0544819325656454,0.0956494837352813
stable,-0.0352632687548599,0.031224135608133,0.0315458101885415,-0.0693194336429868,0.0208582713049236,-0.127945770013024,-0.0355766457369324,-0.08768965715799,0.002339268675546,-0.0719427884852296,-0.147507024146875,-0.162921717165292,-0.0169372863073415,-0.0010994474548586,-0.0982411874063711,-0.103747000781195,-0.0843283217422637,-0.04173265625476,-0.0181674243731118,-0.154104300862402,-0.144257625983282,-0.0520183037050311,-0.0416501741463931,-0.196621677821349,-0.0165979679466609,-0.0601918054973088,-0.172782394543912,-0.0185078992433362,-0.14671670706821,-0.0744295549733393,-0.0801704589522617,-0.033813741207952,-0.118144713190216,-0.0842358001086945,-0.10195510663326,-0.0614215032908662
stable,0.186610946656413,0.198631015315173,0.193072784600691,0.125806006540504,0.150070530645602,0.142644961955842,0.125682954307265,0.319551204700731,0.223086314900563,0.223483809204841,0.139077151832266,0.108996791627329,0.282842477191354,0.250514414823745,0.301474703804721,0.264316494717397,0.187735787377942,0.194644485655528,0.239944644189764,0.23019565420486,0.145642984094598,0.349542616970188,0.176104982470957,0.17976873385858,0.23192422395677,0.227744980861492,0.162664372331291,0.261095568638978,0.243286166297285,0.262231506183515,0.256867343560492,0.236011898195698,0.18861525078631,0.277296769565566,0.192285411725788,0.234757861986749
