group,CD275,CD137L,CD47,CD3,CD34,CD90,CD7,CD16,Podoplanin,TCR,CD32,CD196,CD107a,CD66b,CD35,CD58,CD24,IgA,CD66,TCR-A-B,CD184,CD2,CD15,CD22,CD193,TCR-Vr9,TCR-Va24-Jz18,LOX-1,CD307d,CLEC12A,CD150,Ig-light-chain-1,HLA-A2,GARP,TCR-Vb13,CD82,CD101,CD88,CD224,CD258
progressive,0.048025612421189,-0.110639207089307,-0.208744760559412,-0.0510788660874576,-0.0671635041940501,0.137686669721344,-0.130202222658501,-0.16039007315275,-0.192592515175652,-0.109565816358168,-0.134552720147792,-0.0744953652781434,-0.148426742102242,-0.147816650624907,-0.0949888682512574,-0.242073982189506,-0.172151101656045,-0.251161732245162,-0.0818403109160213,-0.0337256677014184,-0.0770915966853343,-0.269642172574227,-0.111453553878539,-0.0117759621374559,-0.0280689465258257,-0.11045562483236,-0.126833235217082,-0.143376345356048,-0.140250663168609,-0.0993246584782622,-0.160217472036338,-0.205374806318963,-0.182402900003817,-0.186964877839473,-0.105344558311678,-0.170727412228712,-0.0806918483962099,-0.14727162843078,-0.108104456517674,-0.0931251108873683
progressive,-0.434802708974143,-0.479740949804309,-0.274541865610593,-0.407645204873624,-0.393921529018399,-0.642835037724278,-0.0117841968169553,-0.551381208390568,-0.456102194228754,-0.532798954882429,-0.571848996167521,-0.161924853361568,-0.631624780221492,-0.609332160712605,-0.541043588135417,-0.502996184625945,-0.57899422730452,-0.483503907570363,-0.507318684786706,-0.370052929871452,-0.508732635275779,-0.19931806313484,-0.511918889029421,-0.31921162214377,-0.386873288745267,-0.419896193227377,-0.509430373321138,-0.436368108340396,-0.552221834360333,-0.502426239078656,-0.415582511842305,-0.506531576434127,-0.340617581384589,-0.442113174206346,-0.502052557309302,-0.420243582269816,-0.402767913849627,-0.46724702487576,-0.556028299965194,-0.560399810929969
progressive,0.0949498790050816,-0.0184018904530114,-0.208104847318582,-0.159853640283024,0.0549878271355918,-0.0430341667247862,-0.13077010847835,-0.0495493563387122,0.0076788537047611,-0.0139382764922865,-0.115704092464588,0.189801601790274,-0.0135152152956479,-0.0526058736719347,-0.0407897680180485,0.0357272625650583,0.0531240627956395,-0.0691335262526343,0.018297259075489,-0.118098033469163,0.027402377419586,-0.104027101089295,-0.0259718427368282,0.0159283007915251,0.0756408957991155,-0.0131163953674067,-0.0589131909345971,-0.177116523421359,-0.113043191123685,0.0498912487978229,0.0498248038050821,-0.0305679092641631,-0.0172828616032955,-0.0847536056291191,0.0282264145309988,-0.047619084391105,0.0141147582650856,-0.0848573851507835,0.0632866490923907,0.0037839271412706
progressive,0.164678673915735,0.261432361431525,0.127046046214972,0.14411062692545,0.234897756140481,0.308980268993315,0.29204010801105,0.22157401056224,0.23114511839946,0.266459088427551,0.259539541690858,0.114346697437342,0.213957738945431,0.223932379144755,0.220017290404509,0.157625988314164,0.223303024642222,0.25765508743111,0.234380036602532,0.215713592118124,0.150399816230084,-0.0500132995974757,0.181547898004191,0.0446077654519651,0.144319913588803,0.237368552152303,0.180599816716161,0.228624585963229,0.135955869950394,0.163051452555704,0.177790517356795,0.249096088333102,0.173693777809697,0.206624771020248,0.279185336744881,0.0585554711229977,0.185128054039154,0.234811234216259,0.182696852995459,0.250335959872951
progressive,-0.513468900215832,-0.501146845193641,-0.511355268095302,-0.056541200018254,-0.524523860178876,-0.321794720220355,-0.0591097242778536,-0.511712731680349,-0.54086442938295,-0.437857455284538,-0.480598086927339,-0.567986273739041,-0.613556250811267,-0.621381808231814,-0.474617169961608,-0.562678007997635,-0.469533383960474,-0.52549719850055,-0.598555207527559,-0.270955218949543,-0.315106863571585,0.0773562499084304,-0.366626855912158,-0.532552689394349,-0.515540608282114,-0.513858930287999,-0.511386047111327,-0.544115838906493,-0.456267830183469,-0.643217320583928,-0.57219491055143,-0.150431754480084,-0.515897776044726,-0.575395466048492,-0.431163844966208,-0.506384620095849,-0.609196301284765,-0.541115235994798,-0.429098392216019,-0.421635924296408
stable,-0.0249837472751914,-0.169843071134651,-0.0924308868074364,0.212174246297739,-0.154014070358747,-0.20529675362392,0.121149995482507,-0.214304533887398,-0.198517568506964,-0.264803832937651,-0.314834914769028,-0.102729172217527,-0.158166967815248,-0.163292505686983,-0.223245384527067,-0.222805189197491,-0.078629344797357,-0.163520705713197,-0.0657149588971164,0.0762189833408128,-0.125133203539415,-0.367972697006007,-0.0992433867193576,-0.0188936073614057,-0.0949316105509824,-0.18449724512957,-0.24463944924158,-0.16339734119784,-0.162843796428536,-0.156164788165957,-0.25825272025955,-0.234060212989735,-0.164973913343386,-0.202945341436838,-0.265364765238336,-0.212267636650419,-0.306436248092417,-0.208750412507336,-0.310261898172248,-0.207627933308377
stable,-0.168767561639835,-0.204647387180453,-0.18203899640181,-0.574204705126953,-0.171363378400082,-0.196399159974687,-0.440791837594886,-0.127422362260442,-0.245474856930612,-0.262924933588207,-0.183249693215767,-0.01637525720627,-0.100991386972927,-0.218821123167078,-0.156744643459648,-0.105909310450723,-0.0985972500148851,-0.234695819400356,-0.233526113075119,-0.459030366613016,-0.207489727356486,-0.0656642136499917,-0.255740001297248,-0.029731000204094,-0.0940457081101294,-0.0691614865980809,-0.172929479378912,-0.104064733424018,-0.145775218615283,-0.100503001497273,-0.0698333604512474,-0.173928808893289,-0.277750965642614,-0.213759035881905,-0.187869306805345,-0.0221283885058257,-0.158678207071324,-0.222339459369813,-0.0847482085699184,-0.192956545785823
stable,0.0146438399433038,-0.0240140438516382,0.187806625079578,0.0209541923638925,-0.0157143637435702,-0.0763197594343465,-0.257928647552743,-0.11160670694206,-0.0371919568668124,-0.0442572228826463,-0.0168560594072934,0.207245683701517,0.0612797872802213,-0.0356692331426406,-0.0949418540964593,0.0771308938257203,-0.0622404569490301,-0.0245732287626953,-0.0238840161412632,-0.166908005239622,-0.0743122170864526,0.589770794338284,-0.101816177154031,-0.0414160612422178,0.0781902308768105,-0.105479451613382,0.0309375292900413,-0.0151564525605255,-0.0117705541311881,0.0097864971114508,0.145446312996043,0.0242201195095299,-0.0066221138078611,-0.01556695179884,0.0224561517809961,0.157175487014182,0.130233294582901,-0.0754940102619092,0.159605048773005,-0.0400622267351542
stable,-0.0526649124880139,-0.0867377350192941,-0.152675411869979,-0.338967761033506,0.0114409813212049,-0.061781966127116,-0.527565064603355,-0.0775450333095545,-0.0678990791895927,-0.0717462234850282,-0.125992587478593,0.0062977443592442,0.0014138590297778,0.0481440792538587,-0.125356879457599,-0.0798404699744105,0.0019944216858941,0.0184494828950105,-0.0387606028634433,-0.275173774211365,-0.23095299794587,-0.131910990177427,0.0423894013435217,-0.0865251353362803,-0.100323539369155,-0.151856025059614,-0.101560105542965,-0.0377226242564809,-0.154403084084076,-0.134885144472489,-0.0583252548228556,-0.0291425321518668,-0.104515900479301,-0.101438352842126,-0.050439240363813,-0.0833956655121361,-0.12897385565957,-0.0830003422870182,-0.0487149070330343,-0.0263703007771376
stable,0.0496054655536563,0.0931086675262918,0.0152588744830667,-0.0957348540105965,0.127193727943146,0.207701934397383,-0.264709577457442,0.0852255360951245,0.0923172327461482,0.153499484327649,0.0085941200401102,0.0698797659827628,0.0509839944117683,0.0901820454295654,0.190386266135482,0.196723091415773,0.127458152683322,0.0580042238328963,0.0207683787511972,0.0023126050616854,0.248924542126728,0.356505513796506,0.054524887325479,0.0841640297040889,0.115573819136252,0.183403112954081,0.0821985413037805,0.0358416887215945,0.0601426582680922,0.0937138130682861,0.202620222973586,0.0127386429116524,0.0708537262607614,0.190218896701093,0.0655042761404267,0.190418921812864,0.0157366060824334,0.115030261921482,0.187290643164556,0.151655374412578
