group,CD275,CD137L,CD47,CD3,CD33,CD90,CD10,CD45RA,CD7,CD49f,CD194,CD4,CD16,Podoplanin,CD32,CD62L,CD27,CD107a,CD95,CD64,CD66b,CD35,CD58,CX3CR1,CD24,CD11a,TCR-A-B,FCERIA,CD254,CD184,CD2,CD81,CD15,CD71,B7-H4,CD26,CD144,LOX-1,CD158b,CLEC12A,CD94,CD328,CD88,HLA-F,Podocalyxin,CD224,CD258
progressive,0.0400647490379886,0.124004665823459,0.334279646762592,0.608886693292385,0.285022694828745,0.101838383562942,0.180649480732514,0.388882235724379,0.425845051329782,0.0944923165481614,-0.107552899240605,0.328430608548587,0.0031764335866971,0.242477543778966,0.196226217515519,0.408423851606421,0.450074707173191,0.200438731499884,0.150607747010086,0.113926586360619,0.101034848569593,0.289575739058909,0.123509653664594,0.12194437511298,-0.141608627037235,0.192343714386147,0.386484568824887,0.0901485867604957,0.115312816864962,0.279743737958477,0.0997450631325951,0.416504196584167,-0.0336988576146044,0.120843427128174,0.0747367925933578,0.190751573185467,0.0530025907907082,-0.0057262491438411,0.147445935565599,0.21126436629886,0.228313682168833,0.026109447260621,0.208136281824882,0.15693472895504,0.154290513984992,0.0327985438939861,0.193005739366954
progressive,0.474718964945312,0.4423208913914,0.259329112123275,0.209264349754141,0.463943353354585,0.41495168617989,0.459146910651151,0.0666006041186363,0.0906302790075306,-0.255370461794705,0.0879877545721964,0.0184573271278965,0.575690553343059,0.415482219370584,0.402903419465413,0.444274641820168,0.258603214360324,0.447592418195697,0.210655014512339,0.315282710587717,0.617671705198435,0.530431834662266,0.419991838736697,0.467955699160248,0.644997511037641,0.0128210013327483,0.433165421773082,0.429048601746152,0.454404222914351,0.437238027010641,-0.0973648942109921,0.172571729735619,0.556562295150314,0.165576594506137,0.408093066698781,0.180626890451976,0.258554339808574,0.463037518507766,0.164715418354636,0.556795134175681,0.414295597801726,0.409563209862219,0.489970747994973,0.247787253138135,0.456446319799506,0.443853634811974,0.421434933203511
progressive,-0.056022406615453,-0.0105272546315912,0.13671980414227,0.130493059898815,0.117781785448817,-0.125880029972372,0.0077631407825413,0.209331272798425,0.326613404407246,0.0740072578995419,-0.472648289642955,-0.0547818759392712,-0.0035615258970269,-0.110782401142355,0.0564686103655626,-0.0488214878206097,0.142021016932147,0.0024622679744454,-0.212452345604886,0.0175294668260266,0.108686553218803,0.0811286734931535,-0.0655162245268561,-0.0193878355837636,-0.0547079504332085,0.0617760774016793,0.0860352258451644,-0.0765833133336417,-0.0774169923907065,-0.0985544485412713,0.0805465632954612,0.124960039164147,0.0672517805202988,-0.0742835637360371,-0.118602345807932,0.229267061864767,-0.111593326206166,-0.0518958051345152,-0.0542627047737698,0.11467044459707,-0.0008660884002903,-0.0039647407584162,0.0182531827474658,-0.0560158946823783,-0.0873831977352411,-0.128167553452453,-0.05899515463618
progressive,0.118031850606391,0.172399774346221,0.184450432143908,0.266819699739994,0.244653345356367,0.191679360812604,0.188278656828834,0.379390591763545,0.255245637457391,-0.209978523899756,0.0029188995699553,-0.0864179918497937,0.273187753092232,0.229269296418815,0.252190967984243,0.200307355498883,0.107253085312833,0.236217834771314,-0.0212923537833515,0.146073702015905,0.241292905070489,0.180361202918013,0.115766420656532,0.142101275636783,0.154523020993829,0.0289888635247433,0.297935129244859,0.0727388073755592,0.168593012757501,0.128741320427093,-0.0603981695180091,0.130608147063315,0.0965549252001961,0.0014309186041243,0.0987231878168865,-0.0479348821301285,0.118083226446895,0.0595004359711326,0.0787559101832632,0.169114841234587,0.185862569419458,0.161840239935492,0.156869847062148,0.152201620025927,0.157351107590712,0.0675252149881095,0.117855798389846
progressive,0.0708447633905937,-0.205321118281409,-0.112294904572465,-0.459413061445858,-0.278715974584598,-0.297060498712734,0.0665190014314263,-0.152455168261622,-0.244794722009331,-0.117970302621693,-0.146117229413169,-0.392368497937846,0.133961071836512,-0.0855555922306287,-0.111939587870092,-0.214640365230909,-0.133678448323405,-0.0523082178598031,-0.174920373056916,-0.410550870668428,0.129554985581805,-0.0943038293317974,-0.165370029128366,-0.125536907284945,-0.314648020786936,-0.147677507425679,-0.406931595509358,-0.177124049371305,-0.0579670613190578,-0.133921977880137,-0.161846396159659,-0.340457483989857,-0.111417920081358,-0.0027888716430212,-0.192341092091845,-0.146638362595965,-0.0341455311917693,-0.220234357534194,-0.455164799078635,-0.0107781022516952,-0.115544518666959,-0.120684265345358,-0.129875067484257,-0.429866367697182,-0.300273136634741,0.0168176891473713,-0.209208192099495
stable,0.0065458588536742,0.147172886367321,0.0165543374187535,0.250929638129141,-0.0512975462228202,0.0619855437167871,0.0676375294738074,0.401366605240459,0.485702550917349,-0.318533116174409,-0.080045924574981,-0.059129824547111,0.0898490109257976,0.0389946316625711,0.104801113245776,0.0914011942918053,-0.0191768747216396,0.0916805243704718,-0.185787988060887,-0.151674625614297,0.0840845063035444,0.0999806652037265,0.0454970739078896,0.102363908484323,0.106296746814393,-0.400208022043254,0.354325586561722,0.062786845647109,0.103273384193154,0.0920272247419995,-0.433777622914545,0.126181610925466,0.159801142506363,-0.26775522099173,0.0732441028828844,-0.0163791484649265,0.029032911291138,0.0984549836750583,0.0547649779944863,-0.00624967228356,0.0856791587266175,-0.0041536888973767,0.112738730078971,0.145813891945592,0.126130799687735,-0.0127297112453415,0.0625694212416953
stable,0.0650098118068768,0.0902075593401393,-0.0952929569437692,0.013190112087519,-0.0165899124720202,0.122680943057467,0.0250080182139707,0.250112489249627,0.426377856627486,-0.170542495243863,-0.0338917364873739,-0.0375508001924124,0.0227928468709,0.11944001377186,0.021302763318812,0.263148614505176,0.167933578206742,0.0365259269649791,-0.0318179424185599,-0.239261758645011,-0.0062593840799849,-0.0264886555777023,0.0333882614111346,0.172121216384417,0.108443289911732,-0.0878006038664188,0.192756062079158,0.0708652817556025,0.205600697070283,0.101046823310304,-0.314469158103854,0.0035631288305126,0.0731736195626431,0.0725525017268358,0.0303410245036163,-0.404700973335619,0.124154550666378,0.0253206821748639,-0.0332618955539099,0.0376023950627089,0.074270771257111,0.107228973505231,0.106317188546527,0.0965259866113808,0.0355652854328787,0.0082189363395188,0.0259799404817073
stable,-0.0859457469946507,-0.268347291456411,-0.432092537939018,-0.266989078194431,-0.0928895702164032,-0.169538502031561,-0.215387667023851,0.0072011928992844,-0.0786390034894536,-0.180713813930988,-0.0687987881909077,-0.40501013582924,-0.17528274343732,-0.248273816515117,-0.249264147457718,-0.0101917850144074,-0.171108484044427,-0.162255522503494,-0.364144989528429,-0.0832235294430784,-0.251048911410094,-0.221593641506372,-0.341230921366985,-0.25481141880914,-0.100487439637608,-0.26645974692238,-0.300992717732141,-0.259989455589463,-0.185344024881834,-0.326521070941633,-0.415256958956725,-0.237140344284357,-0.264432584957891,0.0136610008633411,-0.237161393630484,-0.345970468951601,-0.299515170061034,-0.125090118713185,0.0025913095054777,-0.127803727841081,-0.259357182147803,-0.145703340392993,-0.232047769369105,-0.252969170331117,-0.30874765348274,-0.319878490201052,-0.262531058751697
stable,-0.127467269576316,-0.255197448314249,-0.255613129308254,-0.0043526742678425,-0.178734339075742,-0.195495632157214,-0.192559958530522,-0.0099273197449735,-0.0091223692157912,-0.369388420481865,-0.199000938384393,-0.241490819388985,-0.188309039718976,-0.362394354047937,-0.368351900874094,-0.0280790593060616,0.0502551466894984,-0.294690050148846,-0.183769077104618,-0.26928235252538,-0.132734927269993,-0.265476924449517,-0.278670477510679,-0.334879381993159,-0.344869290331322,-0.328701379305048,-0.177222083838652,-0.360484114597139,-0.286660633333002,-0.223381740943203,-0.162107390146269,-0.192880265576677,-0.147776993834608,-0.0841684068492207,-0.241037833809156,-0.239688391516093,-0.308125579148719,-0.335143099878436,-0.13660800843084,-0.337993365591108,-0.3024781715423,-0.28037402895458,-0.299446021558854,-0.221105488253067,-0.251980159149486,-0.393140712941648,-0.376708246569428
stable,-0.173011052666775,-0.328621983094415,-0.138979760317636,0.0266558125813121,-0.0781237204523386,-0.271336855472663,-0.269985470252524,0.0386044096452247,-0.0090812655756704,-0.214072929223574,-0.126399516634711,-0.0167647586103133,-0.125171567357976,-0.245733858672916,-0.259437126458191,-0.145624692138607,-0.006285574642531,-0.180437403645651,0.0157785165774769,-0.132552089594877,-0.151860361560946,-0.100437875252984,-0.24951608092704,-0.297071459865762,-0.143276254877617,-0.160402143048941,-0.184257853539998,-0.167284964845583,-0.287882758848773,-0.333820382131347,0.0177139406725933,-0.13514223163889,-0.179680881724804,0.0429987678970229,-0.280137629999141,-0.206889473897495,-0.41241717706406,-0.291280459686034,-0.116480262466751,-0.174556645608234,-0.172417187408977,-0.206396505243645,-0.25683755078391,-0.288237386760287,-0.309806254313241,-0.291273441871528,-0.283083274434704
stable,0.0360546060826971,-0.0715101385761291,0.0352585853402496,0.0477539956493843,-0.0268547725530579,-0.10074681507488,-0.0383872673846006,-0.0363603982238764,0.0095240680803174,-0.0410964328306697,0.023541238842985,0.118367387385522,-0.107418281285989,-0.0815801139458013,-0.0149940407554965,-0.0010142195147154,0.128060769727399,-0.0271545890479763,0.0999138926937834,-0.0124897123993967,-0.182263855626999,-0.152236395342679,-0.0391983986745438,-0.0424990350488835,0.0009936453118863,0.0342754183320332,0.0577323897712567,-0.145645452689126,-0.137882849999223,-0.0513667178453626,-0.0598480367506874,0.0177381111077478,-0.0893368359367011,0.0577639808807096,-0.0077793301477045,-0.0384946670337639,0.0309916094445212,-0.0402972614470417,-0.0171865791430896,-0.0334125566457221,-0.041541664591005,-0.08568052999092,-0.104408746813281,-0.067743054999895,-0.0012166595660329,-0.0140985333989059,-0.0244569530966832
stable,0.110384323908996,-0.0146675746202177,-0.181466156649383,0.288090034963824,0.0068602753253762,-0.143232461956323,-0.121485529748813,0.369279041147866,0.515313183151522,-0.425343791673724,-0.368145387971721,-0.0585396204445532,-0.220044358695718,-0.0950843406843261,-0.228749727365094,0.213918807876848,0.0698488154631257,-0.138507275526889,-0.557057247447493,0.178516563235257,-0.0781743963179045,-0.145912020582844,-0.231105043792717,-0.0846625377958257,-0.0047221170514186,-0.27271136696559,0.317633905335182,-0.0839365971158618,-0.025007846247828,-0.0604758063142098,-0.276498329799152,-0.0928688444896192,-0.0259282462336973,-0.420623185538914,0.0107872242312082,0.178491634863494,-0.144833425430789,0.0457159054556877,-0.0049812372143235,-0.167219008079302,-0.128253537635175,0.124230728063278,-0.206183461536,0.016957502710331,0.0404814876682188,-0.34557369215053,-0.135887217467694
