group,CD80,CD273,CD30,CD154,CD34,CD269,CD10,CD49f,CD16,CD25,CD45RO,CD335,CD326,TCR,CD196,CD66b,CD35,CD58,CD24,IgA,CD66,CD206,integrin,FCERIA,CD254,CD15,B7-H4,CD193,CLEC12A,CD94,CD85j,GARP,CD328,CD82,CD101,CD88,CD258
progressive,0.189914866489299,0.273492801538109,0.183852124195029,0.226645430333879,-0.0023531433444906,0.142806714622934,0.32772040596818,0.0482562463706849,0.0200101043419591,0.146270726238587,0.066845590404522,0.129586198306144,0.0985220579430414,0.298966045375053,0.148095144555114,0.15261437709218,0.0805732005228424,0.28464430346233,0.273444491072125,0.225531079149861,0.206668666213187,0.0926318871891028,0.189307192639402,0.375091712904811,0.118185650013452,0.158319092386712,0.329981201602964,0.0261853072042625,0.153366926497863,0.184294200123038,0.225923280715548,0.155595006581695,0.304332277394459,0.281351976761303,0.27099413934791,0.249679953771963,0.288053306503021
progressive,0.0481170894869324,0.10534990397499,0.266652672705869,0.133896199072729,0.0219363040668982,0.141395466552078,0.374119813878139,-0.0570909550219227,0.527608357664598,0.163780384331981,0.200603828585493,0.0308712534123951,0.0580991555601014,0.152340526294891,0.143865868967201,0.562593764242965,0.41297333757388,0.304367849936395,0.445699086080623,0.226148386461194,0.333896607160226,0.217839023902614,0.168683764091281,0.22910979339065,0.267920899585147,0.486210748649409,0.385360328191431,0.289454039427022,0.570021908384571,0.28875896221311,0.307178572412812,0.173105599438998,0.190585542178415,0.241796301123557,0.130836091398111,0.375964996176434,0.270583685019553
progressive,0.350147662579134,0.207813714717225,0.213660755389067,0.21753871427478,0.20241392486942,0.307067134471393,0.390358414075458,-0.0716374773151038,0.260174928027593,0.0459134776449392,0.162395458340798,0.0851914618660157,0.0349686543628049,0.275068852216201,0.133350035979082,0.269288358159767,0.367633027228549,0.312643351926616,0.364604260656509,0.30373323829692,0.361123635445044,0.146759270693223,0.165130728141962,0.281682607020798,0.24033188943574,0.284563266199054,0.303411994113958,0.261203249980267,0.249215440775296,0.276377779632254,0.330851312683646,0.314843469720826,0.248367329703543,0.172448434165666,0.29314202561012,0.379574958447617,0.337360901635895
progressive,-0.115615044207857,-0.163189325438557,-0.0879663877325752,-0.090088753871887,-0.212673072851936,-0.0555291805266456,-0.111384610609174,0.125863159755919,-0.156477766169545,-0.211604598521517,-0.107309948061953,-0.0376256776325142,-0.0169981099084501,-0.127473221601783,-0.107390355675516,-0.168061475471697,-0.133450285635951,-0.139115853009552,-0.0990707506830119,-0.139624381684582,-0.259259132524495,-0.0005977864577277,-0.0949973930638242,-0.22020476372056,-0.0740234453141807,-0.188825719599663,-0.119116944254108,-0.118457021329968,-0.100817316703619,-0.135774058927521,-0.111535598563179,-0.126132958737265,-0.0438401371032869,-0.128236254292173,-0.103703639069026,-0.177807376585742,-0.116753421371783
progressive,0.51079991452399,0.602331050332204,0.526944863140335,0.511041099444262,0.598048793097145,0.513933531687018,0.541087399703393,-0.198654334817691,0.604340779966381,0.551873121716439,0.500812365439052,0.523707616850781,0.567654326979081,0.60108132754364,0.632324427469727,0.570449886419119,0.511173844932542,0.672039591861091,0.762108520936244,0.508571580493126,0.597872067116395,0.666218661025907,0.557210203196917,0.54379754617574,0.513538299148083,0.577268623710415,0.50715445851534,0.553381888395845,0.617263154816915,0.529537807445308,0.640131670123818,0.590646762745823,0.593053902697639,0.48623062349577,0.696984414570342,0.554825300180013,0.591466664435181
stable,0.284434406041147,0.0645030695285665,0.0444812027600658,0.135854330155415,-0.0167769045805064,0.140289921264772,0.164156673299951,0.235257941355391,0.290791825080987,0.136762686658388,0.0301365498677796,-0.0065294415916694,0.0088625919841139,0.0932131354806488,-0.0542370889789444,0.306908666363488,0.177138060933197,0.151619973783357,0.253329150803893,0.21956606603814,0.277442541300053,0.181928994859201,0.0966306860955419,0.170598542186401,0.132839524723848,0.222410150867009,0.0597581827639403,0.117441935050168,0.212052047440061,0.127273032722749,0.129482807136865,0.185642273733218,0.183195454486784,0.076374157859997,0.217935791647737,0.206419583283481,0.177983680841643
stable,0.027867809683826,0.201028607325347,0.10285328124873,0.130131603816634,0.200875052402793,0.0636793433102566,0.239978389026979,0.198113133314081,0.184243516055927,0.137447223608472,0.0949468440695292,0.0977008708955222,0.0059293826672946,0.15934164424267,-0.171960461839634,0.134706808243992,0.105500407159137,0.117386281659887,0.0953279570946103,0.198735689004573,0.0947658258604037,0.113236065375167,0.0431542419843853,0.145135473677701,0.0981996788688177,0.185821386979933,0.160654478490468,0.230797357746056,0.0365658189231216,0.161566833842612,0.0922327427266252,0.106363155617807,0.229628732050784,0.102458253089116,0.0875484061381449,0.185380210201614,0.193527772046531
stable,-0.0515824238838384,-0.117732280125435,-0.102019325845512,0.0683004881863413,-0.026484538944358,-0.0989248561441614,-0.0750764245281103,-0.311587305519875,0.021491144048589,-0.0952000093929914,-0.103269577571808,0.0623876756615225,-0.00604277567127,-0.0222165499321902,-0.170048247208448,-0.0060280637265548,-0.0575660877346429,-0.192789939061644,0.0113080747022371,-0.0673412012457219,-0.0373554052640068,-0.0360650776597848,0.0063881573169478,-0.0456737868204048,-0.0446383144023219,0.0329802555782571,-0.10617640197301,-0.101535689885465,-0.171513059742647,-0.129602539593164,-0.0861098644094815,-0.055907886635996,0.0021291564490554,-0.187685569124148,-0.214689580182043,-0.0500125783969191,-0.0720094625554839
stable,0.0328631321752818,0.0016860369183859,-0.006939164451643,-0.159658267810234,-0.0574033806281898,-0.0621739053296129,-0.0716701143877962,0.136807471772533,-0.126464596749022,-0.0244336121631801,-0.0814183832717023,0.210391971560033,0.0098883580283123,-0.0350728857620102,0.0503436016456731,-0.0672055314752684,-0.1466596225364,-0.0532123438694646,-0.112184708323077,-0.0955874342139186,-0.073135724034835,0.0547536035020879,0.0089627296754905,-0.104954486214966,-0.0838657083430961,-0.143700507074819,-0.104026595707477,-0.0277236374633135,-0.0826695633079249,-0.121420585647353,-0.0585786176805419,-0.131546534635316,0.0022014825577359,0.0240381584784003,-0.0119475118652273,-0.136785849796616,0.0025923678457632
stable,-0.263411962724502,-0.172385028314634,-0.136727601721506,-0.0657256847441132,-0.208328490243983,-0.14523129697575,0.0024769820373316,0.0096524676872244,-0.0126167473706072,-0.0654400211163814,-0.208103901070446,-0.0533820849865516,-0.278245950279827,-0.14435767613178,-0.0058349774247867,0.0426187927970889,-0.0714939633875102,-0.172570475544765,-0.0349971641172592,-0.0978310256327599,-0.0884928188935001,-0.185500150543781,-0.0448753126118009,-0.174739840773472,-0.165876146483567,-0.0213194513358845,-0.171894378831233,-0.0273353198186011,-0.0532792813493479,-0.216542212729742,-0.113472681313611,-0.230739616204055,-0.102844279046391,-0.198623920837585,-0.0688761089399152,-0.0905767200167687,-0.210557099129802
