group,CD273,CD252,CD137L,CD154,CD45RA,CD16,CD25,CD45RO,Podoplanin,TCR,CD62L,CD161,CD107a,CD95,CD1c,CD66b,CD58,CX3CR1,CD66,CD268,CD62P,FCERIA,CD254,CD163,CD124,CD28,CD15,B7-H4,CD133,CD158f,CD336,CD85j,HLA-A2,GARP,CD82
progressive,0.172419895464552,-0.12537124332816,-0.0323573930902709,0.073065496239356,0.233638088672876,-0.0608676355090405,-0.0562487144111724,0.0793461008428567,0.164526746410347,-0.0030413410990655,0.16671847062009,-0.181217915779337,0.104655831911095,0.093034666012333,0.0751702619890733,0.050528537483099,0.0499835599505209,0.143930919833564,0.242997787658907,-0.0087217104787476,0.104541962549782,0.144574531850658,0.0591548973019012,0.096310195715455,-0.0303135305697185,0.12551335943091,0.0080974210460872,0.0356610095900247,-0.066028677184476,-0.0550313534603766,0.0247138191515794,-0.037335899829375,0.052287551837229,-0.0236879729242293,0.130176857393954
progressive,0.194279015919566,0.338556037280933,0.362302879346841,0.457998348103798,0.113859906737099,0.503260901100387,0.326695042920633,0.264711301255494,0.471883860994949,0.40544781050392,0.472675357397326,0.451363874178047,0.489568058629047,0.151095113335809,0.283572249376888,0.474201630283443,0.543182481527611,0.503373557173035,0.380284353077493,0.571478204348903,0.470176876894374,0.330341615865594,0.503645890891581,0.451650399987619,0.269988799969441,0.137508281114406,0.522539320380286,0.520437172992504,0.503967321189529,0.477415722360523,0.47508706200402,0.453001547765157,0.285702442932853,0.404572094334818,0.398134627316254
progressive,0.0367046287946507,-0.111896590077759,-0.0540637504738212,-0.02662654596672,-0.226215588639341,-0.119460427206474,0.186388051246532,0.0302543445113615,-0.0252084234431004,-0.0903714199232851,0.2471041945791,-0.041966515921653,0.0297797712726372,0.360705358731483,-0.0368034279112877,-0.175861641988792,0.0097897929192438,-0.0714764963147475,-0.0577796377718769,-0.100834001865554,0.052374496344683,-0.048211208503002,-0.0436684546356208,0.0246022555770556,-0.0789322165811214,0.11071224348577,-0.136627181153525,-0.005466378572973,0.0350118509636637,0.0026043439175127,-0.0426918325116349,0.0411451216201282,-0.0154571116265495,-0.0704133431303153,0.0402775830454561
progressive,-0.0544910169072822,-0.134202426741293,-0.0377801667386421,-0.029647920547018,0.0768229034141299,0.100981573980218,-0.195307414181975,0.0897323411703764,-0.0199378492713375,-0.0896025783909674,-0.106817366811366,-0.0799902926264227,0.0647382707038633,-0.0569930836479304,0.027461193241192,0.100427421553358,0.0144193840360875,-0.021101003545914,-0.0394427077006822,-0.17500719672722,0.0993982115122679,-0.115814660547343,-0.068049568201079,-0.0075603718494288,-0.118521270506048,-0.0190135002044257,0.0655767806064565,-0.0901667193754725,-0.113819801498112,-0.0988679229012917,-0.0833495062598952,-0.0977735317708999,-0.0903615080084283,-0.0333838458833687,-0.0159974426647839
progressive,0.518352799661532,0.467103190659438,0.572164815602516,0.563813031611588,0.208942275662144,0.192743066406806,0.486858104301058,0.530836935042409,0.393024859835796,0.551243391519011,0.420767201209753,-0.129525392608669,0.43297864866007,0.545897597789857,0.454204224464123,0.323207547522546,0.55557660644806,0.328484122064003,0.466025967761652,0.0049217845807585,0.0170102446912361,0.51484636869169,0.268456057098045,0.137312398680458,0.543648579408452,0.19850820488136,0.239239033952472,0.433559303807934,0.529218180596034,0.155957767171929,0.290717133074045,0.379823004885992,0.538349627465927,0.458282866612483,0.529753364619867
stable,-0.115146838282051,-0.0112321622624232,-0.0994297293143597,-0.0413140995289565,-0.197462078153707,0.122761069633447,-0.0482439885435594,-0.0017686949355977,-0.139957152530543,-0.0236287166823487,-0.393295954700335,-0.219522570553892,0.0806623536395811,0.121595673401204,0.0700686540602312,0.166975686969796,-0.0576501015579873,0.0184988062984452,-0.0341970017966488,-0.0347757207155868,-0.320623503379472,-0.0942689683586108,0.038256801460526,-0.123575413905924,-0.0678269595686899,0.103808638189924,0.0752503959638817,-0.0537122382457239,0.0196575199556499,-0.0944443965817206,-0.0931719778921789,0.0353545555393354,-0.0271301257474298,-0.055914903324106,-0.0285775157843358
stable,-0.118367257474712,-0.125256610590467,-0.0681013544425221,0.0082122756681254,0.143162523092223,-0.128905593729177,-0.29204318729059,-0.210118271538316,-0.160053800010184,-0.175471436924419,-0.0342732009662877,-0.277160954781528,-0.166346132015036,-0.634021477990379,-0.123862480079003,-0.143692984633287,-0.269498984494317,-0.129808710793714,-0.0708754498311938,-0.0552691101710578,-0.0971252285304662,-0.169132201308535,-0.0295279224045581,-0.0760341851534482,-0.110643857562786,-0.479532005457675,-0.119204698505489,-0.0984038856577219,0.0664420520735033,-0.127693471891576,-0.149224038844645,-0.205151310508927,-0.170387278569831,-0.114780505096313,-0.312588263647543
stable,0.0715213202968687,0.10729210304629,0.0816726844110176,0.142418657139408,0.521628113876739,0.184600921498215,0.0029227525596177,-0.0814306786213831,0.109631425132175,0.113618172613205,0.436562337814154,-0.0284631633815381,0.0617265981870305,-0.346976619509118,-0.0074378314677224,0.144036949115806,0.0291872243902696,0.10194763602394,0.113782147231379,-0.0026643465731005,0.149964615919358,0.0571799053706913,0.153019875872598,-0.021390985254579,0.0977346915348097,-0.16458779588155,0.173432681241273,0.0457753495879352,0.0986280436633469,0.142498828956874,0.0734501938902521,0.102245536272854,0.104581970204364,0.0464339532859067,-0.142139005459566
stable,-0.0937911878272003,0.0170182908419926,-0.0838733806244254,0.0052425169290484,0.0998934712034188,-0.0531588664699509,-0.0678013644445131,-0.105574733963283,-0.150574536488407,-0.120113131675206,-0.0155721599782628,-0.1490632654065,-0.0467480232862047,-0.0735979574099614,0.108641943581739,-0.0142658448295366,-0.101051350237129,-0.073310139970454,0.0371159505886217,-0.160974717546221,0.0908431291315229,-0.0719685594364029,-0.0692092158861489,-0.124126488323561,-0.150448851858319,-0.0393817919225726,-0.0005273252511253,-0.101576449145553,0.0605717646654156,-0.065116979984116,-0.0962871104225019,-0.0386541233265295,-0.179732106421729,-0.0263975030852055,-0.161016802553542
stable,0.0474032750551108,0.0134418375291321,0.101093234576322,0.156240406466189,0.0568952732613075,0.130391132655653,0.0191619040835515,0.0250682007667349,0.201777597216314,0.0815474656194612,0.299985311517121,-0.0382780269734782,0.108638768787351,-0.0838050438314861,0.0019988556358101,0.04952316004334,0.163391989463983,0.0320309485300112,0.146758273038845,0.0927187962861114,0.10476831831124,0.101849999836461,0.0793626264325443,-0.0797481455590242,-0.0047762420585713,0.102681888600876,0.0226025713601728,0.0447012932014923,0.101070105259824,0.0661484085257762,0.094372994215995,0.0628498174734163,0.0308028729338247,0.100100923890953,0.0614031030446482
stable,-0.0452277006437363,-0.0458236649588979,-0.0865632167094674,0.0458169628787683,-0.0172582050833593,-0.0205102562854028,-0.157042441504011,0.110490586114866,-0.0907233520940868,-0.0601305492742661,-0.0007665379668588,-0.0757296279266081,-0.0415223953753599,-0.0569060423478989,0.0896696557353086,0.0122865777744908,-0.0791303359052472,-0.0181969409415858,0.0002849239274741,-0.0628796066615211,-0.037690665408546,0.0039957540242169,-0.0351510800119584,-0.0142240715041923,-0.0842787433418957,-0.0259925821498429,-0.0565459562267265,-0.127221930697979,-0.0127208385648337,-0.061486815250576,-0.179440001202995,-0.114879566762877,-0.0607570120643509,-0.131144544918427,-0.0531483662469842
