group,CD80,CD273,CD275,CD252,CD47,CD30,CD34,CD10,CD45RA,CD7,CD49f,CD16,Podoplanin,CD32,KLRG1,CD107a,CD95,CD66b,CD35,CD58,CD39,CD24,CD11a,IgA,CD66,CD206,FCERIA,CD254,CD124,CD2,CD226,CD29,CD49b,CD15,B7-H4,CD193,CD158,TCR-Vr9,LOX-1,CD133,CLEC12A,CD257,CD94,CD85j,HLA-A2,GARP,CD82,CD101,CD88,Podocalyxin,CD224,CD258
progressive,-0.19834994739355,-0.346450609937306,-0.157159532379174,-0.241930247544582,-0.303941995865294,-0.240035285596024,-0.475912384473418,-0.332950908670923,-0.267714697122066,-0.229485912329416,-0.362928769456376,0.0103697949193272,-0.330216701349085,-0.30513052386056,-0.348720415421458,-0.214771319262594,-0.128524200720697,0.0717388702437803,-0.12045755484456,-0.331382691666261,-0.0570563833424936,-0.119391570973513,-0.224725300719011,-0.0750694475665176,-0.235644759371764,-0.288514699513985,-0.186385844562866,-0.250762522923662,-0.472773172396952,-0.138365463897991,-0.500886962189901,-0.422171636109424,-0.49313537377467,0.0571475729518853,-0.315580523746748,-0.266513358962244,-0.266657812441093,-0.440521857336774,-0.223347816984991,-0.266818281383449,-0.152180841934147,-0.451513529836799,-0.30441136823546,-0.296627319678297,-0.301917983983291,-0.264238543071358,-0.2037833442646,-0.233323573416869,-0.322885973111248,-0.38626574015851,-0.23213176563517,-0.429447271522685
progressive,-0.269129028072964,-0.0402136992374057,-0.375399496858474,-0.232384322582446,-0.0065753333487384,-0.150767756083219,-0.0515715355792751,-0.322083830491481,-0.200875817674814,-0.0640380381585069,0.223258816658011,-0.562398395840093,-0.321481438563422,-0.314835638349188,-0.250411472302574,-0.420000039169579,-0.160866353139711,-0.550060988879941,-0.476241029311703,-0.309091507526501,-0.309425038588093,-0.410306063624911,-0.0582746152898453,-0.223199172984833,-0.361559024450339,-0.152954190431378,-0.185834447286858,-0.272658453344316,-0.0836231278254514,0.174310349325116,-0.143520313493779,-0.0673693446388324,-0.107365043845624,-0.351273116582818,-0.213129342445313,-0.393445868398405,-0.0500624731819418,-0.164175060357114,-0.218501229549537,-0.101545290532482,-0.477369781554633,-0.125237053465384,-0.389077707170976,-0.240670550335047,-0.19587263289765,-0.161605494679672,-0.307458809672647,-0.184432801219667,-0.357969027531688,-0.0813347559056544,-0.280166843044259,-0.282602126259914
progressive,0.0014603910582436,0.0018923101277098,-0.191642090114278,-0.124582683211333,-0.173755546022518,-0.0130522307426993,-0.119822937746065,-0.111300778843143,-0.355383976716409,-0.366040908465908,-0.0567854890657743,-0.0450509751009694,-0.0523851185192557,-0.181123639423117,-0.0280791259648442,-0.0431074171502337,0.291145032105236,-0.0206725256777688,-0.0969941917846347,-0.0838644496839637,-0.0466816814632002,-0.060030305755722,-0.0269919559709875,-0.112996437343584,-0.0677034866794406,0.0361939842600806,-0.0775857053305365,-0.121690581737674,-0.135619741069357,-0.0551721699399885,-0.0250843415440164,0.0214818913215154,-0.0662324649620206,-0.091683966287895,-0.0565403810288835,0.0502674532674672,-0.0411703842274396,-0.0928126335959892,-0.211632206912156,-0.121357783516775,-0.084438376285265,0.0142554118175442,-0.0285764964468245,-0.111391180613472,-0.104140949475464,-0.126193134389177,-0.0521575376291079,-0.0996251734958784,-0.125523026428907,-0.0717006156970017,0.0148718579870481,-0.0208410506225434
progressive,-0.239849173815358,-0.204649633645499,-0.235555311193034,-0.337962605685505,-0.211867249619424,-0.232259276177577,-0.305314434387656,-0.308172905570566,-0.475355472558205,-0.403887720375926,-0.0599447615628756,-0.237166045289745,-0.290768647882966,-0.323261462277931,-0.284478745039482,-0.231482024577719,0.145582976903877,-0.227510585454986,-0.270201226208023,-0.190008847323928,-0.0188719964037975,-0.276660626765619,-0.121447408794661,-0.312057683841144,-0.182723826105406,-0.308038655833871,-0.176306672180984,-0.263863601929261,-0.376706368254172,-0.0352545133006503,-0.309097462121818,-0.13211784331409,-0.222254905862891,-0.219917089198126,-0.251089997244403,-0.247660448046606,-0.368169664646024,-0.286566109735273,-0.281436320650651,-0.237660393492727,-0.189920788587974,-0.202060208590789,-0.296494509033555,-0.301905171065419,-0.269207348605919,-0.315301216751903,-0.105264234247841,-0.246366812892845,-0.300340844772337,-0.450256010471355,-0.265772958937297,-0.307632492685053
progressive,-0.607820887013802,-0.486713325500635,-0.498777016068047,-0.49768216974581,-0.454292539745943,-0.462446267182126,-0.319695442108785,-0.506959180685403,-0.369867175493855,-0.208400462453961,0.175936872041771,-0.685645559824662,-0.589568153964455,-0.480288861546482,-0.499652724242032,-0.585703823119684,-0.253765843299708,-0.764720554207102,-0.579888001784686,-0.657651534808474,-0.468919881362633,-0.521370269737972,-0.276293882940525,-0.528771131910745,-0.559988826133638,-0.452321509158498,-0.469742173727268,-0.486611664212779,-0.260295749219292,0.198694521617243,-0.137992866234779,-0.21511883145586,-0.281159302406322,-0.568231392414927,-0.463991055543486,-0.503363958740567,-0.504919102922291,-0.537411576783557,-0.523096050698157,-0.49029461984847,-0.650154949619502,-0.280332392625888,-0.574196877294101,-0.480036892168615,-0.458500205469315,-0.551960546733081,-0.51510153273576,-0.578201343739963,-0.636900414153659,-0.263852033365,-0.499460635781124,-0.50973987734689
stable,-0.0945600415644243,-0.0839760693158596,0.0346253817767655,0.0142029835915674,-0.074400009750116,-0.068694408924923,0.0521293253195267,0.088114801729348,0.058431740055967,0.0529855459095215,-0.203561638896991,0.107613008981778,0.0383756565161657,-0.0300434582377678,-0.0893501254645774,-0.0275877229231539,-0.0581100057565054,0.0823947857128517,0.044791128163968,-0.0180634904645468,0.164873912050122,0.114336094958863,-0.186743458132208,0.0968266537540978,0.0246559239595851,0.0040896871432928,0.0537796535528911,0.0243932796255599,-0.0884313924132624,-0.346167777463311,-0.149846198812353,-0.189429969493477,-0.0448487914670849,0.196379951007367,-0.0008997348105099,-0.08447812677367,-0.0087328501796739,0.0131023781258405,0.10372763862878,-0.0195834415859177,0.123703580330434,0.0576751766786123,-0.0234582235159003,-0.0568439141873245,-0.0619410716206795,-0.0794146179031667,-0.0719014092803476,0.0052645934787102,0.0013255850842618,-0.0792917942940555,-0.106289885789794,-0.0291355155051837
stable,0.0023490746931538,-0.0917557485565522,-0.0618786348786353,-0.122531932798948,-0.0455540975932776,-0.0404986254064674,-0.0624368734845642,-0.0311084230393692,-0.279158199200213,-0.423215996850944,0.144497525398255,-0.067600223067226,-0.0659887891803127,-0.0534924993761607,0.0920646138787757,-0.0159858741936283,0.288539331255919,-0.159203745414292,-0.081035395112667,0.0724372524245616,0.12989386967476,-0.0200571196514326,0.297069142452927,-0.0759899304436152,-0.0635369349894038,0.0151198848332444,-0.0977840767760734,-0.0535686526634858,0.0479472629353526,0.24504632666583,0.0598950463746472,0.226885092750632,-0.04690129954965,-0.144266873439369,-0.0925696677701418,-0.0125379754186066,0.028421787963172,-0.04719023425017,-0.0805286335487312,-0.0103774475484564,-0.0320279371006853,-0.0726267578753165,-0.0005315552172346,0.0019815929897982,-0.119976495493264,-0.12509522828016,0.143075873655573,-0.0136160619259484,-0.0720524378089603,-0.065180506505929,0.110045885962756,-0.0497425743758309
stable,0.0119748898473495,0.0993066484711676,0.134423842074011,0.0794802733952332,0.124741401386984,0.144690232931097,0.118488457694715,0.103185366950648,-0.488318521731677,-0.481078463898917,0.409825200928236,0.0571056823192755,0.10392177735981,0.164111179704622,0.231699088790146,0.178413608420101,0.586237101330407,0.0774835503271525,0.0339565341970765,0.233831071620774,0.129318354169805,0.0951031141203865,0.509241809801433,0.138282379302341,0.0982516403814051,0.0855951918725106,0.10964983593709,0.0933970792887124,0.0816014068517771,0.498840898232004,0.361652516337637,0.49439193902823,0.0590991230381172,0.0342249878512645,0.141294118999373,0.143104135294653,0.031876190077001,0.027472165761931,0.076207620331023,0.0259125949177812,0.1316719062146,0.0735814783564127,0.181731309258293,0.125267277300923,0.0871560010813378,0.141749616048449,0.367365623914853,0.289239741445775,0.0847366821338271,0.107243682145462,0.299454731284525,0.101390117926371
stable,0.247651384924156,0.228884456382914,0.198960482677776,0.191514494464878,0.0780245353920901,0.209659204262167,0.117826378016359,0.178068042645496,0.378375243480849,0.591003023047434,0.0521172717994069,0.191179203914571,0.241479279688943,0.291566401454133,0.25748417193258,0.150946044355422,-0.169946034655206,0.0963465763973574,0.219465000160449,0.249153313026428,0.0578999800958337,0.151642004861218,-0.0335849167754598,0.242923131987321,0.200867033848834,0.160298365002728,0.261030288849855,0.291459679253609,0.166031429790573,-0.165776323135688,0.179555576360703,-0.0487445951393283,0.239662747867425,0.152294595825213,0.266201921787516,0.234254409645344,0.216076914164876,0.341387315415084,0.223564215497975,0.117568754396747,0.138506269830543,0.148267960267854,0.220570895713226,0.259069725170477,0.198313710157921,0.269497769487419,0.159731063434855,0.203298850571368,0.274880241996708,0.297244349627324,0.135889585914484,0.211707357014093
stable,0.13056565078148,0.0617865894069739,0.109091387740051,-0.0444541985236871,0.0507138841149275,0.0142016143126337,-0.0181904499235469,0.0262233569814344,0.0266409304108057,-0.306763543873697,0.0208419491640249,0.0060049698627262,0.0376797322333522,0.0233590812959804,0.0062031581045555,0.0664502286663877,0.264013499939158,-0.0653444989814083,0.114490933521145,0.0461335348056513,0.0848695148037162,0.0456255073386288,0.239709330815275,-0.014071789665446,0.055349610186542,-0.0098982656344909,0.0841729967630158,0.0881425288458352,-0.0183522370050664,0.175030850609269,0.0631775299566971,0.23556552273941,0.0153166482329522,0.0159053989022434,0.0768848720109662,-0.0311846140063612,-0.0116317522760157,0.005389737010492,0.0121070914660329,0.0207325320259583,-0.0058769576092874,0.0576096951511024,0.132281798653358,0.0466502550081742,0.0705038870734293,0.073295924142354,0.0526004052108489,0.0270561770569915,0.0413605471358382,0.0139263746024069,0.150618091983971,0.102300365057383
