group,CD252,CD47,CD52,CD3,CD56,HLA,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD25,CD5,TCR,CD27,CD95,CD57,CD278,CD39,CD24,CD11a,TCR-A-B,CD106,CD41,CD2,CD226,CD29,CD81,CD28,CD71,B7-H4,CD26,Mac-2,CD328,CD82,NLRP2
progressive,-0.367926855103654,0.140819051754511,-0.0835375155562419,0.391587175515251,-0.168216044153698,0.120380090992498,0.225677318045434,0.456663785794045,-0.216477077920041,-0.25415367650411,0.12842816074889,-0.0710296856456132,-0.137090897536652,0.0685025478636371,-0.311705814984094,0.260779364449133,-0.0476986185934897,0.0113609740772305,-0.143176283739827,-0.0185872914730495,-0.343136995392548,-0.0345407802668043,-0.0327371430729552,-0.301643021133362,-0.0299785138587896,0.121899008342625,-0.156915366639612,-0.231048244688161,0.0119181457308847,-0.176935852470554,-0.157775561263143,-0.257572159424525,-0.0270575803055476,-0.319472420957433,-0.237195289987532,-0.159915939229877,-0.300673650055968
progressive,0.193744327088154,0.307331739151229,0.210398588784138,0.054562192640613,0.158670385099995,0.203907799994154,0.171380563031047,0.300937384931649,0.326814104620073,0.192400166158559,0.27175325256918,0.303711433796817,0.0286614926265671,0.163634891112113,0.195423241052524,0.0507351127842342,0.0927121063913734,0.181703570533761,0.0109122423556821,0.0716380510482346,0.130676712169438,0.185623254213345,0.185988061471549,0.351074572628533,0.329345687142646,0.193183707384853,0.268906746408451,0.239128475596757,0.109825413697603,0.0902845511945655,-0.0138551747333004,0.342613375174055,0.165087321234463,0.223416155994724,0.168493252101178,0.0735348368785199,0.153075364852301
progressive,0.0491946362009497,0.0729569560783921,-0.0053995585368867,0.192124069343883,0.0122611018080285,-0.204730052683522,0.280003934678671,0.18685085808749,0.0433952481333807,-0.454720625740492,0.0496359112080136,-0.0897973219938063,-0.314572246471054,-0.0781219439490977,0.0026097997963506,0.0914439374854251,-0.383043655225027,0.0312166250308875,-0.269076263203765,-0.423473531236134,-0.0494927386501518,-0.0250125083740319,0.126229197431217,-0.0185598423272307,-0.0139067777708921,-0.0979825105546056,-0.0519962100566246,-0.102429656558999,0.207819284630836,-0.217372107750218,-0.42660446484204,-0.111479126613564,0.211939527054338,0.0291580904164448,0.023519476464154,-0.156696418260103,-0.0788560987952336
progressive,-0.0598031544432611,0.138327911535493,0.0987044078484633,0.260753595459761,-0.002073095922339,-0.0595175260174038,0.174231659879358,0.380644007833894,0.147514074178723,0.0211908411215967,0.13696724465552,-0.108440163498612,-0.136399565466032,0.173278919559083,-0.0739447529927729,0.273807829987885,-0.217852489829553,-0.150374562666302,-0.201662507448205,-0.137885755898361,-0.126931465556161,-0.0440487231350946,0.10793348261528,-0.0791641042567044,-0.0054477707991103,0.103903393467314,-0.0315863293817667,0.0329569447268247,0.0437105890587702,-0.0817824271613438,-0.251999064288542,-0.105263149888644,0.0925703411425565,-0.136496207990144,-0.106276392380639,-0.0203312342621703,-0.115625189084213
progressive,-0.183102469913944,-0.0482255801536614,0.0009345405858964,0.309711696296856,-0.0600555079462345,-0.0768828519111019,0.0138049955512492,0.104540653722822,0.253225631268542,0.177113698475429,0.330200700298317,-0.252886328219781,0.0482896841150991,0.397972688062506,-0.0902888010755987,0.110180775738754,-0.0895418094227643,-0.316690641496803,-0.232855650512887,0.03224292831582,0.0308895314524536,-0.149157983690598,0.179119729416023,0.123869686327966,-0.311886783933835,0.207441298872327,-0.100145158403942,0.020425798396985,0.238326535398855,-0.0961184551630734,-0.427162173322749,0.0609877147026774,0.228282938477805,-0.15389067438609,-0.184192497571851,-0.108745030734782,-0.097969631991617
stable,0.0532897559950595,-0.0406747749044317,-0.13735189055504,0.169777509186585,0.0511901342569803,-0.152361739811264,0.329324604753539,0.51744170377124,-0.302626477639715,-0.170068072985242,-0.0275571238123419,-0.0184382583670936,-0.0442847054112995,-0.162970890793721,0.0997823268666331,0.107422916952486,-0.28502541473795,0.0778586311885133,-0.300988893907166,-0.179449420176583,0.01710635264144,-0.3563001734593,0.273528087326424,-0.0630951818051182,-0.009860877524824,-0.263192621967673,-0.162152060847184,-0.336892065190779,0.146184621298417,-0.253665992923029,-0.243585127489007,-0.007099421300872,0.108942065313997,0.0031765094409559,0.0274008646544198,-0.104484816353082,0.0756451917296693
stable,0.0549700715900989,0.0772165190181348,0.0218170738634717,0.212230045206942,-0.11926506097707,-0.09677164500357,0.138910430578577,0.334725589921755,0.125853343824823,-0.310713651398641,0.132428608013671,0.0800257243991823,-0.134489470094822,0.228724514999805,0.0655685859905667,0.194703100974452,-0.341579930007757,0.0853746205726572,-0.173185571213811,-0.220486618467543,-0.0399312914713498,-0.19189591750642,0.0968906974955669,0.0546103834919137,0.019438415168577,-0.150627435825472,0.0020869136493,-0.0523754988664008,-0.03978837599343,-0.102951250343112,-0.351102064397777,0.0065367585810472,0.0275869210829082,-0.0016425015109937,0.0598336932463549,-0.112485756046705,0.028033628608289
stable,-0.101463620833779,-0.212082877998096,-0.406042610715564,-0.0260992207661884,-0.146141021071746,-0.429226496532106,0.27403676368594,0.248521333792634,-0.495811009446348,-0.420376359659097,-0.431084497407319,-0.111665278082644,-0.316683305132916,-0.44742707538953,-0.164283720728244,0.0058267863693436,-0.576336598351879,-0.11154048303711,-0.444683790674942,-0.0980162757510411,-0.0893117780427044,-0.359204316700611,0.0039817621505461,-0.0349778239591124,-0.0294661610262737,-0.440552871976193,-0.309600404645089,-0.491735348299745,-0.154969922199071,-0.42237029556076,-0.382233483480921,-0.168843155379973,-0.20014616544611,-0.14570307446814,-0.0489184064004762,-0.445199544338508,-0.142858588365232
stable,-0.0051025865686619,0.0564423399859108,-0.0816099753563065,0.239146183353819,0.0723163394316595,-0.0432958020298077,0.334032567048174,0.566736208237028,0.0466339251807857,-0.318578974067986,-0.0297370232993208,0.0178794384472907,-0.124900751419283,-0.0059205373961386,0.0325661812746269,0.159118761548931,-0.400557557957331,0.0534221069588785,-0.358996858135523,-0.197595129085402,0.0036138793432051,-0.155464697149239,0.221609928124002,0.0887417637272898,0.162161139717412,-0.146975353551929,0.0194450493031038,-0.150547811260016,0.121735664312701,-0.339939238269867,-0.332838873190414,0.0433997512994675,0.1333132055563,0.0928737327414847,0.0131571973397726,0.0049415651279432,0.0598012384625226
stable,0.0466112550692379,-0.0030082526192263,-0.188364247816249,-0.0487516102061141,0.0798997819568273,-0.149361811859646,-0.116047433298644,0.119480968186488,0.055965596376367,-0.103629807725633,-0.16188852172192,0.168029378817284,0.0220576451030067,-0.0217690694307736,-0.0079961618447078,0.0737280773281718,-0.259585198692967,-0.0552635929434091,-0.378192131517982,-0.0879436518700985,0.0709970807887017,-0.143775659575126,0.149954770434532,-0.0765620753192765,-0.0011857442196675,-0.175580362759451,0.0501665955997554,-0.127085962954482,-0.103356018557844,-0.214439891063601,-0.318226167318095,0.0009463428000717,0.0404860366532757,0.0545267611655424,-0.0320192992194065,-0.0327107383791341,0.159780949620186
