group,CD52,CD3,CD8,HLA,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD31,CD5,CD185,CD27,CD95,CD66b,CD278,CD39,CD11a,CD62P,TCR-A-B,CD106,FCERIA,CD41,CD2,CD226,CD29,CD81,CD18,CD127,CD71,CD26,CD158,CD158b,CD209,CD224
progressive,0.230972074911838,0.429181868729378,0.36787419445195,0.279187878850933,0.338433069646494,0.495993908604567,0.0246220847623652,-0.0671861159797616,0.0784513118424752,-0.0035269037927181,0.365502237454791,0.0470354731202383,0.12329916886863,0.453225721566015,0.036507232382064,-0.0592365221531841,0.0937532735910883,0.173660177158858,0.173182844058753,0.383795521164013,0.364235624458419,0.073570845563864,0.153873708725268,0.37195841469517,0.22876452953786,0.230595315125352,0.118980617622753,0.356911862576061,0.127840460107611,0.0028217454264569,-0.0373667084866659,0.292911212169453,0.17047993853284,0.0743112004311513,0.0791202039892956,0.0869378255219078
progressive,0.0349430117865713,0.0124695018582152,0.0532833688662016,-0.0599041156688872,-0.0820754864707503,0.0480850422682888,0.0377770253796329,0.189225304516296,0.196327380858743,-0.376144017701929,-0.237729393136683,0.304131835610843,0.0339344615024965,-0.032891768397422,0.0264167489942415,-0.373464390035121,0.0563260348829581,-0.212433695654881,0.110502030682343,-0.051708901759022,0.0295242483781737,-0.132412168186362,0.0219466565512088,-0.128692292718341,0.309680619600957,0.0512386192438115,0.0901317549938846,0.277279979711903,-0.125171868087662,0.165392377238188,-0.126465909600413,0.068100396235613,0.0088788671264374,0.358266284125454,0.12723536808171,-0.039508076612608
progressive,-0.0833064623498381,-0.122517718729836,-0.0133310798668803,0.013867599687232,-0.208085832477122,-0.217878562436721,-0.270613222250601,0.337358810990801,-0.0665643911140613,-0.147387493911673,0.0690471619132596,0.0032410889402127,-0.0019799417335973,-0.090928549163094,0.324953956771116,-0.140896698105537,0.37873212571383,0.359474593471211,-0.0726433556662525,0.0764657065708555,-0.0497486852115122,-0.0002492240936123,-0.0434314914640552,-0.0009946736271394,-0.0749991146003097,-0.0700176164256499,-0.0960999175825,-0.200379340907188,-0.0558990199557521,-0.346575757089019,0.413348895618212,-0.392716167584214,0.0351489790397191,0.102799406192284,0.0314917580701071,0.0517284695000024
progressive,-0.0672616421889871,-0.122407718813488,-0.202371661446909,0.0127790926509557,-0.251499712887018,-0.338273666133884,-0.165070698326918,-0.0328697019568243,-0.0028641076074093,-0.163656563873906,-0.27262151152795,0.0177164247597895,-0.138627692298734,-0.152511842579742,0.0004460072571821,-0.190591183251651,0.0657541231114463,-0.068326087774134,-0.103843935487321,-0.213356460131433,-0.185227569783499,-0.100684311285141,-0.0984207394028207,-0.225699033848646,-0.0387294942820376,-0.278695329184377,-0.169418718998587,-0.172693501939589,-0.046040596179965,-0.197914275940266,0.105373688376532,-0.153734359473495,-0.225534080970426,-0.118653016300068,-0.138275429629507,-0.18887315095491
progressive,0.313943334155468,-0.0866459105425144,0.399520761603089,0.227777929769093,-0.200072399293467,-0.0655468041992115,0.206062203114187,0.333227760709895,-0.0227639298819372,-0.0808097735882148,0.0145693539036876,0.256652784527872,0.374908266454672,0.0019528896786171,0.219947477509136,0.144513147085047,0.0613238639337296,0.0826864102475468,0.101597683680072,0.343008780312288,-0.0139031324955702,0.37397917382804,0.113195376343219,0.328591690036223,0.177665035876299,0.302596437322886,0.148164175079036,-0.104901455211227,-0.0126136297460022,0.290865200410499,-0.108433985548896,0.420416951773658,0.247367983405872,-0.127224771352815,0.362661997053222,0.252388996689595
stable,-0.0204224159049828,0.0652324847115711,-0.052055693619511,-0.0833695456867881,0.17628760663061,0.164398873316768,0.002888554670285,-0.0700332156583021,-0.155392514583911,-0.115821550210368,0.0532864490448447,-0.130544676481406,-0.0112505451849119,-0.0102251348839392,-0.104335312922268,-0.146044023424115,-0.237434348603854,0.0105407663620766,-0.153798186392017,0.110239740128104,0.196299778408291,0.0720660847619544,0.0492933531002154,0.11638183844904,-0.0897566464029475,-0.0263812632354545,-0.117869972774754,0.155652061801267,-0.110486842115737,0.0378715374179919,-0.240399648524864,0.082574315767663,0.0312986156344797,0.0469018425236353,0.12974530576345,-0.0494121547711103
stable,0.0211693849133805,0.0242788288674301,-0.100749083098124,0.162508611453869,0.124746081124015,0.0287512965388458,-0.118294903297954,0.145525357924907,0.13221125570897,0.0637745944538786,0.0453914418023833,0.0594119096551267,0.114967529474945,-0.0408310963428603,0.207085232765808,0.0694742146847842,0.247519184842231,0.325017300161844,-0.0225814211266336,0.222561410494834,0.118543659010957,-0.0464481847572583,0.0929100480513658,0.14345917514277,-0.0169986590255024,0.0726004499707495,-0.0202649722966115,0.0673114352398713,-0.0117095082683999,-0.229169894593326,0.314400348243076,-0.104896587321461,0.0739200103318359,0.153838624834034,0.0250045630730383,0.15948574149319
stable,0.0795537177276933,-0.299580232912514,-0.0486361044692283,0.132573347280879,-0.402274384763402,-0.542141864211478,0.174805283330169,0.210543271190166,-0.0501908568993527,-0.0649256698228697,0.0096311421248214,0.044680070317301,-0.0463180831836471,-0.17645231561647,0.320305598929043,-0.0818606105434323,0.0851054857320296,0.0344743114090574,0.228945330921128,-0.100249545573104,-0.272420616459217,-0.127511450604905,-0.0771443625893369,-0.0739712754657786,0.156145417984517,0.0599091580894152,0.171356423076163,-0.0542128260570581,0.250404457058275,-0.0714687968708989,0.202641434311354,-0.101757501384566,-0.188323692050732,0.0105714028995542,-0.0093201264929714,0.0663771991364824
stable,0.0401478358704231,0.20466347873943,0.0227708698863224,0.0105706342894744,0.195354008928771,0.292337379844322,0.219966980657163,-0.095467552746276,0.1528270446696,0.119873534975925,0.0095959292367735,0.174390411577176,0.181639832558804,0.215719486747054,-0.119102577503503,0.0225702312122044,-0.235447602148943,-0.17335629474332,0.127120269484319,0.0128735776852909,0.281509947957049,0.219377861026901,0.204783461334792,0.100886828238877,0.108775561742904,0.0898174225361487,0.0295515600568104,0.295826808028821,0.0112057735024965,0.181392466152054,-0.32525393575642,0.287834282288643,-0.031366183695236,0.0840002577159555,0.158338756006465,0.137184637470254
stable,0.381456635569808,0.308344941469295,0.302217415504106,0.287025456296758,0.0660275863108099,0.218684484933237,0.283548026233281,0.157183987546704,0.45767058705647,-0.0368037098651735,0.106677917712111,0.374001074234333,0.0914920863058549,0.206855288686956,0.293271587189184,-0.0295539750415589,0.247910953100472,0.209473799954203,0.352654332657447,0.0242692870066667,0.142039977079393,0.127531906492389,0.15440531453173,0.120763501961272,0.50778451086061,0.174084031320889,0.325399624750879,0.0549337945799426,0.125587173126404,0.237416753592418,0.319752689386002,0.223508877177316,0.105335815540922,0.172298208800465,-0.0031737063194341,0.090701338892033
