group,CD137L,CD30,CD40,CD52,CD45RA,CD7,CD49f,CD194,CD16,CD279,CD294,Podoplanin,TCR,CD32,CD103,CD152,CD107a,CD95,CD66b,CD278,CD58,CD96,CX3CR1,CD11a,IgA,CD79b,TCR-A-B,CD267,CD83,CD124,CD2,CD226,CD29,CD127,CD15,CD71,B7-H4,CD204,CD144,CD1a,CD207,TCR-Va24-Jz18,CD158f,CD337,CD336,CLEC12A,Ig-light-chain-2,CD85j,CD23,Ig-light-chain-1,HLA-A2,TCR-Vb13,CD82,CD101,CD88,NLRP2,Podocalyxin,CD224,DR3
progressive,0.413340421234761,0.215670640741864,0.427567974271583,0.257829034391156,0.239665458227292,0.214699889842167,0.14551601431832,0.276044636268681,0.104297395970991,0.202979261645713,0.382236214838496,0.285809039707354,0.427751491800468,0.270490898494818,0.269673454728588,0.403463211829411,0.21079127966123,-0.1075487775849,0.114623114894343,0.270853460281455,0.363851822248847,0.378674713583014,0.307580571922111,0.1129783209578,0.268012055442376,0.228524535221302,0.232552402242074,0.317358412055881,0.404159154365402,0.319675303584704,0.0833626201055729,0.330204758290011,0.250874657322999,0.138019807598013,0.181048639371928,0.169121294722057,0.381201218220958,0.327324040939395,0.399474112766587,0.454382277103057,0.440870067574459,0.304703002086313,0.310747137951024,0.345443569553219,0.332853793014501,0.212563184469034,0.263010672877871,0.334715289072955,0.413324686348964,0.23214876952662,0.401039891746437,0.254617005374979,0.359854464309526,0.275901076074706,0.203312764375552,0.413327918226022,0.252566278465415,0.350693705962688,0.320497141303256
progressive,-0.221236807168013,-0.269323523387225,-0.266436487872102,-0.276906551862885,-0.312127425780286,-0.12935900955294,-0.132979471523133,-0.203259198989038,-0.508702066589029,-0.147622149109367,-0.270897722781107,-0.4008238342196,-0.279363287384108,-0.356610364405219,-0.517127171017745,-0.27281832606223,-0.344675779787748,-0.184524944882326,-0.486361999827303,-0.106616078139438,-0.374762083824229,-0.352713914048011,-0.348769840568813,-0.165404394479046,-0.312748551562291,-0.234127316240267,-0.268350128062773,-0.295939004420492,-0.14692192666225,-0.307511318091627,-0.0495010470462586,-0.165177783542025,-0.146037783209385,-0.297579093165418,-0.507013988488507,-0.0408831097546016,-0.410382504746256,-0.171066329827229,-0.256491061813425,-0.336328564229538,-0.13454775831024,-0.215276145544501,-0.427953772732562,-0.372158539033567,-0.32189709162863,-0.546306658118554,-0.428870167664337,-0.352376917220821,-0.213616875495068,-0.144733369777776,-0.201070810488947,-0.257985289337712,-0.220927869902265,-0.24720007306787,-0.374739064805263,-0.176751358321555,-0.283426231974233,-0.394939990558015,-0.455446620826171
progressive,-0.0911504204832816,0.0435605980454215,-0.05254901197328,-0.0889714617855764,-0.506097841923632,-0.507331237115624,0.0468688079596884,0.389238977988884,-0.14564673956178,0.0910072520504781,-0.0458459672964493,-0.0244388719155849,-0.0608726124038022,-0.149912473987938,0.0783154225904189,-0.0765869113686973,-0.033856279958289,0.447722508166925,-0.17536453425819,0.351195969724756,-0.0153923508788879,-0.0847100410258268,-0.0747426456346536,0.0430243719334603,-0.0988654558030401,-0.0309607277907169,-0.254077986301753,-0.0470370869131424,-0.0699692825363998,-0.0959408953908587,0.0579979287203483,0.0393550485572749,0.0843975584910098,-0.246475658735654,-0.12940098970097,0.255802306965594,0.0194723508243696,0.0258636510711533,-0.0411443350206243,0.0509665972634934,0.0497720382914372,-0.0596207204338951,-0.0518015551995285,-0.0148107647070221,-0.0430610784626543,-0.151139873667712,-0.0489767914561639,-0.0426339296189535,-0.0673478837859649,-0.089980405879372,-0.0787636043050347,-0.041971727194903,0.0718684726560176,-0.16212685263466,-0.108505821492542,-0.0442584538790514,-0.0206501363239094,0.0782977430152893,-0.0120999738605556
progressive,0.0897991333419024,0.139650868427861,0.103695967324007,0.12113001203586,-0.327408888188113,-0.138711500251711,0.120646241502788,0.133441234904042,-0.0015721377558363,0.197796172726548,0.138501990221122,0.112403692254937,0.106804155925078,-0.0053869332298343,0.0957013214005764,0.118562792820003,0.0389158877228623,0.345645821958865,0.0541402644031929,0.293083379481068,0.171695184989741,0.160645649374693,0.140778741087482,0.232268020522986,0.0745775872166486,0.11991377867687,-0.0380842238764633,0.0057416023195815,0.0768179186685655,0.0759868843838696,0.25296854303635,0.133832058575678,0.175595034436473,0.172437631044114,0.0758878404863601,0.147608508988584,0.126632372992187,0.122870929207435,0.141797922309661,0.145694077824326,0.113951391148043,0.0868828532813397,0.164383815921774,0.0770844439349165,0.0788402453387989,0.128925450351397,0.0382863054685553,0.108155584283145,0.0456252484648255,0.0850607689504579,0.145681504222877,0.0916477294776626,0.241238164190084,0.0816394037153526,0.0921589167057041,0.113454890016944,0.048780310438267,0.162506837529378,0.147289970587635
progressive,-0.182060877102195,-0.0040234248918268,0.0510348895358719,-0.055387105390794,-0.170461684198034,-0.116610178575368,0.0062966880520212,-0.242187421557456,-0.327446647648417,0.0298289918915824,-0.0570700932512057,-0.181111188747954,-0.118079471721303,-0.0819447259270009,-0.119960933578076,-0.0173128551991464,-0.234676774341501,0.0002561997408376,-0.260531614612264,0.444332339287411,-0.223601521834881,0.0622899847634511,-0.0612857342650914,-0.101350937635919,-0.233128767737284,-0.126114591817256,-0.080426192463164,-0.225348871500511,0.0726539831526871,-0.0724740139674496,0.178037239163749,0.0571728832811656,-0.083554474409419,-0.0829397799190334,-0.0463003356782533,0.397679815953667,-0.0963879157011766,-0.0620108468886982,-0.0443086294049275,0.0988885216157861,-0.0372419791488251,-0.304400885809325,-0.0360996179264394,-0.120164880756317,-0.117761191130143,-0.251117393841222,-0.0388901070023094,-0.104234814858778,-0.0085432711635723,0.0053880455495131,-0.0442851945387872,-0.199617474721726,-0.213657092791021,-0.352080445883172,-0.222510636303271,-0.166399747889681,-0.0488500366436255,-0.178873436409358,-0.0354213461890247
stable,-0.135973965527477,-0.0875208692025682,-0.0819281408543524,0.056015216812161,-0.438455491644804,-0.608335743905954,0.268077481340676,0.0855944595725402,-0.133275227017753,-0.103684441739252,-0.213599061235219,-0.0690604214380933,-0.138942043965052,-0.159478098834018,-0.0669813235416919,-0.1698720560394,-0.0926873274534124,0.218913661497239,-0.141466287134269,0.217005112058979,-0.0711148820253543,-0.0594018967800912,-0.15997707874933,0.273493616308115,-0.18360999232952,-0.128313477159784,-0.392969746908862,-0.10778701828582,-0.0339283159402888,-0.0289433438344338,0.19385907572725,0.0800293112606884,0.274662918945429,-0.139606754511104,-0.15306415295459,0.249363992864394,-0.0572100565829071,-0.0768729777026731,-0.0861109477897062,-0.0811006192575102,-0.0172177027793078,-0.116670606300734,-0.16253520268019,-0.139432096278122,-0.0919528890873948,-0.062618451041851,-0.153214738861306,-0.0867272492602927,-0.0363668328009974,-0.178886316258861,-0.122694541392362,-0.0304842656431904,-0.0052405410538959,-0.18967560112241,-0.148402987159509,-0.161888454090334,-0.158730423572021,-0.0279346705983019,-0.130896634820457
stable,-0.227874353636343,-0.119228336340299,-0.0912368148686677,-0.118551714219761,-0.349517443682899,-0.441064695482247,-0.0320795156875404,0.13138131569845,-0.230964709446041,-0.0679293247277476,-0.210918024096747,-0.227548675061577,-0.227722147729415,-0.172634461269487,-0.200826681920421,-0.126670940772355,-0.121842387502435,0.25301093367342,-0.253176056192807,-0.0015795040098072,-0.0783561265507131,-0.11711652715465,-0.252651335761562,0.0910066328374329,-0.238877725201607,-0.218297385638002,-0.310558647296873,-0.130705375637939,-0.0420312160061261,-0.134059019340301,0.180783975241292,-0.0897854844304618,0.0392382250878241,-0.167958007371797,-0.226221413995975,0.264250443290581,-0.152906358901824,-0.178677119808412,-0.171913730812028,-0.224971039355746,-0.244245298726914,-0.142423283655369,-0.20776400615995,-0.208931201714011,-0.26349101760506,-0.0903127277548944,-0.137684202904626,-0.155877877886592,-0.203955696739029,-0.134823236923217,-0.201108952063258,-0.182428586377926,-0.0403191884958595,-0.0868703035529406,-0.237508363164425,-0.192082151160303,-0.206082462406009,-0.0413692183543188,-0.253507592625262
stable,0.0104357007020862,0.0973242540680267,0.0796658171322098,0.265003346922395,-0.476160361004902,-0.511604167322499,0.455648037801654,0.295411060674043,0.0176635015055124,0.171043859238187,0.0325115270129198,0.0456623950814222,0.0351639457212893,0.105145209978026,-0.001047216320696,0.0879161823868259,0.116626122638992,0.554261656189956,0.032359256415405,0.260435919505311,0.161542901643129,0.176184323146039,0.0440946699602458,0.472583536622443,0.0860632966590632,0.0344050668457883,-0.236007934362975,0.0443013118536578,0.0548864602925457,0.0273316412414792,0.512195201634822,0.301382533515789,0.500102713510578,0.237096445289391,-0.0076771634937486,0.226483545223519,0.075424639698637,0.0262241622050938,0.0265433258560214,0.0536458981071777,0.0518264840791985,0.0861873562100836,0.0266816515212508,0.0123471706197613,0.0651579244032205,0.107906666618428,0.0018255689921353,0.061811427827521,0.0306051406557491,0.0949208697824072,0.0347525613992873,0.0642849148632248,0.329318746272833,0.239216288242643,0.0397717954208702,0.0442062471013813,0.0629167136032961,0.259497286047837,0.0539911885901648
stable,0.0303685933370573,0.0338920647677111,0.0527393953572853,0.133034381353933,-0.284241521741547,-0.52872700772854,-0.0236379209574724,0.375454498962466,-0.0424245873118323,0.168770685794237,0.0554259897314883,0.0770042880529534,0.0464351708249494,-0.0407149811887589,0.0011827884286622,-0.0430844529709831,0.0594743893253026,0.449181937757339,0.0890190548371563,0.34317389360772,0.0372735076103326,0.0030850482636236,0.0564640458272285,0.196263044111555,0.0738805634077817,-0.048980227787617,-0.170545182994988,0.0259781297395307,-0.000382049183969,-0.0150691211334738,0.144766834758494,0.0539796036754134,0.206256741854615,-0.13483683067349,0.0726321609170346,0.418986810288684,0.037153319469379,0.0154223155458595,0.0377320175509455,0.10461411451789,0.0092955916525717,-0.0220110174194683,-0.0023184605517186,0.0130463274397183,-0.0324265218177398,0.0049890016660428,0.014548007897189,0.0493725896525665,0.0627963959280473,-0.00302893754939,-0.0271936848616869,0.0417981873332311,0.0271204830588792,0.0245052841729663,0.0563900875486918,0.0176846114650498,-0.0119667785482797,0.0923116442891598,0.0201756231202989
stable,-0.278443811761425,-0.193510517900468,-0.121667630572262,-0.0357734321605689,-0.0998084355795282,-0.348512621985388,-0.120125289878239,-0.018215660094896,-0.196495460230159,-0.103713839889914,-0.155493172750793,-0.210214093743711,-0.246400565262059,-0.208800126059312,-0.139130293363442,-0.277217127799326,-0.147158705744488,0.160474560052998,-0.219737749233717,0.118934877542841,-0.231357686005974,-0.204843528669244,-0.293951713461472,0.0198405007619531,-0.2570183436979,-0.207690306364352,-0.322337699531991,-0.273055608902258,-0.23507541978307,-0.239422637862023,0.0490005838470293,-0.206082095920499,0.0658811674486628,-0.196682191149268,-0.188986080482874,0.252209980009962,-0.219188980574815,-0.276752588124602,-0.312429681027814,-0.221935091096723,-0.0620048173666161,-0.211717057474922,-0.294123734605633,-0.317597367186695,-0.21267947189617,-0.131712315741218,-0.28117977121916,-0.223594435004813,-0.151674294163189,-0.234603508854149,-0.158300379866622,-0.18463325024458,-0.221153938472108,-0.221603724094514,-0.197982579777784,-0.244980341490397,-0.328396742995984,-0.157613262981958,-0.144313339088394
