group,CD273,CD275,CD252,CD137L,CD34,HLA,CD90,CD10,CD45RA,CD7,Podoplanin,TCR,CD195,CD32,CD196,CD103,KLRG1,CD107a,CD64,CD58,CD24,CD11a,IgA,CD206,FCERIA,CD29,CD49b,CD22,B7-H4,CD193,TCR-Va24-Jz18,LOX-1,CD133,CD336,CD94,CD150,Mac-2,CD85j,HLA-A2,GARP,CD328,TCR-Vb13,CD82,CD101,CD88,CD258
progressive,0.114970011590297,0.14770841852016,-0.0013634210008974,0.0207393954731235,0.0552723293848777,0.233012995599554,-0.114404124346241,0.0704114693622432,0.152805010706374,0.313631908526135,0.084135585027061,0.0834691475726374,-0.0724738168869398,0.0138086114113573,0.139841841328771,0.0978797002173382,0.0669496147563832,0.0384446106847347,0.0204439255200401,0.0847939632224752,-0.0638298029140247,0.15580654909843,0.166661735755671,-0.0015375116522373,0.268814269947467,0.0682141834200048,0.157937078845483,0.138785751324598,-0.029292576017827,0.0383321402124737,0.196435137892229,-0.23553618006164,-0.115378745019124,0.0404183004698381,0.178126046946332,0.134942400427295,0.098141548654481,0.120174383314931,0.0484490602417158,0.0810367143534726,0.0224399942265527,0.0030019238797087,0.148603450617662,0.106101412221792,0.0178725014778247,0.0241478874270321
progressive,0.0330080511777168,0.001241641518331,0.0769533812185663,-0.024476788855913,0.0698245825298127,0.131711118898239,0.0855039413783163,0.107853301159666,0.150219589661985,0.132465058439921,0.0427990825346764,0.110735536339071,0.0479460432022242,0.101238167024395,0.190821779997555,0.112681915504625,0.115319212741119,-0.134844543372533,0.0545919712373418,0.05191622425896,-0.0703113072112341,0.141400175119081,0.0794675245563785,0.0478958182932495,-0.108626827558504,0.200069915493827,0.0586136682920946,0.0720545803553176,0.145189754071117,0.0527197864339762,0.173100505910825,-0.0844635070922577,0.0458985688022113,-0.0348533201320432,0.142082935796082,0.155128853193911,0.216380283262607,0.0974823113434675,0.120273754375844,0.125543546908883,0.133473143944488,0.0959938436947282,-0.0488007926052492,0.189549411210847,-0.0002932850170264,0.007114212836785
progressive,-0.0065369108306366,0.0603670217938592,0.171977502631559,0.11341955435061,0.111115978807223,-0.023776301927791,0.0395534057573582,0.137218606104365,0.555851489096662,0.521856079265891,0.0515577460168603,0.116558634660641,-0.0458619196443747,0.168088142677088,0.11943346831872,-0.074381310838343,0.0669104514779773,0.0797672499265447,0.0523770342288264,0.0305079213957826,0.0985607296974572,-0.0631951907003798,0.115406628653473,-0.0601209630597494,0.0557264009456873,-0.0991457932986966,0.16238523944621,0.145651968821748,0.0002213537242701,0.0888673518518911,0.0673520813041876,0.121868642362928,-0.0072202235999714,0.0753377653719708,0.100071739467574,0.0107514462830125,0.0793153756456081,0.0663718247033834,0.112123725570332,0.169127202279308,0.173092606375837,0.122593549299336,-0.0838852986887364,0.17202745600451,0.144216286995437,0.136712765556666
progressive,0.0326914576412216,0.150814579024236,0.185299410237567,0.160998008224222,0.101035160822759,-0.102631867845936,0.307648792466414,0.155558743211823,0.24458273113688,0.276845439634267,0.0464998133349335,0.0960097993000982,-0.0123266088597789,0.0584638147395442,0.0600505245501551,-0.0103556525205309,0.0893203678182777,0.0172187145363965,-0.0415038196814182,-0.0076797657778628,0.0905059455011316,0.0069847924302096,0.0742977473795811,0.144562791373571,0.01439784941386,0.0850884455383925,0.0746331199451865,0.0139267209496259,0.0537232847217133,0.0680309945140486,0.0979243209071665,0.182724000401361,0.160370827653846,0.195001278385174,0.0656101311187092,0.0989718926203366,0.120896300533498,0.106980727485503,0.062874800148672,0.10904843777694,0.120097670343498,0.195673219332885,-0.0610738578922862,0.0056211163108954,0.0895767170548721,0.139241695963246
progressive,0.529790252010461,0.539864488684735,0.581248205710592,0.542099716631511,0.505828954027303,0.590163255294879,0.544527634099583,0.509751489514148,0.394609462206481,0.214961332373807,0.58290148443999,0.619793712445081,0.519555435674459,0.538979838833066,0.509402990040547,0.525567063969289,0.501514321575274,0.564027100016035,0.574877065115797,0.687045162091932,0.552384860022217,0.450805022667862,0.620564812053194,0.608698006682052,0.511864273156852,0.388830681871307,0.502096817891396,0.515499309587577,0.563235829570857,0.556254328800518,0.541584301621236,0.506621081561893,0.661700532708591,0.557832470345572,0.559104338453235,0.572752363917415,0.53730365947241,0.500203390473636,0.504455372427861,0.528029650289301,0.508810822412838,0.518720796835781,0.595593874985155,0.53186357287957,0.528269770451895,0.553575154057882
stable,-0.239929041321919,-0.155382722187101,-0.115351165392091,-0.10353771763192,-0.191218052623058,-0.202359466436587,-0.133097917077553,-0.127915827892047,0.165470206740642,0.387206371333611,-0.231722776148225,-0.139498596138712,-0.102915007486634,-0.151692923215646,-0.112611255035095,-0.120699916250176,-0.197201411164602,-0.171781882320113,-0.16863745277461,-0.238172081482954,-0.0699834685620225,-0.514528832619247,-0.0863770311886701,-0.0974466576234083,-0.161549032696169,-0.500539859491015,-0.119487712935637,-0.0547443956839397,-0.215099192041187,-0.128442183364007,-0.147664938239384,-0.115558556658356,-0.0397935914149899,-0.204167449239311,-0.190184554303558,-0.215145032458859,-0.163390135570082,-0.197067134217539,-0.206859602616699,-0.0657987469690912,-0.164225982457314,-0.246729060209829,-0.276142463263004,-0.0425509079209033,-0.146763787186138,-0.227853669015485
stable,-0.18771777376211,-0.148053802481414,-0.17866612403014,-0.216892514377181,-0.175637555522452,-0.332926586181483,-0.222524842285748,-0.252180089700263,0.254430479465922,0.161923290683407,-0.2130594603652,-0.26705527497353,-0.124151898752384,-0.191562852725545,-0.288300573415939,-0.134455064972095,-0.301791952639214,-0.248259745382633,-0.0109996451193918,-0.329704555800172,-0.179076790773412,-0.511845840953724,-0.259453478021285,-0.260585042494453,-0.15021769248183,-0.521336165455787,-0.0945857586580469,-0.0936451461763247,-0.177353693013611,-0.16885152618819,-0.234276639063542,-0.0649065617299675,-0.143096738558181,-0.245666725645931,-0.234427432452441,-0.370327034638752,-0.245645970858583,-0.220580359319665,-0.183030628165076,-0.0635820835156487,-0.142631715027618,-0.299718636702274,-0.352456501857873,-0.178353999540191,-0.214026316473488,-0.21856361318837
stable,0.0088574103337428,-0.056581572323346,0.0620580673190832,0.0819908773934184,0.0304466898194363,-0.252405110213674,0.0504406966889595,0.0460601205433098,0.54072077318253,0.523347618649795,0.0407115174808952,0.0953366590625524,-0.0054325406977615,-0.0085507653028308,-0.131519654754395,0.028014929194887,-0.0854830107218066,-0.0472232986754562,0.0050962148585309,-0.0549154991346357,0.0648382771176936,-0.381195130900797,0.0322565148533665,0.0655614839628368,0.0436204584796864,-0.382936927841499,0.0596349023702297,-0.0086362817583588,0.0333515324287099,0.0201858649330536,0.0079429237123102,-0.0049009392829822,0.0698598948071137,0.0283098484919496,-0.0225457069229415,-0.129309623013732,0.0067280486276232,0.0502429843871381,0.0432210143993955,0.0288354611616614,0.0590980863804857,0.0469382663955828,-0.215230085180089,-0.1669461528061,0.0695283185353806,0.0366568792165613
stable,0.0791284684326867,0.0488154661950401,-0.0156825586040131,0.0616629879079693,-0.113801107886959,-0.0646323619304096,0.0440071223788013,-0.0516646412370281,0.399048698596785,0.551837866005976,-0.006562956833774,0.0330420236301645,0.151445557235182,0.0622049196786489,-0.0630643695612433,-0.0928565204031722,0.0614630160668351,0.0239031870473332,0.0742824173728704,0.038586736514747,0.0111947264083341,-0.159088121048527,-0.027207805136134,0.0283409457846189,0.0165618828762825,-0.135410891811425,0.0633783726322476,0.0732982095473691,-0.0302691857137797,0.0340296853537079,0.0479228083503754,0.057192498099963,-0.0334588980335733,0.0703419676352947,0.0868619826653114,-0.033964891479046,0.0959561446645587,0.005320270161448,0.0019694797428834,0.0741322546821954,-0.0065159162030576,-0.0389051413204108,-0.0518257981289605,0.0830859299848502,0.0308308857330842,0.0096235413897447
stable,-0.134796766044026,-0.0931686611130891,0.0806498789298981,0.128187207254888,0.0183181860841665,-0.0225312640015914,0.0984275894168838,0.0866753563768406,0.0610426421889077,0.272556926579697,-0.029625646641611,-0.0106884834675597,0.018033189519901,-0.0332408898477559,-0.12071211362982,-0.0101856552865181,0.0741020316629793,-0.0088705681502601,0.0752423390417294,-0.0506730456698821,0.108369483970965,-0.0714600951831246,-0.033887638023071,0.0289824791331771,-0.0559767785134886,-0.159321457492776,0.0548414597253789,-0.094648970633986,-0.0180549070674033,0.118218073325464,-0.0678017510890504,0.0029707194385813,0.135339491804713,0.0227260703649752,-0.0065166036618258,-0.053031332920242,0.0021687000656514,0.049069934933132,-0.0410802591050924,-0.0695891136491396,0.0898178744837268,-0.0562213458239038,-0.0348779036095741,0.0158297111597177,0.0305445388563062,0.0505847005592543
