group,CD33,HLA,CD10,CD45RA,CD7,CD49f,CD4,CD16,CD326,Podoplanin,CD5,CD32,CD62L,CD107a,CD95,CD66b,CD35,CD366,CD272,CD58,CD178,CD24,CD11a,CD66,XCR1,CD62P,TCR-A-B,CD122,CD41,CD254,CD28,CD15,CD305,CD158e1,CD158f,CLEC12A,CD94,CD88,Podocalyxin
progressive,-0.286224407200965,-0.282821557124827,-0.329245041862384,-0.077932976356963,-0.0871858908992075,-0.341485770741003,-0.484959360348987,-0.0368850068861647,-0.453199477265048,-0.315224763404249,-0.579685386208639,-0.398883560791096,-0.269567133371072,-0.166140855334001,-0.22289716383544,-0.0691606082375418,-0.159508798998672,-0.407093216942842,-0.424911509585136,-0.351357119519173,-0.425853148417821,-0.218182393448853,-0.357348176736112,-0.126138018281817,-0.3134904543587,-0.119019072626896,-0.182797720420696,-0.312684707713348,-0.027287745422628,-0.275020057558641,-0.435611817966466,-0.0667566826847962,-0.153554752523522,-0.414553613321006,-0.424523966699858,-0.204935406364492,-0.220357589529641,-0.295963242142837,-0.437384261417579
progressive,0.47362808247782,0.161996764603301,0.420472034147522,0.170868109064598,0.126793143081087,0.049360102126976,0.018636353516003,0.655208965365655,0.165963019069642,0.414206429546519,-0.0693962377506727,0.486878575089888,0.300590913852061,0.487909580528009,0.0290360930800311,0.658093864388722,0.526147732470417,0.114248794378225,0.29676460370042,0.368014001552649,0.174415566021942,0.453020661916458,0.127249024196509,0.479218870300125,0.186032163234927,0.434412567077751,0.252435264295574,0.182749335702687,0.414919257075038,0.402238066244465,0.120430359984832,0.644157357265414,0.282909920635857,0.267259914237841,0.287455797010831,0.576489703911666,0.442392256497716,0.410555031084539,0.286201641528998
progressive,0.166527820580403,-0.0213402213326847,0.200906879010767,0.277928329409911,0.0221778189770303,-0.0054115589993257,0.0727718450687597,0.208172040575341,0.0224661715402609,0.197347856400343,-0.0406169698820543,0.184174731891576,0.114947750111131,0.140776414331979,-0.0710748447972983,0.197017800960973,0.154007372200178,0.100909787180367,0.139297242678484,0.135416047431208,0.113494997669511,0.106077767363543,0.126434384324765,0.136344156017261,0.123078828461224,-0.0085216422772927,0.144948902161798,0.157392222934272,-0.0834173311736892,0.12977630575023,0.0853184306040378,0.253608647250079,0.0860650491024518,0.109644206337333,0.167026696757323,0.12627390602491,0.156147666869319,0.214188584114984,0.159266433478482
progressive,-0.0840943278138684,-0.0005789231700585,0.045380039541375,-0.152396990587904,-0.263058136074543,0.192108494930171,0.0021252100674143,-0.148400062849885,0.0194508499279239,-0.0412123232094033,-0.0314977303985029,-0.08716958674965,0.046354000836811,-0.096075561814438,0.0435153869348644,-0.138008873123926,-0.0749537498127209,0.0719355736371567,0.0107200120260138,0.0062681913787744,0.052484095620365,-0.0488920517310948,0.0691791503115673,-0.0502195195955909,0.0327570391751181,0.0381563247588766,-0.22029256535828,0.0092328428062651,-0.117138494224281,0.07662623264493,0.0270896333824252,-0.0546573394810776,0.0019603524139175,-0.0322570418654161,0.0126914612358467,0.0080971627169427,-0.0471048763467243,-0.0366976648217207,0.0237619071333732
progressive,-0.302593008758319,-0.420234679195909,-0.206568802019793,-0.186667548540804,-0.164145537994626,0.132292181328251,-0.0338366022973359,-0.480527336666215,-0.28290056349616,-0.249691465059807,0.105804306061394,-0.380099838148941,-0.246892348309902,-0.400309171389898,-0.314613281748654,-0.486572922948457,-0.224049045245584,-0.161239021313859,-0.242841351953586,-0.476534919635398,-0.0146560087236281,-0.161826128337955,-0.502498318917953,-0.0685624558114158,-0.107064997389974,0.0246742010905842,-0.167772778231298,-0.374686705162267,-0.181402906267408,-0.306352802562548,-0.311329414849903,-0.309679918981686,-0.412203473369651,0.0316994678367847,-0.200896846337205,-0.458255175046215,-0.216367626497335,-0.278400762824076,-0.0533021918820318
stable,0.0360619105005035,0.0130968205474598,0.0122880288287136,-0.17417104955796,-0.225310920369574,-0.0081184598946227,-0.0483672128434303,0.0600982966464145,-0.0678526126742945,0.0423284197626959,0.0433197304402329,-0.0075122080520636,-0.219928882939546,0.0091210109254795,0.0887931043265425,0.0332619756453112,0.0429005313416686,-0.0210125305217304,-0.0464134643204434,-0.0540301393604451,-0.0751721590044968,0.0016931292223135,0.0458115160983067,-0.0739998205496167,-0.0257871660928908,-0.26965717422923,-0.086128729949543,-0.0444047781508517,-0.114816398225789,0.0221623169675472,0.0981252711027153,-0.0343007463450892,-0.0969596669539779,-0.141590694578114,-0.0685011330467236,0.0466825906793897,-0.0782670934028007,-0.0410447501676398,-0.0882347320841911
stable,-0.0712063175979351,0.213515716950837,-0.0574979522489489,-0.470529020215498,-0.386779350906079,0.356529359497287,0.0751315108988251,-0.065449223071024,0.0522588299378507,-0.0787975449631199,0.12430516777846,-0.0692728533141956,-0.324445244926748,-0.0125356356583128,0.404831235289601,-0.134844990547712,-0.132071060852002,-0.0299179927067843,-0.0933351114496178,-0.0325868477226048,-0.104044783035496,-0.0899398847698806,0.267554702461124,-0.0958894778624038,-0.159837974374105,-0.0740853659659824,-0.270111455131725,-0.0334053553124466,-0.0109125033407136,-0.102905670635613,0.237580485505993,-0.065450636196694,-0.0304199282680225,-0.0364597331860342,-0.109775887083692,-0.0910933519597593,-0.051312218533362,-0.0689806887490637,-0.135786452935899
stable,-0.113774810210187,0.0359046235970724,-0.150367935787741,-0.335430759176538,-0.235960801637777,-0.0754336439791221,-0.139291659450231,-0.167597478810015,-0.132342707676908,-0.159137956460673,-0.0731916535861885,-0.122435902976696,-0.494168815311585,-0.161717147987437,0.0724836829825595,-0.0699003744158215,-0.14217859927357,-0.0943789089824048,-0.153604490449051,-0.119128244204208,-0.213233587655798,-0.162946898258172,0.0877295238491066,-0.0476556950821823,-0.0373671436024071,-0.0426253186134492,-0.178226884139279,-0.134699205979867,-0.0727031491404019,-0.149633066231781,0.0492238447499446,-0.182231402793164,-0.177288520645244,-0.19902474495757,-0.146016212288095,-0.163506169393802,-0.0623185307353591,-0.164067963608304,-0.106790918605648
stable,-0.0557978962140298,0.0845921617026913,0.0172303043173603,-0.243681882043197,-0.455750775180489,0.0630410474486343,0.174753512754135,-0.0834382499588142,0.0732524612176425,0.0382032153492074,0.14578854863697,0.0013960940494706,-0.199902532517666,0.0440490162043849,0.427283529394339,-0.0231604044816072,-0.140607648432321,0.053266342864757,0.0570800781571111,0.0322525236720607,0.0232824472378439,-0.0110367600321764,0.318179171563016,-0.0830154554121511,0.117234023343537,-0.0966878195880075,-0.159489791936323,-0.0220605485150321,-0.120320771605898,-0.0070144948382299,0.360340195064665,-0.0591838353632313,0.0564082090218036,-0.0150676622555397,-0.0290365893891545,-0.0931821766584821,-0.0621237886055324,0.0396908943401656,-0.0369706643080951
stable,-0.0882057940985843,0.0053597184947422,-0.137430802888719,-0.174465219042186,-0.264165977471645,-0.0355256503044591,-0.181633295053564,-0.136764019204738,-0.276389261458135,-0.242905616618592,-0.139766681625134,-0.155965574990266,-0.120994056011505,-0.174825702682613,0.0054526245357091,-0.106805188665264,-0.0702611302523057,-0.178042001556633,-0.359060816043446,-0.262160003452644,-0.273113332482844,-0.127539941240909,-0.0371530961509871,-0.108776460833462,-0.198846463538296,-0.144195535321762,-0.306124501584652,-0.408682815030636,-0.108066552142445,-0.206764293841017,-0.133481280385973,-0.0644591719298782,-0.0982421466957088,-0.0597785462777817,-0.285407999899749,-0.115814183608505,-0.171178171488076,-0.289924758112426,-0.353501777549643
