group,CD47,CD52,CD3,CD33,CD269,HLA,CD45RA,CD7,CD4,CD16,TIGIT,CD335,CD294,CD31,Podoplanin,TCR,CD185,CD62L,CD152,CD223,CD27,CD107a,CD95,CD1c,CD66b,CD35,CD58,CD178,CD24,CD66,CD244,TCR-A-B,CD137,CD226,CD29,CD49b,CD127,CD15,CD36,CD207,CD49d,LOX-1,CLEC12A,CD85j,HLA-F
progressive,-0.497002104405727,-0.474434835549229,-0.46365359384721,-0.270755417682308,-0.277320350854991,-0.409555421364942,-0.146766034112926,-0.442391012855314,-0.547383291445712,-0.0113625295300473,-0.328314151717246,-0.131829815651541,-0.426501198622386,-0.403701218552499,-0.418864269388996,-0.324521539001436,-0.423447888199679,-0.267961981747859,-0.271367450730446,-0.153559173627126,-0.459768653592704,-0.302743371289072,-0.195848436650134,-0.281548339776858,-0.0744377898315915,-0.309360515634667,-0.421729856101925,-0.464027694387315,-0.187362564277375,-0.250812484170749,-0.472394952557893,-0.538931568389657,-0.409961891029982,-0.481192253266297,-0.446057908447008,-0.427938881447613,-0.119110740636656,-0.070993556989533,-0.408898921068696,-0.210209975323629,-0.18764378651822,-0.169199094020418,-0.220090931345309,-0.412180037601516,-0.278874412075335
progressive,-0.21615099003759,-0.230873470732703,-0.305275379220474,-0.479100751715212,-0.14504643334975,-0.214210646617672,-0.178539575628208,-0.150889976034144,-0.170987809794622,-0.548751507181887,-0.119600919776738,-0.108357886719041,-0.125249429883093,-0.323871484383618,-0.270628749461198,-0.262225784474188,-0.10990202409542,-0.459896212375403,-0.123666315478915,-0.194920524932131,-0.231945579993065,-0.528722818610897,-0.24120899938402,-0.0146489096540516,-0.560585118682911,-0.542710771349404,-0.291206155558,-0.283168212849707,-0.489425082081268,-0.420229356506251,-0.152333379393009,-0.321996628377815,-0.0710461845494746,-0.209867568448021,-0.169040662212868,-0.377502369317208,-0.0131276112915196,-0.485767251654393,-0.174311195832875,-0.205713742452084,-0.0237200583935846,-0.51965184159175,-0.485511144910249,-0.237651459338135,-0.233629831623935
progressive,0.208179307155496,0.266593403006884,0.434592208390054,0.222059295766438,0.170737176077825,0.118472501483032,0.535097133930098,0.569628566857826,0.0713209454598108,0.24186011729606,0.154029429973151,0.0846291466642643,0.231843150138447,0.137579313607125,0.158513159424457,0.217496271682653,0.0829358011803763,0.247202710954945,0.137227199104658,0.161792773667504,0.539104355017605,0.151255673725776,-0.137390270067733,0.167652279454007,0.284851255831718,0.254941607593318,0.179604891931541,0.169955608198232,0.147176268883857,0.26254340926242,0.187092400546407,0.399192389154716,0.153805720898246,0.0480933751821096,0.0069762046624207,0.113144208041551,0.257376711186244,0.277940698922567,0.143195369360845,0.068052276570138,0.0567859024373606,0.0805012677913312,0.19826429124757,0.178629561286318,0.0796759210912347
progressive,-0.0990779267655341,-0.0631694340174665,-0.235651782778345,0.0274993752588037,-0.213097789673533,0.100370872303378,-0.292494884756284,-0.292846095015895,-0.0673208736714163,-0.0902531544030402,-0.0553906468559309,-0.071512394425898,-0.114946150487191,-0.13571961537996,-0.153204038400193,-0.186361519681286,-0.0727564796416556,-0.0827779046239976,-0.246928055402432,-0.129757713364467,-0.19509366824312,-0.039239879771343,0.236219929109455,0.0644386526331479,-0.0763511274756235,-0.0971365786528191,-0.0411732653807743,-0.0566790269520469,-0.0940972703882686,-0.0454377949611334,-0.0753748088922138,-0.265113283183748,-0.181706851712091,-0.12672255012382,0.0244141150148764,-0.0379348594600053,-0.0145771162343844,-0.0775732136427926,-0.0216236325122565,-0.0261316043064922,0.0371825799950575,-0.166532741677662,-0.0055838016755038,-0.134852445431392,-0.124473782960226
progressive,-0.0674148162357465,-0.328646772706905,0.0535054308897571,-0.343893824626377,-0.412115339857263,-0.251803820991312,0.118509551181497,0.121685568513362,-0.252630134885411,-0.048448738682674,-0.417254351572812,-0.522869993939971,-0.348823848837162,-0.145443421373294,-0.247284056620417,-0.412784094657525,-0.321127117231186,-0.12621151759814,-0.403159929135678,-0.442004653373921,-0.151065466107222,-0.221893065844477,-0.403834841495371,-0.588670881592999,-0.0846805010720764,0.0875501385320826,-0.223972029741815,-0.305540520848519,-0.207472601941784,-0.179479617115029,-0.307671947217162,-0.208359949776662,-0.163507199423696,-0.387367893851008,-0.299105271390291,-0.524532385567939,0.227636417570989,0.0677173358716699,-0.251901650982775,-0.446775329168147,-0.505754375654678,0.0245546474866155,-0.12431983459283,-0.291795621180329,-0.445677116833599
stable,0.161109685398786,0.16084472763347,0.0799718736267381,0.166704302126011,0.213243237127552,0.16790442468305,0.134376163915871,-0.0038832132704611,0.0734465697547742,0.244787740734177,0.169151237541734,0.0768163300826995,0.28640173362106,0.137064752068321,0.212680311745432,0.273316819276732,0.224395430898422,-0.0508171478977838,0.226466639128556,0.174307018018076,0.133102506678282,0.222907068110763,0.142018744584306,0.0621225913407331,0.188855666165153,0.128120723351638,0.287239553117548,0.275789646869065,0.148529844655047,0.0772384686672159,0.230357278703789,0.178959244792869,0.29727802432575,0.306031065584987,0.2698607456342,0.287377984588541,0.341501717767276,0.136103265949926,0.0948952556773613,0.169412794238802,0.22146358480546,0.267931776254032,0.217092149634431,0.276920059455444,0.393646642396421
stable,-0.0593154213546527,0.135379617665381,-0.324591646902891,0.0442698388373872,0.01342844659834,0.0662641671824088,-0.305992876089516,-0.26778714016943,-0.0920093278574724,-0.027780088770101,-0.0165731828330664,-0.0308400229112946,-0.0289027454076066,-0.148911056940422,-0.0263041560878092,-0.0281737636904825,0.119421652833698,-0.0668265474604568,-0.0090247084493128,-0.0052786173522743,0.0666348098716472,0.0074256926526754,0.298269401377643,0.127832768430501,-0.0082759108494008,-0.0930582230172459,0.011703002060199,-0.0004155867535209,0.063618036971683,-0.150054749133215,-0.0491803314535482,-0.34957419594064,0.073357001432206,0.0726528503042319,0.186544508362995,-0.0619061269441178,0.215432075716427,-0.0515469375147607,-0.160313852913527,0.0192622208251181,0.108409284603748,-0.084446103145497,-0.0447653121420474,0.0046196509031268,-0.0411618556904637
stable,0.261018220672418,0.257114565809865,0.27944557230294,-0.0770147787589051,0.0341398290175801,0.160343904885248,0.0625261839281597,0.453417142022306,0.30849331047968,-0.0905747171468114,0.0262295841444453,0.104977068029152,0.0248644652934688,-0.0584433490496522,0.0806173348467251,0.0798271915926765,0.122531907442625,0.0191206793599712,0.0423277435691007,0.187420836245406,0.409185224684977,-0.0110854666086073,0.0468181927078207,0.0738620380115811,-0.0658664517743096,0.0825718203708778,0.0974235110110386,0.0338502693995409,-0.036687922125404,0.0819478943385577,0.0443770261021613,0.131925481494046,0.0719220709529379,0.112605497281879,0.171039906394041,0.0264615213126942,0.444699805672396,-0.005772973639874,-0.104312703790123,0.0710286955481486,0.102771663573324,0.0595924226999397,-0.0361493533676968,0.0725303147515038,0.106462098955493
stable,-0.151784060106131,-0.0669190955380476,-0.326773626110233,-0.0685504975589351,-0.252673918364308,-0.0101455370725429,-0.155161829984972,-0.35438383656359,-0.283760978336227,-0.260299386892331,-0.0476250312782508,-0.0623407911870702,-0.186518455008747,-0.0728215573110147,-0.264493310660319,-0.226481505826672,-0.123095010588497,-0.383558813387312,-0.233557024432475,-0.0667306909863885,-0.0624736999109446,-0.156569765915244,0.0786893567293067,-0.0472268964047051,-0.182874805768414,-0.170014349745546,-0.212104672634769,-0.226448698326966,-0.160491639618492,-0.264858376371759,-0.0383483118924185,-0.33606025833991,-0.174878446893453,-0.236864791684892,-0.183456328848735,-0.23518041652884,0.0156637770999825,-0.205460906128767,-0.098024306161579,-0.087335580350201,-0.126716320465303,-0.160959779893212,-0.24931146047553,-0.218791654369844,-0.162699498426979
stable,0.0172411163895122,0.0134729947047252,-0.342017710707708,0.0446568702574362,-0.0924543022184025,0.124206898283002,-0.139763110708906,-0.487919803235315,-0.0981813664857788,-0.124072387692521,0.045331962194163,-0.0951246246570291,-0.123106865132906,0.053004926629497,-0.121500994019888,-0.0964063512406672,-0.147613956952441,-0.348271373288667,-0.0742021186058995,-0.150124364482204,-0.245609749817192,-0.117500443033971,0.18559504620156,0.0527103464587424,-0.122070085625879,0.0667789189148649,-0.0997287412221213,-0.0069798552038779,-0.011586387062946,-0.0947984220071827,0.0865224705320517,-0.251028525101123,-0.210116894625775,-0.0548249906885853,0.200504668957141,-0.0726435307526529,-0.111581758852058,-0.101747406798543,-0.126215782900537,0.0186173765323064,0.15153965471692,-0.0653617540024019,-0.0854616785634054,-0.0984707009269267,-0.0292181221512421
