group,CD112,CD52,HLA,CD10,CD45RA,CD7,CD49f,CD194,CD4,CD279,CD326,CD32,CD196,CD161,CD95,CD366,CD58,CD11a,CD79b,CD54,CD2,CD226,CD29,CD18,CD28,CD127,CD71,CD26,CD158,CD49d,TCR-Va24-Jz18,CLEC12A,CD150,TCR-Vb13,CD224
progressive,0.211208383242152,0.175784366207072,0.280392219966635,0.0543002491830345,0.209682818259492,0.347553901834678,0.106478800841877,-0.0985977238206516,0.222783285510866,0.0979310661361255,-0.0291279290637566,0.0090118190648107,0.0195307308333449,0.107449966054277,-0.0852087517525435,-0.0856873351482814,0.0800385993557653,0.0621060679783547,0.107069638710973,0.0208055922264856,0.1682327102952,0.201340390439412,0.09303831972476,0.240110817889056,-0.0798781984576492,-0.127861845263158,0.104341301842396,0.0914160244734654,0.0694085124770207,0.0118871185903344,0.0217024207311378,-0.125210517437116,0.0482979091143082,-0.0944441687516384,0.0159940780836179
progressive,-0.053410771328853,0.0376690623514812,0.123341901082287,0.0717483206542262,-0.0004203963676858,0.126749106471158,-0.263292018840761,-0.0452528741442369,0.174820735415394,0.0553605090562967,0.016540248841446,0.21059112376127,-0.0528692556201022,0.0846881588331502,0.0333755133511893,-0.0106033901377705,0.138174319382635,-0.0645503430902902,-0.027790282030454,0.0282813758450105,-0.189189174819336,0.0093806042439611,0.0331348202269693,0.109125713874369,-0.0266943576960812,-0.176424108810206,0.327580548680999,-0.108214852378549,0.091498198967687,-0.0950976848191875,-0.0199773160705624,0.239420201774031,-0.0240759181930505,0.0800388955407337,0.101158976952125
progressive,-0.0300979361817593,-0.0747379173758577,0.0477764467406181,-0.042375990905105,-0.470140796984084,-0.310716029069481,0.357582816581677,0.266356392567242,0.178754268243721,0.0786673966366602,0.0403458571524695,-0.061487636549618,-0.0577627603700157,0.0490021211015409,0.221213848615864,-0.0206182239544157,0.0438739478762843,0.21019406416572,0.0090054360378943,0.200913869879921,0.198101095433985,0.170590978928649,0.17914708108514,0.174763485993359,0.144778539435356,0.0964270493558626,0.0234765375475667,0.140264621591256,0.0134118375684134,-0.0443320489367995,0.105013464842844,-0.140261189435921,0.0913198262175075,-0.0363680522318508,0.139065902233604
progressive,-0.0368222147487062,-0.0389683543662709,0.139607132915083,-0.0376736167271052,-0.339893236580464,-0.202813178609577,-0.025818278360432,0.0610608994613579,0.0570840301704301,0.107726307747169,-0.0333163394257654,0.0080755282210508,0.148140916488444,0.212145671906844,0.3727182990972,0.124260262019417,0.165324697766861,0.162369234768536,0.0099348368400047,0.120374686709796,0.131415690297512,0.0705452017089666,0.0948602608246368,0.201282826538353,0.187665955493494,0.0120183671081361,0.205752462198854,0.0107152642000248,-0.0165928727618528,0.074580192304079,0.119162749209334,0.0395878749806466,0.0398093120546471,0.0616299956474579,0.0686521146771445
progressive,0.449577972924695,0.369392742251988,0.188587644866355,0.402650933104967,0.0160057919434773,-0.111163418641911,0.0303722600156321,0.290285390791998,0.0363109425018943,0.351436376402489,0.406042507444003,0.379666922615742,0.387386813065869,0.205765424880536,0.20092464675194,0.454389532975048,0.204520364627762,0.274073168543146,0.436203021452326,0.0904158054385895,-0.0679270999596883,0.258574552031881,0.224683782366835,-0.154008350285865,0.183854486910763,0.227892404546048,-0.178222178330213,0.183653871600772,0.469562748352134,-0.108174019982282,0.39890219971713,0.416443571483604,0.496133495726018,0.31000729955234,0.331592893004972
stable,-0.0246868956490627,0.197957086593845,0.113218601716562,-0.0535976728803626,-0.387260727512049,-0.501241973476923,0.412560161280183,0.127325800126749,0.048710621937344,0.0176830758288548,0.0561936783926514,-0.0424006271397012,0.0090350115419807,-0.0011357434125959,0.216372377725605,0.107372740077971,0.0392518502494128,0.408934604599579,-0.0240066090902262,0.122011207180179,0.38288281554614,0.242913491490762,0.421508595627833,0.081007965427716,0.195476263899517,-0.0623122510798286,0.186032004710475,0.03730781654314,-0.0451596123242196,0.126275538858154,-0.0470965396489689,-0.0190588063147032,0.052614510578221,0.0602299236292253,0.0754162311744505
stable,0.0892920588368087,0.358507592134886,0.392350589493567,0.245521788577852,-0.141374517108978,-0.0210697630575119,0.369862830745928,0.152017309178933,0.303609833006516,0.308250605540031,0.0089763156941508,0.27795321314854,0.29324434087921,0.384130174481934,0.346448701699764,0.111650885506546,0.368680287497468,0.478776728911574,0.238656130234381,0.382438337257752,0.55513570630194,0.442187366601378,0.526368760766968,0.403244977599622,0.380218078966086,0.398983654208485,0.214571255546275,0.571080045654659,0.0486305509876999,0.385279470897253,0.231091408072522,0.230054503862859,0.413353020623942,0.370059988830663,0.374215601924205
stable,-0.0610140403202409,0.293018699586546,0.226229848694524,0.0924847846274758,-0.0216607694217506,0.131015113924057,0.369257211744147,0.108520584219151,0.382155520855099,0.110291809210735,0.236212693037557,0.127948423885687,-0.0435628948665067,0.003159380985344,0.192608588084945,0.070391885416473,0.161011972862132,0.200846961016682,0.157492498790527,0.0930642237126013,0.203423836642577,0.188339783607743,0.282477837929213,0.0907450274357484,0.242083611482881,0.111194701413234,0.0576731237988706,0.0769378494647148,0.123123960486269,-0.047355738260392,0.156469794907393,0.094530192339933,0.132743382929286,0.150355244032117,0.159640103199942
stable,0.0007228424804606,0.121322037059266,-0.0635671067513928,-0.047191662818335,-0.274720330928989,-0.442221185623834,0.0182643129816239,0.306703188860423,0.180732905442701,0.0382895306983363,0.110299956756526,-0.0964341619201127,-0.0298782468970771,0.0696641888854299,0.345717470274406,-0.071132205572644,-0.0183145600546791,0.203008844731818,-0.157539400129829,-0.0460781515474107,0.2775394072959,0.0001723280072597,0.166824811060338,0.0406073676585004,0.346587776540487,-0.0176570409331349,0.227117439675459,-0.0531893369855027,-0.0185022466645153,0.125347091687312,-0.0842927686216138,-0.0767153360343596,-0.0120611514273935,0.0216167240293699,0.0051407679919758
stable,-0.0729278558553132,0.0116263167668783,0.0148958732255159,-0.0505000273622436,-0.0165711554791778,-0.233287929777825,0.0635642017083689,-0.0106946740768482,0.0570734620726254,0.0107721859688747,0.0204509293351029,-0.234653565037235,-0.124236639335797,-0.0858770689110038,0.224450324747179,-0.122845441189453,-0.169134298489805,0.0993287105138432,-0.138677214620306,-0.0461918338112591,0.11919753329008,-0.0404302338026174,0.178042918158333,-0.0417007154186037,0.154234240062166,-0.130615870948868,0.226036319342494,-0.12314340965392,-0.146623561704506,0.154100202223679,-0.134041487353746,-0.25908937944298,-0.101247605638745,-0.0627670311440535,-0.122170910981078
