group,CD80,CD275,CD3,CD10,CD45RA,CD7,CD49f,CD4,CD16,CD5,CD107a,CD95,CD66b,CD35,CD58,CD24,CD11a,CD66,TCR-A-B,CD2,CD29,CD18,CD15,CD26,CD193,CD305,LOX-1,CLEC12A,CD94,CD101,CD88,NLRP2
progressive,0.0998974715042063,0.0280913018493625,0.493501992530667,0.260879668846168,0.378989722172344,0.56246606155185,0.164975250674688,0.382630942388102,0.0684146387237642,0.223846509683341,0.148653764704155,0.0923688056603971,0.0159664907615398,0.107706517546459,0.183573825167448,0.0510061398323313,0.248912698652502,0.0413481603746592,0.423202784598989,0.235875476748235,0.238209539870879,0.211303109452235,0.0618596405358136,0.256544299420653,0.191175787965993,0.209880966354866,0.17008438113553,0.12148872062674,0.215022327406889,0.106177488760192,0.135973484671061,0.0014467056137416
progressive,0.142043057577503,0.377930193413736,0.326599349712259,0.404655706259358,0.167253314019825,0.209282520799774,-0.236649181975861,0.087731734748642,0.527007366864397,-0.185311864299165,0.541074811264291,0.291178721407741,0.624545085041891,0.494582985023955,0.283266890068046,0.543394797153074,-0.0078080366891622,0.33660965193291,0.335838325301726,-0.130505699712243,0.0118885353748238,0.130957725989439,0.446868747005372,0.0548858762002657,0.41316952860075,0.413238941077629,0.422059645199583,0.526191490492449,0.329441042072767,0.110167100607577,0.382980373783708,0.22749822700519
progressive,0.187796036576714,0.124070069553223,0.0259831536459602,0.110365997507834,0.293585028900419,0.116417393682899,-0.271528173142828,0.0304344515488352,-0.001477351731974,-0.0018272227156077,0.0232618102430798,-0.12599536780395,-0.0171503689592769,-0.012151287911871,0.013330877352618,0.0117372686230873,-0.14050680821454,-0.0011242517875103,0.174444583096228,-0.275951453514922,-0.228479215822653,-0.162296065029976,-0.012003136469201,-0.147831766916899,0.150866115254848,0.0297600143663484,0.124849939062629,-0.0267745221348228,0.0210878005551648,0.0452700586182339,0.041295084993734,0.0290617656505918
progressive,0.152309617440999,0.0800733311746561,0.26636279070602,0.209576870299005,0.404694921534311,0.249842439148209,0.0254215154345609,0.0226963341076279,0.081863729449176,0.0079243589837433,0.182816035007935,-0.165034121240913,0.124659077992822,0.113100672302157,0.104418618182878,0.123467665804787,0.0293567974353903,0.0852907529003401,0.323967369819797,-0.10947570986103,0.0462300971622078,-0.0939112556038377,0.142660797219272,0.096243294087417,0.251791043188394,0.157777807033286,0.226123683388369,0.0874300654816033,0.233787226763376,0.125624368081428,0.177623823287014,0.221111477906602
progressive,0.425613855181989,0.423885759162173,-0.327357104356244,0.516701235932357,0.350460152762389,-0.209762152437326,-0.212420623402012,-0.406534095608943,0.693503784361954,-0.408120001626289,0.50807521644935,0.17780262014134,0.745250220018997,0.411789257384445,0.484192083045375,0.322464197773893,0.096724449308047,0.471739505745937,-0.167772778231298,-0.429584627598942,0.109287277827977,0.327344036472863,0.470988307721697,0.0035282341359096,0.497931299714339,0.198061734736757,0.310499514104529,0.524782082048058,0.402797593982461,0.481380767776658,0.417107087869079,0.432998525212001
stable,0.0056485235388389,0.0293555594804694,0.106848154925606,0.0257312919501499,0.234734896901804,0.491119361122283,-0.412113508117663,-0.0609320194060473,0.0337489781118933,-0.13934928150334,-0.0019142694694387,-0.171818272974315,0.0891711867164088,0.0507534803206942,-0.0618065941357,0.0715155259808124,-0.486813250490212,0.0675495287588642,0.174419444549269,-0.400515799333885,-0.456355243263613,-0.0989850333249609,0.0977822115387475,-0.186390250622247,0.0092319755283598,0.069045446479172,0.110304461090132,0.0059189647219825,-0.0171603760756057,0.113727310438326,-0.0003300786668978,0.0351695649426673
stable,-0.0981454549029164,-0.0498911417694965,0.154140405573019,-0.0577092020585183,0.331826544857271,0.197095015412064,-0.358970636854796,-0.156529235936223,-0.0587243249568333,-0.181198502319477,-0.161381305706892,-0.413566539859048,-0.0181036201725072,-0.0349146031282248,-0.210079696396526,-0.0477097057801239,-0.497712656619825,0.0125418298100284,0.280755341299296,-0.625436552274076,-0.468773079347255,-0.44229103814188,0.0432245850977669,-0.466402162072262,-0.043138634183277,-0.172220347429526,-0.0044447941001378,-0.0483441625023058,-0.087649787153291,-0.0713124621126944,-0.0598052862781449,0.0024514650586294
stable,0.0770818857877141,-0.083731149131952,0.22625737398628,-0.0182428640815835,0.491280320107991,0.43154561357126,-0.312700936142207,-0.0139431526849378,0.0651535929856571,-0.106168634772902,-0.063081172991666,-0.476860936833688,0.0213333525579186,0.0250198570793757,-0.115929483902521,0.0047386075656593,-0.476865706366018,-0.0040418237048193,0.28993648554663,-0.481684127381545,-0.401798594898606,-0.42860095636688,0.0681181940085144,-0.353114988202121,-0.0701194718659697,-0.0858274607817358,-0.066073708351211,-0.0653541874844763,-0.100915196869792,-0.222525390785467,0.041353496732953,0.0100525684315112
stable,0.152397823797639,0.0997044352349247,0.296650264602043,0.188600373210152,0.353505499612778,0.463141386539448,0.190064504327074,0.1076765506243,0.141831662169777,0.115656716545975,0.0947832653345081,-0.180072674024987,-0.010659194075875,0.107684839257601,0.243756065042217,0.211514889045332,0.0799543485071103,0.150613524460264,0.343599158450951,-0.0188821339278111,0.140644645428398,0.0026224103178727,0.057711372592506,0.333647238561608,0.211015416521142,0.0676629828150114,0.165214779562898,0.202484800731325,0.202770381968667,0.217574239723371,0.251834824731836,0.233544412894864
stable,-0.0862303702976124,-0.167058343331287,0.34089320922747,-0.0321690159746753,0.16864398858647,0.463188867716763,-0.172099852277785,-0.0905700125836969,-0.0097419697840311,0.0174699893254278,-0.0227518383294686,-0.232828897321059,-0.0307852733682689,-0.169608977386034,-0.037217153109121,-0.0489080494047114,-0.246526773151178,-0.0606403067810548,0.213095204223183,-0.211904141689687,-0.351348907796979,-0.198393829229863,-0.0547731364486941,-0.137350247714245,-0.0545904944591515,-0.102363602868459,-0.0589189096922494,-0.0474858740075364,-0.0467792770785993,0.0205709420187418,-0.0306343566075367,0.0643912359621149
stable,0.0169734472858509,0.0443815075766968,0.0987023890592533,-0.0095313156395967,-0.0848121103732115,-0.0281939646251249,0.0521570942408796,-0.145452268288161,-0.133427410210273,-0.107781646113177,-0.122727684050486,0.0535424762853409,-0.0272790396423219,-0.113661323118101,-0.0235759291949707,0.146586963618226,-0.140216791104381,-0.107544993004416,-0.0391744295773338,-0.0044597973231589,-0.0470607546652364,0.0011872122842204,-0.113104727390741,-0.0045417672386789,-0.141476897592108,-0.151321633479538,-0.0720047707322889,-0.069843201574888,-0.0812238731916799,0.0319062562569013,-0.0417088955912995,-0.161210919735303
stable,0.0012956466639642,0.100216035008077,0.236405293309001,-0.109291867271124,0.363016689424456,0.575760313077107,-0.4631988633678,-0.108083923434486,-0.207064706107748,-0.0951854230672667,-0.0400010081982745,-0.588135824711226,-0.167479397903955,-0.131524337809371,-0.188974364964674,0.0369698579347949,-0.220659678658495,0.108115118151696,0.327371208173383,-0.302603303239711,-0.306546978890907,-0.345296062975625,0.0536507130344482,0.112520609087836,0.0282004794822438,-0.025069794179154,0.058854868786094,-0.130894385564673,-0.253428368976845,-0.0788655861509699,-0.14284656276497,0.0091853183905393
