group,CD273,CD47,CD33,CD45RA,CD7,CD49f,CD194,CD16,CD31,Podoplanin,CD32,CD107a,CD95,CD1d,CD66b,CD35,CD58,CX3CR1,CD24,IgA,CD66,CD244,integrin,CD41,CD226,CD29,CD49b,IgG-Fc,CD18,CD15,B7-H4,CD26,CD158,TCR-Va24-Jz18,CD158f,CD307d,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,GARP,CD88,NLRP2
progressive,-0.446326177798622,-0.374044749108332,-0.155707355865357,-0.271100636222511,-0.229707686825689,-0.252395367336437,-0.273257095004911,-0.171808107014068,-0.425419141667749,-0.410698070740695,-0.129841528193418,-0.308777727302149,-0.0127121783732546,-0.211020507307027,-0.179186034234061,-0.388582296992498,-0.363079313072098,-0.337138096988429,-0.299311788087628,-0.229095418476058,-0.354442573483791,-0.48868721102889,-0.403347781891757,-0.428538009034421,-0.374898727428152,-0.318911706233184,-0.434626843327046,-0.216835239081931,-0.418753804666871,-0.192387899131425,-0.231970074023679,-0.317892816105212,-0.131444073051709,-0.19987986588317,-0.216156509902509,-0.251866188393947,-0.324159928078436,-0.220186925265808,-0.254032554558447,-0.236991015021132,-0.245761934183158,-0.218303435473569
progressive,0.0707901414576863,-0.13920731909416,0.245529996588401,-0.0397504711460014,-0.0396476278059247,-0.466761612433718,0.0492798887715617,0.31069758539134,-0.0144669670618815,0.231659969248888,0.193806661827028,0.315380892268529,0.156025998400533,0.173897740260713,0.343041473705833,0.298934477307128,0.295856464427763,0.225503962060543,0.396385338888311,0.177492227348706,0.241724014164066,0.121929196207653,0.159674775774724,-0.219181559999624,0.0371970272661322,-0.143979136975265,0.0520318917979978,0.131889126842734,0.225195706201815,0.316034196409234,0.203563076919596,0.0456062811732166,0.0559888056361599,0.0793510745685135,0.151626034699565,0.197108778675119,0.337022442233846,0.175947261640911,0.198725173731903,0.170123763411215,0.310688549936847,0.160112028833108
progressive,0.053227968528397,0.0191406120402283,0.0524970080348192,0.112941244357863,0.122415545419147,-0.0413271063941036,-0.0444077381973886,0.107508504895193,0.0469639535250522,0.0074543409457203,0.034805207018552,0.0643690206682143,-0.119199352297477,0.0306268894538328,0.175145441448287,0.10092101966628,0.0459677555569927,0.0579997884680421,0.0232320101915043,0.0328726547216191,0.121479584844446,0.0620047094877999,0.229961796559935,0.0821949066087722,0.0139777644076927,0.0205921933963287,0.105732558233595,-0.080469475257462,0.0523905995949906,0.119452812142495,0.0312855734377171,0.137958856523118,0.0562870788851442,0.0033138760438564,0.0085240956856217,0.0124129351898422,0.0674924897343417,0.0756917715494398,0.0878562635717087,0.0101197047593274,0.0769004402461742,0.0550280239459986
progressive,-0.282374598751027,-0.402610128431197,-0.4285799738286,-0.192710544168914,-0.114675874353003,-0.223618399710158,-0.417007869299486,-0.57468426827398,-0.403737975633486,-0.332865016487577,-0.488545911192357,-0.440076557356075,-0.373283023792801,-0.293598313777862,-0.613855096492987,-0.557421606837118,-0.405363249080568,-0.372110767723954,-0.401122988629354,-0.419827956412715,-0.354721917829044,-0.304971350535746,-0.254263148819643,-0.340850092519817,-0.314634717067841,-0.265191383908764,-0.257517256076032,-0.0841535828261803,-0.3458797594357,-0.511502897653973,-0.243919775321017,-0.052165148082711,-0.280292207747401,-0.32440991862132,-0.307115931853246,-0.420150163216463,-0.500537639693086,-0.464253595897251,-0.427759896434238,-0.264801940948179,-0.368275599142422,-0.26755371035658
progressive,0.245283624830844,0.0430495362104673,-0.0237479691241333,-0.0364131766714109,-0.156532453087635,-0.179085216067782,0.243759250617408,0.105931341794046,0.0393935320142627,0.285802591650657,0.149850619563112,0.171375802315175,0.0799983690765612,0.191270721720029,0.282412561604611,0.0631996753734779,0.187847508815716,0.209619451977273,0.208785719675592,0.168206050489831,0.406716959337828,-0.244827779529334,0.0541188990653107,0.100662526772535,0.07267006870619,-0.0124652908646253,0.280910708858659,0.415351214617741,0.0384512261612002,0.16149408527348,0.131850222315463,0.0190648441028102,0.403593736157727,0.37056420729202,0.0891363853594616,0.0122662634591075,0.115957513880308,0.0139510542579713,-0.197252012358612,0.425486378999116,0.147290554422232,0.0665103569905162
stable,-0.136293867301816,-0.133946579911524,-0.0422888089659156,-0.306500396760384,-0.357708212764106,-0.110493996547369,0.107058592193899,0.0753713484976155,-0.0081552003797251,-0.13834591106759,-0.128592735294682,0.039920721012023,0.166570859467875,-0.174497009140201,0.147206528300826,0.0218115851212746,-0.142348156916272,-0.102412079192273,0.0892986538873412,-0.0760606225166663,0.0263447717248879,-0.0803737569899008,0.0043779087311587,-0.312819799303789,-0.149786141360922,-0.0879005895849762,-0.108618395157723,-0.138194706012543,0.0236175665022765,0.0798361172651427,-0.0980243033105888,-0.0684102933688847,-0.199372145576439,-0.182739102346591,-0.155687711897746,-0.188056917026114,0.0674530518296439,-0.0283606336165315,-0.0738680744092622,-0.0360675901732106,-0.0553338034554268,-0.120673505509277
stable,-0.0779600843382391,-0.0966615409700576,-0.0175165225952154,-0.342630150795222,-0.256211937355199,0.0360983565826482,0.0886140315134498,-0.179815692303322,-0.247450880686347,-0.130202308689395,-0.180886598827621,-0.0655580555486563,0.306552906158223,-0.119844844274439,-0.205605842025258,-0.172068225823712,-0.0996668293138005,-0.16563426747654,-0.028641119042676,-0.214987861516343,-0.095372248030086,-0.121820552408446,-0.142343497552738,-0.361890224788836,-0.0758646938500348,0.0437533077834127,-0.261135243747036,-0.0255878130757872,0.0470242284144538,-0.139662040352462,-0.153652566866117,-0.0899048922244574,-0.0873402107254835,-0.090340456768489,-0.20360805563505,-0.119028281607873,-0.129378000042688,-0.200399626093454,-0.137442538098947,-0.16141828188445,-0.146336797056514,-0.115279599831275
stable,-0.0984743946214125,-0.0895921783013203,-0.0825454359856172,-0.482864757932165,-0.481166901263221,0.169558018593802,0.119658619667243,-0.125033308155989,-0.107574158111783,-0.135686036369585,-0.0426006211831221,-0.0481800373772149,0.359166178918568,-0.171348778292099,-0.10632705404212,-0.120863604572367,-0.0512032778587174,-0.151057089687105,-0.0595803713706129,-0.112633721339215,-0.0674865906483855,0.0472727896767338,-0.0763020669484329,-0.0831274098701688,0.0610442024713323,0.211708359477676,-0.112605375176069,-0.150366552485534,0.304406361684675,-0.199300194229002,-0.103865538938279,0.150744728108538,-0.127873736446242,-0.050345543117979,-0.189840117114281,-0.131329231971461,-0.0086112793818946,-0.166315783431102,-0.0896141243118684,-0.0731301564064453,-0.152311045788889,-0.138367172193925
stable,-0.191199377560195,-0.128956720990045,-0.0798654251000914,-0.354606525098263,-0.392390860129455,-0.21110064158174,0.0378206125102065,-0.130112477941355,-0.257829895735346,-0.188542390327267,-0.239398875272657,-0.119722025379679,0.236790390704636,-0.24192853313276,-0.0244130104622621,-0.180808280988903,-0.25482727050254,-0.287076752904451,-0.161953240827534,-0.148931002389898,-0.116642083637034,-0.206983547158111,-0.156412766913145,-0.290336978555922,-0.223090712879041,-0.0978894070031004,-0.228537472512831,-0.138613287812285,0.0799587976690062,-0.0382666368697857,-0.229013779004798,-0.281522834999502,-0.0572236002035725,-0.274886054936164,-0.287832358757161,-0.335517347132114,-0.108068673364086,-0.113130526535292,-0.148234236033097,-0.262349623685102,-0.22374422295338,-0.319546367889745
stable,-0.0446495994562388,-0.0726248329615946,-0.165977921079353,-0.13192131525379,-0.18274573197368,0.0080043868138372,-0.179031166648796,-0.217712721578363,0.0462812570905616,-0.173167935520913,-0.17587328512443,-0.110195201924352,-0.0224939685470043,-0.228089349035322,-0.234879129271589,-0.124855850838042,-0.24387279692336,-0.277963518308225,-0.170682163459066,-0.246044011813015,-0.168172460740952,-0.0343105263880078,-0.238023297843067,0.0659862102500306,-0.163632843801677,0.0421044613007892,-0.114593985236588,-0.134072095560179,-0.0163457226795488,-0.279822250694251,-0.205709340288891,-0.0563472757752718,-0.0821669706684979,-0.146813447370755,-0.251758243160665,-0.270531078070085,-0.233795551639129,-0.271782698688821,-0.190444228610154,-0.0239047470015086,-0.227535871651577,-0.245758517927194
stable,-0.318501797978948,-0.300968242730539,-0.0846602250220089,-0.0379011124609815,-0.341572248721409,-0.468581362211392,-0.227569159692939,-0.273070564186115,-0.105857674324072,-0.553207234824688,-0.339296518333803,-0.352396338895713,-0.125710168941878,-0.426398176006051,-0.303935804707582,-0.138337694606362,-0.415493354108461,-0.45387196539372,-0.220434473505718,-0.404393135405635,-0.325724037715451,-0.289746093223973,-0.215963427551796,-0.236653478480117,-0.426334399311844,-0.401285294352,-0.260326614404591,-0.0548097737433422,-0.0705478260058931,-0.255546754335357,-0.423626358806664,-0.414253677721583,-0.252091074426627,-0.420979939398236,-0.402405708562379,-0.297340406306326,-0.151464525704605,-0.44091401121973,-0.367732061767814,-0.201646743345447,-0.412437453698847,-0.434432445559485
