group,CD137L,CD47,CD70,CD3,CD34,CD45RA,CD7,CD49f,CD25,Podoplanin,CD32,CD69,CD62L,CD27,CD107a,CD95,CD66b,CD278,CD66,integrin,CD62P,CD254,CD49b,CD15,CD71,CD193,CD1a,CD85j,HLA-A2,NLRP2,Podocalyxin
progressive,-0.224271794438988,0.0257608915450122,0.116097338348653,0.0566913176484163,-0.151106223268296,-0.129338894080762,0.13186869958764,0.132028646771343,-0.0850831003181406,-0.149729467851894,-0.107667856235885,0.185676724630901,-0.0902088867772829,-0.0058427066060621,-0.23366340991127,0.0877094272964804,-0.248125966105305,0.104482932271048,-0.166836957715492,-0.189737738776708,0.0864431733093808,-0.209869613181747,0.0133377431962825,-0.219583944019376,0.0622109898852077,-0.236557572368345,-0.0838239631048357,-0.183823218103145,-0.0296674160340826,-0.234589977728268,-0.167558580639274
progressive,-0.125165264059569,0.0393382710677368,-0.106306267997527,-0.102582474666364,0.0074140018345435,-0.187831255930052,-0.0432410151761173,0.0209921261720467,-0.24757069524152,-0.351968416083326,-0.128926510648995,-0.121533226564238,-0.158572623618793,-0.259193816531603,-0.286074263311426,-0.177336837033996,-0.281433235433223,-0.0692018283230277,-0.197224760196413,-0.13135432124497,-0.230788995350929,-0.206214777784787,-0.19517145425539,-0.236239982100521,-0.0775914487850173,-0.346798316589918,-0.219675256823425,-0.292614172307199,-0.1330762914803,-0.113206814210841,-0.195698645815055
progressive,-0.274907850737023,-0.318254262593109,-0.10268063782902,-0.37568156307883,-0.168328039932414,-0.24395221436125,-0.391486182093085,-0.313642368398524,-0.0913719183051205,-0.228858766105369,-0.359643025509207,-0.265834105691798,-0.195978154442549,-0.376112683549674,-0.220541758065251,0.0323802907569672,-0.301560165720588,0.0479887430836847,-0.154506088488698,-0.217795275518718,-0.372400304396365,-0.269204139718156,-0.312974039137251,-0.300142271982462,0.0306784874123082,-0.186320898294668,-0.119669617990471,-0.190206980404062,-0.216439441958038,-0.265757949108924,-0.252399310420456
progressive,-0.202503643942813,-0.0118456598514875,-0.106393482095676,0.0728712998810497,-0.107761754602425,0.020562424125123,0.103474874291703,-0.0960994448788782,0.0435668544845809,-0.222426471069506,-0.101590134194989,-0.107757093887073,-0.0908774042148995,0.169227335015086,-0.0961579143083662,-0.0823637626437814,-0.0881846509161143,-0.312557924173932,-0.223524978304514,-0.126997320833578,-0.003014261449601,-0.130781788926373,-0.043989686851447,-0.212924226226981,-0.021324123179511,-0.11245244554868,-0.141801469330264,-0.189743704088381,-0.216804811675136,-0.156888508129474,-0.198289279493585
progressive,0.392269120524981,0.377598717904715,6.2519507420163e-05,0.0080953843426582,0.350435388465399,0.135315632722148,-0.19608335760444,-0.093400872771649,0.250628490732793,0.251666774548538,0.338911017418841,-0.144489826315388,0.324881247662766,0.139978092447976,0.4188362851537,0.406332788968538,0.383040193535517,0.0830778951762758,0.376224055530396,0.221143193616526,0.0651124751001527,0.138996286818816,0.192473554277714,0.230078004968005,0.27311021589872,0.378787467277048,0.0805987950473492,0.10794644031369,0.353168241363792,0.288521185492379,-0.0387090163783665
stable,-0.124616559425103,-0.0465010815191376,-0.0637021945113395,-0.0842019587411969,-0.0728997599008631,-0.222141264514875,-0.305095622624562,-0.0723919654993155,-0.071892929139365,0.0011760026181097,-0.166236293625183,-0.182012173048881,0.294466149561689,0.149145591973824,-0.0532429596169338,-0.0373314152110248,-0.0080377933368563,0.102106589114825,0.10045780713405,-0.0769206043300594,-0.233503616697355,-0.0628182039909785,-0.142804671363161,-0.0412942934736149,0.278472212415125,-0.0947622113631376,-0.0811039980843599,-0.146707692678215,-0.0966936381187483,-0.126560981134016,-0.166172855313731
stable,-0.245575812875491,-0.209307952720956,-0.212768198997075,-0.253829276285333,-0.105970253216349,-0.291713834750334,-0.570022174262777,0.17044911452465,-0.0589905573748904,-0.244262661246042,-0.206298920239217,-0.150651099519913,-0.0837411634069591,0.0032359014298831,-0.165105438457275,0.0994319112890952,-0.264404556266599,-0.0717152766110826,-0.190968197767821,-0.408310582509889,-0.177847904605337,-0.186607779844146,-0.184778294079194,-0.218624493472062,0.0968660952607868,-0.108452464493781,-0.182497497735179,-0.217121392135267,-0.241787783995133,-0.241721233132239,-0.211014564784285
stable,-0.252004484523499,-0.130837420379127,-0.132383721311786,-0.241152642318251,-0.226707585738989,-0.139265871600851,-0.441604895807752,0.129014812719389,-0.118996738406936,-0.270659214306664,-0.251942172939634,-0.0721875934673584,-0.0650435826746889,-0.252576599899819,-0.202364934829673,-0.165904999055281,-0.148698393487799,-0.1345967639617,-0.0476276283238203,-0.142589307255274,-0.152926665075435,-0.163955058935373,-0.0478135122871022,-0.221762462100346,0.0227001557696195,-0.142250124505917,-0.171875279710039,-0.293627965194548,-0.126239508506343,-0.241438713801772,-0.278930006452301
stable,0.135928262373503,0.0976065649277892,0.242679039586955,0.27258701863148,0.123946528719921,0.190645197222672,0.126424854376611,0.100028294016974,0.390175067447048,0.273881148927379,0.187784450626069,0.122119095356938,0.387745128444467,0.20643160388221,0.166870785554228,0.153970632065565,0.148689986412082,0.35581474358457,0.0924949302691561,0.0424520121314245,0.256861866061993,0.124592814664527,0.307156536785742,0.160102619859978,0.363166643026149,0.0980914888950858,0.187149751438437,0.201783461887913,0.118561021644706,0.155540697606403,0.216079388941649
stable,-0.138808037495818,-0.0661452291104495,-0.0332129089994215,0.323451992556175,-0.0513458333125359,0.0932115872943995,0.266511150112594,-0.106224769843824,-0.123564514256917,-0.148661570398581,-0.0746114240325485,-0.0296992156613589,0.171753352841974,0.0400445419238818,-0.2084939711749,-0.0196139938544051,-0.350769233934593,-0.0479116197805417,-0.152002374083791,-0.0241763673408898,0.0558637381372699,-0.0179718685746464,0.007005838639097,-0.356019480421037,-0.0816948753978025,-0.159087283953171,-0.0902498025023963,-0.0868404733847965,-0.0184110149623711,-0.142265458268329,-0.112116349865793
