group,CD80,CD52,CD3,CD19,CD33,CD45RA,CD7,CD49f,CD194,CD16,CD5,CD62L,CD223,CD27,CD95,CD66b,CD35,CD24,CD206,CD62P,TCR-A-B,CD254,CD163,CD2,CD29,CD15,CD71,CD26,CD207,TCR-Vd2,LOX-1,CD158b,CLEC12A,CD23,CD88
progressive,-0.149370751860612,0.0895898999554897,0.214602048130156,0.116275370798997,-0.0711977893256207,0.0983364928265891,0.216040041441076,-0.0810492788863016,-0.147784287640066,-0.101133649088584,-0.250210805354787,0.130267888156596,0.0354497690762111,0.191983822894082,-0.0611424213040566,-0.191467705958359,-0.0551220028834395,-0.227928058592603,-0.0465862840769728,0.333165663294236,0.227171845235463,-0.0064730262686477,0.0526083313039572,-0.0488382263824435,-0.0200304336327551,-0.281925156267659,0.0293254115404613,0.109540711815209,-0.0180354218250343,-0.0180477439164016,-0.0811475699379469,-0.171298933767055,-0.15278579269556,-0.130583957936308,-0.0546353980074547
progressive,0.0681176024187603,-0.192363581096591,-0.110370744775344,-0.0791505801747428,-0.410943605533864,-0.0177640479746952,0.0674963799249178,0.187230401648544,-0.0877066624417072,-0.328149771896668,0.124816416459105,-0.221035366083764,-0.187582128687957,-0.197299902117301,0.0054227665001887,-0.372608149883974,-0.236887034306174,-0.315172756660934,-0.194501233795171,-0.228541178974464,-0.164156585379959,-0.352406783611458,-0.331584598452955,0.09495171449334,-0.0353635540416872,-0.406395974877352,-0.180126535077412,-0.0729506254156247,-0.0506968484389534,0.0248729838335629,-0.292477199332452,0.0129996621826377,-0.342737279300306,-0.381318528296339,-0.254905739698408
progressive,-0.0380737078948794,0.16417146270091,0.0534821074443593,-0.0181110594246173,-0.0252796024885169,0.0212650003587074,-0.0688417425404428,0.380436748227436,-0.244241568156805,0.0335745161926933,0.207080958271791,-0.203501257749445,-0.10510810917064,-0.128560142906418,-0.057714839815131,0.0393722264185475,0.0869922546874469,0.0044908449252296,-0.016042674882327,-0.0271739039389896,-0.086124335743307,-0.0068330653730497,-0.0405443126596317,0.329093748060205,0.318124813916106,0.0146467832678364,-0.331042362276925,0.336726052564662,0.0186104217946496,0.0069358500531322,0.117397431147258,-0.0952654113403882,-0.026919401201304,0.0151869077570102,0.0590278159724757
progressive,-0.0080121693295853,-0.0637892521226194,0.0893286971616949,-0.151211624214703,-0.0693257703800026,-0.0291455839132219,0.155307037915626,-0.103410600185481,-0.117564009020449,-0.0711477570900311,-0.0092459874933937,0.153983702044454,0.0858700879774449,0.0082011894028295,0.0826970427920054,-0.205241799829576,-0.0790764526125907,-0.0724380757342492,0.0314019778103016,-0.0057301458626447,0.128412315829361,0.0173567988166223,0.0491087216180885,0.147914403958089,-0.0064263336392618,-0.0941728661295327,-0.118909779354742,0.0535226498058004,0.0234756106025351,0.0029722881997448,-0.159690289679736,-0.0536872126474764,-0.140967148432858,-0.0853478291810384,0.014435194525305
progressive,-0.383906861789434,0.343973238315606,-0.0752617763106512,0.080157302899676,0.0823435016369406,-0.264095567067376,-0.0988463137923898,0.0472251603901596,0.240238353523115,-0.491046219905109,0.388010996088305,-0.0338055468111218,0.456898701774103,0.0872500711253138,0.130469718021581,-0.402819580647242,-0.384340770923219,-0.235548309678933,-0.335786157500817,0.0760787866959679,-0.0066086638768181,-0.285534524626456,-0.0716081302411267,0.0579396450797706,0.0481333013584541,-0.57454507455287,0.288050599700619,-0.0751451972104271,0.128613248681201,0.186373524475104,-0.354811500057239,-0.0291516547409334,-0.205898918877213,-0.140371557585412,-0.325336117692376
stable,0.137481221087874,0.0246699075996508,0.378674726411222,0.126053958016904,0.121537669435095,0.369611704447328,0.550802063312212,-0.11162366290646,-0.0214432403261446,0.27496804956572,0.0951541581760675,0.170732997305684,0.189590159853186,0.34315004410268,-0.11310874655187,0.284049952331303,0.24136584052475,0.159173254534333,0.212781825797153,0.147695217490172,0.436865743195932,0.197352648060395,0.0825563140267193,-0.0458812257704448,-0.137668066261772,0.276335613935603,-0.065331621784526,0.165215732106273,-0.0572818279865671,-0.0276758766417004,0.267869962763491,0.158632092117305,0.221128535981569,0.112274707596022,0.271239434023331
stable,0.171088540165505,-0.146535560732169,0.3561337594707,0.0351638658829443,0.0834152800569007,0.354350859307316,0.492036969448124,-0.195874926248932,-0.071155597947499,0.095992574420304,-0.0654637204357009,0.455915417954187,0.0940784196806428,0.335014094468494,-0.228280813195917,0.089550940628837,0.0812583444902462,0.0989662576971635,0.0070004898559485,0.102158554873704,0.384122181241151,0.152499336011431,0.0710166742996809,-0.355454080779575,-0.260397647986901,0.134992454520061,-0.0967707278084992,-0.2928201220927,0.160457113918988,0.037118882526885,0.087896183074518,0.01576647931679,0.0562866527291348,0.100421142638578,0.14837644460976
stable,-0.0970995267039948,-0.0989706494929016,0.0472371451461193,-0.0272943829115108,-0.0815139546177173,0.18850212912978,0.307634998724716,-0.0452840773130518,-0.373437196728286,-0.0591420935432336,-0.142664799885664,-0.108519150388609,-0.140378605996593,0.214078322372031,-0.429464295539984,-0.0236708860630013,-0.0504955357677883,-0.0427328206750906,-0.106423053512178,-0.0446828889617336,0.047887260079218,0.0329291915542848,-0.0511065391395521,-0.163096076690083,-0.14779787495241,-0.0158803574339189,-0.387525135740715,0.0493590480397935,-0.0041153215772535,-0.0061480567705327,0.0620880605541691,0.0264602868926282,-0.151298084248608,-0.0648187717595602,-0.0359838322308725
stable,-0.0663848275319387,-0.0429103932083888,0.240851000818348,-0.0155642119938708,0.0066799768290614,0.22499271500184,0.493954703206631,0.164270816625787,-0.290601003219786,0.0956172959513628,0.106603131700394,-0.0852232180023919,-0.0500688253196504,0.24945808563925,-0.318365884581745,0.0048020377192774,0.141380590182294,0.008675838765134,0.0507926891671154,0.0580746718995029,0.180392403023897,-0.025965319357146,0.0181749942776623,-0.0250076483171496,-0.0575728094596453,-0.0349950322412271,-0.305616151162193,0.303686748248892,-0.0004332266583768,0.0030339102288133,-0.0386804951868367,-0.0291725531842245,0.120055232971128,0.0306912590648008,-0.0342776347031173
stable,0.0195738934372831,-0.0519455402619399,0.272486242838757,0.0173607845986068,0.0266174347274584,0.215660790637161,0.426531688645323,-0.106418346414739,-0.143256490028474,0.141962314593647,0.137102584272147,0.135204102636086,0.121504005868144,0.410554091339124,-0.242619362418944,0.161549929845016,0.0186574354934809,0.1178309652764,0.148875300289904,-0.0343091618518192,0.330600468589638,0.0570880353848343,0.0154084571413087,-0.0964420352962688,-0.207446383452884,0.170519290147742,-0.225098816177847,0.085007346419034,-0.057635439679069,-0.0440031223007473,0.0284684966873718,-0.0245275956706545,0.0218579334533035,0.0411798397508851,0.150579635706429
stable,0.167813620666493,0.128316421562449,0.0979441674683048,-0.184591584171311,-0.0129721933722394,0.0497373226448383,-0.073972122880512,-0.221374897031207,-0.0151656721468434,0.0649318896002931,0.145584462552629,-0.0429080963843646,-0.106474005982691,0.0981620381108433,0.059285869092033,0.0582580006609858,0.0210868232068884,0.0539396549994022,0.0216528583644402,-0.0169270020870981,0.023984167796433,-0.0197174741181882,0.020954201519331,0.0297733102398106,-0.0898335554597683,0.0570335600462343,-0.0326602284396658,-0.0418670494753307,0.137420203753074,-0.318195611836704,-0.138406592991982,0.18416329874868,0.142018228654761,-0.0402626984159607,0.0259438258389575
stable,-0.10808985981138,0.153402431187113,0.120410797152435,0.307834310420779,-0.022083758411143,0.0849910969660056,0.0547119353693923,-0.0672488338446812,-0.0923175008896789,-0.150085993613046,0.218483147524572,0.0389409003348959,0.0728117110194081,0.122853806915677,-0.105764305572076,-0.15144091994019,0.0661367009218733,0.0438725028000621,0.0015753834819963,0.0349772287687907,0.151685851561661,-0.0583916952666216,-0.207485643835642,0.0414554825141666,-0.0475285093847947,-0.0572321180094691,0.123653612827634,-0.0345816995059353,-0.326881593519187,-0.0796039354060319,0.0552249276709763,-0.311895876534557,0.0662419263554397,0.172043227002133,-0.0992607850796225
