group,CD273,CD275,CD30,CD52,CD3,CD33,CD45RA,CD7,CD49f,CD194,CD4,CD14,CD16,TIGIT,Podoplanin,CD5,CD107a,CD95,CD1d,CD66b,CD35,CD278,CD58,CD96,CX3CR1,CD24,CD11a,IgA,TCR-A-B,CD122,CD184,CD2,CD226,CD29,IgG-Fc,CD28,CD15,CD71,CD26,CD144,CD158f,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD88,Podocalyxin,CD224
progressive,-0.166177772251405,-0.062838091260609,-0.128660169136146,-0.365010711305572,-0.399436669296688,-0.100311187434151,-0.394851570083636,-0.339992975615304,-0.198544056179859,-0.110821490482467,-0.362853753376542,-0.289434934400395,0.0473150636508711,-0.209475857336509,-0.142769207841191,-0.314803487979909,-0.0563524075349085,0.055046099859666,-0.160049523503872,0.107505905181309,-0.0729305276684815,-0.204298847132972,-0.144041301251553,-0.180040679656308,-0.16000975769156,-0.0527706886243058,-0.09746879615559,0.0358791174340067,-0.288917346667267,-0.275438427059528,-0.197658866985952,-0.207550573560053,-0.339526087310645,-0.226710030755698,-0.09042192196341,-0.202713766008146,0.138853708631378,-0.162614379525305,-0.146908286471406,-0.169143865109808,-0.239449291831576,-0.133408314763042,0.0081958492991799,0.0142284218537851,-0.113454766024289,-0.208107893204262,-0.0786155234374286
progressive,-0.0723507706785348,-0.436637019474971,-0.122664994618823,-0.226940759257568,-0.191900967133476,-0.436907946115881,-0.0687117917169418,-0.0531169588961566,0.338825532229907,0.0424064464649668,0.0512719836101688,-0.177395662446873,-0.529537391550118,-0.158401978552872,-0.305268642822197,0.34335515832175,-0.478760065057327,-0.090189327986166,-0.0578914448881721,-0.58357751260464,-0.51281614747533,-0.0449095573545481,-0.38158938271378,-0.0198253305579939,-0.330217629228782,-0.551518414320906,0.0925538007544602,-0.169770330433463,-0.277807297662794,-0.099941318949878,-0.358010078820483,0.212421540822164,-0.0208483929322037,3.8123078409647e-05,0.0394491261212186,-0.0633020825894296,-0.437878387391158,-0.235667660089196,-0.0638741043044864,-0.144541306399065,-0.0814503542100954,-0.511170557451577,-0.209300344862142,-0.238415620906747,-0.412432055193509,-0.276693076659026,-0.256765837677769
progressive,0.115331423533919,0.213893503904734,0.226007373648318,0.110533506373148,0.0135634209066257,0.0568382308506655,0.161090579830222,0.146862647649954,0.362792548178305,-0.0526725655306896,0.167288329571323,0.149851663073915,0.245111842770684,0.0439706296567471,0.249253517309474,0.0850811885907963,0.127979376413822,-0.0668799834667167,0.185577929806938,0.281588234597908,0.199460152838324,-0.0733550424414544,0.216277529092017,0.225376869486065,0.265437624221238,0.24581674398711,0.194450137148883,0.257709148687541,0.0763817297086872,0.206411800007511,0.146982889519727,0.188364342383587,0.294977997855806,0.256405393303347,0.180150656014425,0.148998120528721,0.249378248451179,-0.0881566269391935,0.43612655156094,0.233000800331678,0.220494627393529,0.149466699925767,0.158929477531088,0.194538510032951,0.230348466921646,0.237526463081199,0.185344018666348
progressive,0.0974096295875293,0.202622512566151,0.0700839867067114,0.0680093248682798,-0.152233092860365,0.107453195425355,-0.289558640986967,-0.313134341442106,0.0547105221451772,0.111556556999424,-0.0198885234556467,0.0082379875630247,0.0857970503474269,0.107742855215282,0.0290381573506007,-0.0924187431703284,0.115969107025331,0.304811924321149,0.0942449199813727,0.126348576010103,0.0983905132320645,0.353606166995239,0.0857899495985889,0.0449277261567889,0.119674489401045,0.117647093012488,-0.0091236788254856,0.0443359401435299,-0.0870655260982712,0.0814482180694482,-0.0067683823820653,-0.0869898698594492,0.0138655981294269,0.037656421048791,-0.114020293511544,0.0360839398608948,0.121783514889012,0.0976909522770065,-0.211693828010031,0.0342429438946744,0.0289409270227136,0.100332310638054,-0.0040199944066382,0.0697176249995619,0.0887174277183508,0.0404953395597866,0.121381493978674
progressive,-0.113566442616815,-0.142312064245077,-0.0017950664901996,-0.1614886132429,-0.0834836510336636,0.0707921796988431,-0.0748270773357565,-0.0015473749810956,-0.195938116442309,-0.154353613687319,-0.191513931832819,0.230909517258101,-0.183832953545625,0.0147039012947863,-0.129938327305536,-0.184507860043904,-0.260244191335549,0.059054040263082,0.108659631794258,-0.235931001892055,-0.36141539848382,0.242669969205645,-0.0921329661910087,0.0482545544977084,-0.0600501347839404,-0.156511127986825,0.0067855162142124,-0.233314084722767,-0.246453285896812,0.012108701940113,-0.238936787574491,-0.238334171730705,0.0608773897572671,-0.0061709360715966,0.173173087057798,0.0934484980752102,-0.188296284937495,0.43592719848653,-0.217760134914566,0.0425114961843081,0.0092103477243826,-0.279549284263797,-0.0378406914165328,-0.101629686744264,-0.311749567598921,-0.181116148517948,-0.199277250448448
stable,0.192848411586128,0.208888864107991,0.184488390143886,0.36143159133596,0.203116706497121,0.285680945142507,0.0623661015814394,-0.118683783454008,0.399175885106325,0.135545389589048,0.344450466929142,0.199273685121589,0.318757051109605,0.226769080674146,0.311050711167635,0.1899800753785,0.258229516592832,0.216670386602893,0.243898441348377,0.233725523313539,0.249301373918662,0.291270794726769,0.332921189462899,0.161537072590309,0.313584986351211,0.094856796826807,0.408049651855883,0.148066741359853,0.227799667703473,0.179896203335598,0.088298164081232,0.245067386104642,0.348782095112595,0.383248008249872,0.227900983420814,0.392036446859666,0.18804915350772,0.205716384224255,0.121994135394233,0.224994384688495,0.269019834487756,0.2555327578521,0.130470231084507,0.114948869416151,0.25902351168144,0.203066461870648,0.357202667629446
stable,-0.25723397392995,-0.153845003289648,-0.142625807608077,-0.008623225571556,-0.345469319118435,-0.10428172685454,-0.42450269902779,-0.464860763276439,0.0586264743705401,0.222074417157443,-0.0350719663446427,-0.233251716671041,-0.21416897322536,-0.0216274393307415,-0.250476549038229,-0.0289702045193454,-0.148836997118953,0.283291849062791,-0.176137532872895,-0.28271709170288,-0.211229981562405,-0.0047091513444343,-0.0917544371900001,-0.0955822488432158,-0.227886409396341,-0.130909268061732,0.160658299076535,-0.238077256522511,-0.375342080411975,-0.13740353982922,-0.168582933928798,0.221899059822215,-0.0801306747888283,0.102852423670725,-0.0641077339232066,0.0681726656209588,-0.256808576323715,0.181098900999469,-0.0904632995455038,-0.160925081976656,-0.222976338808389,-0.163999596391243,-0.190682789955527,-0.172229313416289,-0.219510716702362,-0.203802454406929,-0.0278028340277866
stable,0.0468481435977885,0.0836263351011886,0.0179623155619236,0.204947938483374,-0.259550267513354,0.0002344458995311,-0.460458160404725,-0.406297404663062,0.502795302142213,0.273682057642302,0.200314613173841,-0.0214210817423655,0.0602159440520039,-0.0009374686438248,-0.0026931030241283,0.229047315276403,0.102829880894194,0.495957641250202,-0.0448166916959887,0.0286772750944182,-0.0208320411305485,0.223135220647571,0.0969967412579327,0.109614952561879,-0.0422530547444448,-0.0049681267277551,0.362718513347452,0.0246290681778601,-0.314620762652967,-0.0911651247116515,-0.130639714566024,0.415788900779204,0.232643248901525,0.475786120066858,-0.0830070128474882,0.262423685265501,-0.0001021812460417,0.223933009421147,0.129430207844021,-0.0589634657514463,-0.0220477986397591,0.0486644689806885,-0.041613755288959,0.0214399570550739,-0.0096319250120499,-0.0562504511400021,0.18270071345565
stable,0.045350701052935,0.006802559963315,0.124318814313222,0.199009608588837,-0.156407108438173,0.0284089690388004,-0.301996207817866,-0.481770790732567,0.193017017078266,0.391762826421192,0.237905530723603,0.078963854627263,-0.0849195793944619,0.126422544739705,0.128643646576653,0.173936005090542,0.0124314533331256,0.414433727075131,0.0666257931792516,-0.0061020537409647,-0.0912375538271007,0.253428725895809,0.0581294258932599,0.0341306327663342,0.0477114333976288,0.0586271813486099,0.358439256279423,-0.03880742440284,-0.0712590053785028,-0.0110803643514828,-0.0169546625168623,0.387918998428015,0.147472379747618,0.332922567165339,0.0192930454398802,0.389776990888049,-0.021120907957677,0.107943408477831,0.160082056608989,0.139489814218334,0.0534804674501973,-0.0085468783112447,-0.0345182872657035,-0.0873977772227556,0.0819986560130594,0.0540785404002849,0.167821081094856
stable,0.206577602609084,0.296126570183694,0.0709152298089875,0.156641521681652,0.0286483518482454,0.0745576499216768,0.143829649671613,-0.14111755176773,0.0518620015337537,0.109181041422548,0.137471266756,0.154325824183746,0.069800369737607,0.205515433369954,0.117736622645475,0.0195250547243281,0.0853422008745444,0.228156612279278,0.096179759719153,0.0781174156331927,0.119467949501659,0.414710613819891,0.112739152982293,0.0781570248994471,0.0804911264838848,0.123410417452662,0.165220800960988,0.110929132973103,-0.0227141250070418,0.131155441847267,0.104329966709467,0.207381764579882,0.0895157235387495,0.258931760612067,0.0254791721362092,0.210852592360462,0.160913212747082,0.257309120438079,0.0031334744548001,0.035414978406405,0.0977478638351662,-0.0397837051639378,0.101180150221032,0.128877917570656,0.133358180461701,0.117967793601179,0.147978913696638
