group,CD273,CD275,CD47,CD52,CD3,CD269,CD45RA,CD7,CD49f,CD194,CD4,CD279,CD294,Podoplanin,CD5,CD62L,CD223,CD95,CD278,CD58,CX3CR1,CD11a,IgA,CD54,TCR-A-B,CD122,CD41,CD137,CD124,CD2,CD226,CD29,CD49b,CD28,CD127,CD22,CD71,CD26,CD204,CD304,TCR-Vd2,CD158f,CD337,CD150,Ig-light-chain-2,Ig-light-chain-1,TCR-Vb13,HLA-F,NLRP2,Podocalyxin,CD258
progressive,0.172834972711463,-0.0361389759398918,0.35498159324827,0.40306879048258,0.377807694016648,0.001630670401576,0.128921040675614,0.21721069396069,0.298691599500858,0.271909517913968,0.376880285858787,0.246428623172652,0.288413143805365,0.25338163460974,0.222134460234505,0.362675444226648,-0.0105398621348476,0.161799133221512,0.185545951734242,0.225083529332849,0.151940270069717,0.305222453193259,0.085764047586531,0.14681895226584,0.419685033232531,0.121774314810677,0.273265499763365,0.230760428291042,0.293474129104226,0.344053495556085,0.346899935675407,0.265769771729101,0.275130724842685,0.221190053790016,-0.0471714892805309,0.202222331305581,0.161238784558203,0.220849259666818,0.255795885293226,0.170771489859407,0.14791415981499,0.218296046635174,0.138019654865651,0.151230709515363,0.0813494596043866,0.176948070642935,0.194347244991127,0.068119836520531,0.0988249046386948,0.214314000928686,0.138750983570669
progressive,-0.0169469470248706,0.0312040219284639,-0.047188566640673,-0.101740101440384,-0.079935354759023,0.0790875960905269,-0.0897684331407384,-0.0894735840534,-0.305264535544786,0.0014350492977608,-0.275181167672596,-0.0200632641862733,0.000437391076302,0.0923202576596001,-0.462890947938698,0.049324616164514,-0.0491186522116184,-0.0384844413894862,0.0013792315018733,0.0991821396481572,0.111489257396772,-0.216076062223534,0.105465163829111,0.0104267438040319,0.132665033997304,0.132120722096984,0.145910812713906,0.0704086400076266,-0.0806900690202369,-0.466355063559554,-0.0436579184391604,-0.100161057160115,0.121361320469496,-0.0683293239617093,-0.380342457416547,0.188536001361942,0.122772843190556,-0.163268485291959,0.0757799888027708,-0.0990563755885138,-0.10626494867461,-0.0547107574198783,0.0285379098092788,-0.122125711312018,0.0418313390598357,0.0744181210449967,0.0320449087463781,0.0099896649935954,0.0376229318940351,0.0839928119908733,0.0749222876639638
progressive,0.107905129246367,0.119009609525234,0.278525582093628,0.175273048307531,0.289101526927689,0.251349836389834,0.281663570133161,0.360428142578407,0.184902027476682,-0.0684865053936472,0.228951258843583,0.197974235172892,0.256940328499504,0.233717021359205,0.103299436878268,-0.283449352344378,0.0737342863459981,-0.139676361368,-0.0680911465285316,0.202569217056648,0.263184748049376,0.153077280831235,0.237080484866232,0.116999326635288,0.241768329739871,0.178122247531054,0.0448717707075063,0.144535309845314,0.205660757024349,0.235277643667471,0.254508581333367,0.119878073262827,0.0783262265317442,0.0670483315590096,0.211423191859498,0.0576912790910994,-0.077634901601961,0.353999610836203,0.209750425098945,0.112706600713045,0.111309402744871,0.212286737609686,0.188470997078619,0.1929081356321,0.177044726293286,0.212065237310043,0.204511337799829,0.194936641581893,0.278325178521616,0.250934394930844,0.248037938533487
progressive,0.214814825691623,0.271852727405162,-0.173607435783908,-0.123863388207622,-0.105422410027398,0.223238118014544,-0.0002065014638284,0.0303065187470217,0.0044769797542692,-0.0208526228778351,-0.110896882440355,0.19626761717288,0.193981749877723,0.120348190830975,-0.144951040995561,0.108582934164983,0.178776978112085,0.0539069748244246,0.0527647634833231,0.125062893769547,0.124373466023205,0.0744990417960991,0.118601210946275,0.315335206326302,0.0183793016325493,0.277114255697983,-0.0713584003354715,0.0619196489282855,0.216273621712413,-0.0980018284470306,0.162653278435479,0.126451305247841,0.0567553853592262,-0.0040578384624317,0.100023829480617,0.176379792942327,0.0840634199472551,0.173732571758368,0.153109948885403,0.0232520807505329,0.159563675541636,0.205549598380398,0.156292078523537,0.191440337393927,0.0743964222063423,0.142534437208642,0.221600406832988,0.233878796520111,0.216589886042109,0.262166491584242,0.21487147328989
progressive,-0.387692338588437,-0.225732084406233,-0.14694914999702,-0.168902635224345,-0.376119145982725,-0.368221765696509,-0.130247131940047,-0.282055511554114,-0.160133419675914,-0.47192595696009,-0.369604568055909,-0.296057395614167,-0.255882901766844,-0.197592677294547,-0.375821845039127,-0.318791277832821,-0.27290966983483,-0.112535736162945,0.0201912416417886,-0.126713704171548,-0.210669711536252,-0.0322003587619901,-0.282423085875692,-0.0377567386976935,-0.349511034843796,-0.0673740595129367,0.219824190302899,-0.416704018253917,-0.352399440228656,-0.0727037088153011,-0.137437190263364,-0.0955260903883166,-0.0221869741288808,-0.111393093386663,-0.350766152574245,-0.424803171268294,0.368197458584586,-0.401599703048807,-0.448695868146694,-0.321241334547913,-0.384797651561383,-0.123752457343719,-0.238279378335304,-0.169156126944789,-0.16685707813848,-0.032390204855119,-0.260567013655669,-0.362593180195171,-0.023904094784301,-0.369590720277151,-0.17608407763568
stable,-0.0167699796428021,0.100815388156728,0.100255398054259,-0.128355369696277,0.360804761620307,0.185328123678046,0.341660532900232,0.491506258226677,-0.267604409695812,-0.0323883570911923,0.138773171236751,0.0789085952679109,0.16555970995456,0.0737633283892015,-0.0325254592902803,-0.112603508979083,0.177048212821384,0.018231921701152,-0.0109613385201976,0.0918871611208202,0.128388233810129,-0.180918925632159,0.181838618420875,-0.0116084448481748,0.391962435149533,0.139242684962317,0.0661140872047102,0.214530098775061,-0.0153099150343139,-0.201083890494571,-0.0957196964328121,-0.190889785265767,0.086239126868134,0.0625616971988695,0.213167405798223,0.11394694715481,-0.150415194351838,-0.141044744259301,0.0701956120081977,-0.0186411630296031,-0.0877781177335867,0.112476368013583,0.0746523503828542,0.0309167037801433,0.143188155032336,0.182029436657819,0.0619100476158405,0.133901605720717,0.135358598193101,0.0818472848698588,0.11934564178228
stable,0.0735324677249228,0.0399770975557414,-0.149888954676638,-0.221722698354814,0.276362035565616,-0.0452044539355567,0.37894635113349,0.274214776216981,-0.249776074051833,-0.227869222188518,-0.0658455297250089,-0.106599480911727,0.0091538621155933,0.0225748814815172,-0.153592959586091,0.4425801025142,-0.0132794288740716,-0.440860654461815,-0.0517370952211497,-0.117259602484154,0.0194459508755032,-0.425250652809097,0.0311708993196664,-0.35652834661505,0.303583178726779,-0.0693557313550635,-0.0074275588450103,0.0651451785059608,-0.0645663948178045,-0.534149373837101,-0.23969501124775,-0.372946331710505,-0.0280571370300792,-0.280333072633907,-0.277069210271122,-0.11645694360648,-0.260361169715773,-0.348636669682131,0.0077817505951254,0.0611571271301262,-0.0177141341098273,-0.0034009578607223,-0.004365045384699,-0.243441839877973,0.04895351164713,-0.0564009519853171,-0.0961092273650624,-0.0488145193634671,0.0802516179301466,-0.0253504823328871,-0.0199999879918317
stable,0.113586334307725,0.0715020406636545,0.0968548408376468,0.0670930940984595,0.190961560949018,0.109025539696867,0.322252325330219,0.163092203293604,0.0877712009214939,0.12433402028273,0.227945427119795,0.114135908016417,0.173945863907008,0.175824143069793,0.216366906154795,0.430295618944022,0.10160705706298,-0.0334778030291262,0.182737852794762,0.192859000522829,0.201789091126574,-0.108515675274231,0.218283675955612,-0.0791669259953411,0.229767979932185,0.193640984481226,0.14446929933391,0.204585431154355,0.145138949524197,-0.137881719915442,0.0606949598244297,0.0205239401004307,0.21507895561661,0.0220170959089727,-0.320245896890114,0.13212352549987,0.0656994074970319,-0.251587222913388,0.107842241172635,0.0032979129152172,-0.126442779773839,0.254851360911914,0.231677358654782,0.0750619667522447,0.218708361800351,0.130986274432282,0.131282664772912,0.16490266184097,0.180475054231547,0.174698648756087,0.128329879373048
stable,0.006230886565242,0.0013057398015147,0.0051538131891533,0.160917819597642,-0.204317901722284,-0.0032781062891155,-0.293422839622357,-0.589879720653814,-0.0178908756398322,0.354971607902114,0.0915143383505115,0.125616851408944,0.0420838410414938,0.0730881159232601,0.0555394879231471,-0.0206859363248701,0.0281819967298062,0.45662989231867,0.376400051955695,0.0377495435783319,-0.0067418507022244,0.14760721844561,0.0966575218123103,0.0366597022908136,-0.192423260155977,-0.0927546581774823,-0.0873634817762798,-0.0146999848888381,0.0274704304469389,0.097270243975124,0.062294131410687,0.220995724088177,-0.0260858349489071,0.390160350665301,-0.114310679296938,0.0044452871173794,0.38300950927899,-0.203677509753441,-0.0404714242283929,-0.0402416567679723,-0.0151352028010668,-0.0239657172969562,-0.050903921560062,0.0601285983719524,0.0443478579643476,0.0157893926205699,0.0675090497096266,0.0202233972318788,0.0118224846040796,-0.0610505604941192,0.0407414211032873
stable,0.370177394629331,0.385343333811954,0.0691764118551586,0.219450170140816,-0.0022920278277795,0.206455452589892,0.200468623818727,0.0553730031893593,-0.0860808562128655,0.245727048029521,0.183710021933084,0.423555263628896,0.414328284022069,0.340265437856951,0.148133884263627,0.12790219986144,0.373415810811109,0.195521945329031,0.483005149664951,0.448355425810701,0.314456732104929,0.210821414362394,0.381653279740479,0.0701162223685785,0.139866385885173,0.36297796585018,0.0725406762827343,0.175773503394673,0.190254142172949,0.122823393795678,0.244612273437544,0.154120788462879,0.141311394648838,0.27314856036463,0.0569167373451574,0.166296506743128,0.316262318354948,0.108038833899031,0.312594982112166,0.366060077583507,0.156753810966594,0.355464721441607,0.360187177206782,0.379286892556557,0.36354058762621,0.36235544454626,0.365507330751285,0.209148062974215,0.183959235213395,0.358649185834469,0.366524796013114
