group,CD137L,CD47,CD3,HLA,CD45RA,CD7,CD49f,CD194,CD16,CD31,CD32,CD196,CD69,CD62L,KLRG1,CD107a,CD95,CD141,CD66b,CD35,CD278,CD58,CD39,CD24,CD11a,IgA,TCR-A-B,FCERIA,CD2,CD29,CD81,CD18,CD127,CD15,CD71,CD158,TCR-Vr9,CD305,LOX-1,CD337,CLEC12A,CD257,TCR-Vb13,CD101,CD88,CD224
progressive,0.106109457745135,0.417848356993837,0.51656146819442,0.223486307829432,0.269727689319882,0.318217888288357,0.166897267836565,-0.0369707615612098,0.0763025971162911,0.363306500534417,0.0639989746884086,0.0131277256754448,0.413962792015504,0.180073585904134,0.142367603581116,0.222864754399312,0.0876699689052546,0.19677284777575,0.132790018919828,0.255291029795036,0.0852722978534534,0.12919741077947,0.130018207002103,0.0947213617111927,0.129082177326013,0.0773333488429435,0.48946408232711,0.120230978708832,0.107683454490053,0.278602534342301,0.464077247579457,0.220310478343638,-0.0331655462730574,-0.0008291963261058,0.22607226351192,0.0671672655934357,0.234358132401163,0.203846941260454,0.0090456741525886,0.119505093565643,0.162096635910596,0.186880266462853,0.143938685742467,0.0888795858415042,0.146495939704108,0.116162432917843
progressive,-0.0810136481643275,-0.0311737242423574,-0.0666536518086692,-0.137845593191554,-0.0894370257851905,0.106289697498223,0.232051744979132,-0.185434999051489,-0.233014394056185,-0.0459961798540913,-0.188530874159399,-0.0040251568890304,-0.0926287434320524,-0.320782139534868,-0.134632832200124,-0.133156711676786,-0.189123885420049,-0.204520232272274,-0.28065323584348,-0.274717685507495,-0.133907065341023,-0.214647695212518,-0.192827492210101,-0.363127161742766,0.0190967291331932,-0.0999038736057944,-0.19644505621585,-0.180505217598706,0.186540849696797,-0.0304808674607593,-0.0639377394888467,-0.206907649142609,0.157638816509492,-0.24967412286348,-0.110896979133441,-0.0097931808469498,-0.0843795721499286,-0.235980586604467,-0.247328617998761,-0.101578398183166,-0.287736016746107,0.0282954600559583,-0.109994046545088,-0.109004634998566,-0.204759867487218,-0.0879612674460203
progressive,-0.008841961088105,-0.0510456583407568,0.0422922337681396,-0.266959821327216,0.292349233585012,0.328019009767599,0.0143047357174963,-0.29120985618156,-0.0487428712224006,-0.142003593082677,-0.0525820535197193,0.0550843072628268,-0.105845444772165,-0.0486846003061048,-0.02147147019962,-0.101286037040902,-0.50820272887426,-0.0167413058723385,-0.0475461086926933,-0.086974226297048,-0.420190542757878,-0.135624431546518,-0.352468436832666,-0.0168798523926123,-0.146439071154076,-0.0079932041251387,0.0494856206062262,-0.0305473122543871,-0.166511097793971,-0.16940046121749,0.0643150714944461,-0.228507603665004,0.227111164114385,-0.0098902613390818,-0.453859187838254,-0.0108946666757923,0.0185998768834995,0.000214830009049,0.0340899053483242,-0.0720662132773532,-0.121205353507204,-0.0885934799468386,-0.0110082925325246,0.0066859180921811,-0.0377886953281375,-0.164728431183582
progressive,0.208419322474301,0.110829077707206,-0.0166915428354219,0.152259501504492,0.0971450448333206,-0.0327374708214091,0.249423687197164,0.240101239998204,0.252025858886907,0.124061498101837,0.284556411976554,0.13926870947771,0.258817555091765,0.0866320221865892,0.201649328488758,0.248005077257511,0.217459850962119,0.18429870288826,0.36846809545816,0.27034049206233,0.0856844157717143,0.304534186654881,0.126896081632219,0.335486615242548,0.146556192799919,0.243046040617853,0.0044418587615478,0.213185907046682,0.105323278169386,0.256411523953953,0.125539961109804,0.184885745049112,0.244903852564103,0.257792749390612,0.0121616997550384,0.165730030299977,0.221847196122392,0.11079320244905,0.394157402783186,0.161107858498217,0.328741988395541,0.378279617621743,0.299064146607184,0.255791118014089,0.24244142030968,0.293694307332377
progressive,0.384474465236202,0.500182587876456,0.206495545927963,0.292054989402562,0.197604839702181,0.214404277380613,0.0830298571565551,0.123545764112254,0.391488083838159,0.272940900384534,0.422092644869269,0.405427360694875,-0.124021496991805,0.36595747274025,0.395713539802712,0.448294396038147,0.249538547575887,0.547076338938327,0.401768800706932,0.481990465421848,-0.0228167281710615,0.388724545691957,0.0943429445858242,0.34222349319692,0.26667078721855,0.352967085016121,0.283237358418724,0.463467347706046,0.0388952435385612,0.282875709521992,0.0797779974505547,-0.170284001571029,0.343854504247659,0.393367156731684,-0.188713647844435,0.40884342744453,0.390487924835078,0.373779367674062,0.383910966615927,0.368074846742722,0.548382409392288,0.120623641170695,0.388777617382705,0.417163670108984,0.441809906220816,0.339816248360121
stable,0.103892372430515,0.0140680056077031,0.228618790496219,-0.0182559778612973,0.325092851906542,0.610984095958192,-0.23533242540352,-0.094029239675546,0.0282483120359032,0.13086489591749,0.104912510129322,-0.0433504047789669,0.119967794610708,0.0576692742550881,-0.0010803722169579,0.0333077855428217,-0.153984428394508,-0.101776880815661,0.033468785960612,0.0619837982962534,-0.145347886844822,0.0202428221873483,-0.0776263692021849,0.0250006449326421,-0.291781053830774,0.179007597654193,0.225769739168081,0.0500054771080905,-0.215237584867067,-0.234692028211422,0.146275218815191,-0.169578322515364,0.05378673576602,0.0863584783085228,-0.192328363072323,0.0529519960942123,0.11003912339737,0.10356829907151,-0.0180425858594608,0.0976547311378093,0.007219112693836,0.146458149500979,0.044330773531207,0.183873136001494,0.0886896180343473,-0.039239813624271
stable,-0.158101504260544,-0.115577015955666,0.120425130313514,-0.29065354895107,0.219176506057689,0.289331157139373,-0.225411108937445,-0.167212150058794,-0.161828796199512,0.0884632192662387,-0.143746592118387,-0.144646100416977,-0.1243500800362,0.115385930105635,-0.302953373031944,-0.197922952356819,-0.456265630427275,-0.155292163998322,-0.0806876487539771,-0.0611583136254178,-0.24312454577595,-0.296726438484511,-0.132712374885673,-0.194406014083242,-0.53893765852247,-0.192175410848081,0.110313504205704,-0.149552290775204,-0.390750319027928,-0.36476013546684,-0.0995421510540958,-0.393955573818867,-0.152392256170528,-0.156311851137708,-0.142105528879086,-0.0337865250597836,-0.1026328954192,-0.179895325944323,-0.140978900912131,-0.195056016426725,-0.124235604517696,-0.183983383449757,-0.199359561963374,-0.117927301507104,-0.182322476286373,-0.273349106336617
stable,0.114123315726172,-0.0271331226084776,0.218449919724685,-0.223249486467603,0.494606283648175,0.473344319442464,-0.317491998406694,-0.110481267624739,0.161980455536779,0.0830159053428528,0.0140042684713351,-0.168468713083891,-0.0572048102828696,0.376031156814234,-0.112308265310091,-0.0006205565127935,-0.433137875562908,0.0084109404072362,0.118605174894827,0.0917239243330557,-0.126962614056406,-0.0225154939249314,-0.0581601075107318,0.0490937803103172,-0.380014174136845,0.0682936865805352,0.297762065923027,0.0520595393452033,-0.436109905981099,-0.348059609116351,0.0296236367362523,-0.387219004884162,-0.219682819150486,0.15085371102059,-0.137444184278434,0.049201374868688,0.101905615983294,0.0040357165137289,0.0368103995736642,0.107412993846328,0.01275031763827,-0.024234557613338,0.0573855899754977,-0.118502496767427,0.113583589190821,-0.117464239941918
stable,0.12020840616491,0.0271966474824941,0.385531995595634,0.0264762823407734,0.396763318833167,0.721034309420929,0.0432585383724934,-0.264672943433446,0.0855087160700365,0.20579554480235,0.139150610545316,-0.0008815231026895,0.179089469323448,0.257001831616526,0.114951005116834,0.0471579148926947,-0.347780424858532,0.077107096334867,-0.0259178160634891,0.164866330033003,-0.173486054730081,0.114019852476759,-0.0912732447654998,0.033598469850542,-0.0760530593363509,0.0698878499546654,0.342727141001084,0.0956083260602082,-0.116366712698889,-0.111227359330941,0.144062240889643,-0.0436013151718008,0.0884562754176284,0.0323652984110819,-0.135838428274139,0.0216481325615714,0.193315758835973,0.0465877823177187,0.07717189898196,0.156884574063066,0.157627917826736,0.115893258630421,0.0536885444217672,0.0979427166457098,0.101366910367981,0.0280706770523659
stable,0.127309950784798,0.0212447162988149,0.261403391866115,-0.0104816643172992,0.136772678192253,0.45762095520216,-0.187464805871374,-0.119326104296588,0.0840500660130997,-0.0101486296206657,0.113611724629535,0.0178912767396691,0.0540186819112062,0.232945195239658,0.0784661692212932,0.105599255203765,-0.115867040784165,0.041103698469378,0.0672315630788597,-0.0003937097990846,-0.0592404682324405,0.143088081685167,0.0706653201818812,0.03518265204992,-0.17243966656622,0.0917753078513037,0.226021906175659,0.0177991982098104,-0.198713816165217,-0.262893126132375,0.129368087674609,-0.166721990827173,0.0053942702753169,0.0159500061665712,0.0209597813355882,0.0273704955982319,0.0682192286055425,0.0988617698318077,-0.0207852486072833,0.217737851437044,0.1376019030421,-0.0159369100420625,0.0632202325511544,0.126491871590539,0.12282015021264,0.0082917867012842
