group,CD45RA,CD7,CD49f,Podoplanin,TCR,CD95,CD1d,CD314,CD272,CD58,CX3CR1,CD11a,IgA,TCR-A-B,FCERIA,CD2,CD226,CD29,CD18,B7-H4,CD26,CD204,CD144,CD73,CD133,CD158f,CD336,CD150,Ig-light-chain-2,CD85j,Ig-light-chain-1,TCR-Vb13,CD101,CD88,NLRP2,Podocalyxin,CD224,DR3
progressive,-0.0443504961408444,-0.234818004861244,0.067362426856296,0.0894087970224369,0.18111328659451,0.0187608209282473,0.113419161439025,0.10000083725812,0.126298048145083,0.184528380564127,0.0731871983839446,0.0423729954517766,0.0812852883177946,-0.0492977073542869,0.0072685597629687,-0.0578893874549443,0.0988769626255292,0.136382501654431,0.0155131700960532,0.25432852082729,0.0749908740220614,0.155346323360648,0.231061963715669,0.107053453942771,0.133512744752959,0.190012067328278,0.203219255729383,0.111293942337647,0.0385968977129301,0.117034690792915,0.0494674958246587,0.153443457920964,0.0955822458601161,0.0832773084802875,0.246530057941682,0.136736863383357,0.157728042472903,0.133862419378882
progressive,-0.146359307687176,-0.0107508043706254,0.0471538017941488,-0.226216599332876,-0.162845859558577,-0.0201399797564049,-0.175520370380459,-0.403123184830326,-0.28185968351417,-0.256075052462392,-0.126797398263748,-0.206949595324194,-0.088274122253186,-0.172513947321271,-0.226958679695432,-0.0265332196239283,-0.220001552470325,-0.296846816308963,-0.0872687223404026,-0.161691929471088,-0.179040559427688,-0.244533300820979,-0.168553035192817,-0.0893624159712957,-0.0471201342160088,-0.197425548052608,-0.248118595743888,-0.183941306243566,-0.0943425833824775,-0.299371185490766,-0.295001801916669,-0.145575694166661,-0.149018697413815,-0.279603270982209,-0.248608218947608,-0.235111808562108,-0.127900469235828,-0.116766036833576
progressive,0.450932343362486,0.503300917678275,0.0025016715613419,0.034928814042508,0.057619965060494,-0.336210028202552,0.0342941267438073,0.140226671243583,0.107635307563428,0.0116952256202119,0.0715127090948714,0.0071252057687389,0.0947984243437414,0.206244249952634,0.0429587629709254,0.0462535898787617,0.0067002732937172,-0.0426606544648468,-0.0030494634606028,-0.0062656733936349,0.26613905223658,-0.0170282479999926,0.0348885193223128,0.0341858680062783,-0.0157546398854295,0.0216265211817223,0.03204485962904,-0.0056772896760139,0.0273641025494992,0.029559711252007,0.0984865021207342,0.0258911630127415,0.143663880064138,0.111231305169968,0.0378280510309368,0.0092565013024765,-0.0797119269033352,-0.0023657443197167
progressive,0.565655456995544,0.499702199709551,0.0519862277305675,0.303581621804441,0.289818353303241,-0.125894942265408,0.24306991694167,0.155117745042168,0.246200464520495,0.25354106148781,0.245500415594441,0.13879819807807,0.360235061748056,0.405541271365754,0.147600464996197,-0.0102971424904283,0.240565069634263,0.136504526301867,0.204459798780474,0.228559968807938,0.208680651262056,0.199200308123047,0.27148036907347,0.258467506939011,0.190320320001376,0.267416547436416,0.227965661474064,0.247812398820245,0.328732796039852,0.260826871614984,0.310526096626932,0.238915518896081,0.272194705121346,0.280422875312177,0.287163351392102,0.357030057774643,0.222938321814081,0.214921581201853
progressive,0.227415627196907,0.358433940620995,-0.169516719518142,0.197716134137593,0.175390010297333,0.12400067456543,0.135204336365001,-0.192316099359428,0.142008860054574,0.382117154684961,0.11052437358896,0.248103147396024,0.373660815061693,0.0269334225923154,0.350396225343445,-0.0618477795979993,-0.024758451615278,0.0989818145884107,0.00223790205171,0.245255076742233,0.0018569653346893,0.0744625753848304,0.124126132444853,0.0325996493610166,0.431456679183548,0.126966806885114,0.142230244521203,0.271727546285898,0.272601130987617,0.321550485243874,0.388434732029266,0.113731220873693,0.30277309825202,0.254377271977012,0.154261917377445,0.034627874076494,0.173185100374217,0.0831254008639108
stable,-0.398644060992574,-0.438259337371193,0.205730666612788,-0.0156836965925453,-0.148753952963015,0.298603326574277,-0.182268257620315,0.0118527290450381,-0.0580523916013455,-0.0548387726655378,-0.122742827549634,0.170023204762186,-0.097480845232978,-0.242611450067018,-0.0461874178266112,0.188551773824628,0.0319179286014141,0.202531217025038,0.102781506657413,-0.0665800744243455,-0.119679165696579,-0.077440244533002,-0.10205928624336,-0.119262287000613,-0.110310545361879,-0.132167297866078,-0.0236867876643248,-0.0909899233039902,-0.0879734087946539,-0.0642687583428742,-0.0876990695070107,-0.0626641245480132,-0.171422016073065,-0.118895630833284,-0.144689677380599,-0.149148475182279,-0.033978638429473,-0.132604729944885
stable,0.397756252714109,0.380003771907658,-0.315077187864794,0.0608427963348555,0.0240797633528139,-0.541015320206608,0.0036838630936263,0.0272725177648583,0.0864705181127926,-0.0997878731575239,0.0573607467338313,-0.381494135320023,0.0552396695102072,0.369557627432271,0.0030292063707211,-0.535415599337881,-0.160381033635883,-0.373511174741824,-0.311195639530163,0.0385470707818969,-0.203725256594434,0.0442569555191524,-0.0136665087513009,-0.0170485367824833,-0.0299412405908892,0.0179847021243743,0.0429604827450098,-0.209144329120608,0.0742923485422683,-0.0038720467531789,0.0109237419944374,-0.0669145179133518,-0.04558964966099,0.0195565320835108,0.103185581736532,-0.0033859281917957,-0.188220411096485,0.0734540868527016
stable,0.427640150128726,0.365091393205152,-0.358344579514407,0.0022336847978483,0.0411285418646874,-0.469111033223857,0.0287744203730955,-0.0057990794455353,0.024256404109365,-0.0764067086342444,-0.0035343312233073,-0.38982227052264,-0.0154652279831973,0.260898375019126,0.0525984322097591,-0.508449717221051,-0.230928314233323,-0.386648920854696,-0.404690352884816,0.0024232698712088,-0.282566943179049,0.0195530859040575,0.0409215428476776,-0.0347530493113237,0.106192111339869,0.0363883767601629,0.01028041977246,-0.14954465666959,0.0326273460563144,0.0162415134682736,0.0399274735579775,-0.0086256723583088,-0.148636080739499,0.0323547478735817,0.0404073651712178,0.003765133760017,-0.179954883545127,0.0277208725965099
stable,0.370284662184397,0.545283418308625,0.0231269300297895,0.089451934616352,0.132114728007052,-0.293752063248427,0.0867076573851668,0.121950354799758,0.0557392187815066,0.168688453409059,0.17208257341206,-0.151554945076811,0.154602412369766,0.293798119928544,0.152358304088619,-0.190859260629894,0.12963398778252,-0.0700414003158098,0.0076106790475491,0.132521424783808,0.0312072363205773,0.1075863328253,0.075731162503068,0.140322019203019,0.0185294480138128,0.131084264934445,0.106696221283017,0.0879831981306989,0.155661729706386,0.0977664852210539,0.185277776595631,0.0516440323844978,0.156572374986441,0.114274657962048,0.107980160910985,0.172169296764545,-0.0068366119293926,0.150583370213053
stable,-0.12382349686887,-0.111866250602976,0.296505706228698,0.184718274367237,0.198761561623991,0.254149384612912,0.119009287372856,0.156479768704625,0.038217163493545,0.154822502876077,0.0784386478723103,0.316821627006731,0.109118245338899,0.0044685549021658,0.133581211973017,0.281546449966671,0.257534096015082,0.4441981129932,0.174277072232775,0.205063302195401,0.123418495764281,0.17531733769747,0.219370475710188,0.135410096348759,0.0749749252481713,0.198732870110054,0.257546325736207,0.281485548168627,0.130649587335088,0.146845583087193,0.202946734573912,0.221838173524011,0.130551974568485,0.169668544371799,0.0937702606339967,0.167318350932611,0.249210873532304,0.253827292979545
