group,CD137L,CD47,CD3,CD33,CD45RA,CD7,CD194,CD16,CD195,CD95,CD141,CD66b,CD35,CD58,CX3CR1,CD11a,TCR-A-B,CD124,CD2,CD226,CD29,CD303,CD127,CD15,CD22,CD26,CD144,CD158f,CD337,CD307d,CLEC12A,CD101,Podocalyxin
progressive,-0.261062120226621,0.0005174285162016,0.118998262219353,-0.0604329249003889,-0.0620976588206014,-0.0177292868735043,0.0055703038853748,-0.0404943742567701,-0.0765573760634165,0.0563235652756022,-0.0882426623114468,0.0131500887916709,-0.0281778845429247,-0.168255031512936,-0.119489820239185,-0.131755088703972,-0.129344401506305,-0.17767189776128,-0.0694117849743855,-0.154208510910775,-0.220435989680203,-0.117112253681796,-0.203323058896016,-0.0587086944966114,-0.139675687629122,-0.182763749800871,-0.237410909996711,-0.245652682358238,-0.278824097442237,-0.180547858177027,-0.0747503200677744,-0.10931564596919,-0.265321783584465
progressive,-0.245831075212099,-0.0631674946101379,-0.0720968758552562,-0.222484011784431,-0.107234828212766,-0.0751381996345677,0.0730247766365742,-0.450707920200923,-0.0835018400271565,0.0558451401516374,-0.0171609480359439,-0.435735334726085,-0.347709142481037,-0.229112062864209,-0.250127806202766,0.118412611943408,-0.215915180569624,-0.113911750160706,0.257692909898019,0.0288688095607904,0.0467447592192133,0.106185640309868,0.0140023872998015,-0.402245900347824,-0.07760165640498,0.0127053636954554,-0.0777923500881176,-0.181503186985509,-0.186657720821694,-0.115668483891379,-0.43144519794387,-0.0618455188147949,-0.168877510350297
progressive,-0.24003872036437,-0.204066203864444,0.0048246558860537,-0.159075017193679,0.1403963323404,0.164265985286393,-0.203314203023237,-0.0869195171861432,-0.128973851271511,-0.312679433435426,-0.196950963375111,-0.0264465119018042,-0.195988694597222,-0.276885428975114,-0.190713008899377,-0.26034880974155,-0.0893702209048814,-0.171684648305947,-0.22311733365854,-0.317776124982651,-0.350865697562976,-0.075901766074104,0.0325259383529199,-0.0652904782327753,0.0612532298302758,0.0648456932706466,-0.176945775970514,-0.244679624761522,-0.229116355376097,-0.273338609810606,-0.171807632409898,-0.120501443830618,-0.233405000171772
progressive,0.253355726703874,0.339792120064746,0.262261449472235,0.258995666025695,0.36151704553814,0.291453345141168,0.299245388158501,0.395398328018471,0.402370090023239,0.185378369243124,0.141226813855811,0.498269288691659,0.415940504232966,0.295378437983493,0.263715446286353,0.307486697761968,0.224959877175563,0.254320013977086,0.266188850142258,0.291940144260037,0.180965014116674,0.206919685937503,0.146512686311716,0.330355892011004,0.297919418548739,0.278902632368305,0.181277633568599,0.25876864226266,0.181948608196272,0.303842909462047,0.429765771368411,0.314142420974745,0.281188252023158
progressive,-0.219982493705541,-0.404488897414479,0.203270041228935,-0.410233260114445,-0.25182445991071,-0.0791637040328532,-0.022885831112906,-0.441298089763513,-0.431760486650868,-0.241340155869081,-0.492168127101712,-0.374324901089412,-0.42288018080783,-0.439731134213253,-0.177370305519231,-0.386774424210111,-0.225754451867532,-0.109365343519238,-0.018920333778726,-0.147377615974236,-0.351619937359579,-0.12224502414804,-0.111290337406789,-0.212251137754987,-0.444014325662862,-0.0804684978365365,-0.131190725105219,-0.057425590845312,-0.184472353136249,-0.209765495315849,-0.48476682886073,-0.547144520012436,-0.0936189309853784
stable,0.168031609740324,0.107831853114636,0.429185889142379,0.0004322718317433,0.443438995300685,0.644051888071163,-0.0332725088332979,0.12158313290753,0.0968216704084537,-0.134116490239307,0.0616532919239438,0.141254256364407,0.12471085632648,0.0938870473859434,0.146587177451583,-0.276179323437972,0.455112343871162,-0.0147681847056714,-0.249325650963704,-0.122059751633979,-0.273238643636794,0.123091315372029,0.129123469292586,0.135877563738005,0.0288222504509619,0.0269719573941951,0.0885114719822473,0.162933394821958,0.14276250867898,0.140268038272834,0.0586394256465618,0.200475283094959,0.151032397623607
stable,0.0178362135614038,-0.253878401130867,0.117590241472844,0.0351355624108219,0.315356011720657,0.265661053404497,-0.152899714837549,-0.0250992943697416,0.0737329631714095,-0.280037888931043,-0.0136925066971835,-0.0329693241719852,0.0360997284931639,-0.0942790273323526,0.0576697391067648,-0.315730178502473,0.259370962564388,-0.0686025943576275,-0.500006780294745,-0.191433918530421,-0.414748647381851,-0.0211604846612647,-0.388170979026852,0.0325159740967817,-0.0182580933478707,-0.434991344612582,-0.0009233093776004,-0.0071372322917048,0.0253973968507907,-0.0432444814094923,0.0027386662375036,-0.0030464778575825,-0.0597322283095164
stable,-0.0019160882339835,-0.259483669279144,0.0236344733486169,-0.0118307122796079,0.427447110884492,0.169351890987726,-0.128636686692074,-0.0195178379081674,-0.0608914251948225,-0.397448521958344,-0.0496194026371624,-0.0548801184372273,-0.0241116344430841,-0.128123609420369,-0.0502268920020681,-0.409272983321944,0.173446325041347,0.0241390818127231,-0.592403826606423,-0.29458787183054,-0.419122353736524,-0.0807874397874551,-0.454217751333773,0.0008957386642225,0.0280823204556458,-0.457462012409987,-0.0100186384272177,-0.0375955415351495,0.0108986793033638,-0.027167873734817,-0.0481082530140525,-0.189206585893308,-0.0378405577378942
stable,-0.231984667931442,-0.178872530602612,-0.392287638176311,-0.0834206882895955,-0.37900580613566,-0.597625717896026,0.139888210366854,-0.247681045598842,-0.154936793086689,0.176546658167229,-0.148213828567009,-0.109890371751401,-0.202366044497814,-0.254166906451955,-0.301997954922152,-0.0466402445850648,-0.396443437691571,-0.235648479141097,0.0019021397145486,-0.227009084739134,-0.0550335445193382,-0.320956863148678,-0.189550068513302,-0.110180782097373,-0.0728024219018345,-0.277205658121256,-0.265952976755223,-0.326442374039549,-0.282794703471862,-0.368767049312912,-0.183801305735559,-0.242114050499992,-0.321331850665807
stable,-0.402200151312926,-0.214414477832515,-0.0722543653472138,-0.112755356018583,-0.0773735172485287,-0.178574842343635,-0.238839872009389,-0.213030529099701,-0.109999251066403,-0.0845620715885687,-0.231619327326955,-0.233138367626075,-0.234068045195566,-0.380368992884304,-0.401286276614268,-0.20045694094031,-0.266317404319292,-0.404337859112359,-0.0817479353730447,-0.473898813330206,-0.262875222448787,-0.441977510451844,-0.257963547058663,-0.236771656472264,-0.060412794048816,-0.2765454969113,-0.408216370733208,-0.431945943232244,-0.408331299737961,-0.402135725222923,-0.290582619429643,-0.278838530337233,-0.424629209835695
