group,CD137L,CD47,CD3,CD45RA,CD7,CD49f,CD16,CD31,CD62L,CD27,CD95,CD66b,CD278,CD58,CD11a,CD62P,TCR-A-B,CD41,CD309,CD2,CD226,CD29,CD49b,CD81,CD18,CD26,TCR-Vr9,CLEC12A,CD94,CD328,Podocalyxin
progressive,-0.200792964008597,-0.459987543119796,-0.510988708652987,-0.419584512112156,-0.520865918361616,-0.35032958282193,-0.0071981188467389,-0.409149838729541,-0.329546193283913,-0.450514757093493,-0.0786405737130774,-0.0270987402613824,-0.156537141535218,-0.316385249165193,-0.289191307601738,-0.430304157916947,-0.466118716583005,-0.466425944889833,-0.446902215656723,-0.229086313372837,-0.465118814221891,-0.410528205205015,-0.453276457292936,-0.422758654526991,-0.213720141403366,-0.509735587275411,-0.417794933879654,-0.200138670799584,-0.403312818129752,-0.191936580883035,-0.271550039029548
progressive,-0.244759077620017,0.101925149078123,-0.172919089245567,-0.103696747833629,0.0877414773961993,0.390418339879864,-0.363986413563244,-0.212837745572047,-0.178746194484623,-0.0684531779225933,0.0864534432186459,-0.411086174758471,-0.116350783062338,-0.202512882918929,0.121371755304029,-0.142467149446416,-0.128351082565951,-0.0587137650812662,-0.0663452854550386,0.32218741582338,0.0333685681590656,0.0867300033819469,-0.194196486012905,0.156978975322868,-0.139578747935907,0.0649630513898045,-0.155443191136274,-0.34098429788414,-0.234088833644208,-0.0763164014912169,-0.110943036272132
progressive,0.037937699809592,0.0712766406622012,-0.0625622036879987,-0.245987310605249,-0.173101881509616,0.109824058101814,-0.0104402666287784,0.228030244578324,0.292280195827387,0.106771280776248,0.474578424589089,-0.0133103830255841,0.450138913903348,0.16612603827214,0.198038769396762,0.236754860370033,-0.0370652240512677,0.18527496569466,-0.0206527083923067,0.230941364861729,0.176700577137332,0.235298915741122,0.0316667217739427,-0.0571202963398873,0.164520558133068,-0.152966694380195,0.0347114769465424,0.0542935256297185,0.0791263941812765,-0.0089387798709227,0.0990491275361552
progressive,0.429857471548302,0.272836902697938,0.262274457558611,0.448791974230954,0.385888606954076,0.100537452012871,0.212645025765839,0.314031331694207,0.205671255335009,0.293974626902948,-0.151616327822462,0.240092771426044,0.0401063636886719,0.259171121648591,0.237629575112106,0.343743958205124,0.324413398341119,0.333705876321104,0.208434801473627,0.0277375722062703,0.385856447824069,0.220742801722594,0.365885035010741,0.208233333534202,0.146023362174364,0.21615341633836,0.273431234804571,0.21181271600325,0.355224335354382,0.278928215426953,0.418772688045263
progressive,0.140180070510899,0.234500039621534,-0.291497081525875,0.0324117286855416,0.0077368749054782,-0.183468204809875,0.476629162289448,0.39130908467501,0.212403233456644,0.0984634376670509,0.331586514579149,0.498625986969665,0.199849534144886,0.442015932972681,0.328110552212693,0.146362874650965,0.0350383877242621,0.30303937070183,-0.0991119195695401,-0.0670586256223041,0.264131311746033,0.293983394450866,0.296323508813736,0.224599934416834,0.354809198016577,-0.089753324509983,0.278893242629936,0.466060007711236,0.165708653912625,0.456601219966621,0.0233738150016334
stable,-0.220451742359719,-0.110536154962,-0.361534050095481,-0.417826167734334,-0.619156626549844,0.127202832800691,-0.163556251069464,-0.117421135351866,-0.278154970556045,-0.189970233454027,0.132834267833084,-0.136242168215751,0.0728989417228221,-0.167420906353928,0.17629594772322,-0.163279933434564,-0.461386242787209,-0.112521866432523,-0.229964487285733,0.157709883393301,-0.0005158524000228,0.138034298458473,-0.174554925165502,-0.284824363295982,0.0317446950913796,-0.11218272018137,-0.225401495981619,-0.0802158132107869,-0.160374628895246,-0.133472930289763,-0.259155770256519
stable,-0.0958011203896424,-0.0252314443490927,-0.327135955007239,-0.428456521868234,-0.467854683822125,0.137876940360597,-0.128744630347411,-0.174401847763088,-0.408986185418967,-0.09164156463255,0.459076203081112,-0.162149226574975,0.0653046406038884,-0.0042823119533604,0.291353099093347,-0.0529319715598981,-0.367213783193684,-0.159942279284997,-0.038605860015482,0.337506967113089,0.0052495957343303,0.204800982863288,-0.0760713802499334,-0.0243731497237732,0.230198728783189,0.0826532464662096,-0.0713249551138411,-0.0640488671522072,-0.0280390632100078,-0.133196326632489,-0.123600730077104
stable,-0.042650375974056,0.0409162935478353,-0.244126723378471,-0.527430588426846,-0.527879854477221,0.361666583355279,-0.0261876149760288,-0.0433915495014085,-0.304629833200923,-0.227626569278323,0.519006462357788,0.0032123246525852,0.186571210935625,0.101389744274344,0.444810904870646,-0.107800829220035,-0.286695555653515,-0.0336846379558462,-0.088246174455087,0.466283867218983,0.245233484466955,0.415953165454713,-0.0195835394574438,0.0205174437828835,0.404258538579835,0.264556216987189,-0.0397842453380546,0.0710383529576467,0.066253385373082,-0.0281509222962306,-0.0148826727370166
stable,-0.0263770437562132,0.0192300109828538,-0.271686725453309,-0.352676055891119,-0.630288020780305,0.0472553066639706,-0.073778214845999,-0.124813814330764,-0.1739179373304,-0.230901087965549,0.454869299238354,0.0578300051310695,0.257299347049439,-0.0228836358753845,0.20750427299925,-0.0237166954388347,-0.214745621931783,-0.0974177438521219,0.0991478707896854,0.233825662462032,0.0359104637484838,0.229455092075525,-0.0263989751411784,-0.0567464022738311,0.148704966018054,-0.0702069076911645,-0.0830427016401433,-0.0263938298821121,-0.025318033829541,0.0238105935459628,-0.0485477484882161
stable,0.249552326829964,0.190603206076716,-0.0987677079555641,-0.0342388550492912,-0.0758800901555992,0.418066081243648,0.257080861724921,0.165954139345985,-0.16782332404753,0.0166086227142014,0.104224917927359,0.320492456159949,0.0030076935526353,0.360182474129076,0.171924929147018,0.157526585091946,0.095071019436487,0.228001355209197,0.106700429176352,0.113532800538811,0.354205627132236,0.334962912445043,0.216903708089623,0.0626592635367399,0.106419791265686,0.362553782457187,0.228242373473922,0.249861579182489,0.122669465970373,0.0870303325772043,0.29152030598073
stable,-0.201955976588319,-0.226221167438711,-0.159962430735992,-0.12909789102939,-0.364577604534457,-0.31972867775212,-0.124894160499736,-0.0424188799983076,-0.219499576442509,-0.358573393180529,0.0706477672291475,-0.0254678893182383,-0.326961988830178,-0.188866617182942,-0.248647512227269,-0.157096833570012,-0.255468032107644,-0.0959081243509392,-0.282602611478434,-0.293236582465324,-0.279493501804153,-0.326752858156131,-0.212357751620033,-0.149851563383537,0.0309589734047589,-0.385736384746079,-0.132336097800687,-0.226337354522522,-0.221031152448986,-0.19930861310432,-0.278513245142456
