group,CD252,CD137L,CD4,CD16,CD279,CD294,CD326,CD146,TCR,CD62L,CD223,CD27,CD95,CD1d,CD314,CD66b,CD278,CD58,CD96,CD178,CX3CR1,TCR-A-B,CD122,CD267,CD83,CD2,CD226,TSLPR,CD127,CD15,B7-H4,CD26,CD204,CD144,CD1a,CD158f,CD337,CD336,CLEC12A,CD150,Mac-2,CD85j,TCR-Vb13,CD82,CD88,Podocalyxin,CD258,DR3
progressive,-0.0792038083420078,-0.072385521492519,0.125063313787936,-0.0734132002141632,-0.0894253832367948,-0.0061723828497506,0.0693593166027873,-0.0255328641232194,-0.134328535847906,-0.126895800853285,-0.124725468087016,0.101177755215863,-0.182340514053825,-0.049546841194094,-0.0745098644743306,-0.0749934497467291,0.0515564580933068,-0.152689288203563,-0.187810634403854,-0.0066624712278913,-0.232654137041519,-0.0539674151898679,-0.0691471845441581,-0.148983985828736,-0.356202662909521,0.0730893145169778,-0.201311913874175,-0.369301342763321,0.140623136759246,-0.113754573683482,-0.144523352173641,-0.224248333447498,-0.18876132972467,-0.151346181447477,-0.10725288304981,-0.156551738426303,-0.141121255740515,-0.140298230639593,-0.159834024795073,-0.0552858534644206,-0.133701025577327,-0.150054502969736,0.0447072800702585,-0.155221296093119,-0.0930747320096283,-0.16729597195147,-0.207153370442638,-0.104251002709801
progressive,-0.023012747849593,-0.106803266948077,-0.381810458372347,-0.203876601065012,0.0322745364003784,0.0865388518750695,0.0665254934421048,0.0740690853120071,-0.184428264848555,-0.0041429970506255,-0.0030541649127429,-0.0936701009326419,-0.247138735707265,-0.0367913742368418,-0.0059801258930546,-0.28382601612958,-0.0376841639382824,-0.0545127689591114,0.0030278900466687,-0.0775997594133287,-0.162499772403014,-0.109427921379343,0.0180164621041342,0.109925936460802,-0.0140469769653261,-0.318448603885678,-0.0401900263077211,0.0970994180636035,-0.0766727736132625,-0.187519928104904,-0.0254042393868819,-0.0775330324746527,-0.0755007808080352,-0.0129683350165814,0.0789180781790068,0.109582791056827,0.12456669902655,-0.023631462439592,-0.0955404284250296,-0.0308520390009191,-0.0431208146632795,0.0083501778204216,-0.0967276069468435,-0.0418809042977522,-0.0539292489308319,-0.0003784649392861,-0.158655163997906,-0.218694841109219
progressive,-0.0385252741385835,-0.0601683479556823,-0.289275884520353,0.0400300480979656,-0.216381626437464,-0.135559962729248,-0.221798228157098,-0.0954676723667277,-0.119793864577512,-0.0635887423470019,-0.071935446838467,-0.0463056937388934,-0.410249957888694,-0.0950784267578456,-0.0524707587188092,0.0776044546340688,-0.408298034350557,-0.105065460226905,-0.105892920881844,-0.0979459566827467,-0.0883151347632412,-0.0175480999757702,-0.165537263762992,-0.0961204057990215,-0.0993254063596849,-0.195898076224928,-0.198233797404899,-0.0801008543000345,0.0069328442842717,-0.0010362430938238,-0.118863904130212,0.078819754792654,-0.155380343500286,-0.0997726893063902,-0.203648302636932,-0.0805429754018851,-0.153645942686929,-0.111334746316909,0.0592370559904237,-0.108909621873808,-0.0443095183220392,-0.0759458754051639,-0.128642686544311,-0.212602086889052,-0.0603625867633668,-0.16446133108702,-0.0377125621353201,-0.111856811504033
progressive,-0.0904368414945246,-0.0232022446431896,0.0259058018839141,-0.0856936843194184,0.0286479496888096,-0.0726340261699716,-0.0244432402434081,-0.0736965442123379,-0.0996510407511182,0.0089638580712637,0.0356350177607781,-0.1807826931269,0.006732041163963,-0.0297936147895362,-0.0853390839749995,-0.199244379600976,0.0148514156092317,-0.106893203364103,-0.0709657489041767,-0.0481991373202203,-0.0667687765749616,0.0294747353105837,-0.021999396607932,-0.0288363034126607,-0.123111600178142,-0.0111917456665623,-0.145666987116845,-0.01833748409776,-0.201228746105935,-0.135569878143558,-0.0075831694787957,-0.0522806224704978,-0.0298724269464484,0.0379428633213755,-0.145126292773715,-0.0486899363091006,-0.012028885451438,-0.0466742925103698,-0.166297470804566,-0.132952096177717,-0.0637448981755571,-0.0614298510740935,-0.0343681692719481,-0.13620627143128,-0.0363137731143524,-0.0386059937439282,-0.0482804315818557,-0.110750702842175
progressive,-0.0897561127029135,-0.0596352991935156,0.302364372997035,-0.0191814929650433,0.0874404959815616,-0.180535458389435,-0.324182190787445,0.0760355830515324,-0.181195172609991,-0.0319412703325673,-0.334323852387071,-0.0863051245066281,-0.0634734857925318,-0.0310101688910553,-0.376629448160336,-0.0338722004288306,-0.117334243224883,0.0163640992229339,-0.130976647922351,0.0434091105839664,-0.0245266497008481,0.352441291468423,0.12108701940113,0.0455824992574563,-0.316420623178772,0.592299498095985,-0.0706325901443342,0.0828872359245808,0.311728138877787,-0.100338026917712,0.0544666250450592,0.140138983924553,0.0613913579087911,-0.135838483434407,-0.0977105392266326,-0.119672706002717,-0.0447356329599527,-0.099300993888279,0.108338510564454,-0.0680093106500834,-0.0588037536272052,0.0203520795777673,-0.0063115258591494,-0.0843871330033981,0.074664268468125,0.0706161289202788,-0.0739875080079599,-0.0295901613523026
stable,-0.290996809068602,-0.237082682681802,-0.0542357931047705,-0.431684192350737,-0.257960931956757,-0.269178348799389,-0.234749577203316,-0.200804788526505,-0.287912559267967,-0.190086527037922,-0.135340834913266,-0.296784844567036,-0.08574520546352,-0.268778201961867,-0.213851835461693,-0.422638463888827,-0.266158903198336,-0.288823509192677,-0.13687031372268,-0.15583167909677,-0.257165446086957,-0.283215911192495,-0.175351527771918,-0.156106346771149,-0.161163005341661,0.104812542835507,-0.133321626668764,-0.158645424476955,-0.124066306361658,-0.36796442009854,-0.255631034015195,0.0124674878880882,-0.212036456464689,-0.135345385930229,-0.238414107367999,-0.259932970470303,-0.201484496163083,-0.24971742933419,-0.402655887369105,-0.208187771263032,-0.234758372271445,-0.232180059202439,-0.221243228719213,-0.208358600379097,-0.301503120238974,-0.258566624355924,-0.313062136249503,-0.296541275787246
stable,0.0313280084502469,0.0426838279107538,-0.0882387529585557,0.103467670668201,0.0086190838319131,0.0188064398455862,0.0119731694755063,0.0182757776056226,-0.0291729110293247,-0.200428366210484,-0.0534931403402596,-0.170266458044255,0.100318686244917,-0.0236945604196049,0.0305600661365195,0.0733614756560339,-0.0821219910518893,0.0276684766172297,0.0952755981348096,-0.0040583512324081,-0.0237063563912053,-0.21990253763651,0.0497141823557875,-0.130678673880316,-0.0054648443808594,0.399423127063325,0.148940949645046,-0.0508699907989882,0.29098606630176,-0.063913976956823,0.0045611430467889,0.459967883388276,0.0184648442838428,0.0161283580081717,0.0500883818812516,0.0036288867245975,-0.0357233218802365,0.0135536116864657,-0.0032624820905262,0.160472243294746,0.0141013478470388,-0.078187033737106,0.0342961401273102,0.0586617342611459,-0.0686879536890821,0.0316496790659695,0.0118306953610016,-0.053916417693612
stable,0.0532343960817464,-0.029109002361722,-0.0212333826459535,0.0029006825330071,-0.0189893531457565,-0.0024604631451596,-0.105042718768158,-0.0418812232890578,0.0137019573131272,-0.391658603736544,-0.0336349268816243,-0.0426473509504801,0.0096125132297042,-0.0525624436576368,0.0506815397713142,0.0317926427049129,-0.225078262420869,0.0229610733825409,0.107295081347351,-0.056375251023558,-0.008891717332131,-0.0818692447556234,-0.0364684894222291,0.0253223111180045,-0.1244770364687,0.298738906620349,0.165121424108127,-0.0872785828287698,0.380684149358494,-0.0208386647035354,0.034802625671502,0.415424059367693,0.0667264628798502,-0.0590740806098422,-0.0414612005270287,-0.0323957051153807,-0.0563609403432658,-0.0060231039694656,-0.0216452517813281,0.0445997094818779,0.0058367009223873,-0.0558638147209751,0.0087385229257714,0.0676351715742904,-0.0754094987662026,0.0192180808314239,0.027449663828472,-0.0351254658866537
stable,-0.307268904083508,-0.217979933240339,-0.193970777347969,-0.147342603765233,-0.240695448692112,-0.312388829874404,-0.228206500560786,-0.101693705281111,-0.343414819330657,-0.525759164303219,-0.166762031318996,-0.452170980322809,-0.235865335227157,-0.276875354309794,-0.174646296646624,-0.139054631245306,-0.343897181004622,-0.329319074245638,-0.322525377791391,-0.263239420662074,-0.312061654867596,-0.367439819340582,-0.287012645009777,-0.203266001739184,-0.164588393796222,0.114408541299104,-0.272959093691908,-0.0483681170474333,-0.0292098853994084,-0.196844827258979,-0.343248393726032,0.0547940401440738,-0.321803004586471,-0.261887611208458,-0.254994951464359,-0.320393347090331,-0.277434637592249,-0.261537742369737,-0.169030054957516,-0.220146355658856,-0.333210060615493,-0.306707184223119,-0.273384632731255,-0.207648887039051,-0.326118691399357,-0.304609975156296,-0.191342140841776,-0.278369133900543
stable,-0.36272187844266,-0.372587811100046,-0.29301734520442,-0.257453085128344,-0.425132078323844,-0.437010776347335,-0.422591300320819,-0.408721711178348,-0.360041147536929,-0.110259795635268,-0.363356959957951,-0.204768725549912,-0.174388230558279,-0.367772965550453,-0.285122210858977,-0.204129133884816,-0.48586467570999,-0.392724275482898,-0.395357209802989,-0.357786799300003,-0.36274980902639,-0.322864382147878,-0.497689571507393,-0.356435555817271,-0.234758934798095,-0.139160193703097,-0.364222581290925,-0.13438952165886,-0.124641274651814,-0.267883636521167,-0.400159851263281,-0.220473130682776,-0.428195476339303,-0.414537859741482,-0.448561076846117,-0.373162586919398,-0.445847860029171,-0.389568487429286,-0.172008627408782,-0.363676870197985,-0.409067740171124,-0.351299793667631,-0.394951696835347,-0.36390563071241,-0.375480736142851,-0.433753386299341,-0.414859183666995,-0.364372495447313
