group,CD252,CD137L,CD10,CD49f,CD194,CD4,CD16,CD294,Podoplanin,IgM,TCR,CD32,CD107a,CD95,CD66b,CD35,CD58,CD178,CX3CR1,CD11a,IgA,CD66,integrin,CD357,CD124,CD226,CD29,CD28,CD15,B7-H4,CD26,CD193,TCR-Vr9,TCR-Va24-Jz18,CD158f,CD336,CD307d,CD307e,CLEC12A,CD150,Ig-light-chain-2,Mac-2,CD85j,Ig-light-chain-1,GARP,CD82,CD88,NLRP2,Podocalyxin,CD224
progressive,0.033793476752163,0.0309622810813266,-0.0832889988127652,-0.149835011696904,0.208237296807279,-0.286962513421497,0.16371081800075,0.0332557721763643,0.0281528115803545,0.0657099788787226,0.0773310819517865,-0.118619950856603,0.138663182649355,0.0240811273451966,0.206667386037009,-0.012418747173999,0.0932535719121215,-0.113511476169354,0.139056626467164,-0.0211604166864227,0.21113292015842,0.198055668396135,0.110870560273919,0.102935015650163,-0.0747835450648773,-0.0678897135543893,-0.0680465382589253,0.0183254933369147,0.208141034719116,0.0674841624714496,-0.0449217778809214,-0.0167863150755109,-0.153418303463715,0.0113476191414273,-0.0600383758140396,-0.0203979022071312,-0.0529580416264535,-0.06722273786376,-0.0240043191891035,-0.0069230065173031,0.191628796063319,0.0581745028696191,-0.0208679513061856,0.169853667631531,-0.0744390574651806,0.160366219084939,-0.012754538920003,0.174748395959859,-0.0274299520351253,0.164337767369211
progressive,0.418584258226238,0.417526908727419,0.453139705245775,0.0861043911806047,0.242742287296917,0.140650174157626,0.499358858392745,0.442390250818474,0.452752879334311,0.457721647414218,0.411086034301315,0.49309678225741,0.449071839369012,0.0773641985338554,0.454622467649163,0.494809392620916,0.534999698286116,0.260103660106813,0.464095665939145,0.29464864306029,0.343231575147978,0.431049026345899,0.401169583301366,0.418267693133363,0.461955287922382,0.332392917068285,0.24582347467439,0.220907569564013,0.433628452611097,0.451327884563244,0.318275688236652,0.4034853357875,0.44167280292837,0.477137629461194,0.426206124998493,0.426092495998073,0.423093552795491,0.432487118748486,0.4523603839344,0.286396018086055,0.466770199296936,0.403529205596377,0.426316773599052,0.41008472894027,0.431137542582342,0.341399774157932,0.565828917648876,0.433148699887851,0.384197656273458,0.48257864732722
progressive,0.129090916983571,0.148289294398055,0.129975805568869,0.286402130552,0.481438076235219,0.221358896731443,0.111808744689194,0.180765757663931,0.176906391934952,0.021870474765272,0.155279018746118,0.0571011251578767,0.158558223906451,0.467174062225799,0.0294699622277735,0.074654265986868,0.234677945378406,0.159274054603805,0.136667564728132,0.164493645669102,0.145002567100907,0.0725246500331931,-0.0147255901764789,0.146292575990601,0.100960504717085,0.30775434024088,0.269202981562203,0.281583872880468,0.0215154944767435,0.284024012029351,0.0263368967125169,0.0629798761898129,0.0871095802414168,0.169578886319517,0.203590809080158,0.161352625921178,0.165754861555185,0.270768857144759,0.0526299748515993,0.257403114408734,0.171405075529987,0.149979530250057,0.195118555100115,0.130348865383941,0.0846534505908794,0.273921637935243,0.144495540803487,0.151628644603822,0.201097072466335,0.27390788349902
progressive,0.0741878522065427,0.0729497423744234,0.117282444005678,0.106633960654188,0.238570557753527,0.0625951773167228,0.253602867293277,0.122862004479722,0.124848539496228,-0.0086230942766147,0.120052169083055,0.232769969455985,0.260893242557275,0.278645620657724,0.332500355386955,0.294881628287422,0.245805547181148,0.119784135526473,0.197966585835372,0.199503505779868,0.192184473635471,0.225515371183607,0.210662180860752,0.107688413391551,0.0427380402480936,0.138374545210608,0.150657612926509,0.194204757800264,0.265575478662649,0.12570080232585,0.0533052543621268,0.166845237075805,0.0316865625110651,0.124676436430242,0.124803518832074,0.0871812126490322,0.24611181889925,0.0359774182349939,0.368801321786289,0.150688575164104,0.257405233016277,0.126635244590542,0.126904024857118,0.197459945074105,0.139532806304413,0.301010043202076,0.127141793040492,0.0861909482760094,0.0342734910034369,0.156506989761389
progressive,0.180316935381784,0.0942163492445272,0.248391383143656,-0.238656823618767,-0.188745233519077,-0.13231534243876,0.499832581198774,0.0348140002403869,0.229444542800322,0.0597371627604148,0.131357236585361,0.292341675061836,0.279697660787542,-0.0105682393095537,0.426740276935486,0.314077602419764,0.364394526469935,0.122216208339408,0.0847621244069612,0.307445571014864,0.290700577893921,0.0158364368042672,0.170367303467837,0.226875609660561,-0.0138342485819207,-0.0757571574362745,0.0394322814975028,0.0645757063111087,0.42710202697854,0.11067220733215,-0.115069951906247,0.201570383180071,0.229046371739867,0.0128358083851152,0.279462966858617,0.0723540616728072,0.250962794307296,0.119344982993991,0.339324391579233,0.149831076924,0.235624664171135,0.251542439718077,0.311838398636854,0.480960479741595,0.0511476413630003,0.204754713924728,0.387340191755236,0.26232576556036,0.108954132362111,0.241012324619314
stable,0.254533414421618,0.316680975001044,0.182957165121179,0.39386376114511,0.184899615271508,0.258080167861401,0.227222264013568,0.358242011724033,0.32031617722061,0.229294361565494,0.3121029437698,0.373489090533603,0.309471953904612,0.168501747863661,0.162037588725206,0.145751282939597,0.365631984389332,0.369372240053342,0.375970820039859,0.391007788700335,0.301248034195974,0.113018185667316,0.145890843371254,0.295301813508841,0.352767216894588,0.374073952273716,0.385222634405426,0.217729872247553,0.155229212999496,0.334477898444613,0.370167110586578,0.188805355015826,0.340594413774021,0.336081625541559,0.426911217214651,0.23694631788918,0.371251179769397,0.154497136656966,0.171807845567711,0.356517401312203,0.272372781440412,0.332717715772755,0.345251915378495,0.277948159921224,0.227852149364467,0.307259201457087,0.344365009685664,0.324040440789095,0.408300884337355,0.410562045741222
stable,0.343995109148087,0.206583828058091,0.226496366520492,0.419531233347282,0.541073368369839,0.339474505061118,0.2701141822721,0.332852368847017,0.311570153798378,0.0629996234072316,0.306021828295344,0.24211838101769,0.297725605912869,0.467165168279961,0.267178941698129,0.217560469223011,0.402517599953844,0.196459604495268,0.292786963650606,0.270077085818354,0.317530225826184,0.187207585416847,-0.0246532467941102,0.280603674278676,0.285485222495524,0.322070263382427,0.44243235400199,0.482555401109607,0.21687117943678,0.257422541810722,0.305938985329847,0.140196715546001,0.239521706759036,0.284762807547155,0.288967588735562,0.252166143962209,0.318456102999554,0.177188040574544,0.210147905397911,0.297686952738807,0.222325925239102,0.261367422116456,0.2886871089605,0.236820779829989,0.170597069992197,0.369782864601355,0.361489614564701,0.189741840231267,0.307927191890067,0.436687193405854
stable,0.31042853752864,0.305084349390253,0.293362986595682,0.484218546988659,0.291418028531236,0.429929366484617,0.296386904245776,0.355515783291382,0.348604365591133,0.158470529538083,0.420128933376061,0.33549895276446,0.289831449918675,0.324265405066337,0.231412874698684,0.181224307622938,0.412610927346004,0.332513255034706,0.346805834721021,0.403582154339289,0.407047130321356,0.230769331155978,0.0966192460185974,0.280190418395211,0.291708831434459,0.491542646458261,0.512677728307429,0.334484618633726,0.34806678660882,0.326358732526087,0.422871905314617,0.283899620121815,0.250503287723838,0.301401304896086,0.422059422645524,0.296875934155624,0.334800594591006,0.172902779458874,0.202073568315274,0.408169852189385,0.337152096130058,0.307116291659368,0.377996315123563,0.354195740857482,0.251758388640477,0.486303708481589,0.276759353196739,0.322794656881483,0.388357122436367,0.419999598661783
stable,0.270312664064992,0.289492569132766,0.262955347410862,0.274028799476077,0.367276882628599,0.243788220472139,0.24430575165666,0.360649537171512,0.422036003923444,0.0985915431874439,0.435446948041792,0.380232966154226,0.209034801698562,0.25763120771553,0.207028968305499,0.164762789549362,0.354228036665239,0.418585566192804,0.393485493951605,0.335442188983301,0.28767907073848,0.22088737019645,0.142430481790294,0.328270076787056,0.353377381180908,0.328347508688171,0.349560055097442,0.176062258462553,0.236537211571226,0.378782537948026,0.348050762864006,0.236524675244556,0.264284912676479,0.329768374882245,0.421546942388189,0.3148145427948,0.335780216011233,0.316260321189211,0.198212836286624,0.352197823775307,0.263147138307191,0.354141491081008,0.382371703021918,0.251836045574007,0.269266145418634,0.355178145427364,0.358428945538565,0.382408027098688,0.409619190242509,0.379600688177441
stable,0.325368667038656,0.388941824294255,0.250509317885223,0.224034873389583,0.190791883097596,0.093762157092111,0.174329402745014,0.251143395097752,0.302477298756014,0.0045966887298593,0.31165937088508,0.225747683275213,0.253378949150919,0.0772326200481821,0.223093292301548,0.166793602614077,0.32125052746881,0.294704184295598,0.333696281100191,0.159712259842357,0.23450753504871,0.165304643289093,0.170624271417632,0.273127573369872,0.327546651714462,0.315475365137101,0.173489414632275,0.121197058442831,0.189542525250535,0.242817793030193,0.319937329239331,0.229731143808653,0.270961735788124,0.207206772707136,0.37620225910451,0.307259312721204,0.36343139971513,0.177342989991465,0.270807260296723,0.260647452283239,0.278919629145738,0.268924633234555,0.266218216787823,0.243755948293066,0.169161868034093,0.194040563903285,0.25714382755792,0.300963746787037,0.359013193683143,0.269578168171086
