group,CD275,CD52,CD3,CD33,CD34,HLA,CD45RA,CD7,CD49f,CD194,CD4,CD279,CD294,CD324,CD69,CD27,CD95,CD66b,CX3CR1,CD24,CD11a,CD62P,TCR-A-B,CD254,CD357,CD2,CD226,CD29,CD49b,CD81,CD38,CD127,CD71,TCR-Vr9,CD305,CD337,CD94,CD150,CD82,Podocalyxin
progressive,0.235395270950827,0.4872828517628,0.620692687580161,0.35111687530084,0.424324984276666,0.53554094171918,0.473154313541186,0.467934682515362,0.360933924626091,-0.0088691598609571,0.454672569294597,0.413351461241943,0.436320610558411,0.416308897098303,0.424680668090619,0.516938204735089,0.214015737610359,0.0996790383766567,0.3033757026122,-0.0619887425213142,0.387372985502721,0.475917782003091,0.586853592191973,0.321999235422343,0.407521349173707,0.356951796369909,0.504492411755078,0.494504196882741,0.406072555083955,0.564077939102662,0.50172010669334,0.0107826970934728,0.287751735536206,0.415578256913013,0.447711044108891,0.400309273282436,0.412354048827809,0.424454265286101,0.343747446536368,0.400019474687224
progressive,0.403986885229214,0.258437854312739,0.22821669305688,0.448373774847987,0.203273647576483,0.201693721206865,0.0999285234575834,0.0296630604480609,-0.172719282704177,0.0794100062954773,0.163313153976614,0.189555252514792,0.233966064184084,0.166598979349394,0.100324953807324,0.275548724133223,0.149157764369131,0.401034149970346,0.325207798877988,0.422124378546389,0.14285923788501,0.16764938460306,0.274231452440895,0.430342048812084,0.0829844707995367,-0.138309587836928,0.208651021335132,0.145762124027039,0.0667305011679755,0.0149672571010647,0.28016674852047,0.0475334772281746,0.45341962510315,0.188840674729418,0.23312433053411,0.177540506092009,0.291290749040661,0.154286606909,0.327136690866523,0.253964643444687
progressive,0.150794687885559,0.0961183284666259,0.182685880076043,0.0221666310944399,0.237268889189038,-0.0968543038329099,0.440074613005456,0.32605710765142,0.128078757537408,-0.134937954334416,0.102571547045434,0.099962771139221,0.238264217531972,0.0641811153957867,-0.0137230267644972,0.127320385841278,-0.316515058443728,0.178393389583987,0.237231596290982,0.151213360919487,0.0325445321949287,0.0596825620255109,0.226645618402008,0.178985374719469,0.129377863081952,-0.0061964337040423,0.104901431738514,0.0542440577893214,0.155462325265572,0.199614595614099,0.141803813046103,0.254293980526374,-0.232636305208327,0.175488086793991,0.133172081856757,0.149410032003539,0.160635274608815,0.154227632734921,0.0608093661453859,0.217495455110635
progressive,0.127329135042415,-0.0224494433452872,-0.0911557912939915,0.0107832436854316,-0.0283920901278498,0.111978579718753,-0.13595260884699,-0.129763907780185,-0.0275704224136987,-0.0294162870595093,-0.022211855500818,0.0551093060785074,0.0112368731962939,-0.0303995003966927,0.0120575227932405,0.0039635735723064,0.129294726522536,0.0948154299015933,0.0862224315193513,0.0713842297187128,0.15153249894142,0.115163735405548,-0.0585229524604379,-0.001453589172207,0.0172369916084743,0.0918776956874064,0.123895741152744,0.0964431682684128,0.0754205896480828,-0.0254920890525112,0.101878318126568,-0.150877193730858,0.136172243955776,0.0346642351291639,0.0103033110307209,-0.0408818491269428,0.0196861297798482,-0.0203520490415163,0.100268079850704,-0.0246822188488343
progressive,-0.207803005446223,0.0097815247990491,0.109793650147303,0.275941076018462,-0.0337512064078741,0.133234487686853,-0.0821630653098503,0.311455636194931,-0.190382215219938,-0.0592265189790041,0.322653962674414,0.135253703358713,-0.215473794344966,-0.171360391108476,-0.104573395921111,0.156231174289371,0.151349996899851,-0.263498522679023,-0.0148271937738124,-0.0604034157552028,0.314046027695961,-0.0125863348997424,0.21153958994381,0.0610212398186641,-0.0252707981057556,0.183372152950537,0.0907604086644854,0.127676667321335,0.0425094966502927,0.190346398021331,0.200026573092167,-0.107898509987261,0.361158877771247,-0.0030531208420167,0.147044854905639,-0.0654879960274863,-0.115358954664817,-0.0871485428822107,-0.0969370143218521,0.0553427630329681
stable,-0.0690696142073919,0.0160413222628565,-0.210818267331616,-0.0236528403541557,-0.112783285491598,0.0751401696867151,-0.358112137034798,-0.315636926349853,0.0984260739928164,0.135000049727137,0.0326541381445498,-0.10817408475847,-0.236754270696507,-0.152363400861431,-0.0874612258214424,0.006605220705781,0.160475793693458,-0.0027109218175078,-0.175335405778518,-0.0847567635383264,0.110760867689999,-0.066782005981143,-0.285821942709795,-0.175877472845357,-0.167997293200589,0.189582689306975,-0.0114572372119362,0.167341997416597,-0.135279840734007,-0.0565534268519457,-0.0091046866056167,-0.17804837963461,0.313205670934398,-0.124933683340563,-0.0245207803696708,-0.102338963996305,-0.071916399077313,-0.0367294913171373,-0.0486302295121318,-0.163514725729701
stable,-0.0838394672389811,-0.290685179483283,-0.194149526078499,-0.0591175518337105,-0.184888983370689,-0.251999747644362,0.0745104852020058,-0.0206890185722237,-0.576064384506907,0.021615914308773,-0.316464724376608,-0.17156577457382,-0.205221668536119,-0.0843913489813552,-0.0731797572949796,-0.227536635327021,-0.0517186921209508,-0.198172004940603,-0.158892777080981,-0.0900159736404833,-0.206678029570099,-0.175984186605934,-0.100417680543748,-0.116296523583684,-0.126109741667375,-0.329087658641287,-0.337810722055593,-0.493092240926387,-0.175475141797397,-0.15990440032501,-0.0300138777854939,-0.451849994330547,0.125360657887656,-0.140866352909761,0.0448123676487124,-0.198824251400374,-0.0950611922509548,-0.241518052546949,-0.188244013624372,-0.24348399123139
stable,0.0888736007030163,-0.0419495461343562,-0.293179818042626,0.0479982647394142,0.0505964130820665,0.0992625251097033,-0.284387157337709,-0.436585572767155,0.148142164237931,0.121056547506694,-0.0355340615478131,0.0459960855950023,-0.0275998449225922,0.0032494095159473,-0.0350533154361488,-0.0464691403525856,0.326957863484772,-0.0035758730168589,-0.0387415420818117,-0.0590625890137736,0.168326334092486,-0.0545648701050327,-0.341930835584466,-0.0701290704682487,-0.0149967437244842,0.114718729243314,0.102527002256815,0.203638697909226,0.0182848936620638,-0.149077479333647,-0.0866667525386099,-0.0228337016132456,0.259818885665169,0.0501805148194121,-0.108273136614944,-0.0362242412715787,0.010146541824958,0.0730169618750794,0.0420924392273605,-0.080954875023347
stable,-0.0020341900105185,-0.0912250405726718,0.092740473922153,0.0821656582552734,0.113164950494108,-0.0542740578027325,-0.000202725271665,0.0544203001684683,0.0096776444670892,0.0228478780004719,-0.0493249100599466,0.0786834679737162,0.0210460030856443,0.107986998769785,-0.0026938545233007,0.204506945228425,0.0889596515089586,-0.0782171946837839,0.0899653644670352,0.0690142675581751,-0.0712127135765289,0.0089649148334624,0.0915282931033855,0.0398797206185597,0.111616613020908,-0.155922906488196,0.113007755581153,0.0451556703874207,0.0156650977023001,-0.0498630561503401,-0.003350619401939,-0.143707896079671,0.170168433693996,0.0187964816560351,0.108692571796229,0.0990233947258154,0.0643816296954633,0.0598518217869536,0.0247908927480718,0.0509721754522054
stable,0.0218560088742871,0.0060207790863065,0.341154197185411,0.0096709783283506,0.170056970337998,-0.14147828350727,0.173293460735627,0.397602018206482,-0.0942679237761041,-0.0460328370284676,0.0282836785737678,0.0188872661858139,0.0962297948538769,-0.0002774243654953,0.0475689331241237,0.274901424294453,-0.154749438959899,0.024894290333605,0.166447036573504,-0.0046750765313665,-0.110188187853797,-0.0387426432644239,0.249206261466622,0.0248396568371575,0.0650686444523996,-0.0731907029564525,0.0029108384690945,-0.217114021538161,0.0087178436290141,0.0426772645797762,0.0783604010688797,0.0385107364121373,-0.266066133238584,0.156647976115042,-0.0811398001768127,0.216470947165183,0.118191006841153,0.102963219738121,0.141192631316059,0.233569360506512
