group,HLA,CD49f,CD194,CD4,Podoplanin,CD5,CD32,CD62L,CD95,CD1d,CD314,CD66b,CD278,CD58,CD96,CD178,CX3CR1,CD11a,IgA,CD79b,CD2,CD226,CD29,CD81,CD18,CD127,CD26,CD144,CD158f,CD85j,HLA-A2,TCR-Vb13,CD82,CD101,NLRP2,Podocalyxin,CD224
progressive,-0.468072417791489,-0.271512630293327,-0.205338253892958,-0.360296849894913,-0.357687413778777,-0.340911450924265,-0.292274613110232,-0.0878519151250158,-0.303911817420604,-0.42761229856242,-0.267818004063498,-0.222057578086564,-0.307173290893674,-0.428677689660843,-0.318699731314158,-0.43195789787109,-0.169547863574448,-0.418750846983424,-0.304378441634691,-0.310042581760888,-0.368218986020231,-0.30792817411833,-0.378204320279136,-0.136700682034217,-0.311231249832972,-0.302496891323203,-0.15979776485001,-0.278631443726376,-0.352548811614743,-0.297442721417499,-0.353368046745135,-0.405402295343356,-0.165584074729339,-0.449545774972584,-0.326221011798631,-0.395428568590798,-0.300839032882253
progressive,0.282587303779251,0.449237367901833,0.248689605005163,0.22049887811194,0.156432362381592,0.389519571648513,0.223506087561992,0.18590228029934,0.0990462115020557,0.235828123164339,0.106592342884066,0.0506970410040531,0.132426986804604,0.239099224626148,0.291606389387717,0.202202482223485,0.238568238631057,0.370569714252133,0.30611721867608,0.262767750859564,0.461102503077892,0.347296352060878,0.438767307050106,0.41692374382518,0.0882148178310871,0.294238225065529,0.246678888927099,0.284685269966815,0.341298595153387,0.316772768292214,0.0756577813840309,0.190549511415311,0.128817512966365,0.225142581688794,0.233526713982898,0.23946268844553,0.225050275322432
progressive,0.185183848323662,0.110672417353829,0.474379052850958,0.244302482236989,0.220080248754665,0.252314946057488,0.121419935053025,0.204348468128428,0.506963255822281,0.12703544292945,0.118144052578071,0.127722049089702,0.490718781293933,0.243851106952418,0.118020523271438,0.134283794145726,0.141115954810904,0.21637050913432,0.157373954588174,0.158127989489894,0.171133337758829,0.239850426742127,0.229857050448015,-0.0164918918384924,0.165528146008857,-0.060334038349265,-0.108266735520213,0.203715719297458,0.215421336841439,0.208886185678354,0.109075674719579,0.167324904673761,0.30682551906611,0.0481900567994308,0.178725842273948,0.217722494193526,0.283045897665751
progressive,0.126206334184401,-0.0068732546148845,0.2115495301213,-0.031584215945854,0.0813478758792673,0.0596269858403865,0.131213395335377,0.072206177203998,0.297461790071836,0.116566013929818,0.0437460577791984,0.245844426803684,0.0525944005526505,0.196977954671575,0.139397374444163,0.121731646633398,0.189528999472125,0.0717319623563213,0.120069152219249,0.0807726347458863,0.0191072508878398,0.048218119479635,0.0425490932536387,-0.062454884131765,0.0992550183394196,0.0575057843537594,0.0141442571706879,0.0127590340054304,0.115259752174682,0.114458663932057,0.155037550447685,0.0971790360704256,0.223737813292015,0.183621508222496,0.0754987707738155,0.0256469220705705,0.189924274488102
progressive,0.154077728383531,0.225507857392488,-0.196918744630829,-0.0544973430053985,0.0323456928779577,-0.0082910976679688,-0.0539289064213923,-0.0985580831662484,0.126178372362551,-0.15455468175302,-0.469223772981959,0.173502311320671,-0.27236297162004,-0.0076571634099766,-0.131411373638547,-0.0246543875562728,-0.0242795298046179,0.27752761316129,-0.029897806991215,-0.11553284736154,0.353034818146654,-0.109344682819594,0.131070682160713,-0.136636349224707,-0.0172928794904869,0.330287194569546,0.193248192496667,-0.0883074082545758,-0.201453176065524,0.0962548201307171,0.103538290025042,0.0988186940888397,-0.0709717426284989,0.226306496404963,0.129614690112803,-0.180992477539103,0.0236189604937347
stable,0.289996689961383,0.317193257137352,0.185991314131681,0.268014531053051,0.314178792859704,0.153023814513813,0.322501159900368,0.271947675822221,0.14124763354376,0.31423558094666,0.237269689264723,0.188636206286877,-0.0309239796048626,0.324806763189635,0.289259135374994,0.26993345406092,0.359863739568968,0.338163074238751,0.215034337875125,0.27365915919417,0.32976977807224,0.315822234899706,0.251835915760422,0.3621953080262,0.264103609877115,0.316685530051616,0.430094277337998,0.28902395695766,0.426195714926415,0.300450829877308,0.238131639163887,0.313174267326428,0.272069870884363,0.320882633407634,0.29967682091836,0.339289294716284,0.386863555519314
stable,0.399216099181427,0.259008196255442,0.215028393627222,0.331051843078768,0.374855215028756,0.292022359505266,0.347091007117863,-0.0779750827548327,0.215252843290337,0.3076926425253,0.202044793415369,0.418093410012786,0.281298594741783,0.36331120562578,0.332956955701993,0.304214073443822,0.401902408534727,0.504341807301571,0.429773860010126,0.326428458315084,0.462967197595118,0.417209373054015,0.373130874080614,0.257449988060523,0.400488305955181,0.471908779339472,0.513499419257034,0.344623776360926,0.384440235650729,0.347747141971107,0.289158849236685,0.383184649207602,0.280997952518259,0.249239440921672,0.301110578929287,0.388410575386425,0.389836768547309
stable,0.335915751893195,0.318807663864164,0.32242523644145,0.232026033067889,0.316136967367863,0.30458525324964,0.318318816733552,0.4192236528434,0.452053584054158,0.269251833568948,0.202208192158817,0.21382169328143,0.325052708301081,0.411070683240316,0.315685974015084,0.286116066381129,0.345553012426798,0.435731433299988,0.358187457000279,0.339990783865982,0.308829989322426,0.427888452222009,0.39188768217903,0.202647205418479,0.219564613019477,0.128049329757783,0.170790673355469,0.286465026478162,0.358894859453778,0.358508568115249,0.299768633702202,0.3326578239711,0.488674804732635,0.342761120170163,0.259993889763453,0.346285389604137,0.417715719504129
stable,0.0495551728694564,0.128367592274222,-0.0809227734729256,0.08821568154558,0.156191157498721,0.14122058479213,0.175067689110707,-0.114111601065732,-0.195836019215226,0.207221601050432,0.133296707587335,0.0037447393099558,-0.301034883305487,0.0870383946521859,0.257880682459917,0.218505246913704,0.1335144047846,0.0914764806309795,0.0863778401251121,0.226437434365104,0.105762145071059,0.160546939320471,0.0400466384998717,0.188415834569699,-0.106105442138166,0.257072563028237,0.283827974409735,0.202672411244509,0.211259941657966,0.227680761581697,0.266735287383046,0.0930362335337355,0.173850397906473,0.129185154117266,0.205434135984409,0.185485827983581,0.133794905210186
stable,0.0054799336646959,0.197601346790178,0.144859834881068,0.0393947783622193,0.0535042358516544,-0.0009453617215177,0.0544376080268322,0.165105077574636,0.0694238383330557,0.0009611710143658,-0.011177500085818,0.0174818673688093,-0.0454252728366659,0.0064328481997534,-0.0028200734176299,-0.0953430620426534,0.0836879221023833,0.0750920241772597,0.0641774610512836,-0.0607507368670013,0.185730243039704,0.0387596732720811,0.228339982200893,0.005390254670999,0.130966372851609,0.151205362165617,0.158014635105309,-0.0543866598346271,0.0124631037572265,0.0478179612406166,0.0263479363939812,-0.0208639815325755,0.0316526404136372,-0.0691813844721452,0.0046034027379471,-0.107833196702374,0.120825449263076
stable,0.236985472641548,0.438006694700904,0.358111520279616,0.416747635931771,0.448825923487085,0.419261168374015,0.404295546240674,0.0278842072002294,0.157436930694116,0.375652170663176,0.314388858526329,0.192478087505015,0.236689964575353,0.396941348980344,0.412077320685777,0.211709868525565,0.439373708107099,0.480003356860963,0.386781555192046,0.425580171771578,0.321531171384958,0.480327984022055,0.4809032814363,0.198745583569337,0.170989683174156,0.248362049182814,0.441078504684251,0.407777608023362,0.383445356716748,0.426612042314225,0.404804006129751,0.347862782775279,0.373099139514902,0.299337027587787,0.402140823539004,0.431218226804226,0.357640029927368
