group,CD80,CD274,CD273,CD252,CD137L,CD47,CD30,CD154,CD52,CD269,CD10,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD279,CD5,TCR,CD32,CD152,CD27,CD95,CD1d,CD66b,CD272,CD58,CD66,CD206,XCR1,CD62P,FCERIA,CD41,CD254,CD2,CD226,CD29,CD28,CD127,CD26,CD144,CD158f,CD337,CD307d,CD94,Mac-2,CD82,CD360,CD88,HLA-F,Podocalyxin,CD224,CD258
progressive,-0.307463315818109,-0.410191540629265,-0.376226016599306,-0.292141916186482,-0.298853942803382,-0.102008709147645,-0.287070801906945,-0.139545766459879,-0.272249304751998,-0.41906006400776,-0.394239999763154,-0.0482554357008582,0.111142288807357,-0.242717203489193,-0.29258829544898,-0.156481225713381,-0.221199032654448,-0.218072648259098,-0.219590120573018,-0.354382698148401,-0.381871275443067,-0.206681014301441,0.0445638875494812,-0.199712070790996,-0.314729172982931,-0.1379243165357,-0.403096175638859,-0.349837429335404,-0.179233070151611,-0.325260271044999,-0.479427873039615,-0.359000948430746,-0.382298256953328,-0.13814261430684,-0.350270778478648,-0.17782440480478,-0.308356904628274,-0.391483082283133,-0.363641597664253,-0.101080156742045,-0.305327361582336,-0.232761894082418,-0.349073646921746,-0.402175302817978,-0.257825632726178,-0.361488995548093,-0.347506276154477,-0.376132715267004,-0.37511008970048,-0.282393438540719,-0.184437640623458,-0.382347175582063,-0.3341409035284,-0.37120666533268
progressive,-0.117043909433989,-0.258773056348233,-0.109410512576283,-0.0472995680452894,-0.0384568122485391,-0.274562815694089,-0.124579888664597,-0.163061470651634,-0.152593925669119,-0.107624023673617,-0.0085918033257509,-0.195505791080287,-0.160070141317307,-0.346403821803967,-0.177981619296727,-0.313155305962921,-0.0345408468680956,-0.150882796729684,-0.34467238135071,-0.121648416720717,-0.0238452684677127,-0.0711724261276748,-0.273240006554588,-0.163881012980383,-0.194668581612385,-0.0460580960755776,0.0474472800781466,-0.0894619672282683,0.106092463235095,0.0695683076415734,-0.108022189359573,-0.065618596332199,-0.0040050146910961,-0.225506484274196,0.029082742896209,-0.392742794559702,-0.252666575311094,-0.349664875173282,-0.144308286549542,-0.213266211002008,-0.138425776245552,-0.199022441477803,-0.170081898522092,-0.170534491810196,-0.0500115790900732,-0.0795528000378154,-0.0985845435469632,-0.0566936983425598,0.154586669409856,-0.132896239765216,-0.104823785822602,-0.0293677057539083,-0.104264837922562,-0.0077393478756609
progressive,-0.208373817285413,-0.237120286942154,-0.174255284699555,-0.251000179217216,-0.304302025269141,-0.414188652841993,-0.163471362401945,-0.227178545528965,-0.280985724349211,-0.243000426625595,-0.217895911780595,-0.202980923756632,-0.304900268465832,-0.487500978135305,0.0275025240144178,-0.28161950765917,-0.228221140388929,-0.218977202895162,-0.241697454655799,-0.269596966145357,-0.365497820456976,-0.324386761445582,-0.163809497293189,0.11632700086372,-0.23086683631304,-0.17937336934142,-0.218564595657172,-0.264201234711265,-0.137423018282032,-0.134274877973698,-0.219981509803843,-0.362988280455756,-0.166737689383275,-0.385561995898688,-0.258102442023703,-0.227621963633509,-0.395398692631846,-0.352195189780784,-0.158137930924585,-0.300321675575199,-0.376240152643272,-0.266065252611386,-0.286470300403365,-0.270421357252569,-0.302073429705731,-0.181016896423446,-0.240824906633833,-0.198310971972948,-0.168002256570494,-0.301032256163748,-0.223579208529887,-0.301820356536334,-0.17646607380634,-0.234597851235342
progressive,-0.0605052009862484,0.0339549990388937,-0.0201048170566812,-0.0266383894249065,0.002211878703669,0.0247993551973596,-0.0624293152118416,-0.0414842435747756,0.10816855353099,-0.15694874751722,-0.0474704588953829,-0.0781599867709504,-0.068080731731017,0.0159592880032491,-0.0377967043792098,0.0419699215885975,0.0047992143265944,-0.0409652888382932,0.0581267588834861,-0.0574122068892346,0.0020666510321048,-0.0816467859857007,0.149214110296211,0.0584803190806098,0.0064969959271102,0.0977115575505697,0.0030309961608508,0.0102615180338644,0.131849536261574,-0.117560869379278,0.0469049619317707,0.200300831331119,0.0220409780938915,0.243260153636073,0.0025772857663245,-0.127933127933276,-0.0606126728486972,-0.0153290380350088,-0.008359439747997,-0.131394989276011,-0.248141990288396,-0.052745249607555,-0.119436469520745,-0.0511570300246581,0.0362069443503191,0.0210513470754404,-0.0563554112510116,0.0259123042960453,0.0350034058499006,-0.0619446359517254,-0.087835905635928,-0.0797309347890567,-0.044396167191836,-0.0315141217874883
progressive,0.352958880349435,-0.0273204155645753,0.17205906577085,0.218200205019152,0.153480474376672,0.179141618424203,0.124478576268673,0.412244912805312,-0.377803607525056,-0.0529578766041346,0.188077512442773,0.208808894062615,-0.103117068740214,-0.366442551733317,-0.206538338477737,-0.532168719495395,0.383815486652141,-0.330351434109063,-0.463249613731962,0.205033392319417,0.0638241186088037,0.0163200032880843,-0.428438796912101,0.0534176459646534,0.024125911397241,0.427049329859107,0.0943211686214003,0.193713884008843,0.415659888356708,0.120208207292191,-0.0332744277602659,-0.0143309753808948,0.138046172466868,0.233064375139607,0.153706207755695,-0.532312734935238,-0.227580181181832,-0.111261977370888,-0.291025322577083,-0.328303295512841,-0.190153250272185,0.014562976098123,0.0623089295716625,0.126005366170533,-0.0783677943220758,0.247727942859299,0.150012128934083,0.199685303736979,0.0047935940155599,0.230168509992309,-0.131508231052318,-0.14797232618759,0.192970617018184,0.102220398093006
stable,-0.098087785092645,-0.190387044554295,-0.164632191616946,-0.0444131997141481,0.0173403505448365,-0.218783753336161,-0.039624568278474,-0.0076650382356185,-0.133253905801575,-0.0886396375167286,0.0587795219747712,-0.0560902546175999,-0.145524111869819,-0.258838244956496,0.0246346148553551,-0.217738937644013,0.11155966127965,-0.0728731345502555,-0.246341037458184,-0.0330101591302063,-0.0010073432341198,-0.0545310409026898,-0.089239394350817,0.0736193288112109,-0.128826544291932,0.23489525651195,-0.0806140736238213,-0.0690236927876356,0.141681518230921,-0.0292425178902161,-0.169536343433064,-0.128530813560679,-0.17959391772851,-0.134603636547299,-0.030797661016112,-0.340062925516632,-0.131030770777234,-0.20192191612839,-0.0696209821896336,-0.0372649984307441,-0.268386896061085,-0.0519595679949195,-0.112667315712343,-0.0041318367123133,-0.032274372871289,0.0034322263501598,-0.0388066711835237,-0.07996408604751,0.123068750193666,-0.0480808066170129,-0.131886544946044,-0.117031094106442,-0.102736266078005,0.0438095071413622
stable,-0.0057445432251031,-0.196901217702454,-0.160925674473913,-0.120987281729196,-0.11640832361986,0.0160466758014225,0.0076333320802577,-0.113351707024508,0.055399898454844,-0.110272484861574,-0.137031820357136,-0.394183346904246,-0.267028426416807,0.175873909716555,0.265917819043877,0.0494450475671077,-0.165622023844567,0.0284099162457431,-0.0346334719196767,-0.0852922073721573,-0.0919654881354136,-0.0523986648806802,-0.0532983659967244,0.420889515236589,-0.106339085521862,-0.143900895496754,-0.0954152477450085,0.0269203283956445,-0.110264601809898,-0.0173416890723281,-0.134146803301589,0.104194479479711,-0.142945968586523,0.0616787538402954,-0.0955038911877202,0.344022889051716,0.0788935410877383,0.252219468621469,0.208617503959727,0.0033252206255349,0.153838242175673,-0.0462851614254969,-0.118056543865472,-0.142087508472315,-0.12142498923974,-0.0769629824222117,-0.063033368985484,0.123815437817837,0.0017568462478335,-0.119042978502374,-0.0588873683719123,-0.125761531553162,0.0901936998529971,-0.118656534192881
stable,-0.144885150298534,-0.130558590771708,-0.102625035575775,-0.135612177942957,-0.156551897655313,-0.330375420838308,-0.140722030450599,-0.0925147651690982,-0.269998005288611,-0.187835210180769,-0.182842918079593,0.064854539255806,0.0051940024335364,-0.484784563565918,-0.0601035187559752,-0.331425323986496,-0.221057061363191,-0.220477861329898,-0.280801365886238,-0.203665845571624,-0.16046724520049,-0.187812133106277,-0.0468792417825162,-0.184236685875772,-0.12077288559567,-0.247879076414664,-0.168858307835249,-0.232267321168499,-0.177258395722241,-0.151244930671034,-0.153316707394936,-0.163698219512009,-0.166586739467087,-0.223377217848938,-0.131087991038805,-0.387315068233432,-0.360281160422216,-0.449573338622549,-0.221635737732801,-0.564805168110778,-0.342241276270355,-0.136643225050485,-0.203259378862412,-0.148628344720095,-0.16149587951516,-0.164331013642194,-0.188158876534791,-0.330782175868821,-0.0886598124711838,-0.120130022423199,-0.189722609616427,-0.166765397859612,-0.24038083065093,-0.125145612298504
stable,-0.0412107937403096,-0.0468945845115414,0.0155240882294476,0.0134555748695026,-0.0071518854448911,-0.12227302364317,-0.0283055361253997,0.0750765765086592,-0.13336762042317,-0.01042865160756,-0.037939093173187,0.342275446694282,0.485436217874542,-0.10107189764453,-0.196081965856584,-0.0506498489933547,0.178438443197361,-0.112623746589647,-0.0945265433381853,0.0071373092647531,0.0456717684625308,0.0426685430900603,0.41775826798105,-0.121222252949228,-0.0800189657636055,0.118545701426308,-0.0058249156005784,0.0806356021985847,0.152060036504004,0.0334397371005129,-0.0799407709207228,0.0375969283268874,0.0721141593677043,0.054649497776547,0.0147884659464138,-0.262337195095777,-0.0815855297180299,-0.142776963664083,-0.113932998903771,-0.174020274560846,-0.102166028428793,-0.0776272880943899,0.0219033910209568,0.0669865132999953,0.0964377206042783,0.0981265372895398,-0.0322700300010862,0.010417554122521,-0.0587572025701875,0.018235539861236,0.0031960706079292,0.0211647389569184,-0.08346096644191,-0.125800723452806
stable,-0.295509192060994,-0.331399404835108,-0.222788770230903,-0.385790321456859,-0.366470982639459,-0.122805029646167,-0.402989817520075,-0.0569627767995426,-0.245024119092179,-0.297033088431165,-0.221304066149953,0.0943328038575348,0.0133657393168671,-0.471450070877633,-0.269018361338798,-0.309894278538446,-0.103786519828631,-0.383928363550474,-0.257510838097188,-0.344885662120579,-0.23784639565145,-0.383904795745077,-0.0971752935288742,-0.295664058667831,-0.353185290138044,-0.186573015602335,-0.283552266209928,-0.352910944619337,-0.18580596961993,-0.243788962130112,-0.230397308554505,-0.309188880132992,-0.238792992764423,-0.351591830751893,-0.288577661876342,-0.162572824749372,-0.468755351658908,-0.509237192971111,-0.252760573869641,-0.241149899680592,-0.381320993817552,-0.350572671705162,-0.37751615189685,-0.353868057601388,-0.368080968160774,-0.232081187761678,-0.383710753915965,-0.29157322840585,-0.189778732813729,-0.391475502374199,-0.394831788829007,-0.323314336112707,-0.397370587765386,-0.341248240336072
