group,CD30,CD52,CD3,CD19,CD33,HLA,CD45RA,CD123,CD7,CD194,CD25,CD279,CD294,CD31,TCR,CD195,CD95,HLA-DR,CD1d,CX3CR1,CD11a,CD79b,CD244,CD206,TCR-A-B,CD267,CD41,CD137,CD163,CD184,CD2,CD226,CD29,CD303,CD49b,CD81,CD18,CD28,CD127,CD36,CD49d,TCR-Va7-2,LOX-1,CD158e1,CD158f,CD337,CD150,CD85j,CD328,HLA-F,NLRP2,Podocalyxin
progressive,0.119450672770324,0.115773489981834,-0.23189665487797,-0.0652971695239358,-0.0075673637984703,-0.0044487534616977,-0.0730248569949074,0.0440258999397764,-0.144525686910665,0.312204621542314,0.0991087746204671,-0.0289535601638417,0.100912756159578,0.0871746650627731,0.171487647725823,0.267345362250794,0.0339490133509227,0.0086572450187724,0.116061279018865,0.198492936844403,0.0369939786456291,0.0544220053937074,0.1873722484506,0.0025566713470296,-0.0919232701456726,0.0351655521916506,-0.0556038913632905,0.0445054682752979,0.125817834707919,0.0575245742375212,0.0530737259246015,0.0633651037446451,0.017522082449056,0.133220128889819,0.0287356459153686,-0.0303684755914799,0.0509232920068062,0.270036342785847,-0.021835202514575,0.0473515445671003,0.106324833088468,-0.0061921968292243,0.0850871779347759,-0.0009934944447719,0.126642534101324,0.0945243755898442,-0.0254888913024386,0.0667283617450069,0.115775539635605,0.158177861197513,0.229504299879962,0.175280225248735
progressive,0.242956226572608,0.140704332837315,0.174803395779329,0.353848411818965,0.157786771937883,0.0895225856327126,0.135146692157804,0.109665530955969,0.0267390295487865,0.0846264844644513,0.173873552394727,0.334583571129799,0.0571103583185033,0.0019791333730601,0.110023061881053,-0.0635571521693411,0.136284352076529,0.149746620478697,0.182701684479261,0.0524037640792089,0.152932044690767,0.177087666767365,0.19132584413586,0.133913760512954,0.174248938012817,0.208334163835649,0.0136577324745753,0.11946398584852,0.0627855904293764,0.0458570349720474,0.11678202601953,0.232436715971226,0.231096236230294,0.0182979366198553,0.196644278621696,0.109959448835822,0.038059267115359,0.191396780736561,0.0290974982140437,0.0361397820228718,0.105690241349087,0.232731029453581,0.128722811661448,0.30577998602719,0.173415917773159,0.10785327350598,0.207263017833056,0.157330142397916,0.137869134222134,0.285096915323997,0.106690404835132,0.0959129906600171
progressive,-0.0170129570563798,0.0110058166026439,0.267022120575547,0.0722224971651609,0.154874576592885,0.0135376217743931,0.578510617187561,0.0658706063565645,0.383049584839604,-0.365651597075724,-0.198923083078426,-0.096453737520182,-0.0067797649695332,0.102782882369897,0.0442543339989983,-0.0561931412763648,-0.404497636255992,-0.0199388802118638,0.0282407208891756,0.0474958759913322,-0.0580519404672703,0.0807342817147947,0.135526807989461,-0.0677666917268541,0.179325825294484,-0.0425529622759278,0.03141681026717,0.109281353628376,-0.04702106145586,-0.0015185434809213,-0.0923427083486355,-0.0927370527669353,-0.126926791536579,0.0257417786162546,0.105734392138388,0.187167258003094,0.0222010280981415,-0.125567387120526,0.0842694092305016,0.0733678378064697,0.0717253457712131,-0.0329926231311802,0.106797316600992,-0.0630262485662332,0.0397466330648412,-0.0337082132490008,-0.0624393034041194,0.017618804402825,0.14303299873129,0.0126630826251366,0.0239781401925076,-0.0253009767934455
progressive,0.173045876981814,0.0955050844997503,0.162892135638693,0.145311412273664,0.112683885566588,0.0887978244603932,0.101552407210387,0.0836460591686438,0.192372155549488,0.0165449622233667,0.200786301776199,0.126808860324074,0.147613671089372,0.186455165903274,0.208800595696156,0.12393036072885,0.128244240565144,0.16513787256213,0.137115446242818,0.0970647245825553,0.201843132588159,0.208309172335502,0.154352982962699,0.115968401004605,0.262744942189609,0.37030834358132,0.159912415069293,0.0864477795003996,-0.0130058777419915,0.104098573367172,0.123783403878364,0.282162405245781,0.202297194809395,0.067127060069953,0.182125449803297,0.122178570104053,0.220888688381236,0.182664484057954,0.0993407319225848,0.0105383854343096,0.103872614525082,0.058961408266921,0.220862900971796,0.155246657939182,0.195659395862265,0.110437878332625,0.201697878438458,0.220122685550342,0.203649510872854,0.292316774778965,0.239678508354003,0.273838750935452
progressive,0.122312116711535,0.353630157703202,-0.295038812175788,0.114048039042532,0.447210396821315,0.375615166926073,-0.329319169237046,0.367949823529104,0.0674036541765263,0.113297438641364,0.388769683442263,0.258724644847571,0.0956141649459197,0.424324616267915,0.295507464532654,0.419844077575766,0.329921216263704,0.399981987282834,0.219365934735325,0.366108126265052,0.471346630843614,0.28818236216534,0.389721997815599,0.179160652815601,0.1439566499205,0.169324290794502,0.504859384427712,0.1500285627994,0.379053320629226,0.372047117103839,0.401297177752716,0.463001567738079,0.386917691689112,0.359019659642225,0.43472796647485,0.362054842415698,0.242914095431074,0.399065446597592,-0.0100474887710557,0.376075791323604,0.276968207956959,0.0968547288528505,0.0963249153330985,0.207602927636498,0.203740309393055,0.108235378633663,0.366122982925904,0.393989042038906,0.431148262769298,0.166849905592545,0.40884671960092,0.144942387205896
stable,0.364871187335807,0.161936517092991,0.397732667861579,0.179932656185839,0.20369836897588,0.171820387787731,0.366581768571156,0.135765660587417,0.406284034359871,0.112529469001442,0.238308551290291,0.353558331258489,0.392088296386871,0.1090361008089,0.36980722805537,0.300004037698933,0.0167979761788075,0.260495637513421,0.399078598522806,0.372573982284228,0.171974798244267,0.370409466526858,0.212078354925201,0.395066419226689,0.437130610607259,0.366061007717652,0.286356602998996,0.413856276157106,0.26405014985333,0.186173624659735,0.092002008512593,0.282803019075386,0.183852071675821,0.230468791864055,0.295390141049425,0.303661173769401,0.139690500322055,0.212939538735363,0.293666157857638,0.115774658890511,0.21620704649327,0.157352209326405,0.142091780180113,0.361641751413635,0.42102678880153,0.373870046187176,0.249353428441203,0.325306653271031,0.223771380010442,0.353326055199157,0.275632794778601,0.385379627305086
stable,0.0702991179183965,-0.18710155574168,0.333833626834858,0.0180696560020756,0.131789802401003,-0.0729982340787226,0.47873961446375,0.102753323252267,0.370772317744209,-0.200286775339134,0.080461933452594,0.0613195634857432,0.0928901304239968,0.106527642391044,0.103185273858653,0.0921246138768365,-0.224453016075902,0.0858089795236802,0.108520230234153,0.174916078831942,-0.230609787574733,0.123444136737738,0.0950921336351617,0.0799676257196112,0.458344661955371,0.133642102570291,0.127185128623289,0.131231993414435,0.0779981827119832,0.109608904226299,-0.317528888197695,-0.0468059905944761,-0.254586798804112,0.040718242969338,0.137495302834096,0.0149232260569456,-0.164486047515192,-0.138550246032688,-0.204493119922113,0.0521823360936649,-0.0113593106282007,-0.122736317069772,0.0048358424088162,0.0307737645915657,0.116818769400606,0.123181004344287,-0.06103991875116,0.0721772876698459,0.141199748092899,0.117042105352397,0.0992579681709358,0.0617068901501104
stable,0.0366946504556997,-0.1948877781601,0.125026491451672,-0.0068620943852876,0.0772236965789908,-0.179745141937614,0.414731346471457,0.0423185112283933,0.223743319567347,-0.184042879291024,-0.0740805034823107,-0.0563223016309792,0.0032232834076327,0.13616470440455,0.0866207436272284,-0.0318467545552642,-0.389726624863647,0.0659377120113285,0.0691502659015568,0.0429352510239147,-0.339522112161245,0.0719722367646337,-0.125490761486573,0.0489951799393983,0.130238486787532,-0.003336338746463,0.118298889022147,0.0319509827004759,0.134925848709988,0.0682423721636102,-0.46655470422703,-0.164672288863272,-0.257554558621622,-0.0073476090370093,0.0898425925866887,0.0278803260442628,-0.461455688982506,-0.218497409154726,-0.242039113495806,0.0035596888125321,-0.111867038926015,-0.123201873834776,-0.0269210311206301,0.0712434099674594,0.0368672965836142,0.0587241536246918,-0.103148154204556,0.0368518341745779,0.0621505937872843,0.0385531819230781,0.0357592919225504,0.0291448977314861
stable,0.0641177487700329,-0.0733312478935312,0.321999721773722,0.0356107957401043,0.0201140663345533,-0.0404119783353978,0.377725120607411,0.0768818958915865,0.630284537672108,-0.288653121946677,-0.0728524534187679,-0.0631149962642729,0.0631702343025234,0.161647015102128,0.0812654617633964,0.13870023000819,-0.330282656807289,-0.015831506372205,0.0862145943707194,0.12950331611691,-0.119904452325198,0.113136056890868,0.0938503353697658,0.0468301342943965,0.278254147540767,0.0426263633094871,0.16887367966402,0.115238955089998,0.0087779406926481,0.12467338740321,-0.14121257632488,0.0067193806485403,-0.122412043646091,0.198371914180459,0.10227563084017,0.175632051120232,-0.123573583920732,-0.340806623848382,0.0987500346945525,0.159773639705714,-0.103161463359075,0.0657063918514803,0.103305858895416,0.0232888226935637,0.144460709117419,0.166984524816346,0.0096730425747449,0.0716919228897197,0.0499920817221712,0.0413440443822551,0.0975609278984832,0.139234201734293
stable,0.0226135357192347,0.177933376622692,0.116533429708487,0.0531412802352508,0.0543191253212794,0.113878758571104,-0.035819274192024,-0.123099414945575,-0.188948446611428,0.155077055408966,-0.0231160401921441,0.117581551418711,0.080906351647778,-0.0800557940366087,0.146461804438646,0.0317222237012344,0.204610922186303,0.13842942563861,0.0174751485997693,-0.0007132104001695,0.289744281227221,0.0110252029651524,0.0996370481374939,0.0714367777764611,0.0316534399805909,0.0134323614186622,0.0553529234538614,-0.0134434956763489,0.0063373199318184,0.252823712226796,0.374624646724029,0.112584700047248,0.305593674780883,0.0448248552353723,0.0849231878773211,0.0488240730042015,0.0874979951396075,0.358141745129573,0.13194994853641,-0.0862902098761128,0.37361954779458,0.0249184905924817,0.160300502197595,0.116722163027363,0.0605891247682904,0.0430618077699993,0.170205885787057,0.0558205581032262,0.0141205368843227,0.0669417473884851,-0.0491685890447016,0.0765619008144745
