group,CD275,CD47,CD33,CD269,HLA,CD90,CD10,CD45RA,CD7,CD49f,CD194,CD16,CD326,Podoplanin,CD32,CD196,KLRG1,CD107a,CD95,CD64,CD141,CD66b,CD35,CD272,CD58,CX3CR1,CD24,CD11a,IgA,CD62P,TCR-A-B,FCERIA,CD2,CD29,CD28,CD15,CD22,B7-H4,CD158,TCR-Vr9,CD305,LOX-1,CLEC12A,CD94,CD150,Mac-2,CD85j,CD328,TCR-Vb13,CD82,CD101,CD88
progressive,-0.0540075131984282,-0.241360378484693,-0.154606737342632,-0.104848772441748,-0.291193157835429,-0.0804223376764893,-0.102858074122207,-0.278673400116601,-0.382912677058364,-0.17611788394099,-0.075212641938699,0.101680763211106,0.0656940812058283,-0.176225300753029,-0.129767024148379,-0.0373468057498811,-0.151311550884303,-0.0960115097613438,0.0023790121709906,-0.331928409258543,-0.0978252110057451,0.124417017798583,-0.181509903005047,-0.108957573061858,-0.152619635736807,-0.219132720638102,0.0639270364066267,-0.162725137567577,0.0983570973142392,-0.452432905801906,-0.485470315890767,-0.163721486150791,-0.261721217779255,-0.215027060898204,-0.0022762024638489,0.188980221152794,-0.331421880777299,-0.0464868712882718,-0.27012244736157,-0.181992530308721,-0.246981628441279,0.0389751267484005,-0.115042263694093,-0.188135017726125,-0.0758473887212564,-0.11212270053172,-0.135697099142385,-0.116770079161317,-0.105059415146324,-0.183901268974177,-0.0423571976820536,-0.110750936748458
progressive,0.478337209083455,0.246513646761737,0.47723240229442,0.455514050242706,0.276104481090069,0.462390789299173,0.380038807750397,0.32362848845245,0.226095698470602,-0.0185921877780936,0.114839450195248,0.598223310856909,0.245622695295473,0.452726483682779,0.491370481117418,0.120027499245637,0.417781449044677,0.479173950742719,0.128233188457996,0.311584379671732,0.356143486565461,0.584586233878594,0.595748956206347,0.407357872110693,0.475499216343663,0.508010876719057,0.48379015198772,0.0775207665135253,0.317008200847731,0.291954542731645,0.405217368328245,0.415794680975617,-0.0930646726191224,0.291421608996821,0.255201587463219,0.483966830078596,0.371381405948486,0.51057701298059,0.115771557574379,0.512297175286119,0.327099641514946,0.458519992544104,0.565030617338877,0.559342576712989,0.360143924496508,0.419173952277361,0.468399205249898,0.349518180589002,0.426762577536259,0.411113092429932,0.213617733251976,0.504165742819056
progressive,-0.123964140800399,-0.277459063423415,-0.29211544670495,-0.10055128516415,-0.242152928483831,0.0127243235488644,-0.0870149278112928,-0.383162519616665,-0.416054320873746,0.114883426382986,0.0964507341284118,-0.179044335601636,-0.0176156966510993,-0.0876345346514276,-0.267605807211173,-0.155684108530748,-0.0596205882410589,-0.158209848023899,0.0293004626469326,-0.0641435664344377,-0.146290994655451,-0.174640035901048,-0.219854463911213,-0.138161400488571,-0.160860212000836,-0.135588408664989,-0.15999308519807,-0.0786538966916701,-0.174420986960904,-0.263195558577982,-0.40393935720731,-0.0938289738472952,-0.02592729724067,-0.0742659475946484,-0.12007928084487,-0.220331664108997,-0.181159047606326,-0.0725705177289469,-0.129159603392213,-0.10652110786862,-0.335980930572999,-0.0727900641213989,-0.30203107773054,-0.139457991717829,-0.0502947529156398,-0.121999021836339,-0.157148319201232,-0.198608157383689,-0.168626504051513,-0.0585078247710291,-0.192912176421324,-0.21949775538251
progressive,0.0668133232478003,-0.0957587086742672,-0.140713324494112,0.0673684290960779,-0.230783470530665,0.267700148980943,0.0592037979140289,0.12576810921142,0.0692905241795264,0.0243633005367739,-0.142363236421149,-0.135700112173047,-0.0079797935551707,-0.0696208756643358,-0.0963688361709758,-0.0231868675510546,0.0291965427202944,-0.0621793836721336,-0.256986223051002,-0.0687108509554163,0.0038166004814761,-0.126823865743898,-0.0990169386312034,0.0101501738937142,-0.141723043914617,-0.105297136736147,0.0169000651193878,-0.117164766290585,-0.0836726525594851,0.0682047435845868,0.0266159255293288,-0.01831378675915,-0.118898827214485,-0.0203202022585803,-0.0767787889451535,-0.0830529788235431,-0.0354234440417678,-0.0627208808666747,0.0958796895150658,0.038865006454387,0.007625290625628,0.0476092903078038,-0.139028749889256,-0.0395381676186524,0.0157567919804857,0.026106122502874,0.0027460247362382,0.0065090751908112,0.0663713476279616,-0.142187575405479,-0.0969837515640255,-0.0035205414404926
progressive,0.452771497486633,0.580411268995964,0.312337420002189,0.403423542993748,0.505542194262854,0.498931720714323,0.485675582279639,0.424086795702385,0.200601692549239,0.185320171883999,0.172272464970776,0.567895943332799,0.45569548639962,0.516852073410573,0.575901349307345,0.58628546721219,0.488855459709231,0.549020137867354,0.246015801139369,0.544247826778787,0.588132136601549,0.496586237673768,0.403052831671053,0.48376031322521,0.599790550008893,0.365304986602304,0.315648491441267,0.57029179454904,0.456497507572477,0.33222939448231,0.24963292606396,0.461230776054918,0.0535972733928499,0.404875115657458,0.435948109625283,0.44090546929973,0.499977253681821,0.472996369832578,0.452738436517319,0.421579910552759,0.530769285230325,0.595939400825546,0.552470655073965,0.493785809699322,0.556772034092532,0.490948785602454,0.43258994676999,0.494284012695342,0.505293334958964,0.4744844291583,0.499816890228457,0.536977513920883
stable,0.0740998551684037,-0.0077289980236305,0.0095767047186537,0.100825211448318,-0.0882922871564313,-0.0087503727683352,0.047391455483665,0.186175135064542,0.406765862924876,-0.299399907026131,-0.157023739162516,0.131994017065578,-0.128345128179797,0.0065988569173829,0.110479591985333,0.0149038435367519,-0.0180444514843979,0.101454973494181,-0.257609068567834,-0.0257259149619896,-0.0804874754371891,0.16911451724277,0.122302009448954,-0.0799757645869708,0.0043003700092534,0.108913268186199,0.13801390349378,-0.353675513095024,0.167508552321871,-0.0470948794394643,0.134585772260023,0.0049525492801265,-0.231924623159487,-0.334701689873631,-0.274807555962487,0.157470379588654,-0.0114705782182373,-0.0223496800704112,-0.0408051140062004,0.0114628979533515,0.0461419894426767,0.108886022985843,0.0918514167665989,0.0252650429033635,-0.0255957246289154,-0.0043657221563556,0.0069265250561662,0.0098436771468405,-0.0127465821643866,-0.111372949846632,0.154652984922293,0.108710676103927
stable,-0.137769125170763,0.0137675236380478,-0.0627965832085397,-0.107889487618868,-0.0443129891728057,-0.0974389994976193,-0.0797709963099795,-0.205825773047575,-0.139387827099719,-0.0143009756945317,0.210651494059279,-0.0966373536893171,0.0007152353755827,-0.130616333679587,-0.087504899334725,-0.147525609405093,-0.0297779551471021,-0.181983501567751,0.195590377186647,0.0436947017865986,0.0425664377224838,-0.136387556264753,-0.219725841249979,-0.161964360581295,-0.0994752280254577,-0.189370878647361,-0.122948178223127,-0.0762301465352022,-0.165021014658084,-0.0950678415103124,-0.089354162740426,-0.0670723756988681,-0.0882331159379398,-0.0902728625269609,0.0135648640085843,-0.0406925748142378,-0.0867598259242541,-0.0623693446232314,-0.0943170593190938,-0.124696472446827,-0.0482846938870181,-0.0122412682387157,-0.113260463412904,-0.061250554164199,-0.0623248884057364,-0.146617653634827,-0.0708521982055375,-0.0878281073778466,-0.107314591867803,0.0127176013892226,-0.0824574984375905,-0.0717651080389282
stable,-0.100099204496552,-0.0137065060575138,0.0134881412073925,-0.0282100674500482,-0.270485626826216,0.0190745803838282,0.0437800385087938,0.480172707179654,0.449689831795467,-0.450587896300851,-0.273886114141943,0.0312203841822265,-0.126796744392529,-0.003718341783868,-0.0337102897045442,-0.17245278074033,-0.101662023850544,-0.0560630533998166,-0.506827202573551,-0.0503476628885024,0.0498360303881131,0.0116809488773355,0.0273912975634112,0.0208897696239171,-0.0673245827884536,0.0187991383249465,0.0141568687809265,-0.457619914241692,-0.0115074764273317,0.121232760198121,0.245800378895385,0.0063401431632363,-0.484959738713585,-0.462422644765398,-0.3076437924652,0.0353335325884012,-0.0764025318598118,-0.0262074998318643,-0.0407246160403377,0.0648893381792333,0.0046695280377499,-0.0143724076677447,-0.0400563824919233,-0.0152476893827492,-0.175956467152131,-0.026955181821616,0.0082194928562683,-0.0066549123111191,-0.0155776608441852,-0.317378373831514,-0.181983267023502,0.0289616657473818
stable,0.145108765554631,0.0887931331687857,0.114658389213685,0.143637323909986,0.216905854939318,0.0933247322286661,0.202775824394272,-0.232274430378888,-0.46944363543389,0.0513971255377266,0.468429061768341,0.118818769221151,0.142464129624458,0.210689625930203,0.0937779895362876,0.0365137160783966,0.115898754061292,0.146528020972309,0.54236375542146,0.0052603337711649,0.100671488087311,0.205134092504606,0.0749671409352521,0.187587836072461,0.188528284873534,0.152461369389294,0.132215988069922,0.315105944770965,0.176216553109031,-0.0010698665974966,-0.0590215776791904,0.128905346986281,0.268492085320094,0.302644494893529,0.455624240434453,0.171505645503036,0.0890912495582931,0.12412443570936,0.0471694602673016,0.0586426806625035,0.0963195716141583,0.0898609732528457,0.0958912752400298,0.186532905075254,0.189652971201323,0.114922180035699,0.169645995672031,0.164945933085918,0.186906311111411,0.179724912541794,0.145846146423352,0.194681402658265
stable,-0.0443220996089705,-0.0052510886576295,-0.0542455744279057,0.159384706188004,-0.054504158351981,0.10420577508551,0.0812838720344342,0.17479903390859,0.480936098700643,-0.159107375949149,-0.199775377212438,0.0486234509023127,0.189149718616273,0.0674673742265249,0.0543612510362512,-0.0773994096301553,0.0854891178621568,0.0412069525578423,-0.160370725304817,-0.0134191498318275,-0.0485189649976162,0.0130486303525496,-0.0812759741792953,0.204865895859482,0.0856380165540115,0.12912903597749,-0.0351543542734882,-0.0808398230364912,0.0272377405642261,0.0952567489645557,0.309911923818943,0.0311057357294309,-0.0740692680050625,-0.244621627161717,-0.130883639181445,-0.0920632226069851,-0.142521294888917,0.0559454198229423,0.0161229395386768,-0.0201879741417668,0.0010570900227072,0.0291121346070837,0.0429502249734683,0.0508678441229223,0.071110643970758,0.0082688971370183,0.0219745635193901,0.189118081599504,0.0629370146654123,0.0242982466872902,0.086065699834297,0.0672764837376888
