group,CD275,CD47,CD3,CD10,CD45RA,CD7,CD49f,CD194,CD4,CD16,CD294,CD326,CD31,CD146,CD5,CD195,CD32,CD103,CD62L,CD95,CD64,CD66b,CD35,CD96,CX3CR1,CD24,CD11a,IgA,CD244,XCR1,CD54,TCR-A-B,CD122,CD41,CD137,CD357,CD184,CD2,CD49b,IgG-Fc,CD18,CD28,CD127,CD71,CD26,CD305,CD158b,CD133,CD257,Ig-light-chain-2,CD101,NLRP2,DR3
progressive,0.194780720766422,0.235224925800321,0.0662094639307211,0.356345087172705,0.0835988695529575,-0.0184912406785575,0.0333424064490362,0.345774582761724,0.151319892663104,0.312429123206375,0.305071923493539,0.332052755053487,0.0062174538761651,0.328701608447728,0.367141251029028,0.287569477964983,0.175969043227178,0.324362566434334,0.11455421510208,0.160985303902479,-0.0199181131155589,0.404891916563442,0.307827847311054,0.184693774368417,0.254677080706073,0.347172982331373,0.324277418693732,0.384565793204869,0.343239257512654,0.237751066265898,0.282244942346686,0.1276958026476,0.222757351168207,-0.142629889859133,0.0798370627918071,0.345186276364078,0.315258421389103,0.346822738707338,0.0867589650468106,0.315649412480373,0.209783191430146,0.412568839467377,0.0786603695176059,0.0824788690724196,0.0173686316783776,0.180203679042047,0.141856082298302,0.0788805143042658,0.0141050287556079,0.363904567551041,0.337778245567879,0.328479903020088,0.139966506290594
progressive,-0.0441686559205845,-0.244257023482288,-0.037869245103277,-0.164123438136017,-0.0392042627266724,-0.189557055325653,-0.388848698020738,-0.160252103024184,-0.118442097455958,-0.230786330601784,-0.0901847560144466,-0.0970269375093491,0.063304261333589,-0.0454687105428698,-0.309963994589847,-0.325069541605395,-0.1595889070879,-0.233607327675002,-0.127220611136964,-0.148068382785064,0.0671746143970034,-0.258344074645097,-0.158923431274693,-0.254051733711802,-0.133262073962314,-0.216374238756987,-0.179854389582591,-0.201405482146595,-0.0026365964864662,-0.017932549000822,0.0132449454212926,-0.158686953708306,-0.205911676198656,-0.0735875970227557,0.043370820786369,-0.0674259887875652,-0.147571936485843,-0.208885541796177,-0.167430792498865,0.0167247144254574,0.0282704573355041,-0.156697055638891,-0.301979843459641,0.069068987839194,-0.182489872897939,-0.149625946269987,-0.0956816745351403,-0.0734310082284001,-0.0733554391583209,-0.267405127269174,-0.139572196580987,-0.11789204494827,-0.327057149766941
progressive,0.0980301089249689,0.123933658800159,0.0738620195416484,0.0873462060154972,0.221881045829755,0.255493027171046,0.0657738401373071,-0.263487963290759,0.023552637945668,0.066253022325012,0.0766350136263457,0.0775465034152255,0.0867946830972194,0.101296071515428,-0.0070691790698741,0.0496010752274634,0.171141441946435,0.0185998212585398,-0.0627878209606886,0.0078510220921916,0.0589033552763944,0.19875562259561,0.167414994470105,0.0698086025170173,0.0882564791887129,0.149091153527247,0.221843363307689,0.0454243749298852,0.184626628355726,0.0400265941408175,0.168235025828839,0.0637182230726422,0.0797774161386886,0.0914229263212138,-0.0440459817162479,0.137864266330917,0.0649220978820354,0.247335482359209,0.0863266361909324,-0.146866984982221,0.152179864074953,0.112557329474207,0.056769590018741,0.247083056650809,0.250346765498395,0.232599930329018,0.142213463019219,0.0313533439215594,-0.0311171965423082,0.0983530077711151,0.150615785424487,0.0370210211071616,0.0176120764138062
progressive,-0.108996101570901,-0.384816925117204,-0.413696171031243,-0.227546238637644,-0.525438888270897,-0.361207758416164,-0.0604281303115834,-0.205414838439438,-0.133428114899852,-0.293252127377131,-0.128381330426484,-0.150944998197771,-0.393930171383929,-0.0478324400021033,-0.174102096038681,-0.279173664976767,-0.335499522305395,-0.0804887135463494,-0.161046513376465,0.0041251586973806,-0.201696378356753,-0.323230581581147,-0.296618929178114,-0.122929636276996,-0.185274476744758,-0.26907640847873,-0.132476768845586,-0.26720807250733,-0.176282158904952,-0.0915413270866228,0.0862714139564196,-0.368890517038375,-0.0830240548390584,-0.354075730973408,-0.207598563444506,-0.164161876584607,-0.183494299411103,-0.130403575687225,-0.293056578391571,-0.0960484836415958,-0.305097921555355,-0.207139896586061,-0.128197917971234,-0.0501802427760066,-0.110239548873758,-0.330168207575102,-0.168635365728544,-0.0822938744667314,-0.065955193387073,-0.311410442011031,-0.255497606931188,-0.198340949365616,-0.139646696283609
progressive,0.0471883397628032,-0.0566208709395736,-0.305158042604111,-0.0277989856728348,-0.245355452333555,-0.485133004073107,-0.0830915893923592,-0.287393225321685,-0.312818460361294,-0.0323610349055408,0.0202667215685109,-0.0185959033154241,0.0290761783914796,-0.0014513015852159,-0.187849048656369,-0.0329794672781209,-0.0283868899626365,-0.0371188019605461,-0.151627820255767,0.0876203113664818,-0.328453927307242,0.0568039273614878,-0.130116978710102,-0.0725991946046604,-0.0121088749152802,-0.253619310872777,-0.149836535312019,-0.297680851013771,0.0223543883057905,-0.0350224277176533,-0.0594214677016769,-0.436545891183778,0.00956276973732,0.384274710377514,-0.123071289550809,-0.0529750804735468,-0.0639329162467412,-0.131946065401148,0.177744386578709,0.0729050519070062,0.213414477476714,-0.0196210799945292,-0.45284095887892,0.35777239077615,-0.161803579495928,0.0416530221405961,-0.429359471151231,-0.312616970455935,-0.191103945732497,-0.159758090352344,-0.172544783617671,0.0930773431627056,-0.0707806584968076
stable,0.0966839716698579,0.0964766497220568,0.390035800392816,0.0226953321913585,0.458758365750748,0.515698435184989,-0.234800238637518,-0.0292370855774298,0.118433010439439,-0.000540341168759,0.269650122528214,4.0101985513379e-05,0.0801916165182814,-0.0356733902805983,-0.152348216117298,0.149903909632206,0.1108585824647,0.0886761957464815,0.184388272925778,-0.217187928686449,-0.0701750107676127,-0.0084017694524499,0.0227972912678595,0.11302486780431,0.165769706735998,0.0640520424781413,-0.225807779212789,0.172854749627863,0.122893670456493,0.174106577920154,0.0131913209502508,0.450663769582575,0.180957444101804,0.123002474357819,0.303555570340553,0.201921931881882,0.113799282273113,-0.22022901789021,0.133661118055341,0.0689414382141206,-0.0656553322627388,-0.0944829723991622,0.108288743917138,-0.158062812071019,0.0582900641749964,0.0980999373364886,0.110252060877566,0.17814680466415,0.192872241489186,0.132441939301415,0.165301626260697,0.153958046687077,0.142346251703398
stable,-0.0188623928637318,0.166939390511385,-0.0155820881314494,0.0725589440821246,-0.103706745452973,0.143000813972415,0.115795369017764,-0.156481255091177,-0.11229690486767,0.036022046506826,0.0308820737200789,0.0109319202069024,-0.0611412248467142,-0.0328964388748926,0.047549985895536,0.0519109787269,-0.0449512799774865,0.0626433576842684,-0.412417907781283,0.106427902096137,-0.14262340915137,0.0142833836063329,-0.0340404876759171,0.0739008106620097,0.0442444121941492,-0.0671047822368805,0.286736930629487,-0.0070114991138368,0.0703108677133815,-0.0178168949472649,0.232413694280114,-0.11424482866809,0.131756568382209,-0.0894280099764295,0.049728846479022,-0.0464317428886901,-0.0430175722468686,0.336953856126115,0.0553389239507991,-0.0054800442592601,0.240122754611239,0.0983157527375011,0.30733116486953,-0.121975133596522,0.361893106495468,0.161655545009363,0.111066993028383,0.0269780159845717,-0.0720677269566937,-0.0505046476220444,-0.0004989957264413,-0.0055894703294549,-0.0426784680078751
stable,-0.0024006187381421,-0.0629533839785299,-0.0562718386115198,0.0150256267311787,-0.205798130688041,-0.148684977881979,0.119162036878485,0.0841809288354891,-0.0352415695115259,-0.0320986968350097,-0.0889121519622893,-0.0368250055006351,0.0521749063753064,0.0223896739539368,0.002401332299525,0.113831166385962,0.0208826483629847,-0.0201921231234454,-0.31350392901874,0.297915083775431,0.0371943803270883,-0.059567279013933,0.0074025112845593,0.0706229597365827,0.0024955775763839,-0.037724652857992,0.265015251403348,-0.0214873493014403,0.1582676457234,-0.102146318666189,0.219209761606372,-0.180045294798216,-0.0908171427653362,-0.0496773401334918,-0.145110526046683,-0.0105670957606121,-0.0579257289014555,0.359921324244075,-0.0780598035885349,0.0319318863921847,0.325854291979751,0.127946431851251,-0.0057685622422646,0.133090418652813,0.132140435930015,0.0995781767998831,0.0092239123374417,-0.0149941559950916,0.121330699542249,-0.0207396881541793,0.114001314509021,-0.0824622858423938,-0.0467823280159437
stable,-0.242560409272109,-0.274256922997028,-0.197868697730364,-0.18641653689639,-0.158773573475251,-0.349331043887789,-0.385827703777694,-0.0499452802636922,-0.164969782942769,-0.1433026539652,-0.200162604632754,-0.145815445138686,-0.236248038409701,-0.147489117495735,-0.0908555516090847,-0.211236958615747,-0.299787565890692,-0.0943539672603232,-0.0201266068292239,0.0717612123610036,-0.143541713717444,-0.0732615920270017,-0.255154835727278,-0.295603933189374,-0.323702638094619,-0.16247506851551,-0.169127509400457,-0.0981342535564125,-0.144077748445241,-0.118126164022784,-0.166559399325247,-0.220600814024612,-0.270174424356814,-0.307463688750919,-0.136899116704804,-0.148764767562137,-0.254754389450335,-0.141721757464506,-0.306678683759351,-0.19880249095773,-0.017932894039974,0.0346258403417501,-0.235663214345047,0.224091981106192,-0.343838771323896,-0.224214115163574,-0.0125409354736079,0.0584127612184359,-0.110384410103111,-0.118329625744533,-0.246315513389495,-0.257519725691127,-0.271273242296434
stable,-0.0174307320668722,-0.178086235069032,-0.0176352277739521,-0.0816847775071812,0.007026591196428,-0.175793221213522,0.0048011910280377,0.0546297659123832,0.0921297335461678,-0.0222773289913397,-0.009546805590868,0.101674927354145,0.0022879512880015,0.0965196242928974,0.118833910617896,-0.0967511340004831,-0.0615006296555794,-0.106976465723695,-0.170470625342427,0.0090652936186438,-0.0730425369280635,-0.0928643156984323,0.0021360549409751,-0.0118905390658102,-0.0823952172701469,-0.0715146905864422,0.110438145537342,-0.0111900621133961,0.092327223158104,0.0117890987868174,-0.0560957308640066,-0.0413739140977165,0.0627247777215115,0.052982238969474,-0.125672736368757,-0.0761576493082979,-0.0897952222624658,0.151507945721462,-0.116648107823941,0.0297016372474379,0.0682404264271853,0.0956131713891934,-0.0444092943747843,-0.139358788236288,0.0536286375311863,-0.0542391440333408,-0.0516485980665755,-0.0540723941458753,0.0586172330456873,-0.0311552405058813,-0.0232787333495911,-0.176339980171527,-0.0327392723316924
