group,CD70,CD3,HLA,CD10,CD45RA,CD7,CD194,CD14,CD326,CD5,CD62L,CD95,HLA-DR,CD66b,CD278,CD11a,CD370,CD106,CD267,CD41,CD2,CD29,CD38,CD15,CD71,CD26,TCR-Vd2,CD328
progressive,0.119313420188833,-0.206368335599709,0.017424814005157,0.248060962678321,0.0519414996676993,0.0992535917035638,0.0179390226929058,-0.0257480153250102,0.210199840947262,0.144117537753631,-0.0509810113372618,-0.0221032754850019,0.17247504186545,0.0026338279977522,0.171255211526403,0.0476018486973646,0.209512264658114,0.355138496005324,0.276907449853246,0.127181525555616,-0.0189075743034659,0.130377325459913,0.199647898565383,0.160538787167364,0.0858401345388128,-0.0903200614320315,0.0910656916156506,0.151033159269538
progressive,-0.0271860220542137,0.13270184462138,-0.0616665223835691,-0.0962623057078831,-0.0314438071509245,0.0149284107658739,-0.105735024031928,-0.349599227545648,-0.35602579330308,0.0415438648398764,-0.205858108422452,-0.0019554550317875,-0.0049285340611747,-0.141103685182199,-0.0247282860884266,0.099564919627693,-0.0864965440791414,-0.19753314866022,-0.0024499483704107,-0.182792122105037,0.118260502752756,-0.116504127619881,-0.0738481204593893,-0.137025886129221,0.103313224030926,-0.0410415327155721,-0.0651730391803548,0.0200228931745114
progressive,0.0716876079773198,-0.227804991605225,0.0905668312855765,-0.0329708790878602,-0.460673336356886,-0.569565159519523,0.367128121293776,0.0243749868423026,0.176616036986127,0.124481125052219,-0.0164517779668455,0.470750418345977,0.195569926297434,-0.118291694672588,0.416219022153826,0.152806575450741,-0.0349730551973617,-0.0048999264329889,0.0170010432350944,-0.136508554161396,0.150253380498219,0.176190897257172,-0.0970116495772608,-0.0742171965744819,0.20282057621802,-0.11862840385428,0.122092285756287,-0.0899238262239076
progressive,-0.0543789150781232,-0.132813103907476,-0.192309178955698,0.0227837824225525,0.230585310013522,0.0677889741785577,-0.115448241839619,-0.0472671148582313,0.0459744361577975,-0.281054423155836,-0.132315129105728,-0.441136574754509,-0.016811608711419,-0.0598718904868121,-0.318475051950729,-0.194510967259956,0.0111260127707609,-0.105611233067104,-0.0903408127896514,0.0593609035017279,-0.274514833092052,-0.072512313543209,-0.14623982817041,-0.06732066237777,-0.168755845555115,0.0414650636144141,0.059197745987669,-0.0926004474304537
progressive,-0.330540635730401,0.373209867234582,-0.139911813299262,-0.315096538496999,0.193336628517253,0.340855760835749,0.118956023257193,-0.158947557259677,0.0256252825755501,0.314690468203655,-0.0162192053634242,-0.148531799750637,-0.322255959046886,-0.30416988742751,-0.236856391890827,-0.135957070328403,-0.341754089845491,0.0910623071696027,-0.106234110066417,-0.434265688639474,0.0614755763105489,-0.136254268460855,-0.312797459969325,-0.184520455423627,-0.331012503344303,0.117422107996854,0.303113737270861,-0.356900124213203
stable,-0.0898902278716982,-0.225785763914611,0.0183446148309161,-0.0353817629207603,-0.295252145957593,-0.285514015463234,-0.0184756681398151,-0.0716189247662217,-0.0002631626317244,0.0727283053643887,-0.441597657089154,0.0912723813387968,-0.0139943657974642,-0.0661084231862391,-0.139712802507487,0.213997458605499,-0.141225366064604,-0.0019693907672294,-0.0584185100899979,-0.0698007030360005,0.204346878941673,0.0672780976984296,-0.0342246197201563,-0.18248074168832,0.0637301107658967,0.0648791384357144,0.116472978574919,0.0600227738579638
stable,0.0584976640498318,-0.130748135406755,0.256729640383401,0.0019138388212633,-0.334056175539885,-0.294394966286442,0.0323340915922338,0.0031195427612526,0.0426027932334523,0.108033020347838,-0.553598954192202,0.334278983146812,-0.0449362276943258,-0.0030756282619503,-0.0029121765806984,0.393762495331707,-0.0541137620101936,0.0967602796159208,-0.069391299509152,-0.144686812733189,0.528250988401915,0.315497228117342,-0.118621662967389,-0.0467719447340468,0.0026372971187239,0.323134021116897,0.0082968550282391,-0.103699391176141
stable,0.116744437028016,-0.0778741812797252,0.0696088188257911,0.0171543230315917,-0.360985242187248,-0.270989878001924,0.112034792327439,-0.0208622439504707,0.0272637686884216,-0.134448378974637,-0.195323422982786,0.149372948347081,0.0247611062423497,0.0126955805758677,-0.0107333562377677,0.370223660864553,0.0620557577045014,0.0514629371664748,0.0430943871457277,0.0248867845073569,0.239852731885261,0.282822782177529,-0.0922834703708088,-0.0588593204980018,-0.0815520489066608,0.27660406614034,0.102599398397806,0.0781351036640135
stable,-0.0406227514718694,0.0125594998050508,0.0463740432591966,0.0317521042782592,0.160265011879341,0.221407908750694,-0.0878646348143551,0.131516301901403,-0.0180580371954664,-0.056231689245842,-0.0678867257003114,-0.124343472796686,0.107264026911551,-0.156580434091668,-0.356873589084253,-0.0137621970964614,0.222320531126197,0.0895529171360352,0.181767638705405,0.236224378571856,-0.0407509198778196,0.035418040358563,-0.209964946429454,-0.104532603520641,-0.273102701902932,0.0118861612099376,-0.0145946805656179,0.0978259629386799
stable,0.219668641178194,-0.0652728044056862,0.166198314055688,0.163448179537917,-0.0657000316239198,-0.044777165307661,0.094502444271269,-0.0002178143462258,-0.0660744665166664,0.0660308401985194,-0.27031563368304,0.0377588839103152,-0.0643766188955647,0.269584833286698,-0.107166334888713,0.203365395923371,0.112082564887938,0.0183486987178476,0.202148878963053,0.0486051509203771,0.0751107235236815,0.168154906791237,0.0924972318049911,0.32289144596915,0.0219667291790984,0.265067008093822,-0.0486691629690086,0.109367215601047
stable,-0.0203596492132743,0.0135983776278513,0.0180700773985615,0.001872832407585,0.131846602633436,-0.230845256217659,-0.0083231214132135,0.0645187737802981,0.210404048693671,-0.0312203886088795,-0.299233001785938,-0.0329925235151647,0.168061014464126,0.0025720521101371,0.0357298721356825,0.0470259220042826,-0.115039111369129,0.0856760774147034,0.0406538195495588,-0.13519458061028,0.142592166113742,-0.0916829863689713,-0.15587273928706,0.077159646272376,-0.271892195246729,-0.024858088879836,-0.083392397957894,-0.077704406957346
