group,CD275,CD137L,CD33,HLA,CD10,CD7,CD49f,CD16,Podoplanin,CD32,CD107a,CD95,CD66b,CD35,CD278,CD58,CX3CR1,CD24,CD11a,CD66,CD54,CD254,CD2,CD29,IgD,CD18,CD38,CD15,CD71,B7-H4,CD26,CD193,TCR-Vr9,CLEC12A,CD94,Ig-light-chain-2,CD101,CD88,CD224,CD258
progressive,-0.160125564879578,-0.310110068363602,-0.087294539038721,-0.228445079098703,-0.243242222954305,-0.0437133373190092,-0.237008147570141,-0.11728540948824,-0.260998672224909,-0.332592397823406,-0.163599154734965,-0.0669280079175438,-0.0346446019089511,-0.0848389153695765,-0.114583599921588,-0.256667756985511,-0.310574780704328,-0.275929524104364,-0.242088950326866,-0.0598790099494077,-0.138385997539024,-0.243727662803814,-0.206773853958385,-0.198556714601203,-0.353856048837053,-0.10904764851327,-0.0798120573348873,0.0171021742259325,-0.0580708334653888,-0.298622331139219,-0.199301673260886,-0.264484085674443,-0.146546445279152,-0.091914408600266,-0.179209598546047,-0.187890754779018,-0.203133867095157,-0.244110825322097,-0.20708888553235,-0.356078803270221
progressive,0.435605775445426,0.404671748561552,0.526904622805325,0.180969943757842,0.500227021624479,0.115977751682566,-0.131436234854161,0.735832614128132,0.447714242741796,0.515943849385672,0.469780800435955,0.0424285459057615,0.750462236858366,0.672880437810035,0.112506731392601,0.453300959618979,0.435183547808127,0.53334274237081,0.0533495459936045,0.438771451172722,0.070659781574652,0.451438461195791,-0.165080892183304,0.138078857455248,0.106732639150058,0.323698922190676,0.428076884782643,0.669145916428346,0.374154562610655,0.416260394470199,0.178961095721463,0.457028174988851,0.456218057059235,0.663538760946644,0.453957317581058,0.413889570383815,0.27723924119165,0.549041283274279,0.402852750613009,0.459973187642382
progressive,0.0719577321011437,0.0757908072418091,-0.0048090030188781,-0.0289420475277653,0.0269601099760157,0.192943740691273,-0.0016658552552568,-0.120015451434874,0.0126800637109652,0.0636418546987541,-0.0017055854928427,-0.271658000766034,-0.0666284986466015,-0.0457927227452457,-0.165738891951958,-0.0078914356920706,0.0732290122872938,-0.0971852362441315,-0.134316379587878,-0.0233302146879589,-0.187345712976175,0.104852821050467,-0.1918946199973,-0.0520836994441992,-0.0633893508604442,-0.260449478211289,0.102318424721961,-0.0453813967886694,-0.240348659521027,0.0203720048499122,-0.0152666816260758,-0.048880024143483,0.0738835519665045,-0.0833394490909597,0.0007539687103469,0.0561495489488772,0.0534444091852896,0.0433752176113456,-0.101708163021439,0.0312987135478479
progressive,-0.100175670661423,-0.0971379334395276,0.139801287109478,0.0698401214752953,-0.104645081268472,-0.101512682960228,-0.101275766652554,0.1038428105775,-0.0526394084525376,-0.0175356801561206,0.002432107534498,0.233036341288348,0.0437780820748364,0.0460265520126886,0.0232832955633131,-0.0046265866424111,-0.0231538283559635,-0.0583072053714435,0.0219970370638889,-0.0380858933356549,-0.180099963642137,-0.101528239012396,0.106603990343452,-0.0981592022869475,-0.15794530872746,0.183871175974725,0.0127060289082468,-0.0261083858977666,-0.190348750889157,-0.0889154124129528,-0.204641216222623,-0.130036730335307,-0.0894631830628251,0.0071423239599321,-0.105651986929421,-0.042698230382924,-0.0241377666016902,-0.0536181385244883,-0.0592244783737772,-0.16085283363464
progressive,0.144864467847023,0.274112044322062,-0.0627901466244069,0.0033074603500717,0.286242680599971,0.121066618520923,-0.163528692645141,0.315814000301875,0.24734578504194,0.151396746467395,0.247831025113801,0.100622448213993,0.369380054311481,0.451815718454315,-0.200974742657432,0.212548035944673,0.122818588426413,0.417821557014767,-0.0821664327030093,0.49583573115792,-0.0358156791626546,0.22488726584856,-0.286100260286833,-0.011107684928874,0.436065232188886,-0.103757276942921,0.105273827917169,0.445362186102985,-0.424572506797086,0.138122889509933,0.130358966495189,0.384969458582756,0.231164863752695,0.381569596956567,0.277232619199845,0.19642590552595,0.439806692986025,0.414760320125664,0.307602954074163,0.216204500388114
stable,-0.195399625638252,-0.289141317964283,-0.185799817547898,-0.160465293811656,-0.180481764003247,0.0294982087181899,-0.0577597424988377,-0.174706699929392,-0.278090585581912,-0.147359343370404,-0.133789370121457,-0.15574168740758,-0.135960364062814,-0.136979342273992,-0.435280823657178,-0.301682880718679,-0.204564187095077,-0.0998145443652214,-0.198053235325246,-0.127432190028788,-0.112742180173278,-0.147687030315274,0.0074056276780911,-0.223567762832301,-0.0867972738947737,-0.205061341469041,-0.175346330660301,-0.203900858098938,-0.257383003528944,-0.276171343461477,0.0160942989735251,-0.14240617873183,-0.227891641233727,-0.113199671054845,-0.198977893124251,-0.203858401700895,-0.167897634016524,-0.215996482512412,-0.178151092600198,-0.303837849896094
stable,-0.0877335006385039,-0.146449025413088,-0.0770359561713618,-0.412607538693861,-0.162466522121922,0.0689600033076918,-0.321342293863992,-0.141690514373687,-0.147048435437163,-0.163968764813757,-0.227711058400092,-0.500124133080346,-0.138635829089528,-0.0991538307688251,-0.277365969519055,-0.315160535845438,-0.207858131193804,-0.150865791690988,-0.552166713632954,-0.0889879236458672,-0.440267344977302,-0.142437406806596,-0.589403411035759,-0.508418276633489,-0.0024070399633238,-0.419691376001593,-0.136746168268019,-0.0517595307580354,-0.276913765656777,-0.153778042643437,-0.433221548059577,-0.0922425942974687,-0.166664472950299,-0.132422679688382,-0.17873169422047,-0.133892412795317,-0.173187485255815,-0.176194653507433,-0.375190866591518,-0.162141770646178
stable,-0.19187777845747,-0.168871005056914,-0.153085540043275,-0.33798273881498,-0.120077402694078,0.0979209602018144,-0.422536981222978,-0.0936044782597793,-0.210241239767791,-0.242149974443621,-0.184443384422495,-0.36527705472708,-0.0982089347372716,-0.133195453436014,-0.340156756251691,-0.271523660327225,-0.221837418364378,-0.0705666015335202,-0.492277547956816,-0.0918016186422281,-0.339976441179434,-0.143771059275751,-0.456759447847244,-0.488017323095673,-0.231237986075715,-0.356730697117791,-0.0187424067489279,-0.150422369302056,-0.274235995366198,-0.227674891541485,-0.381748263945516,-0.0981264132587721,-0.191506517663592,-0.112515339834314,-0.204944082717144,-0.158093053091826,-0.292122906574032,-0.184904412993867,-0.366022926177274,-0.199776080093238
stable,-0.120923288396526,-0.136873919349117,-0.0551133752233237,-0.181110419272997,-0.229161821407523,0.422207028228037,-0.0347188075744714,-0.118128323671369,-0.20078162351262,-0.147099961351027,-0.101714803772256,-0.381033451165291,-0.250427247957719,-0.154915717422263,-0.273655507715136,-0.102685196973872,-0.139460276886383,-0.154434612947447,-0.281747573363266,-0.102755369214219,-0.158535219330203,-0.13170713700556,-0.16133991925761,-0.254266358029689,-0.140525694456033,-0.15707459608637,-0.11431089970006,-0.206216556649415,-0.204514096013181,-0.0788874281627256,-0.094291952116334,-0.193257863991604,-0.138748339700409,-0.115498157748289,-0.0615544199828542,-0.158314601734697,-0.147474778298575,-0.16332792636584,-0.275761346717696,-0.215482594009105
stable,-0.11771068771367,-0.0145806439980436,-0.036194477270639,-0.171677627597916,-0.0239618185204564,0.377107884587286,-0.109744911018316,-0.0019722127389378,0.001505045749975,0.0250384072754646,0.0057639540263406,-0.257102080779415,0.0022331578111751,-0.100244960107447,-0.268696076275454,-0.0574235295883989,0.0336604032346116,-0.0257338559546097,-0.238279397456496,-0.0361510811120269,-0.0054812159000744,-0.061550581119631,-0.23800075137616,-0.319617086004349,-0.0135761580012764,-0.152286841913722,-0.140991859486091,-0.0673303458268928,-0.23958695478003,0.0005867871208929,-0.0762647990797975,-0.0624211077038713,-0.0340970243594337,0.0413738981511522,-0.0803729762294581,0.0116893368466495,0.05467837666322,-0.0110223606081906,-0.143560897089613,-0.0911060834624541
