group,CD47,CD30,CD3,CD33,CD45RA,CD7,CD16,CD32,CD107a,CD95,CD66b,CD35,CD366,CD24,CD11a,CD66,TCR-A-B,CD2,CD29,CD81,CD127,CD15,CD26,CD193,CD207,LOX-1,CLEC12A,GARP,CD88,CD258
progressive,0.322514956288954,0.148097329022404,0.411310933858048,-0.0092288901312953,0.308508464873853,0.421827764740146,0.162649892354469,0.14604060981581,0.24083287893391,0.0115596645295335,0.0888452576312309,0.240376131928017,0.121359492352922,0.0838073006645359,0.222581913475656,0.172229499062331,0.434365337987814,0.204036313648015,0.231566995752634,0.449556823530986,-0.0568765590654365,0.0782857008343059,0.399896265240217,0.230730613345565,0.156042890434789,0.117230651664205,0.128090781692245,0.15140907150052,0.238997611878929,0.25925605206925
progressive,0.03266716590873,0.164669122074504,0.237413762878406,0.426477080670012,0.0794855993588756,-0.0001966968576821,0.588947530896745,0.408992447636065,0.536005445458109,0.0732571394315979,0.638107107983862,0.547459450168783,0.0798638949964163,0.497230241661396,-0.0135153745767751,0.517943299119821,0.269147047516009,-0.243399008598455,0.0265893809184823,-0.0299106857331128,-0.0285362084885932,0.50248503242019,0.0754816916139318,0.406543657761235,0.212692900430639,0.427709516910043,0.602399122191877,0.270875642002145,0.463636686316164,0.434982460618775
progressive,0.0921714163757651,0.0943854232679079,0.237497731680268,0.177422834119894,0.232681291951647,0.270226414080261,0.247181032726747,0.265155116777286,0.155769081909572,-0.038616288543382,0.232351655114136,0.298715227005365,0.138815230623479,0.186293303704117,0.0823189830700307,0.152988639435907,0.2011936227856,0.0584173232056391,0.0432478322924476,0.174023222197945,0.130252336413764,0.272058316171033,-0.0320670125834701,0.110116560807511,0.109002302213265,0.0406574868485695,0.2297333686473,0.154889613962236,0.1946198868354,0.121257125578891
progressive,-0.454073488753477,-0.206646318229193,-0.387913601829457,-0.218497708820641,-0.267804610789567,-0.440207475950908,-0.282963148714838,-0.228253432993993,-0.260528616054553,0.0458793887705515,-0.280295895184275,-0.284288753112363,-0.165531028357827,-0.241332908198452,-0.252509796401377,-0.239000921408376,-0.297927541882406,-0.22863771936583,-0.163295437724629,-0.17041360668124,-0.198276847306,-0.221484361631928,-0.135348451551428,-0.127985856373751,-0.170577860484735,-0.165427045052021,-0.183508412304372,-0.207500524887795,-0.230088662323922,-0.1622643743449
progressive,-0.0382522271899461,0.406923003674916,-0.169054393343169,-0.0731153505914214,-0.188268127735152,-0.0242009447043359,0.199301899485176,0.212747062029346,0.149081508752733,0.107027441734935,0.17931250628474,0.0452311402182734,0.450895188859887,0.220978955775245,-0.143606197697151,0.204258982938176,0.13871959552755,-0.182689780256879,0.0212897294470085,0.125806186982011,-0.402155537817289,0.19101983409504,0.0787972290353161,0.0436486052796994,0.467001576464492,0.231596405214376,0.0602087091301597,0.43360800447615,0.0347074597841905,0.232364115107844
stable,0.0089414080530794,0.0645264054796513,0.173999822491123,-0.0144236042298563,0.127711771001849,0.318777738488307,0.117247763997954,0.129957322006106,0.127504185363467,-0.0124141610293904,0.11630429851044,0.102143173991807,-0.047489601264635,-0.0461160027933775,-0.0258877347976909,0.0333582335617965,0.251636778159348,0.0206567676268341,-0.152586188412749,0.0599284146844353,0.119989088313972,0.0294498098443162,0.0546596205774481,0.085339082224915,-0.113412619985259,0.123207937767,0.028377087901918,-0.0312514610740096,0.0742459658575632,-0.0013330355323744
stable,-0.185753071271872,-0.222406646996119,0.013359652886271,-0.114603771277079,0.307195194615336,0.326052301469125,-0.204050960851941,-0.195616448281663,-0.140207277267249,-0.405463880200503,-0.202672490929817,-0.183709548753619,-0.0998721665786482,-0.104823116821296,-0.303625851822875,-0.144022128565969,0.10430263238978,-0.422917659392767,-0.442821134053639,-0.131324451732744,-0.259619341418891,-0.176127274339823,-0.303812100159958,-0.175133631711525,-0.0390344044544625,-0.179710895497316,-0.10260067844852,-0.0587762848735012,-0.194396426883519,-0.131709911784759
stable,-0.0695309150798678,-0.0855787449808905,0.246302666455122,-0.0022048012013539,0.405906970439306,0.268556891468498,-0.0414997812813133,-0.136162887626897,-0.0697566547304947,-0.353097936033599,-0.052231279848615,-0.0600716057168288,0.0024007558186089,0.0146857749581601,-0.424277340300732,-0.058289979324866,0.303171208563698,-0.485945279355788,-0.395994679691253,0.036639783942771,-0.413172535447292,-0.0070977575542185,-0.487139663163751,-0.0722311437792278,-0.11352169476669,-0.0821750469870647,-0.0584439277437808,-0.0715401472353097,0.0132179082749286,-0.0784770498220242
stable,0.157114436757086,0.043994716706723,0.214413211091881,0.0240342800817871,0.269302941823267,0.526451558451539,0.182098076654371,0.0965873837865406,0.0071636759335794,-0.388922817580251,-0.0215761461909259,0.115114252036759,0.12845485002889,0.0516893025048774,-0.113500097237665,0.0902492305375097,0.164726361260333,-0.154286890078675,-0.117264802838823,0.0756036158819446,0.154069927733514,0.0638232035373436,0.123088427687141,0.0807264697608101,0.0489773778541985,0.15490065326988,0.0609902203847819,0.111745623903054,0.0851805213787326,0.0808759580900821
stable,-0.0642619014707927,0.0276495616597028,0.169409306111965,-0.0512829701534884,0.171876726874876,0.37325571778892,0.0617387227461698,0.0742137167117917,-0.0179159323275046,-0.275096605488899,0.0600527137820703,-0.0668170769817427,0.032570487296491,0.0911569844483621,-0.202839344630071,-0.0030474920374262,0.220537209298109,-0.170941963773071,-0.295449746054253,0.0847779319309767,0.0444141092275007,0.0550572653279989,-0.0100071842233582,0.0131882647287619,-0.151456419930641,-0.0189102760345286,-0.0182557334434992,-0.0638271922529394,-0.0357572201466499,-0.0396250062094076
stable,-0.0611778708415337,-0.244262960691113,0.164864457808358,-0.0677357462528803,0.0138237721249505,0.0132950271875722,-0.0111002728217337,-0.101782216625801,-0.0090275830360409,-0.0270906600453068,-0.0224710185983828,-0.0104300811995793,0.0134741838704713,-0.102677019452076,-0.216951044334444,0.0870570348397797,-0.138850221075219,-0.171600209892121,-0.116016790181937,-0.122497716187217,-0.113829641242167,-0.116117510058563,-0.0634566992080318,-0.0437727473089468,0.0344348209491883,-0.142091555579098,0.0632457207728926,0.0322778381730529,-0.115558003858444,-0.0146125370957092
stable,0.0814924652750516,0.0027108010717977,-0.382858246333898,-0.16209377998879,-0.341184048621087,-0.499998322963008,0.0543014839371411,0.215366517360945,-0.185359362932507,0.41226436311903,0.0447685178409874,0.0584976610996118,0.0132067135206291,-0.070095473652318,0.199071807929732,-0.188516959396248,-0.442100207176223,0.280155548300486,0.24964023872712,-0.0097510157671356,0.0523014400322514,-0.0551283064426101,-0.180249549641144,0.112234646528779,-0.193535478730743,-0.151361426968808,-0.0257705606638204,-0.180511872224486,0.145681181919008,-0.01099985896125
