group,CD275,CD137L,CD33,HLA,CD10,CD49f,CD194,CD16,CD25,CD294,Podoplanin,TCR,CD32,CD62L,CD107a,CD95,HLA-DR,CD66b,CD35,CD278,CD58,CD24,CD66,TCR-A-B,CD41,CD357,CD226,CD49b,CD28,CD15,CD71,CD193,CD1a,LOX-1,CD158b,CD337,CLEC12A,CD88,CD258
progressive,0.0982697206963393,0.408380552033451,0.242359459795999,0.332431513584845,0.452384429959937,0.252685094799883,0.171634490692887,0.0592278789795124,0.231109929692072,0.415054723753431,0.332198112338944,0.408641046195154,0.306501715327765,0.171765498747623,0.290493676209645,0.0227461184420561,0.264430226825919,0.105240400327305,0.0919410205579331,0.286643855946204,0.340277628273133,0.224392585041927,0.244972701731233,0.340633210576575,0.208423569585122,0.429791380165992,0.458214829183526,0.398880291607048,0.46811833836895,0.114647554342366,0.27215385918992,0.246603115292263,0.437325019921649,0.163908258321577,0.419316221121225,0.453232912316769,0.217767983933373,0.207577469334034,0.378860068174495
progressive,0.42908641663796,0.302561775180999,0.510700226701647,0.309401273945844,0.450481597714467,-0.251556378772531,0.0055478709964982,0.632561873016645,0.0499016259499735,0.149916525280183,0.416300484568088,0.338844642650755,0.450884609143796,0.400161139133394,0.581262817779885,0.296091500407355,0.202780714406873,0.70367692312017,0.615414073199541,0.125901590451655,0.416397751439878,0.598538087409199,0.496549256516923,0.341172686512683,0.0704553110509021,0.0273674701602311,0.175405573606769,0.198031163538057,0.13322189636541,0.541562698106933,0.3553403037183,0.430444754851227,0.200318492744644,0.464457397075085,-0.0955470581227995,0.190084384135557,0.609175748337592,0.46215559698018,0.40427747105671
progressive,0.0545983984792184,0.0021321851659426,0.0792970120851225,0.138583947196126,-0.0687599880943986,-0.0037861452424624,0.380408674918929,-0.0168843131758915,0.26054855290173,0.0031084838556056,0.0411972163613464,0.0158201951925197,-0.0166524434006821,0.0874984535915911,0.069472815032487,0.485382218414262,0.236223733327461,-0.0618790263335061,0.0694821041209687,0.440225946585271,0.109603958224251,0.0042128074403393,-0.0382117016862803,-0.105726304627805,0.0122084328102145,0.0522317168062189,0.0786108022682304,-0.0541404608843902,0.218801131494875,-0.0592730592433935,0.381512378425692,0.0076775067704659,0.117059601262518,-0.0671738403139511,0.119221318395851,0.0532396474883804,0.0034667872771631,0.0057181194034367,-0.0319244214629665
progressive,0.16528384834566,0.132543702833526,0.139472319760437,0.0931161905577242,0.0749190687433817,0.180723618231882,0.0782143282679549,0.180895960848835,0.157156246122074,0.0653388323221752,0.048017794527929,0.0094281468104452,0.0684170832514205,0.17148547099854,0.0887423973057653,0.333676054543891,0.146514263415338,0.218869298415619,0.181362074641377,0.342949802914542,0.0964687697266624,0.182616537072264,0.143558784460202,-0.0037806743192481,0.016699571370316,0.0248338288027031,0.060930370889291,0.0283630294506626,0.171892875751258,0.177775175837236,0.0810281212660819,0.114426575022821,0.100904676773683,0.0500376792479444,0.0993036558804238,0.0126930936018439,0.0971849193209613,0.120879322677413,0.125245947662704
progressive,0.266383780798199,0.16158444138326,0.386937018663868,0.424166188668636,0.218358550407826,-0.0995123641162579,0.168437202064492,0.199116272133901,0.407444209721149,0.0963601792367852,0.17401242027283,0.377953120781576,0.273602616981926,0.128386506823121,0.238382197094262,0.387822357693017,0.403269680416517,0.22480509664171,-0.005204679148404,0.345439013351467,0.364209272516468,0.177521011727765,0.0407400099748992,-0.0104117629002701,0.420035583441144,-0.025021209976316,0.429784493002369,0.42391414715153,0.326666145098791,-0.0554613646627205,0.435329583134454,0.201070828327084,0.0866127051393437,0.105540798451468,-0.0483286814800021,0.0964301421581202,0.293424542334945,0.0876950051486663,0.249700100247784
stable,0.110184916897004,0.099086344578878,0.0705153810401033,0.0568303620676127,0.242124490516889,-0.106583157105923,0.0587528030334737,0.310139931104377,-0.0154755801503834,0.0484655408215605,0.15340957915246,0.0879423150662512,0.166646021206773,0.310302913145668,0.203011246263914,0.103958566962666,0.0971636920783096,0.360218442439962,0.334190975562799,0.214552795557871,0.106944024631206,0.18172264814362,0.223450976013719,0.159815588893343,0.034023845607529,0.0990583565365211,0.0286772826641276,0.151956820374592,0.0392695851117068,0.308540611552872,0.0791293318016891,0.111278402915949,0.046989748441341,0.193997370893819,-0.0665131436879731,0.0680207816150891,0.269405640150204,0.142508452766491,0.123997223880061
stable,0.16695139688453,0.139162354605016,0.188481113352125,0.193662716717507,0.16772343857326,-0.118565252432193,0.302063920141642,0.191872825483862,0.339904441245195,0.258900254796348,0.264460093492506,0.296393495333213,0.269925659545348,0.306744780185196,0.186119017698836,0.262160671720279,0.31960073870252,0.213440782509278,0.166773751315779,0.387289232479543,0.321563508150154,0.282784131993739,0.210729775165692,0.458317093222584,0.127068651430788,0.256033615901165,0.141915025019474,0.144609478108411,0.263397548254859,0.282991739647352,0.373318789886019,0.128426952111626,0.187248779080187,0.152465037322013,0.229849588776461,0.288823014132185,0.244757005842125,0.337618348388182,0.231850920063103
stable,0.143171160190483,0.147047412080043,0.263853796696265,0.189976525613269,0.139816438432986,-0.0958169914380854,0.243719292221926,0.227204602226537,0.171131210251916,0.12767905998012,0.192917842647471,0.17233980254171,0.180870273126368,0.461731329401544,0.187137486296845,0.13147664408554,0.1978711590613,0.12786699344456,0.171301758335566,0.297156592343341,0.187173102171762,0.119027186935361,0.102501181487069,0.270063624939067,0.073568241828417,0.174345546204111,0.0633681097882868,0.159817087928997,0.0636265870631164,0.197893479744619,0.251712907740442,-0.018546093977903,0.129858539573599,0.0567198419953435,0.0211273909284017,0.166631101967159,0.171538556276105,0.17887257579413,0.16638582307997
stable,-0.0445739989625902,-0.160812088890998,-0.0447864763389201,-0.115899501341024,-0.0583137933859259,-0.150725373935509,0.0487612525110944,0.126966244343112,-0.0856871006015804,-0.0545350107682731,-0.0174622810698696,-0.0770862442182212,-0.0314505577043114,0.423455872328948,-0.052734555044911,-0.0756147490750433,-0.0941274916410668,0.0822899896799636,-0.0339400451736228,0.0950064737667359,-0.0364258810088654,-0.0115314355316265,0.0643910468129376,-0.0270697824503655,-0.030878759745884,-0.0255806562336023,-0.106137764380584,-0.0234161098751136,0.0609177772242988,0.087398471387914,0.193914019329931,-0.0030515771462248,-0.0976474142210555,-0.0572018085788047,-0.122034419564935,-0.0142198722665531,-0.0791409624054591,-0.0009075199351345,-0.180160806913498
stable,0.2596905316428,0.364969531228217,0.156627958884878,0.100311010495142,0.241748741753974,0.179792302266046,0.20523491984858,0.217864423489652,0.326908928258154,0.294944264052731,0.245585743617205,0.318228129747646,0.268663126986024,0.0911695647220953,0.208140240373693,0.0323318929975915,0.159457183368869,0.217667521152541,0.189820269565761,0.116859374877841,0.287847287501777,0.199079115169969,0.194825025658499,0.330274015338692,0.0889671731043745,0.271101216959466,0.350795148134485,0.231133160975401,0.248747811632255,0.258820251450944,-0.152175017097917,0.226357264376852,0.308328271070688,0.286497443353822,-0.12556018261764,0.309112848991174,0.198755576302254,0.296158039740382,0.27904311188484
