group,CD275,CD137L,CD90,CD10,CD45RA,CD7,CD194,CD16,Podoplanin,CD32,CD107a,CD95,CD64,CD66b,CD35,CD58,CX3CR1,CD24,CD11a,TCR-A-B,CD2,CD29,CD18,CD15,CD71,B7-H4,CD193,TCR-Va7-2,LOX-1,CD158b,CD133,CD158f,CD336,CLEC12A,Ig-light-chain-2,CD85j,CD23,CD82,CD88,Podocalyxin,CD224,CD258
progressive,-0.159350698936383,-0.0416851215050216,0.0285036346205144,0.0250428202351386,0.267907042340309,0.231610195183005,-0.14754376265102,-0.177398186092004,-0.0220851360730703,-0.123055319325088,0.0834284248469398,-0.0466792768201558,0.0688101858870811,-0.0685223931350123,-0.067097166590335,-0.0591206971804309,-0.0622675151929828,-0.076793737263734,-0.0211161579527841,0.0544354966752557,0.0016564734362107,-0.0003574321358865,0.0356413012693908,-0.139942826113551,0.0260059320694236,-0.0884006399914819,-0.0151219268899325,-0.0786980610054172,-0.197094474950657,0.0363011840783051,-0.0437094022785532,-0.0832441203760227,0.025038980112113,0.0307159382665172,-0.105905369403879,-0.128363233402609,-0.0779378078838931,-0.0479516335792309,-0.0991124397719333,-0.098285256360705,-0.0983623931228533,0.0108791387385213
progressive,0.439781128427117,0.456365528337521,0.308020008783476,0.463957379590551,0.112285721798246,0.175670844328095,0.0057579503782323,0.718450787521364,0.483034557342297,0.454942004000036,0.570674976168479,0.166092970601217,0.199914621347809,0.725745633317203,0.625787657642123,0.483291784392931,0.438313225199402,0.634290848991762,-0.0485416704938239,0.433215413030296,-0.246770405841022,0.154043629675411,0.260772643564387,0.584790438323203,0.163266884075892,0.421321257522514,0.55270953950692,0.19867498058155,0.406802620176636,0.141965244669041,0.215001605423938,0.317074907349463,0.402581572244724,0.676027282914832,0.425780236248746,0.430371568310164,0.198453242073025,0.347399558370167,0.552634024732854,0.428970938742029,0.441269816573112,0.421123833137216
progressive,0.0699195061929093,0.0823090690699685,0.114369818515435,0.155138834286978,0.302642615357072,0.202178175604402,-0.200014666215774,0.119864468415363,0.0995180383531899,0.106442757912304,0.0189788227021096,-0.274952000830847,0.156608777277307,0.134991317096966,0.132703467718474,0.0223011325974827,0.11003869466499,0.120732248441639,-0.205533022141267,0.054542873893891,-0.298018693513049,-0.249470082061152,-0.162934370081078,0.17383240808049,-0.0118816908336146,0.0165252319581318,0.153397229733357,-0.0597723938221451,0.0934603106603197,-0.0211043064152021,0.0429720610484936,0.0768752303520974,0.0111364792352577,0.159424940030393,0.0085885474350318,0.0441168012603558,0.0539497160423341,-0.129601580665559,0.118107616232468,0.0651485796107303,0.0021973575108336,0.140236805501375
progressive,0.001778549470158,0.0787993299919149,0.0418409705330913,0.0725294760724403,-0.0982647295514405,-0.173552440180461,-0.0385389357340886,0.121418823622698,0.0368283675386196,0.045275246798938,0.102579783456596,0.144406694027792,0.140798549016658,0.24735582650386,0.124855360674236,0.0294747342987581,0.0193069472641356,0.172919200152781,0.0079181541888363,-0.0746677758506907,-0.200112766397999,-0.0655610499140453,0.0546880151880373,0.132193714366353,0.0677924012729362,-0.0366797143573793,0.0824698438909532,0.0598328028462428,0.0779848702409097,0.0753930429495792,-0.0376020341789289,0.0111638956123902,-0.0696612785834381,0.140133696668793,0.0685623958502501,0.0658872685925181,0.0104693742623749,0.024429434839204,0.0666780369472324,-0.0024252920501563,0.112948690349873,0.048664314345022
progressive,-0.017680063974454,0.144324847529535,0.404242125245756,0.0080666699497065,0.203406939281691,0.433017414709805,0.0255265039336259,0.0946080733662944,0.124814868319142,0.238845684173643,0.0848541810382165,0.117339481303651,0.430860106455602,0.0152054038421393,0.0453550611503782,0.261331577024363,0.0480648198167753,0.324277550834867,0.32459442108351,0.43162056621898,0.0780386226020894,0.197099698126798,-0.0502510733429442,0.294143309014786,0.0268926908434188,0.155264039467101,0.103595187638085,0.138219065250579,0.287081071385932,0.495063311086094,0.429904909319857,0.167084361738297,0.280186148070297,0.0812074255860487,0.178091997939147,0.230863103295525,0.478423185160052,0.158635445631296,0.179713003508887,0.272076153458167,0.0660959915387498,0.232673686271057
stable,-0.220011759714185,-0.164238076308736,-0.126535671302408,-0.292061852243297,-0.19943952101134,-0.249468946073435,-0.254205982883623,-0.327914612597556,-0.301037458932925,-0.347167031521808,-0.288998529929208,-0.178283967684011,-0.0895628700412543,-0.332956174592226,-0.242629371964253,-0.341610122132957,-0.3620151638128,-0.114933550723475,-0.173298346207775,-0.293167293488199,-0.0977723163042103,-0.211227351911956,-0.121172212236211,-0.256429574807453,-0.049197583951147,-0.319958906656021,-0.0577388343390152,0.0933021723966001,-0.0862057381189236,-0.304702411725974,-0.155877956735186,-0.339765355152335,-0.23347112383372,-0.237111373854682,-0.32196553813389,-0.331131887094364,-0.230489124976284,-0.266496176762373,-0.273954300941899,-0.231779298013769,-0.277485742407083,-0.220174182592331
stable,0.0547898662158714,0.0696188775791791,0.0804098481827849,0.0375406756309096,0.402137584934559,0.425082523647875,-0.374514550561141,0.057225008721697,0.0754583996389609,0.0274771420449671,-0.037776726034492,-0.505834488011179,0.0428200910519683,0.0943801359337777,0.102176840901736,-0.10049823377611,0.0730275514770286,0.0194621404715413,-0.325815126550485,0.330138239326016,-0.417248483829152,-0.281789955242437,-0.283806735879942,0.0968976097710704,-0.300258242679189,0.0404522776723984,0.0786632362256433,-0.0602206958481191,-0.0045280434690735,0.0674639737083648,0.0047387991624918,0.0538901520566048,0.0585930010208459,0.0123692324639219,0.0723405732157445,-0.0033775170498185,0.0330704219028701,-0.218012216791105,0.0546973258850421,0.0359735581296905,-0.162311602300753,0.0558109456451737
stable,-0.0788702255625512,0.0521981356095052,0.0431946402114345,-0.0421275542251912,0.498918440743069,0.416463796171452,-0.30399598086011,-0.0151635640117956,0.0297231998763379,-0.0635133919785796,-0.0663622990806219,-0.475734585810669,-0.0374481081007606,-0.0037411517595767,0.0382122498577405,-0.090471971731103,0.0179722084973456,0.0138633351807132,-0.436246704015141,0.239845085723527,-0.434890746458449,-0.416584234312352,-0.429310663459879,0.0774413918312345,-0.239934337769573,-0.02211047803064,-0.0257474828832866,-0.0655007500803991,-0.0006028544893903,0.0008934372488284,0.0260995641350077,0.0384822544755989,0.0306795920338978,-0.0453152406167681,0.0519159587066503,0.0082236589373709,0.0395720438379908,-0.266777323664207,0.0348422438135316,0.0210900879323528,-0.191950295711653,0.0014394314727596
stable,0.0438221825337475,-0.0327624102912454,-0.0373422691437492,-0.165389422426507,-0.0331123973844837,-0.119169648848821,-0.103773281672033,-0.122235957810561,-0.172777298283304,-0.0737224777873981,-0.0502371697317715,-0.14720737131078,0.119914453806387,-0.153066859602469,-0.0778037780542056,-0.0984322829410454,-0.10102297787997,-0.18205036737975,-0.29331874691732,-0.0057710175812463,-0.194747533187152,-0.181982571737866,-0.221610210016404,-0.0909269556201328,-0.186412229520394,-0.13740049745109,-0.186443311950454,-0.401950392895711,-0.0305830387313779,-0.136960533774251,-0.257864843119713,-0.123574034305424,-0.0870554904295669,-0.118534751392235,-0.133031193533978,-0.126244255057902,-0.108687688450449,-0.0723845254037577,-0.127931169308013,-0.052988439120635,-0.10520707669763,-0.0713815618144064
stable,-0.332853391241454,-0.350523964989178,-0.265684711208817,-0.211754237771011,-0.131179576042921,-0.0772965871197252,-0.247909348792116,-0.300776373599346,-0.301735669277769,-0.260417011847687,-0.28961015888521,-0.0736077842818738,-0.117916647825624,-0.339868249677474,-0.315416528555309,-0.357109535265365,-0.34932699249903,-0.241398750300818,-0.243651382745906,-0.18560706427398,-0.236134231750492,-0.236499937049062,-0.071041174151531,-0.33440955292713,0.106464415093348,-0.338907903769716,-0.284911725030751,0.116071726108222,-0.208312137650819,-0.0273380493412503,-0.213224076743993,-0.409899780991885,-0.375056703961993,-0.180409050390504,-0.377358418009852,-0.275670319407854,-0.293801690366973,-0.335933185356031,-0.331727275376384,-0.408063954009863,-0.367122341749059,-0.327703070734071
