group,CD80,CD275,CD47,CD40,CD33,HLA,CD49f,CD16,Podoplanin,CD62L,CD107a,CD95,CD66b,CD35,CD58,CD178,CX3CR1,CD24,IgA,CD66,CD2,CD81,CD18,CD15,CD71,CD73,TCR-Va7-2,TCR-Vr9,LOX-1,CLEC12A,CD257,CD94,CD82,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.116445263214772,-0.0595666136788617,0.165637999127615,0.0330120191894919,-0.0814425095897424,0.0573634982075489,-0.106977512049448,-0.273482526873028,-0.0796204368209364,0.0542959983852015,-0.14227966857353,-0.121771883522177,-0.312110999133279,-0.0264369386774108,-0.15975426454748,-0.125241111896588,-0.0396906745549741,-0.316043918773587,-0.216633678186465,-0.0767218850775981,-0.0308801521634658,0.165932567219249,0.0529521496617171,-0.309810071949606,-0.0134250045878019,-0.0682324626084263,-0.0811986608422787,0.0010931776257374,-0.176798745661936,-0.198981166586801,0.0490217936551082,-0.0276424642363478,-0.10294761010227,-0.214194918434544,-0.0977442191846272,-0.143959365060791,-0.0694602128803142
progressive,0.20510230393378,0.399121072882914,0.0468892797335843,0.08221393207983,0.477100023269436,0.276134002140566,-0.207524257236531,0.559780421281172,0.418388673889317,0.408917928354034,0.495770473190982,0.15167752509682,0.547204900156594,0.487955417185639,0.382440227869762,0.254051384945168,0.300352235416261,0.486824345115015,0.269298956201311,0.413925517181485,-0.208497551878114,0.0006463472220758,0.26309260709435,0.494349359067896,0.152820693720921,0.106120511484128,0.488578578822708,0.226727907418894,0.453646755874641,0.550642051755179,0.200515840172483,0.353765014938621,0.393783975364217,0.317969621044127,0.329370115301526,0.325593359164272,0.363579125591488
progressive,-0.0917622949571508,-0.142900729739041,0.100041759979599,-0.0875373586270502,-0.218051484178884,-0.0979233439515462,0.0601359759862564,-0.110705617872079,-0.111183876516621,-0.379561974298688,-0.18060944892579,-0.381065315864091,-0.14906905784452,-0.158847383890422,-0.215387084518963,-0.0342788034665277,-0.141387398507294,-0.0755744608668069,-0.0906931358795237,-0.127459520516494,-0.0754700870759917,0.0463858473455117,-0.0986818830583785,-0.152232477852316,-0.43204289578706,-0.0503139528383448,-0.103497104832331,-0.0331535114696092,0.0164751113539472,-0.188689060377737,-0.225671723860218,-0.124107274141618,-0.126964940226245,-0.170510507816162,-0.140872388704564,-0.242502385489893,-0.0789035032144891
progressive,-0.0504239248378691,0.0719923766575392,0.164234215917929,-0.0319838595459527,0.168019253836702,0.227489186486263,0.115054211779495,0.105467984305823,0.0244490251918908,0.0434894247069095,0.146539219639838,0.262508762239139,0.195214160844596,0.115687115580782,0.120525613022784,-0.0046418121871837,0.014329171913818,0.164931242712669,0.0736303537256075,0.121964950713231,0.132118592793046,0.0661838423196396,0.200558369377669,0.0417496889426138,0.0782593879794029,-0.0442766806190262,-0.0498503151033687,0.0479473150962819,0.108075847788126,0.174330146681506,0.129046994300827,-0.0224724092405505,0.11521484072357,-0.0154326959142962,-0.0577511842246823,0.103847432774886,0.0274148602925211
progressive,0.432702145409555,0.430920432504121,0.10945439265242,0.450216762555391,-0.0156814035249033,0.257420263095207,0.126551083398467,0.363891484281999,0.420494007413451,0.106885184770459,0.35497949971446,-0.014603385227747,0.353989218715169,0.260605720216518,0.404965142279246,0.427880932651686,0.400704911737281,0.294075842957266,0.458783083726764,0.331571514109736,0.166685038896514,0.403297611421312,0.121253602074473,0.202780614548072,-0.353589083311618,0.414761042742392,0.0901634391414533,0.440085561370697,0.17043071520273,0.173812384587683,0.40044760959776,0.524960562059144,0.413836973131682,0.423833224621129,0.40836157214494,0.420565888163308,0.404423767621752
stable,-0.218550012676152,-0.117701113242894,-0.19965256806906,-0.233354058707629,-0.127722558163686,-0.157885917522248,-0.162823836869979,-0.228395736768073,-0.215548865284543,0.0677044099413694,-0.16508244240249,-0.0550317831831625,-0.0996904026568033,-0.19682559916341,-0.296887267332797,-0.239800703986196,-0.324264582837261,-0.119378230336442,-0.184969946805841,-0.111112079503677,-0.0763676315759748,-0.281704891171817,-0.0791290281293466,-0.145361184110004,0.14908966852447,-0.277496085757353,-0.1695846724651,-0.22404509844079,-0.184941566710064,-0.0759050721528332,-0.16616655779638,-0.25193344441012,-0.232979508171146,-0.269072887899561,-0.35098893767753,-0.260518997960763,-0.236656637162341
stable,-0.0947109964366068,-0.139592017331372,0.157187681991218,-0.137775679614602,0.0039656207957218,0.179614410979598,0.0008300165661564,-0.118803781839903,-0.116055779292592,-0.56509550382924,-0.0705150220143262,0.139159460611522,-0.0489553208211387,-0.0716221669385782,-0.0652316312900531,-0.106862686619477,-0.167139249811001,-0.0759326472364102,-0.124932144983429,-0.107559061944209,0.350964574591984,0.0624521868863492,0.17427429190334,-0.150883915499192,0.203598445902102,-0.0306376281933698,-0.0270252618190199,-0.0972162939257309,0.0693511203297689,0.0360406405883172,-0.0728777779843012,-0.0904673048204505,-0.0305658243809133,-0.156017646361178,-0.144155329524528,-0.0421990379903719,-0.11427881960319
stable,0.0924741902119104,-0.0742567671930472,-0.135216443204667,-0.0028928176410833,0.113081688483962,-0.223151102654072,-0.407445956961727,-0.103235290193106,-0.144670829538888,0.0506249690400883,-0.151195530223912,-0.377565213060088,-0.0671346313506528,-0.0455464658529781,-0.212780305349501,-0.0428159615613296,-0.152497112120572,-0.146388403650252,-0.138579179441521,-0.06276786689877,-0.472539633430363,-0.0437785552542787,-0.420026632207958,-0.0935640382810231,-0.0148888393571014,-0.0379469389339092,-0.0862640208568216,-0.169196848975849,-0.140375559456233,-0.0388942859217243,-0.118241753601962,-0.194312148380306,-0.339226383405524,-0.129713266358033,-0.133297444546377,-0.295215018585942,-0.125539717255174
stable,-0.274383741770152,-0.125158221946651,-0.181828998763378,-0.0629140967380921,-0.0828268152213541,-0.055429859125849,-0.280823142593406,-0.23965675162146,-0.321551851660491,-0.214664606561024,-0.140269572287734,0.0101986355525232,-0.166513328136647,-0.212640631560539,-0.248673907854089,-0.301512175795745,-0.300487954277971,-0.281352736346147,-0.210742867035789,-0.230126735319692,0.0029746840894283,-0.355047173617676,-0.0419788919833503,-0.179033815182536,0.184179816624634,-0.296322893365824,-0.196864413885766,-0.29396506557933,-0.267476423920605,-0.229559510107743,-0.111191106930405,-0.262849897254997,-0.257180242832093,-0.268878748053283,-0.288442602031809,-0.224511637012878,-0.242741352243266
stable,0.157755820701122,0.0276402015872211,0.0935311725459315,0.03471662260918,0.112390815386007,0.179472389848381,-0.281483268056545,0.0799370633244176,0.0747683219934625,-0.0355817760003841,0.122045051677111,0.0397062033782028,0.0272248364877115,0.132092780542738,0.0099952008818629,0.0575135271890618,-0.0158214455425648,0.0353188184662921,0.0193742947450781,0.0591906575239853,-0.0242281445720202,-0.0240012076092906,0.0802773979367536,0.0316769760115037,0.394774862246932,-0.0436797733248458,0.009522577507633,-0.0645839267976103,-0.0074809439181031,0.132947110973334,-0.0108435716737974,0.164336598868313,0.0033960720766076,0.0405876736089126,0.0142122050897587,0.0956972495363432,0.166371456419045
