group,CD80,CD275,CD252,CD117,CD10,CD7,CD16,Podoplanin,CD195,KLRG1,CD107a,CD95,CD66b,CD35,CD58,CD11a,IgA,CD66,integrin,CD2,CD29,CD18,CD15,CD193,CD158,CD94,TCR-Vb13,CD82,CD101,CD88,NLRP2,CD258
progressive,-0.0176849967796621,0.0366421565212613,0.138070581428487,0.0409803946563688,0.120735582600123,-0.0335465607684239,-0.0225997778552274,0.0801331981314111,0.12897959906666,0.104843290108278,0.14662167428144,0.0464984258603708,0.163489435431302,-0.0319093913432544,0.066207835672861,0.105840019489518,0.0793931667757922,0.060202818912565,-0.0768475555915328,-0.0608868910605659,0.0752916560221824,-0.0652995427197078,0.0685522116524792,0.0935786253608874,-0.0100725615037391,0.153992830350641,0.084421386489413,-0.0569397902635538,-0.0038371104055473,0.134982502746781,0.0691785436570969,0.136705008716205
progressive,0.123108561832397,0.187550099511157,0.122593418540525,0.185498585325287,0.317464486540504,0.0413268905312108,0.441757554771599,0.325986296424949,0.0537953221351932,0.0513527878174246,0.266601088581717,0.107568132813426,0.465727198650514,0.353992688386308,0.26591258283483,-0.0994096378473832,0.215497797435728,0.197543941934376,0.139463622429712,-0.144100043432268,-0.0748590632740815,0.255030499645678,0.411430106330721,0.24590329767132,0.119841924303571,0.264690814497078,0.0927241946433026,0.17358219399719,0.208571575721948,0.320452008153659,0.161032027089579,0.18513095360213
progressive,0.194038616801854,0.0761003989900817,0.181624355889117,0.168836663391429,0.190502668141459,-0.0613188495935779,0.165490776291941,0.175623374934456,0.0653110409451089,0.206258225870536,0.0615846822783829,0.1034721431008,0.190762160738237,0.118198405378751,0.120141468954839,0.155484521967439,0.121966754276263,0.179192324736265,-0.060290469589929,0.111787534652415,-0.0036905931703985,0.0842970559951468,0.201426285988082,0.13283506058117,0.069937430239773,0.117542365226243,0.143764806503695,0.0621599630582601,0.156018509071267,0.16148389940754,0.0953036872162442,0.183728908820553
progressive,0.111232857985647,0.232043885794599,0.225888273084004,0.119788843581761,0.160872863451918,0.150249726574944,0.0051915722863126,0.0848629443122629,0.0379523736382718,0.152405367594728,0.157413541387424,-0.0520265559489057,0.127829119770841,0.0358243798763654,0.0865282116692778,0.0695146194653925,0.124368509716014,0.130073234235433,0.143841633075767,-0.033496174007123,0.0468015673367813,-0.0297027435880394,0.0611046637931006,0.271043023786648,0.184342809504556,0.119418560540375,0.189099649115311,0.0924556649803842,0.0405483936426707,0.105076953876924,0.164214960910867,0.197128942590037
progressive,0.537634156099776,0.596266382913099,0.531665691038155,0.478587211368912,0.594885883137205,-0.0873338439330382,0.658234587619777,0.517407629204278,0.462292259091941,0.502941546197425,0.482940098776458,0.110037788689778,0.733938883014479,0.455099623155093,0.589169323343441,0.0229473821062458,0.462489423436419,0.557628886531433,0.466381281688703,-0.176114188845256,0.0723233707591131,0.235793497993815,0.48955796106859,0.572739638949074,0.466969527355038,0.58236169338834,0.4561624375848,0.530186119148089,0.546835189098815,0.490165673144341,0.546821650117559,0.561624004301426
stable,-0.182781291894358,-0.0245977805733725,-0.0547297406410032,-0.175594747106891,-0.116403103091503,0.021181600954675,-0.0904856033433128,-0.134903626756633,-0.0555202402608494,-0.0772231008913114,-0.0555827061727055,0.146968881165088,-0.0977639043337627,-0.0899748608168183,-0.0186961899647534,0.121086284567826,-0.168847156490216,-0.177199495927022,0.105659073204849,0.125113574148193,0.0407802508555429,-0.0696948491539265,-0.096376656550861,-0.0215858889312324,-0.103628301490473,-0.130671404824244,-0.0075497093572885,-0.0183766789364528,-0.129620376326272,-0.0681340895199486,-0.170116544543248,-0.0964781012510347
stable,0.118442961619975,0.0823938573549288,0.0494386261819819,0.130109553152581,0.122999068473638,0.0421701306018956,0.111375628423448,0.0055841451660796,0.110056917894899,0.0413756353510913,-0.0510671775993256,-0.241988967351056,0.18821492113185,0.0460550769073137,-0.0212753854426133,-0.0052770413035633,0.0814771553922692,0.0662395524325057,0.258603427687581,-0.230830919350815,-0.242051947173575,0.0708664844773745,0.132889692275218,0.0577211536585086,0.173243303269995,0.0356297708727506,-0.0069121600065435,-0.0375972269274012,0.0229993914433401,-0.0058962447138155,0.0886262478423331,0.029470763338516
stable,-0.0251501200174701,0.0473855770127828,-0.0124035743700687,-0.0132698514389449,0.0429492761758222,-0.350643195897287,0.0076123745546429,0.0315429153672843,0.0770986006223931,0.142569202354432,0.115442530044576,0.537184854071512,0.0243229424428435,-0.0155230189736539,0.13166471559849,0.473909525191203,0.0104990822828858,-0.0088667567458697,-0.0457853449748775,0.505715618087158,0.48940093665478,0.473120290888119,-0.0567818748605437,0.11633509395425,0.0902812024798245,0.0859932533990422,0.057722081431628,0.291090696440381,0.207033919653115,-0.0117122186726044,-0.0174252406849037,0.0263656609723912
stable,0.116576410329026,0.0418938603249632,0.0102737644980626,0.0161364713447339,0.0510731992519026,0.635157406040094,0.0655345452613105,0.0100248138781663,0.122566691808401,0.0641655975772642,-0.0202458771482131,-0.411134819300843,-0.0436973443708238,0.0940142118921056,0.069136942523161,-0.169605771843506,0.0111307569379536,0.0454251389971673,0.0739140834701902,-0.208264986851566,-0.196697564848536,-0.0939918140707329,-0.0018337133888198,0.0983102870537839,0.034200897134998,0.0687508248906017,-0.0128450938289162,-0.0107294105332593,0.0786204529399575,0.034695293949565,0.0603314235677859,0.0103552186366813
stable,-0.188047204744521,-0.135256556468189,-0.364651625808418,-0.103139110470818,-0.240832752788336,-0.138916628304403,-0.152261608722685,-0.279896517207912,-0.0744300140867423,-0.294686231629515,-0.253753902039029,-0.0349629614959837,-0.198141026432269,-0.124603529514141,-0.305760448317429,-0.165327011050382,-0.252381899116303,-0.120362743840023,-0.12552719522821,-0.149102879427849,-0.240422072439154,-0.0822991691178099,-0.162521630805697,-0.327469887948584,-0.224256069510908,-0.173051579106696,-0.277649869619422,-0.276668588333657,-0.241980711869083,-0.300164069636994,-0.264498205075602,-0.30239263805427
