group,CD47,CD3,CD10,CD45RA,CD7,CD49f,CD279,CD294,Podoplanin,CD5,CD69,CD62L,CD95,CD278,CD58,CD96,CD178,CX3CR1,CD11a,CD244,CD206,CD54,TCR-A-B,CD106,CD137,CD357,CD2,CD226,CD49b,CD28,CD38,CD71,B7-H4,CD158,TCR-Vr9,CD150,HLA-A2,TCR-Vb13
progressive,0.369785175038424,0.0787838957165182,0.396740784186077,0.164481691972453,0.0564606185440887,0.273102173316823,0.36500411981211,0.401021107921015,0.409761173531433,0.182295291082202,0.401668710097545,0.103108786136562,0.309024967283618,0.338638847225416,0.430637456793661,0.335051356138926,0.405074437173572,0.245210190148344,0.341484582064793,0.409216944130715,0.388830955106076,0.430150091460593,0.31573920913844,0.367418396710064,0.480174720432284,0.406021715947977,0.16023725382415,0.352180756495311,0.351712979103878,0.328641413335196,0.364172254936848,0.15440259571805,0.332461071854392,0.0877625953984899,0.360526789208722,0.269758092888134,0.358078922794174,0.362077959625069
progressive,0.316094859790786,0.114945652017972,0.0194006565172159,0.0748888565939605,0.156215470061537,0.292581242541046,0.173134513598062,0.0099631229058339,-0.0147170421543895,0.353262201013951,-0.0070272367247973,-0.0201176639454025,0.0438498720168293,0.207596586701329,-0.043284546848965,-0.0116500274319884,0.136280642166776,0.0610331088637736,0.173836488134359,-0.0477087075293751,-0.0712277135307488,-0.0111583923008207,0.113809508041044,0.0434248134132416,0.119200072061429,0.243658100451039,0.50251454819604,0.135822355136079,0.0401544671296771,0.210720790993868,-0.0330272485863128,-0.0469599949507539,0.0049609389270079,0.161551032929336,0.022985274920623,0.12080805074782,0.0587290987807606,0.0463591622686428
progressive,-0.0103230842686688,-0.0351633635563654,-0.116462752464021,-0.0306454244527015,0.0080239933866145,-0.0796949897628974,-0.146153983220067,-0.178015133661757,-0.153670272377102,-0.0844424893300066,-0.236095261640747,-0.269532962591126,-0.144204832265223,-0.162807544224337,-0.177496552901426,-0.205513007008684,-0.096890955457336,-0.0886815989688218,-0.102086707693732,-0.0802407238207664,-0.0817719538598014,-0.23509368669554,-0.0844275918879043,-0.146255864964215,-0.231243921222204,-0.032217405153668,-0.0016027974624687,-0.148942269479184,0.156235010484996,-0.157655978193644,-0.163099961172269,0.0346540769488502,-0.177741558143778,-0.109369871453816,-0.134504811877107,-0.129748116749927,-0.0554037037088095,-0.165179728226926
progressive,0.0554696690509954,0.0875444213137209,-0.0982231525866881,0.378995024315683,0.269886561908076,-0.0066210151558724,-0.246392314431697,-0.186159590653987,-0.164898556849226,-0.0349127491928903,-0.109784842963024,-0.155171585297717,-0.388675992207344,-0.306410209627912,-0.228434738605863,-0.12699604548124,-0.0782421128922764,-0.18355945854902,-0.14788400135393,-0.0415609263094696,-0.0623017281243287,-0.16934068858944,0.0214819909212098,-0.162633011253588,-0.123203504325541,-0.0627908502269177,-0.0365368500567552,-0.0987624164353728,-0.0673590722206398,-0.16180651182515,-0.141001262870443,-0.205969150492507,-0.0956130749290991,-0.0497533694550242,-0.148839115106457,-0.157294934236875,-0.104477476648825,-0.133162849319743
progressive,-0.055800278607116,-0.0880373047264088,-0.0358656556225414,-0.0662239641661375,-0.0432027094721904,-0.268350029040554,-0.0331777768440677,-0.133723061637629,-0.0663580531370316,-0.243102408488431,-0.151503895553999,0.108998031446154,0.194007253749323,0.383696102778014,0.15697184990452,-0.156998087220343,-0.0060859697242184,0.0149507537219276,0.283449518220967,0.0763827408871096,0.0629365601099974,0.130050988847611,-0.0325445522990477,-0.0908128213965353,-0.111860087124994,-0.147319393401701,0.013957623279388,6.17417746016907e-05,0.0271588450821314,0.133435762367858,0.149059172263328,0.375833654750001,0.0134769186257444,0.0175200540535481,-0.0021808006014405,0.0026633883041471,0.0103290886703596,-0.0303200752057179
stable,0.0692111792000145,0.380933496985703,0.160149287168668,0.404015796452876,0.546783097551589,-0.261031832820328,0.0938012905452424,0.219172293613712,0.13123406721161,-0.125883524202328,0.0565213700513566,0.238747327877918,-0.169746849865872,-0.131836415303518,0.12019108262546,0.0708334118047254,0.173531619481472,0.166409524128784,-0.312654891070537,0.0507487611537223,0.0966117498247312,-0.0355512808457401,0.451868284468717,-0.0057254589122765,0.224052841024681,0.143444239836828,-0.285973991633735,-0.10002698877586,0.102225820945867,-0.126683796293198,0.0118461418645733,-0.172012156221741,0.113922399288679,0.110683365441221,0.177750332745243,0.0618713625561664,0.115899897999643,0.0464951159608138
stable,0.0031104006282785,0.285298386761371,0.105185824399301,0.362436538876981,0.42912239300433,0.0182795263949335,-0.02191632047552,0.124237880718469,0.123886043808724,0.133084259397182,-0.0274939249523815,0.455766065014004,-0.440232509159099,-0.0942645929660025,0.0001800990353359,0.0331802019377052,0.143025860069257,0.160300743451217,-0.230215598947238,-0.0106219923952931,0.0538335125278665,-0.247235145247847,0.269214930752769,0.0517062238246415,0.143435474828274,0.0840103187812416,-0.275813809668684,0.0196198184612403,0.080718041488605,-0.152763355530189,0.0758846314037857,-0.243655977745079,0.0836449664161513,0.0601465200436305,0.0643461034189246,-0.0428535140909146,0.129901525699706,0.0652910002354088
stable,-0.173136119659811,-0.253933350349322,-0.122417095475903,-0.283958332599756,-0.244120956758184,0.181543430598673,-0.131677172221865,-0.0837164481985324,-0.173525385786562,0.172911062586236,0.0422925891710329,0.118579011305785,0.0983099696892781,0.0043592387770269,-0.12539668812686,-0.0647921746261023,-0.0781199568575236,-0.167824380982109,0.0100213118541339,-0.266162018270557,-0.0317165466270785,-0.0143966679900831,-0.216010324668285,-0.145137230981506,-0.088637326858233,-0.0479177352196262,0.0745003813392229,-0.0231344413948793,-0.0563251097632227,-0.0698155366657567,-0.141083223553664,0.178997104151443,-0.141218972561381,-0.112970377285791,-0.0669011998263928,-0.0414124252271631,-0.0876596620641693,-0.138587163708289
stable,0.0230334960771351,0.257331230951113,0.0344970606393563,0.356597597063696,0.633631913496819,-0.0441955542688016,-0.0998002571581956,0.0540919163914053,0.0440625868738869,-0.0311285281261065,0.175476503465945,0.174691220974176,-0.373494967862478,-0.216399758005588,0.0544378647770353,0.072992921289906,0.0168214650285623,0.0629365485884597,-0.18059072670886,0.079782261976642,0.0524199932423876,-0.0027157226138985,0.259864684645687,0.0563075932350387,0.0701061374701315,0.0251839355947465,-0.282434074199641,0.001994205326607,0.118820909334219,-0.361885194952159,-0.0782006856355287,-0.223889390317926,0.0764824430852874,0.0732368054406676,0.152208982370399,-0.0085291776941876,0.012582908509129,-0.0104716361378778
stable,0.0045970855100348,-0.115027559352929,-0.0287336814770113,-0.104079811298371,-0.218433789203039,0.123836547276852,0.207510345683383,0.117404730160468,0.0403626704311247,0.151633928506554,-0.0093592190279523,0.0274324871406077,0.273352218869647,0.2358355683603,0.0714950115947082,0.0402564709854811,0.0118891916846995,-0.0015287723790774,0.207130460273162,0.0689487621698805,-0.0646160049798426,0.0281281905514271,-0.144450227034025,0.0644874569435456,-0.0497907181314155,0.0425670415091192,0.222035716689108,0.100589025411513,-0.0120363754678836,0.293165922024991,0.0475477381552452,0.271066732055353,0.041017344171238,0.102753674405773,0.0924936146376461,0.072056055911557,0.075502106405703,0.0900236952309179
