group,CD274,CD273,CD137L,CD45RA,CD7,CD194,CD16,Podoplanin,TCR,CD185,KLRG1,CD107a,CD66b,CD35,CD178,CX3CR1,CD24,CD206,TCR-A-B,CD357,CD309,CD124,CD226,CD29,CD49b,CD15,CD71,CD26,CD193,CD1a,LOX-1,CD337,CD307d,CD319,CLEC12A,Mac-2,TCR-Vb13,CD88,Podocalyxin,CD258
progressive,-0.439200135431056,-0.406143507395826,-0.372490144913704,-0.212670801735986,-0.0312448583178162,-0.463010603912307,-0.144833002016705,-0.403753636696365,-0.430971642235743,-0.285595626935968,-0.360736565821699,-0.26552595271118,-0.0918474087727315,-0.227243517453912,-0.402913463915778,-0.415308785570683,-0.297252350834484,-0.351653157789008,-0.306395033316579,-0.413542169619258,-0.410729388643306,-0.539007847384506,-0.457464946298974,-0.410648403622393,-0.475487999576631,-0.127184364949758,-0.115078631208935,-0.436290179976995,-0.372573295341714,-0.348985480215871,-0.156581744265484,-0.429970905755285,-0.426797044371162,-0.471769177186405,-0.186285139583489,-0.452694846885602,-0.441553696324271,-0.415574443795758,-0.439693952286215,-0.419082793641517
progressive,0.318701079833156,0.100882045462732,0.412639774499408,0.120460436568429,0.177247354963547,0.0231412795005935,0.536989677472602,0.395811593278617,0.30931360256372,0.0653878024545165,0.316530726720707,0.504561874806218,0.618988321047288,0.479760638319007,0.301945859948208,0.290942671150835,0.463842322535675,0.21259848452259,0.416838865299415,0.0889523906156569,-0.0188333257269676,0.100861849325848,0.166535039718573,0.1083105983063,0.230851143129287,0.476991297872207,0.31372228609953,0.0680209325293871,0.444412966924878,0.188961974437502,0.437509346854839,0.239308534772736,0.206221020574527,0.132163325822906,0.478837462304074,0.213604744667071,0.357160730493612,0.417136346866613,0.281935842910997,0.393503430081529
progressive,-0.157212120213757,-0.196061493074148,-0.170826151708373,0.19117119273767,0.20481528224272,-0.398975980313818,-0.284259648025671,-0.181777352587216,-0.13619583223651,-0.0840567721878682,-0.121531640428145,-0.206915602321122,-0.274053360331522,-0.145000434191746,-0.242524463010241,-0.171723894283321,-0.0615324581789055,-0.216766611604173,0.0305730729165885,-0.138123088558953,-0.0575534906230809,-0.087990933577716,-0.225853046660352,-0.163837055814826,-0.0182667615154497,-0.122944626733031,-0.111073866154769,-0.0734865834545127,-0.152315611961297,-0.217117847800307,-0.123729954068486,-0.219785337588617,-0.181805267100091,-0.146044577998603,-0.093351684714828,-0.160684689362466,-0.198012779961471,-0.138212596513285,-0.189436390805025,-0.161291549607943
progressive,0.077983631753403,-0.0274968934029156,0.128955291240799,0.476769380997874,0.489344535950165,0.0670052754112,0.0866266844884586,0.108698605491435,0.117674292809184,0.100597380197406,0.0901421032772849,0.115283739230468,0.0612311758188831,0.104839551878391,0.111233742847055,0.047001134713423,0.0509373378446668,0.104907451216385,0.284114206582951,0.18625099956558,0.197820295500079,0.184000688148023,0.0778852712601313,0.0290914035743829,0.103256829021635,0.0407284969143672,-0.153276210214138,0.15921207409414,0.108861783254521,0.144179984356031,0.11377280244361,0.112934889234111,0.0472302907131919,0.112866884921813,0.0338935244365672,0.0838631938434035,0.135408182957193,0.0671588491279702,0.237270435601522,0.10988847136588
progressive,0.0217690069224584,-0.26231548322001,-0.216703789496769,-0.406547115364324,-0.401760440091673,-0.0912918318020317,-0.519880335136432,-0.329074215138154,-0.226833629514825,-0.20376941225511,-0.427360694467818,-0.38696964947996,-0.460427045610144,-0.385703901176372,-0.193136386146117,-0.188737820745821,-0.431265381432333,-0.415592952813395,-0.297888641541859,-0.256763788160948,-0.0513626874852565,-0.0476097563810245,0.0878585452582059,-0.0748534545484677,-0.0280910708858659,-0.498100001608161,0.450402770347926,-0.130358966495189,-0.442980265885819,-0.229768564958059,-0.450189578083656,-0.290657348592581,-0.314524341322671,-0.251995223465221,-0.378162725555169,-0.116043577636666,-0.306294637282252,-0.469168277545365,-0.263295513960199,-0.336999168273913
stable,-0.0867302041816789,-0.0637411628103894,-0.100130183861961,-0.204276685099675,-0.183124191682565,0.0694556710876708,0.0766893235177104,0.0151312336863452,-0.0184255030382577,-0.0894216038258181,0.0371073468687224,0.0264597934834063,0.0741411968552483,0.1051245522352,-0.0332936031370989,0.0239976933222581,0.0151460712868504,-0.0583456905239291,-0.0636428913659385,-0.0115009881475982,-0.0177368938896008,0.0013398864111688,0.115627588559408,0.245311207960381,0.0053318643863724,-0.109608272552176,0.190176099171514,-0.0862320032060467,0.0438087697558855,0.0006057681808816,0.0841045907183579,-0.0101521453892987,-0.0458342957309107,-0.0354812576581868,0.0766548473362604,-0.019116566678298,0.0445454850594499,-0.0139610827875572,-0.053863958236824,0.0485333353136749
stable,-0.210326774298559,-0.252325963580132,-0.213821701174717,-0.201435869407567,-0.143866681973784,-0.0387337233158458,-0.279191853555274,-0.264792857633807,-0.287751077247774,-0.16909080605712,-0.0365810854814068,-0.160185138350337,-0.204135593130293,-0.225802134753579,-0.148053991181911,-0.203708904275132,-0.148036849494242,-0.172572651731857,-0.302758472055082,-0.0753392019179707,-0.178143537721272,-0.157345117048593,-0.150401102867006,0.0194823245590502,-0.044652955185629,-0.296187297043872,-0.0177793221111652,-0.0668191112112743,-0.133006396606537,-0.245479486685191,-0.198731668921698,-0.266488983925836,-0.243571005328961,-0.185061644977518,-0.0635927082516632,-0.216909518362438,-0.161472116257491,-0.224979711854881,-0.237796605582002,-0.281664994290744
stable,-0.0175467609104078,-0.100010381714637,-0.162136708328134,-0.298134773936769,-0.228143511731425,-0.0316552217127143,-0.222013653928982,-0.155250708534981,-0.231291462814337,-0.139561581984711,-0.0627107138539855,-0.0863459464954737,-0.161768874626417,-0.098651672827826,-0.19873365612421,-0.15612537898057,-0.147225838430871,-0.135680603274718,-0.157900815584461,-0.154058534273735,-0.197099176163441,-0.175569300641789,-0.100421420719787,-0.114957703354853,-0.0537254653000532,-0.218308063281268,0.103127115514853,-0.0884728807689391,-0.0539466732846239,-0.170633232452311,-0.133657775866077,-0.191995018758078,-0.154135410985271,-0.0641355515072351,-0.0556960120487272,-0.148016442425332,-0.173660309866444,-0.130832642542543,-0.18328665221959,-0.13366047488177
stable,-0.013047696388395,-0.11244604794655,-0.0263126762417218,-0.384867653157119,-0.511729548572975,0.197176128489122,-0.0680761901322738,-0.048075902674056,-0.0155441111546044,-0.0748549070115236,-0.0305333027544531,-0.0423470015225041,-0.0154982879191777,-0.0959102285920181,0.0012344818253634,-0.085578406073778,-0.0811548135214579,-0.00627286949642,-0.243808260444839,-0.0543132989829806,0.130271886624459,0.0251868097536618,-0.022827760129919,0.0525028548763545,-0.133760155721729,0.0120590095031724,0.220912681639747,-0.213373744923516,0.02079620722015,0.100691727011098,0.0458896876251846,-0.139093464724718,-0.17901925794808,0.03174545698693,-0.126934486324877,-0.113929821979439,-0.0493785184872202,-0.0405512223687763,-0.12744885323754,0.006684538048258
stable,-0.192805401649592,-0.198880822309983,-0.294406513587246,-0.0838554728272946,-0.316067219299287,-0.293880820597031,-0.0186254087051028,-0.191490892392151,-0.316174591160059,-0.189469020156512,-0.273732836749987,-0.101775228872368,-0.109434673924412,-0.0461238068064645,-0.163336953454285,-0.321247781318074,-0.0921220362032241,-0.334003028378691,-0.267540479374038,-0.288735453147032,-0.203131257963847,-0.231995507317624,-0.391292808386937,-0.283102260035737,-0.329679147443279,-0.0695770180233194,0.0874191149254587,-0.193135609788474,-0.232522628983436,-0.205760094327268,-0.256392015963834,-0.257828440852196,-0.278051406456229,-0.164595761669064,-0.116309656124932,-0.29260125645252,-0.283962487471622,-0.271501660878878,-0.315816248764568,-0.252104911220504
