group,CD252,CD3,CD45RA,CD7,CD49f,CD194,CD4,CD279,CD294,CD31,Podoplanin,CD5,CD103,CD62L,CD27,CD95,CD1d,CD278,CD58,CD39,CX3CR1,CD11a,IgA,TCR-A-B,CD41,CD137,CD2,CD226,CD29,CD18,CD127,CD71,CD49d,CD336,Ig-light-chain-2
progressive,-0.186544245418485,0.042564134058767,-0.10745796735722,0.0076654770533316,-0.276588402139272,-0.212929923414747,-0.295395225461591,-0.117562613416821,-0.139938502242203,0.0270997590091064,-0.185651246324596,-0.41440615776302,-0.367273443859052,-0.141971854389489,0.0175795125096086,-0.151952620511033,-0.232729959618209,-0.262513327318855,-0.18319865165333,0.0532158349563677,-0.076743216953523,-0.180458663735126,-0.210030237286534,0.1055817292176,0.0998714235999871,0.0415132211915001,-0.146516264289375,-0.200943300557507,-0.258077073016924,0.0773674502844199,-0.177061715006759,-0.201772871492813,0.0482527294597504,-0.197488492068856,-0.139085824731093
progressive,-0.209133237873651,-0.152637689610237,-0.147270677914933,-0.215077738666409,-0.0949618655221014,0.0479987004294371,-0.0034484591151659,-0.0967413586305327,-0.123115313692009,-0.38116988500965,-0.211344116119462,0.106768407385246,0.0085643246440955,-0.180423402097447,-0.11251269646783,0.04037954287091,-0.124378126135287,-0.0549497694703361,-0.262764455757697,-0.172804135500539,-0.189250154603976,-0.0757657894115334,-0.179488663111531,-0.243225110319435,-0.352385189450066,-0.235752110281601,-0.006622282465128,-0.191030142550616,-0.0977886286652376,-0.0651556917627529,-0.0424729129481824,-0.20090157755694,0.0855238724774845,-0.251758276074842,-0.247015684199502
progressive,-0.0212015610988694,-0.147611354065682,-0.199989583048108,-0.304630065012203,-0.031574699870778,0.368630435661469,-0.0149479760906462,0.180440866882681,0.0660937981309969,0.0265747437765287,0.0961022642621509,0.0927553111219375,0.151726203997159,0.0888821747129071,-0.0465754518044927,0.430186342459642,0.0291249074084572,0.435864408845908,0.119994786014234,0.381525778237071,0.03617961043445,0.116456512311715,0.0266911441494977,-0.0740997546931752,-0.0518526017770627,0.0865509685795771,0.0413825127360716,0.0705277760112575,0.110394828304257,0.0607700659164588,-0.214223499036445,0.404262821919801,0.106882355472618,0.0987404242799916,0.0961338032556931
progressive,0.177948496287309,-0.0498448189802812,-0.0399430496353545,-0.0808054748538623,0.0740106297643554,0.163765056125671,0.0155401249656979,0.093833797520041,0.153929131776763,0.0916807474357144,0.177485241134941,0.0873308522533655,0.256640582027923,0.0965810863502028,0.114078636845208,0.18596106492711,0.203648955167717,0.110776054162835,0.228994388885256,0.0307782197557136,0.247564608896318,0.223611834195734,0.243473107603243,-0.0274624583972568,0.007124091646041,0.152540367819849,0.0799673432322668,0.166842887519358,0.137661536939404,0.32612692218096,0.0094727229710106,0.184416146839137,0.0125335459141701,0.145179338541134,0.252719931159361
progressive,0.115073526561873,-0.320716359387657,-0.0010003619964673,-0.348283160745008,-0.184455920582741,-0.215843566512655,-0.370965455168416,-0.366691952297145,0.0403469395643055,0.116179654734127,0.0204938359455763,-0.36202397354691,-0.0295191826082177,-0.160327777155688,-0.401980291588901,0.082880616160985,-0.0256764198417938,-0.0033756255376364,0.0095097029446483,-0.0014315042169814,0.0847621244069612,-0.122817843477246,-0.248324760546868,-0.322203536937699,0.311144343662618,-0.213390751790247,-0.189079270024776,-0.0133979650885669,-0.074236360941308,0.408518847257619,-0.447529229146451,0.275832685835955,0.371950274282865,-0.202256859042565,-0.0905583920196634
stable,0.318838375596783,0.416444309573741,0.463795850120096,0.453946146915836,-0.101369625313609,0.106512029368366,0.224634381384566,0.249399116310224,0.367040915932022,0.0826244373088928,0.234706547346274,0.0090968207710089,0.186701087695142,0.126050330858793,0.161527475364547,-0.0913318785497359,0.381125033508961,0.0665921873322348,0.272587382508222,0.197405772339712,0.331250941180323,-0.0690968257769364,0.331261004100979,0.491005880569214,0.107631148714328,0.376268019555049,-0.1523346759738,0.0672749734658377,-0.0706550934043433,0.106659031748937,0.237797769532962,-0.0073156828530929,0.110660549079086,0.220923547268734,0.275114539394314
stable,-0.0064445350607755,-0.216556769605861,-0.26582940587869,-0.315600830657737,0.227564378874423,0.162573142122266,0.0358253952327389,0.179415870806607,0.0418856197280058,-0.028075474883268,-0.0033693334399938,0.0966119416614764,0.0137152527807002,-0.529867925614605,-0.0224301815776586,0.352257852375544,0.0231263257065805,0.102444821116588,0.0876648072735871,0.122856397889014,0.0219413527492848,0.409182707461009,-0.0076776239388521,-0.18973025851497,-0.0305786796436708,-0.0091992073199844,0.419724104662387,0.182287573346206,0.334227276573678,0.256131797594822,0.0590526874584035,0.0938235776626868,0.23772835346995,0.0321711085001095,-0.0054369284759344
stable,0.0039493440489359,-0.167015316757475,-0.517298529464748,-0.42312014635794,0.375445826110578,0.223373274144638,0.116470555336757,0.158418631405487,-0.0025877967871506,-0.0373889868831682,0.033167482825076,0.174676016058788,-0.0279732916369877,-0.152473823066596,-0.0890509371757476,0.55288449283241,-0.0299918305495912,0.232159738338123,0.136486917665637,0.0719099542328305,0.0083252338349851,0.508176656670697,0.0329734984956395,-0.22280642992821,-0.0483884534709061,0.0177862415699621,0.482030833889456,0.253197474432008,0.439966785755976,0.388301952699948,0.211477230034377,0.248250228117181,0.153901700951452,0.036417852541924,-0.0337429599830699
stable,0.145368865927928,0.057427662920168,0.12932911281028,0.10297624345117,0.0282408594351167,-0.132956869819968,-0.120028015130951,0.105948107329547,0.159636017145736,0.0306897709503108,0.147517662061311,0.0111098746819416,0.203282501638944,-0.209341666897084,0.010722596478113,-0.0573461388987468,0.136974386344794,-0.142904658599629,0.14608315728574,-0.181220848315034,0.129467663927787,0.0022308425797475,0.127490486213782,0.0548620718662492,0.143717547697667,0.101385131362262,-0.022185827368998,0.0706032297821528,-0.0046707147914536,-0.0838790022046401,0.120617576784994,-0.0834290928074972,-0.016909859680079,0.142394726243118,0.12043341798837
stable,-0.188083445094211,-0.104497910591613,-0.0217463906459935,-0.293876461571395,0.0272028243199482,0.139958020068874,0.109953822423518,0.0646863776573911,-0.0186457157188098,0.0354838630749647,-0.0945179624381062,0.0524227110691178,-0.0753969881451871,-0.137527535237383,-0.234637702954206,0.228942710050833,-0.145824656226216,0.246603357037341,-0.0770383040498528,-0.0060264282619662,-0.166692592507043,0.223789306689163,-0.1637079985412,-0.20215042015655,0.0463828407880214,-0.109355990339809,0.228568756457217,-0.0238571987306532,0.245153559643242,0.147884930699124,-0.0719062823139509,0.327350383406554,0.259129000420443,-0.0734462337658635,-0.195626390038003
