group,CD80,CD52,CD3,CD45RA,CD7,CD49f,CD14,CD20,CD294,Podoplanin,CD62L,CD1d,CD58,CD244,TCR-A-B,FCERIA,CD124,CD2,CD18,CD127,CD71,B7-H4,CD26,CD36,CD158f,CD337,CD307d,Mac-2,CD328,TCR-Vb13,CD82,Podocalyxin,CD224,CD258
progressive,-0.266854403179787,0.156556809680781,0.195895993168002,-0.0277109766144163,0.223833830881537,-0.204406683486639,0.186259326717972,-0.131076670013386,0.090190300531469,0.001194860461137,-0.0941646655799439,-0.083734193336117,0.0083915392334983,0.0555296355558819,0.281831068993565,-0.0867870170079435,-0.0327796730158161,0.0987559344970013,0.0787510759980581,-0.0271976430262083,-0.138823105209721,-0.0725120399844089,0.170503258906916,-0.030950844483895,-0.0750863453339453,-0.0864694008969504,0.0523571825144781,-0.0029733599465981,-0.0274461083831784,-0.127598398238933,-0.0933458678408022,-0.0223707798447838,-0.0446140602615474,-0.073138850331491
progressive,0.0654092618351282,0.412881600008046,0.324839088436206,0.290478547137779,0.313220663327798,0.223156129807414,0.0146939943958574,-0.0105929278177799,0.0479779849065853,0.298611072935696,0.232101993858908,0.164206052752015,0.190650927865017,0.220810491977742,0.30538188700962,0.0893256583014138,0.278357597907133,0.27024673520142,0.106418569351519,0.267457539760792,0.109995327468159,0.237619569980122,0.230171039733722,0.1060532367443,0.26325849986061,0.22828272436695,0.137720579293974,0.334434759626987,0.253601634147688,0.190414498976921,0.102804729774759,0.142563928641325,0.297285738685845,0.134524364516039
progressive,-0.0676381595564485,-0.0210493718526769,-0.0272129365190698,0.0201974911061684,-0.0481249533237932,0.233766684196376,-0.0195569394003573,0.003564638529476,0.0202034315379844,-0.0086155534978179,-0.392782125831613,-0.0160843941254164,-0.0612757333128871,-0.098126553287542,-0.102709668007606,-0.010613647619321,0.0646988249450098,0.0812646232531356,0.0362013931312031,0.327615948535245,-0.410455808723944,-0.0603981188110302,0.364773221415579,-0.102179703646266,-0.0462210572976532,-0.0684955802478466,0.0310912193974368,-0.0313697008413972,0.0265408057428809,-0.0669682356964613,-0.0147787670310787,-0.0031755808207041,-0.0979692484971909,-0.0017284210858883
progressive,-0.265060039728295,-0.241808705468929,-0.409243069461694,-0.489421001024514,-0.456178360153714,-0.0743895302392664,-0.231633309332856,-0.249614072186758,-0.266206335323943,-0.305977152039464,-0.242561208208786,-0.258313035680901,-0.203442077772922,-0.233002484628853,-0.451939076672445,-0.189314960448219,-0.38365776241875,-0.128997770696157,-0.105963787791839,-0.20945813323391,0.0051578464169579,-0.297809973227856,-0.21050980893526,-0.126827271086426,-0.319419276663856,-0.314306980797719,-0.222518627000939,-0.289587312320596,-0.349806258048748,-0.377023300000447,-0.136010757963815,-0.438331477438142,-0.255058751759369,-0.312053912493255
progressive,-0.116197329087603,-0.136879044480961,0.354552536132362,0.047883994230903,-0.0350944645712492,0.0832150538639675,-0.403933843885891,-0.0785370569382092,-0.0224425965835351,-0.143950678991216,0.139261452948022,-0.360338162514063,-0.240150875011282,-0.414091429574305,-0.0303001004163548,0.0495152112763698,-0.0790172396480877,-0.0151362670229808,-0.489083321119181,0.205429547484643,-0.258169832096821,-0.149798745277859,0.0596704860880163,-0.408637584628379,-0.10619716369456,-0.0989775879238953,-0.104449091879067,-0.258924187513832,-0.205982712148096,0.02660741293563,-0.200612634868884,0.030052047859243,0.0159520727941978,-0.105749509353636
stable,-0.327805069378034,-0.296049242064754,-0.21626358090654,-0.127751196295002,-0.0556359039091582,-0.424689810668957,-0.309549196654717,-0.239883302832209,-0.409308112876301,-0.429323368589432,-0.416290600212192,-0.431467599491217,-0.428330839333046,-0.176099597906299,-0.351127291173134,-0.346751469841119,-0.418243127421909,-0.239410237395266,-0.239959290729726,-0.259854155737896,-0.158688496565184,-0.407533932527311,-0.261407074490607,-0.151708259279855,-0.504186918515205,-0.41716133568226,-0.445379046288512,-0.407865283991711,-0.305422168572892,-0.412643865358939,-0.40961416390295,-0.425065907835116,-0.45601202765836,-0.431827850049641
stable,-0.021278825529182,-0.0590009764212008,-0.306917963956069,-0.374795818146061,-0.502970634378863,0.148603616734147,-0.109674914411945,-0.0019073640884945,-0.105740732657918,-0.120864066719476,-0.358648958772067,-0.0348339242232207,-0.0146328343311396,0.0007867836558907,-0.332990522042663,-0.102211169599233,-0.022076238403131,0.271860835789383,0.185676848710485,0.210460297728579,0.135233357562666,-0.0768724432162458,0.275110296105501,0.0206185354636937,-0.0952662033072022,-0.109692463191762,-0.065523890120908,-0.0479108537761626,-0.0916808117379001,-0.0506491494423059,0.0139802699131043,-0.0576018650038999,0.0081871937617604,-0.0620857046553176
stable,0.0141897979321491,0.178606856016073,-0.195846926795414,-0.469245755872761,-0.249694844697808,0.334199347586563,-0.0406744153809685,-0.0416819570530406,0.0359078321888184,-0.011800219506992,-0.487468409868304,-0.0431909587613814,0.0939144484254609,0.0839927895400356,-0.293181512784043,0.0830397854045728,-0.0409223822201036,0.407447532411289,0.277477133575886,0.448242295494023,0.0126317568314494,-0.0009933557355165,0.455693290005708,0.0720259710340252,-0.0219316134539009,-0.0324313780458749,-0.016860198869823,0.0289436354158693,-0.0083848679019118,0.007830046921655,0.152119449458971,0.0274384235529965,0.15904020079067,0.0036021336628504
stable,-0.407918015782145,-0.151166295436722,-0.29906252555849,-0.445486466654643,-0.409632789941616,-0.249436586934968,-0.230198747058133,-0.414980893892896,-0.354776631481062,-0.374828743868832,-0.165133295767476,-0.372222612540647,-0.393471224606177,-0.241435930957796,-0.330869641983413,-0.383621277253884,-0.318791328955596,0.0107672227140991,-0.126292216238068,-0.267808589203605,-0.0142886998293298,-0.323377993489391,-0.241149541213189,-0.213638732145172,-0.378746665943737,-0.332294811209022,-0.453366635939886,-0.315762635438906,-0.304232495073291,-0.303180601867093,-0.290876781006453,-0.298834198354292,-0.28894555823986,-0.32329254355534
stable,-0.236632024373382,-0.112929197874369,-0.304345757875839,-0.280504466528238,-0.316823448036216,-0.0260390802867247,-0.23674711439468,-0.102249174415532,-0.310979308652207,-0.297677878991092,-0.415248456489769,-0.309012872987175,-0.257401618293685,-0.1823327070532,-0.274744149759945,-0.246269796618375,-0.273754349102003,0.0409938363250116,0.086819215197497,-0.0484415972553161,0.0356793375407969,-0.316051114759665,-0.02192805317531,-0.108150171225036,-0.285698805361406,-0.355873189940799,-0.360725492508849,-0.211296097890791,-0.209130774127065,-0.311749250272869,-0.286495345811869,-0.351725043294061,-0.231811764959757,-0.255610169095629
stable,-0.186590028157359,-0.364090568996025,-0.369512167656613,-0.0729467692563822,-0.242365725092434,-0.0186460759713888,-0.140079018115941,-0.0885631848214759,-0.281364103411894,-0.26785640187146,-0.220126702479306,-0.239765909680246,-0.285324220508466,-0.213019282198554,-0.281697514606684,-0.437451486947005,-0.31184053361644,-0.143073923121176,-0.001597860693005,-0.0875716865560021,-0.114135073695306,-0.314168203522298,-0.157302580081494,-0.141533339854973,-0.288706406182491,-0.179878641829387,-0.202177964786928,-0.211757232336625,-0.193031906617858,-0.255413641541715,-0.228658450678354,-0.254632297203549,-0.180218132495152,-0.234814927174686
stable,0.245635995988577,0.177596161984239,0.39654877942109,0.465453927979825,0.610696681380947,-0.189198246287303,0.334261556003237,0.119015498534374,0.289068834949029,0.185911382940137,0.374721076803467,0.139085138937287,0.0122247000494888,0.0540177290169711,0.406953314366866,0.181666255285898,0.167130168611819,0.0091150215904902,-0.0483024765125027,0.141553359945772,-0.183939410157963,0.310266132363637,0.344403631578122,0.0083077071702216,0.176187767637013,0.227730483026475,0.183172200710027,0.0438107932082084,0.47860489763159,0.223040585352784,-0.0052468885802115,0.296050685629046,-0.0421157636304656,0.0817864433679154
