,B7,CD101,CD107a,CD11a,CD11b,CD11c,CD123,CD124,CD127,CD133,CD137L,CD137,CD138,CD14,CD141,CD144,CD150,CD154,CD155,CD158b,CD158f,CD158,CD16,CD169,CD178,CD18,CD183,CD184,CD195,CD197,CD1c,CD1d,CD204,CD206,CD207,CD223,CD224,CD226,CD244,CD254,CD257,CD269,CD275,CD279,CD28,CD29,CD3,CD30,CD303,CD305,CD307d,CD31,CD319,CD32,CD324,CD326,CD33,CD336,CD337,CD35,CD357,CD36,CD360,CD366,CD38,CD39,CD4,CD40,CD41,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD64,CD66b,CD69,CD70,CD71,CD81,CD82,CD85j,CD86,CD88,CD95,CD96,CD98,CD99,CLEC12A,CX3CR1,DR3,HLA,ITGB7,Ig,IgA,KLRG1,Mac,NLRP2,Podoplanin,TCR,TIGIT,TSLPR,Tau,XCR1,c,group
1053BW,0.460191710579506,2.1397672496616784,0.8122965010896872,1.0313686326045275,1.850164742856728,2.354299426991455,0.6869194387846138,0.5424701962763231,0.37741075983582156,0.46499683901262623,0.553687293066299,0.7479206754420981,0.4891722429973423,1.1519939656162075,0.7523730178310604,0.5804475210347327,0.5157721308677209,0.546599257732162,1.1760832149324,0.4761079718802311,0.5310224474671618,0.3598617477621245,0.3380980871149978,0.4814988210786973,0.4526743155077121,1.125269750646441,0.48913443725982614,0.6600523790552792,0.7086456058966133,0.5203987643731086,0.41289217218098767,0.8693232408405478,0.5038072333121484,0.4683295683694624,0.5884105760863717,0.5723445629651266,1.28439221069686,0.44705718157468677,1.0723914551367608,0.539684460217324,0.5062425604918948,0.6282668910918879,0.4989402245357419,0.37464847360956616,0.3849706071099936,0.6989015530330123,0.3015356553650853,0.7095599124736065,0.547091798920184,1.4416222559486456,0.5779710984907755,1.6479705308510522,0.4815253457072851,0.6200009425824164,0.6010747230951291,0.47719425408620525,0.929811063739522,0.6758706590931055,0.4292771799635079,1.8816166154328948,0.6032645361214063,1.7542850113305384,0.4753291926297434,0.9295349669179823,1.035657837389016,1.231136528122004,0.8381266507383207,0.5099188206543203,1.0574437929367109,0.873153376015105,0.4826319775659124,0.9116326517192118,0.7733012535885493,1.092342502754926,0.39059493636390746,0.3721484297160617,0.5112349345119152,1.5955823841020633,0.4949191362992524,1.1279019345995025,0.5999442202869377,1.4588561443882697,0.45061487001196693,0.5044393159430423,0.5588502543812192,0.4795102002359433,0.3624694690946567,0.8545461731393471,0.7735619865214713,0.9153409032457809,1.0412508921219596,1.1052688487661575,0.5191806485918148,0.5226703947249792,0.977029478226103,2.3929846412902123,0.909838918775148,0.47724169375613434,0.2647893449971929,0.4391084304158413,0.7388291852394643,0.360773068919453,0.5195188713466098,0.731544619465042,0.48659612759685483,0.7211968932783769,0.40341218191835226,0.49635815957788243,0.38952085224848476,0.42371850624552126,0.5305431722215002,0.48263121524107977,healthy
Mix_donor1,0.967046808176764,1.8486852027262133,1.3379950538296541,1.0953845810883454,1.91220536236583,2.260532876959846,0.7966381402015401,0.9988964220544794,0.5634153451163642,0.8483596971862719,1.0368178377032913,0.9480313919475544,1.240692126636428,1.41023736240768,1.020355585204111,1.2293066724347588,1.0034484906632697,1.0548954089258626,1.3135517744708325,0.8229878675985033,0.948637066607791,0.8621591616091285,0.4319232232086864,0.9379063360185094,1.0103993755707348,1.1334663816829946,1.1626049368723883,1.2956693011513296,1.0455764684590638,0.9876288567430132,0.6975493843242664,1.4204781120251693,0.9174879947682213,0.8595089640798432,1.248255437274273,1.0733829721126165,1.1646556213130848,1.590017829401918,1.46425911284871,1.0994913638767316,1.0572931955412457,1.142667537851965,1.0467148911162742,0.690127498586552,0.5777047327705428,1.0944972580697658,0.3972056001111655,1.450894627881752,0.9920120838820533,1.4255092347203446,1.0642955384184265,1.672256566038519,0.9975851626316654,2.2738427491112194,1.1023338630551713,1.3104487065798422,1.0079679308498435,1.1430457850684006,0.8350443730672713,2.242149728823765,0.9405147806639189,2.0338959345187537,0.8764253850184113,1.0724211445368357,1.1504837401495525,1.3236915309083936,0.7087261638744188,0.5657927768486762,3.5059425681227103,0.9071495110702997,0.6725612123126873,0.8546022917396684,0.982009729408022,1.2852876988939652,2.053440675280256,0.4174465502368335,1.1099849776964779,1.8713661307110168,0.3446228310679153,1.4443842416692778,0.71339350473633,1.309134416953626,0.9494591144187756,1.545908673255432,1.1245553752917223,0.7033207881886997,0.5869891051427644,1.2378461652606612,0.9709739081537677,1.1523762766500896,1.8331038651170326,1.2006746578109249,0.9620370535486944,0.7302130492336618,0.8709785312828251,2.845200861837627,1.292959081474857,0.9065712864120749,0.6813297877574241,0.9872529473807338,1.049193116395982,0.8481307235132516,0.7481477788812638,1.1023381629554114,1.0642298689988494,1.2877729145721826,0.5221024315101634,1.0176046832339503,0.8451726171268629,0.9375110335536305,1.1181847572438381,0.8792899991052209,healthy
BP08191115,0.6829949493334001,1.0779021171400773,0.9392566257159657,0.8354819645730046,1.0580846328011404,1.6253608033826035,0.5927508986683239,0.7494727922358426,0.3576056180551212,0.5692946429516137,0.7082262925935591,0.7672401685489689,0.8388294370616568,0.8458368404565706,0.9179790658667863,0.7904946259128665,0.7475437987442116,0.863142007735319,0.9128085024870837,0.5750613503355058,0.7099673843428912,0.5730277018265307,0.5162048756246418,0.7038756185420705,0.6943152820705552,0.7886213912205688,0.7998455705498677,0.6419543808403351,0.7258574558255042,0.6719245419330915,0.24562102383041068,0.8389305617311834,0.6858668906684912,0.5221853343660483,0.9809486712493592,0.7759789019179066,0.8616957283902499,0.5884027202566396,0.7910950290896003,0.7126102323377617,0.7138665974465919,0.8645778621569824,0.7929098810498069,0.4757392380282434,0.3430404450660241,0.599228997221869,0.17111941189511667,1.0023929098474218,0.7796578824280392,0.9194282355657359,0.7500895205338881,1.180738511094152,0.7610873074769059,1.2524049820204501,0.7869369711574611,1.0947834708370048,1.5186118517279108,0.9151330282712898,0.568777470050639,1.7815078163735032,0.6677366387771106,1.3328099316232616,0.5991286539560119,0.7510141154227825,0.8825117782274355,0.8116144217548144,0.5400821850851261,0.3057654166643454,1.088602162551432,0.6791875864449438,0.6413302953092588,1.0619425929989377,0.5320045590798375,0.8997920938983147,0.6320782839851176,0.16206079396982395,0.4473305620848526,1.0273133714557054,0.1967174401222593,1.03933674354434,0.36306519462356635,0.5819391890028128,0.7324665397125931,0.8299520144521001,0.788851644866123,0.3446963781958553,0.3475864764024376,0.7445753832314721,0.7864275538046331,0.6946779345307236,1.2436521849663946,0.7189450424224672,0.7167963199610897,0.5398858916736953,0.6237162593680131,1.9169309030186796,0.9210767253998525,0.6811849808759971,0.25072335647353095,0.5182319492241906,2.1124804230788965,0.8904919603697947,0.3528992101728261,0.7712360664888017,0.6811669426671997,1.0206746469008814,0.24797337741043346,0.709644890718774,0.6117526764478884,0.6388090084686445,0.7639372898392132,0.6602319161564709,healthy
BP05191345,0.6436719125343043,0.9261243047502743,0.8268928598545318,0.6643698584625257,1.035153536094476,1.5243735345437268,0.41567465165206874,0.6490097909086213,0.2964002133298469,0.4875692713084434,0.6969560479761471,0.5232406109007381,0.8230855874621495,0.6018942064206373,0.6748338389824655,0.6978520040733772,0.704418293827434,0.7863698888925704,1.0291790593536996,0.5389849637543568,0.6475969282702927,0.5370247787190227,0.23840640543974628,0.5516591763005305,0.6356192751748325,0.6237488395896776,0.7381648513278553,0.5902092304790927,0.664836012340571,0.5904652643057562,0.16453197323197596,0.8124770455483592,0.633569338463132,0.5015470448950343,0.9858011570525734,0.7070029132491313,0.8339806203696077,0.6608477973641094,0.7714806519419761,0.6649764362776786,0.6968195750229071,0.8729655742086698,0.754366578221243,0.3905451113135127,0.3219608171306749,0.5189055973757709,0.15512947639805993,0.8862058300605733,0.673756476409347,0.8312161682426481,0.7545883848486575,1.1256142973976297,0.6452619990421048,0.7423462190431946,0.7227782180947019,1.0145384228384762,0.3906495826713469,0.8108261877042399,0.5527210383181481,2.0001045480815027,0.6670395881545559,1.400187751717587,0.5366853045207489,0.6551644122968584,0.6837135640894069,0.6508442767274387,0.5436043712884449,0.21284458772074136,1.3880010003771222,0.5379635842992586,0.523993768749773,1.0540915714438204,0.45069676298389527,0.5102592563032241,0.7701462230020296,0.15576488977373223,0.5037895264318247,1.0468963379228358,0.148706469876929,0.9297217816014998,0.2618383182574921,0.46248283372245585,0.7050104835274891,1.0564921831919818,0.7257775362330277,0.2958059339339519,0.37621305722482656,0.8196606477037556,0.5712679748956137,0.4995120915693772,1.0938607913860166,0.7558628124844685,0.6252389394490401,0.502698534536537,0.704084456914642,1.5672680425688543,0.7999301782077767,0.6996335223372233,0.20246770077578624,0.39961530641675735,1.8739324132522848,0.7418792700785651,0.4066108437388002,0.7654135304784473,0.6174520182451014,0.9502225729042293,0.22335043440376093,0.7047932190877425,0.6005826141281436,0.5499922541593475,0.677408257745417,0.5947700053727139,healthy
BP0219101,0.8313105513779921,1.5308703012164389,1.023175277120587,1.0610922525729811,1.4870442984013066,1.9620376341790566,0.6685962316724913,0.8840537915599223,0.3972684415601344,0.7325293584876396,0.8198913793072997,0.9646401881319359,1.0465399727962983,0.9337320360438507,0.9184880738916965,0.8225040367260741,0.8742374498951404,0.9820946188037397,1.225332662092882,0.6354907834505791,0.8072018418476129,0.585411636729718,0.3506507707769865,0.8159774039917408,0.7874510528024534,1.0012312686541796,1.0101787294541087,0.6731107431100513,0.8540175511903755,0.6915941779294098,0.28501045620205895,1.1354282348245086,0.8054736266314657,0.6633375496678994,1.1164508087772256,0.8450086374840657,1.029625675739408,0.8393891085026014,1.0477143643726796,0.7893446997113496,0.8490135516330853,0.9836526600229341,0.828323337926849,0.5037876610647343,0.377891710297718,0.8550342132284429,0.22919827097603795,1.3063457731670756,0.8692768992606589,1.1559255637785948,0.9341442617647323,1.5608043317581493,0.8222583003454572,1.3985998664282324,0.9004379365291755,0.7625558205019891,1.623846796328896,1.0473665189510235,0.6709825015192252,2.3923890562574623,0.7078337932010514,1.8823842244182307,0.7283468710856513,0.903862080727751,1.0298418677696775,0.9828441153461959,0.8226422154022841,0.5361942615129954,1.6833541906878922,0.8543336287002318,0.7792187760133332,0.9921365851015032,0.73348408320298,0.7501795041594752,0.8688053301687009,0.1548442510404561,0.541924390819628,1.4888768725370387,0.28550833683716953,1.2151003699180727,0.5100417561177596,0.7401505155378884,0.7605692467435916,1.071893847082237,0.8797595915907386,0.4016842228312056,0.54407679108833,0.9466955915772826,0.9811800282021644,0.9028840907866801,1.4285538379148686,0.9861957393026454,0.7816108118425352,0.6387749712707046,0.8794699245357243,2.4765622990765324,1.0215983708449223,0.7612910295580593,0.3327470080944964,0.3718932166112019,2.36381861333866,0.9956552104066898,0.38688545782087186,0.9164213719340453,0.733534264932283,0.8163057531351943,0.3157176799689359,0.8436477144399812,0.6795388998049808,0.7281268766890039,0.7929169538602906,0.7459545038672549,healthy
7541BW,0.42394646910170836,1.9648593568482584,0.6676516655352633,1.1463137947255306,1.5910337725105597,2.2765611333479763,0.5098356199977949,0.5028886366866666,0.380177402630363,0.421286928090795,0.4791774982929493,0.5636089258362553,0.45365210519066157,1.0986453851593923,0.8251569102021827,0.5344191255253341,0.4894475574808723,0.4969301778928721,1.308965586455147,0.4415620345227307,0.48602492985489576,0.3483926775999754,0.6441567822083544,0.48660438492628777,0.4065539835155026,1.1825612285334732,0.46500799975233625,0.6048303361371024,0.5571657790254291,0.47756385501748516,0.362646051331878,0.7473410516134126,0.4568606833360938,0.6260933035749959,0.5258516619339142,0.560179543728891,1.264277581619748,0.41648567564377953,1.1786949040819052,0.5323219630180525,0.44581894778108055,0.5697291706432714,0.4609404303596205,0.3349777073202601,0.3713366321214744,0.8021541762765949,0.2893448556865629,0.6583429981703186,0.5085454249989921,1.2352702017009225,0.5266101078055536,1.7624412029470886,0.4327388241892456,0.7437220306521262,0.5490951081921714,0.42066781684180954,1.6505085111666649,0.6385001206415362,0.41069254082883044,1.7869479613884542,0.5531908936757172,1.1126773217876154,0.4579046084334891,1.0644650841133587,0.840746279148242,1.166325792242399,0.8130967113667111,0.33863760233031415,1.0674089239684594,0.8816013261058105,0.5563880176537902,0.8545255814145762,0.7580436989436985,1.3034120423842055,0.5453502853527686,0.3642265229917935,0.7929645458893266,1.8303440858617819,0.49866322553559905,1.0347330724871846,0.48767515809959217,0.9419553635520507,0.41344952195680235,0.4734042959551467,0.523950109360575,0.4064681116650491,0.40659027836174017,0.7440500147196064,0.7705238929007459,1.0267098955620737,1.400301771945473,1.0421782750692172,0.5014234156525735,0.46689007513130326,0.8748751126643706,2.446769505115958,0.9818534095154899,0.4429782628227119,0.2346108860010123,0.4033619414902128,0.5543762953894473,0.35573076879174953,0.40736542563422506,0.6750687132862715,0.4636009532973503,0.6730124614083095,0.3778045121255669,0.4536129876872873,0.35335493259435397,0.37569001550816333,0.4988993030305574,0.4435096448581247,healthy
6130BW,0.40213138385123665,1.9339694205525635,0.5507515087802332,1.0667362004852716,1.4394327152225717,2.2858924721228715,0.9563770543617927,0.48611761064127496,0.3465549755539323,0.421962474680487,0.4182188003530759,0.45410764132804854,0.4253278491091309,0.9992123953921941,0.842660610534252,0.5046969199212477,0.4607856636489566,0.4993538988602787,1.3490797210444714,0.4339905555430622,0.5005815611903007,0.294730371120198,0.645819269884411,0.44158517373234596,0.3718112568850986,1.1083002851781831,0.4470765965803398,0.6273811698623728,0.5369464832696903,0.4551388666291075,0.37738287018329814,0.9509611529254818,0.4254088377749617,0.43767963997403825,0.5015923681729921,0.5084316384896684,0.9117365022908875,0.5353023542693164,1.1049993690996158,0.4925465055387854,0.4075291730837044,0.5346216180584639,0.3738319567285918,0.33800352263758043,0.3529185412654519,0.7671251356001754,0.31061859941671927,0.6394494731923872,0.510996841242344,1.4107829101771072,0.5263150264596093,1.7135282233055233,0.4346620026385858,0.4971847228935577,0.47682372917350574,0.3848537581571752,2.0792265948350783,0.5930854960054923,0.38506604029956976,1.3073008152914722,0.5060914433897626,1.5356511624738367,0.49252090911953866,0.9879437901080158,0.993900895606804,1.0077906873219638,0.8850438957396511,0.35985473895114195,1.5836023094231018,0.7687086675140278,0.6524188209567633,0.7896436073606585,0.7259674476359389,1.1625785088989014,0.5695981803810877,0.33349089478440214,0.5575465009564124,1.602608949800178,0.5004312737726767,0.9930744336687154,0.3959903346113864,0.966327887307488,0.3379729276743862,0.41025890949126415,0.513739918195788,0.28880718923997206,0.4657775172867677,0.7177641571214228,0.6505857877073076,0.8864439031066782,1.179220733627589,1.0162098561071582,0.48895276317206543,0.48439645653650615,0.8538828419652927,2.628207598737498,0.900874612529014,0.40434091603229033,0.23812199584394275,0.39122089108700236,0.6034270353411709,0.33823817858715266,0.47908150307115405,0.6543837804621097,0.42450835499841705,0.6304051153623645,0.38168161374141685,0.406362317303214,0.35199368463526304,0.3668149966232931,0.4852756613851507,0.4465376701456613,healthy
BP0319250,0.8975187365095452,1.454753893272078,1.095909082008071,1.0813635233739043,1.3602548827109702,1.8625649612964534,0.8413933942372599,0.9404504385303488,0.5043658373917742,0.7740523087901499,0.854395676169722,0.7985716184484564,1.0397423196828404,0.9939080547882931,0.9852551062082273,0.9490034518817172,0.895277017833117,1.0102278427980067,1.2453889579154236,0.664475335838632,0.8841784635453741,0.6961312031878467,0.48714058796883847,0.8312071769269747,0.8878298804187053,0.9327205086389843,1.0877414125732776,0.8670819396476628,0.91305928820932,0.7263430348124321,0.26674018027095886,1.1591286560180616,0.8145185648116836,0.7327957585180145,1.154397905762506,0.9875734106877382,1.1358720898391887,0.8240765663854681,1.008934253725932,0.9135606855001199,0.9369056673755888,1.0656108529042678,0.8988969223982032,0.6076923838650549,0.4272553263414112,0.8427267863801761,0.24229243948092907,1.3016204836415677,0.9574027144088961,1.2372268401935962,0.9764713919321674,1.5938458123340358,0.8967847564229292,1.194575840549559,0.937187801364146,0.9011887238946262,1.5736751499368924,1.141319409264233,0.7582206282019966,2.295050512009186,0.8296074313630227,1.850339442047393,0.784032868005653,1.0579838593957571,0.8334070917388573,1.0350910515770082,0.8520742475226932,0.46942920274540284,1.794253242264263,0.8314637287042588,0.7179753499865004,1.0853972691141944,0.8264290150532564,1.0348373661339647,0.9837823735249752,0.17113037470457124,0.7328380408356291,1.457625134812961,0.29788193223990794,1.3160921870067799,0.2993997523259334,0.779593210554085,0.8315124874771351,1.0429363480866345,0.9492569104520644,0.43766608463629453,0.6752757927556318,1.0569089664289797,0.869414223215617,0.8542018655790153,1.561705885526591,0.9463166954798397,0.8136669609382552,0.7441782953035766,0.9615088411208451,2.158002471843794,1.1380731092477625,0.8773766577133986,0.4247315986597593,0.5049225981801003,2.5832509957598377,1.0882879825719753,0.5462293461888084,0.9550053077074867,0.7784517906180932,0.8501687834362688,0.2944926187980629,0.9527289232530709,0.8567516078684937,0.7610364563037102,0.8124588736035255,0.8126071555754903,healthy
3577BW,0.45488869402259413,1.6206820770125578,0.7284898176748112,1.2469433660895481,1.4093588209366803,2.577556708902879,1.3849797309988903,0.5341294737985578,0.32803787489472575,0.45767570185528583,0.4621620483638076,0.4520316645282147,0.49892544513800985,1.1256166648909571,1.038870221353558,0.5773755957516115,0.5265482504139578,0.5652364018833624,1.020233132607048,0.5015102880855337,0.5679672517353104,0.37956587956544474,0.9600078099640611,0.6301555486591195,0.4843560876145584,1.0938458116074392,0.46843390313270483,0.7415686810071034,0.6388272080461928,0.4754160513528231,0.503246459808356,0.9078630666803521,0.4883724767982467,0.4768636874448448,0.5301284824293043,0.6214526302303823,1.3152866445455784,0.5285085273179916,1.6362960846445274,0.5456821306592756,0.5113270532002003,0.619372546567576,0.46442627319070856,0.3813345367749962,0.3742397006138901,0.7604974615004402,0.2296959766765276,0.6719176866277458,0.5644786108814429,1.5782559564612961,0.5567303489843514,1.8736528915208095,0.6033592928168595,1.8727595036618123,0.5500064724657595,0.45334005288909884,2.042807145753641,0.6699751736735835,0.4556730404267195,1.5602485070114203,0.592873730379155,1.5123507797027962,0.6187494669150575,1.129638977443316,0.8183342135021113,1.3115267492732892,1.0516190267935674,0.43067664427000124,1.3184036343834302,0.9928326755024229,0.6827325418512734,0.9295119993273442,0.8886020845832063,1.4501648884323342,0.5542165595931011,0.2475966414013047,0.865315590455136,1.9146334958780515,0.5583955040268849,1.1299450022405642,0.37302830604679077,0.9267247170601962,0.4298779536459002,0.49652094635172095,0.5565493539669766,0.40458162756064714,0.3506083258023524,0.6691243269431385,0.9775160827488503,1.1401833859838328,1.8779700788433449,0.8686785306118836,0.5103133177909244,0.669747326459521,0.6610273398517704,2.0609127774159086,1.0346466254489044,0.39489822065793295,0.41450267320341533,0.4176941409032999,0.6667913914101616,0.42268875286946533,0.3176965539428213,0.735977644733096,0.4280184022095915,0.6491761691691202,0.33630986029452237,0.4904941136828263,0.38075515722736236,0.45397702265472223,0.4012976262554608,0.45777026500432444,healthy
3283BW,0.4987979425234796,1.6049730733009386,0.7058381141046631,1.1978407555008936,1.9647255583461005,2.4449330413431922,0.720009974963623,0.568251461116146,0.4365622548631687,0.5287322099056964,0.5781091029147609,0.557073515928558,0.5624626984784696,1.3598136545358233,1.0682447535758277,0.670959377191157,0.5804494374784581,0.5549746899446258,1.3740748337560384,0.4725826657116533,0.5284048628146384,0.4557404550454482,0.25851972751455665,0.5603532151264963,0.46671874219377546,1.5270583108972169,0.519267013406782,0.7602809181959056,0.6358250946496397,0.5412116901733304,0.4448644434850399,1.1541127126673292,0.5857747153112616,0.6648405243510879,0.6647800982498621,0.6396539427628902,1.2368402508191845,0.7304671583049367,1.027164375701888,0.5883265205709174,0.518257080730643,0.6911575370361601,0.5179147836547383,0.3742113777786903,0.44927197946917047,0.889229537731376,0.2965425862684069,0.7651192374007904,0.6333911885204223,1.420548764106996,0.6254696590610942,1.7717198261986322,0.5040692004267954,1.8032282280152099,0.6545940021078985,0.4673765376301407,1.9602830045246638,0.7405089990714405,0.49434003597823184,1.9444554588865415,0.5977607282096538,1.967549399073094,0.49641082501436734,0.8655313690986342,0.9615375829701734,1.3316181468138186,1.0359906208332126,0.50927216796608,2.012523866827797,0.8746284626043493,0.3934972450017604,0.9309711213573134,0.8306655090576436,1.171096604775932,0.8125311515439307,0.3694265617440747,0.6557474142981976,1.8622676535270883,0.4718343979133817,1.1221916138737777,0.38076135029990565,1.361956234424644,0.487475774581026,0.6541752427944181,0.6060937757547359,0.38213869625529867,0.32292405021882403,0.9010738217994629,0.7694298163866994,1.0789610183051146,1.4076249421542564,1.1029212276700502,0.5564866204251815,0.5190660935433867,1.0112940191064432,2.542172989649289,1.0435124440142047,0.5304146598308114,0.23736625439117393,0.5070023746690527,0.6876949874937187,0.3911248405629228,0.36746253136747514,0.8069945956488059,0.5908384687066551,0.7316001757853619,0.4035688367770318,0.5233254421726924,0.4317735486561394,0.504280541128716,0.6119815055437768,0.5191107679335674,healthy
