TF_name	target_id	target_name	target_synonyms
NANOG	ENSG00000000938	FGR	SRC2,c-fgr,c-src2,p55-Fgr,p55c-fgr,p58-Fgr,p58c-fgr
NANOG	ENSG00000002330	BAD	BBC2,BCL2L8
NANOG	ENSG00000004399	PLXND1	PLEXD1
NANOG	ENSG00000005206	SPPL2B	IMP-4,IMP4,PSH4,PSL1
NANOG	ENSG00000005238	FAM214B	KIAA1539
NANOG	ENSG00000006015	C19orf60	-
NANOG	ENSG00000006016	CRLF1	CISS,CISS1,CLF,CLF-1,NR6,zcytor5
NANOG	ENSG00000006704	GTF2IRD1	BEN,CREAM1,GTF3,MUSTRD1,RBAP2,WBS,WBSCR11,WBSCR12,hMusTRD1alpha1
NANOG	ENSG00000007047	MARK4	MARK4L,MARK4S,MARKL1,MARKL1L,PAR-1D
NANOG	ENSG00000007402	CACNA2D2	CACNA2D
NANOG	ENSG00000008294	SPAG9	CT89,HLC-6,HLC4,HLC6,JIP-4,JIP4,JLP,PHET,PIG6
NANOG	ENSG00000008323	PLEKHG6	MyoGEF
NANOG	ENSG00000008324	SS18L2	KIAA-iso
NANOG	ENSG00000008952	SEC62	Dtrp1,HTP1,TLOC1,TP-1
NANOG	ENSG00000009844	VTA1	C6orf55,DRG-1,DRG1,HSPC228,LIP5,My012,SBP1
NANOG	ENSG00000010278	CD9	BTCC-1,DRAP-27,MIC3,MRP-1,TSPAN-29,TSPAN29
NANOG	ENSG00000010361	FUZ	FY,NTD
NANOG	ENSG00000010610	CD4	CD4mut
NANOG	ENSG00000010810	FYN	SLK,SYN,p59-FYN
NANOG	ENSG00000011028	MRC2	CD280,CLEC13E,ENDO180,UPARAP
NANOG	ENSG00000012061	ERCC1	COFS4,RAD10,UV20
NANOG	ENSG00000012171	SEMA3B	hsa-mir-6872
NANOG	ENSG00000018408	WWTR1	TAZ
NANOG	ENSG00000020577	SAMD4A	SAMD4,SMAUG,SMAUG1,SMG,SMGA
NANOG	ENSG00000021762	OSBPL5	OBPH1,ORP5
NANOG	ENSG00000026025	VIM	CTRCT30,HEL113
NANOG	ENSG00000026103	FAS	ALPS1A,APO-1,APT1,CD95,FAS1,FASTM,TNFRSF6
NANOG	ENSG00000028203	VEZT	VEZATIN
NANOG	ENSG00000028839	TBPL1	MGC:8389,MGC:9620,STUD,TLF,TLP,TRF2
NANOG	ENSG00000038219	BOD1L1	BOD1L,FAM44A
NANOG	ENSG00000039523	FAM65A	-
NANOG	ENSG00000042493	CAPG	AFCP,HEL-S-66,MCP
NANOG	ENSG00000048028	USP28	-
NANOG	ENSG00000048342	CC2D2A	JBTS9,MKS6
NANOG	ENSG00000049540	ELN	SVAS,WBS,WS
NANOG	ENSG00000049759	NEDD4L	NEDD4-2,NEDD4.2,PVNH7,RSP5,hNEDD4-2
NANOG	ENSG00000050344	NFE2L3	NRF3
NANOG	ENSG00000053254	FOXN3	C14orf116,CHES1,PRO1635
NANOG	ENSG00000053438	NNAT	Peg5
NANOG	ENSG00000054267	ARID4B	BCAA,BRCAA1,RBBP1L1,RBP1L1,SAP180
NANOG	ENSG00000057935	MTA3	-
NANOG	ENSG00000058056	USP13	ISOT3,IsoT-3
NANOG	ENSG00000058085	LAMC2	B2T,BM600,CSF,EBR2,EBR2A,LAMB2T,LAMNB2
NANOG	ENSG00000058453	CROCC	ROLT,TAX1BP2
NANOG	ENSG00000058668	ATP2B4	ATP2B2,MXRA1,PMCA4,PMCA4b,PMCA4x
NANOG	ENSG00000059804	SLC2A3	GLUT3
NANOG	ENSG00000060749	QSER1	-
NANOG	ENSG00000061337	LZTS1	F37,FEZ1
NANOG	ENSG00000062716	VMP1	MIRN21,hsa-mir-21,miR-21,miRNA21
NANOG	ENSG00000063176	SPHK2	SK 2,SK-2,SPK 2,SPK-2
NANOG	ENSG00000063177	RPL18	L18
NANOG	ENSG00000063180	CA11	CARPX1
NANOG	ENSG00000064419	TNPO3	IPO12,LGMD1F,MTR10A,TRN-SR,TRN-SR2,TRNSR
NANOG	ENSG00000064547	LPAR2	EDG-4,EDG4,LPA-2,LPA2
NANOG	ENSG00000064607	SUGP2	SFRS14
NANOG	ENSG00000065361	ERBB3	ErbB-3,HER3,LCCS2,MDA-BF-1,c-erbB-3,c-erbB3,erbB3-S,p180-ErbB3,p45-sErbB3,p85-sErbB3
NANOG	ENSG00000065526	SPEN	HIAA0929,MINT,RBM15C,SHARP
NANOG	ENSG00000065618	COL17A1	MIRN936,hsa-mir-936
NANOG	ENSG00000065717	TLE2	ESG,ESG2,GRG2
NANOG	ENSG00000066468	FGFR2	BBDS,BEK,BFR-1,CD332,CEK3,CFD1,ECT1,JWS,K-SAM,KGFR,TK14,TK25
NANOG	ENSG00000067082	KLF6	BCD1,CBA1,COPEB,CPBP,GBF,PAC1,ST12,ZF9
NANOG	ENSG00000067182	TNFRSF1A	CD120a,FPF,TBP1,TNF-R,TNF-R-I,TNF-R55,TNFAR,TNFR1,TNFR55,TNFR60,p55,p55-R,p60
NANOG	ENSG00000067369	TP53BP1	53BP1,TDRD30,TP53,p202,p53BP1
NANOG	ENSG00000068323	TFE3	RCCP2,RCCX1,TFEA,bHLHe33
NANOG	ENSG00000069020	MAST4	-
NANOG	ENSG00000070087	PFN2	D3S1319E,PFL
NANOG	ENSG00000070371	CLTCL1	CHC22,CLH22,CLTCL,CLTD
NANOG	ENSG00000070718	AP3M2	AP47B,CLA20,P47B
NANOG	ENSG00000071575	TRIB2	C5FW,GS3955,TRB2
NANOG	ENSG00000071889	FAM3A	2.19,DLD,DXS560S,XAP-7
NANOG	ENSG00000071994	PDCD2	RP8,ZMYND7
NANOG	ENSG00000072201	LNX1	LNX,MPDZ,PDZRN2
NANOG	ENSG00000072518	MARK2	EMK-1,EMK1,PAR-1,Par-1b,Par1b
NANOG	ENSG00000075073	TACR2	NK2R,NKNAR,SKR,TAC2R
NANOG	ENSG00000075223	SEMA3C	SEMAE,SemE
NANOG	ENSG00000075391	RASAL2	NGAP
NANOG	ENSG00000076108	BAZ2A	TIP5,WALp3
NANOG	ENSG00000076555	ACACB	ACC2,ACCB,HACC275
NANOG	ENSG00000076604	TRAF4	CART1,MLN62,RNF83
NANOG	ENSG00000076641	PAG1	CBP,PAG
NANOG	ENSG00000077684	JADE1	PHF17
NANOG	ENSG00000080503	SMARCA2	BAF190,BRM,NCBRS,SNF2,SNF2L2,SNF2LA,SWI2,Sth1p,hBRM,hSNF2a
NANOG	ENSG00000081019	RSBN1	ROSBIN
NANOG	ENSG00000081189	MEF2C	C5DELq14.3,DEL5q14.3
NANOG	ENSG00000082805	ERC1	Cast2,ELKS,ERC-1,RAB6IP2
NANOG	ENSG00000085276	MECOM	AML1-EVI-1,EVI1,KMT8E,MDS1,MDS1-EVI1,PRDM3,RUSAT2
NANOG	ENSG00000086015	MAST2	MAST205,MTSSK
NANOG	ENSG00000087076	HSD17B14	DHRS10,SDR47C1,retSDR3
NANOG	ENSG00000087077	TRIP6	hsa-mir-6875
NANOG	ENSG00000087087	SRRT	ARS2,ASR2,serrate
NANOG	ENSG00000087274	ADD1	ADDA
NANOG	ENSG00000088002	SULT2B1	HSST2
NANOG	ENSG00000088305	DNMT3B	ICF,ICF1,M.HsaIIIB
NANOG	ENSG00000088727	KIF9	-
NANOG	ENSG00000088876	ZNF343	dJ734P14.5
NANOG	ENSG00000089154	GCN1L1	GCN1L,GCN1L1,PRIC295
NANOG	ENSG00000089157	RPLP0	L10E,LP0,P0,PRLP0,RPP0
NANOG	ENSG00000089159	PXN	-
NANOG	ENSG00000089639	GMIP	ARHGAP46
NANOG	ENSG00000089692	LAG3	CD223
NANOG	ENSG00000089693	MLF2	NTN4
NANOG	ENSG00000090686	USP48	RAP1GA1,USP31
NANOG	ENSG00000090905	TNRC6A	CAGH26,GW1,GW182,TNRC6
NANOG	ENSG00000091157	WDR7	TRAG
NANOG	ENSG00000091536	MYO15A	DFNB3,MYO15
NANOG	ENSG00000092621	PHGDH	3-PGDH,3PGDH,HEL-S-113,NLS,NLS1,PDG,PGAD,PGD,PGDH,PHGDHD,SERA
NANOG	ENSG00000092871	RFFL	CARP-2,CARP2,FRING,RIFIFYLIN,RNF189,RNF34L
NANOG	ENSG00000093072	CECR1	ADA2,ADGF,IDGFL,PAN,SNEDS
NANOG	ENSG00000093144	ECHDC1	HEL-S-76,MMCD,dJ351K20.2
NANOG	ENSG00000093167	LRRFIP2	HUFI-2
NANOG	ENSG00000093183	SEC22C	SEC22L3
NANOG	ENSG00000095015	MAP3K1	MAPKKK1,MEKK,MEKK 1,MEKK1,SRXY6
NANOG	ENSG00000095370	SH2D3C	CHAT,NSP3,PRO34088,SHEP1
NANOG	ENSG00000095637	SORBS1	CAP,FLAF2,R85FL,SH3D5,SH3P12,SORB1
NANOG	ENSG00000095739	BAMBI	NMA
NANOG	ENSG00000095794	CREM	CREM-2,ICER,hCREM-2
NANOG	ENSG00000099256	PRTFDC1	HHGP
NANOG	ENSG00000099282	TSPAN15	2700063A19Rik,NET-7,NET7,TM4SF15
NANOG	ENSG00000100024	UPB1	BUP1
NANOG	ENSG00000100028	SNRPD3	SMD3,Sm-D3
NANOG	ENSG00000100033	PRODH	HSPOX2,PIG6,POX,PRODH1,PRODH2,TP53I6
NANOG	ENSG00000100083	GGA1	-
NANOG	ENSG00000100100	PIK3IP1	HGFL,hHGFL(S)
NANOG	ENSG00000100122	CRYBB1	CATCN3,CTRCT17
NANOG	ENSG00000100276	RASL10A	RRP22
NANOG	ENSG00000100280	AP1B1	ADTB1,AP105A,BAM22,CLAPB2
NANOG	ENSG00000100314	CABP7	CALN2
NANOG	ENSG00000100320	RBFOX2	FOX2,Fox-2,HNRBP2,HRNBP2,RBM9,RTA,dJ106I20.3,fxh
NANOG	ENSG00000100410	PHF5A	INI,Rds3,SAP14b,SF3B7,SF3b14b,bK223H9.2
NANOG	ENSG00000100412	ACO2	ACONM,HEL-S-284,ICRD,OCA8,OPA9
NANOG	ENSG00000100462	PRMT5	HRMT1L5,IBP72,JBP1,SKB1,SKB1Hs
NANOG	ENSG00000100802	C14orf93	-
NANOG	ENSG00000100813	ACIN1	ACINUS,ACN,fSAP152
NANOG	ENSG00000101294	HM13	H13,IMP1,IMPAS,IMPAS-1,MSTP086,PSENL3,PSL3,SPP,SPPL1
