TF_name	target_id	target_name	target_synonyms
TP63	ENSG00000002330	BAD	BBC2,BCL2L8
TP63	ENSG00000003402	CFLAR	CASH,CASP8AP1,CLARP,Casper,FLAME,FLAME-1,FLAME1,FLIP,I-FLICE,MRIT,c-FLIP,c-FLIPL,c-FLIPR,c-FLIPS
TP63	ENSG00000004399	PLXND1	PLEXD1
TP63	ENSG00000004534	RBM6	3G2,DEF-3,DEF3,HLC-11,NY-LU-12,g16
TP63	ENSG00000005243	COPZ2	zeta2-COP
TP63	ENSG00000005469	CROT	COT
TP63	ENSG00000005882	PDK2	PDHK2,PDKII
TP63	ENSG00000005884	ITGA3	CD49C,FRP-2,GAP-B3,GAPB3,ILNEB,MSK18,VCA-2,VL3A,VLA3a
TP63	ENSG00000006712	PAF1	F23149_1,PD2
TP63	ENSG00000007047	MARK4	MARK4L,MARK4S,MARKL1,MARKL1L,PAR-1D
TP63	ENSG00000007866	TEAD3	DTEF-1,ETFR-1,TEAD-3,TEAD5,TEF-5,TEF5
TP63	ENSG00000008441	NFIX	CTF,MRSHSS,NF-I/X,NF1-X,NF1A,SOTOS2
TP63	ENSG00000008710	PKD1	MIR6511B-1,hsa-mir-6511b-1
TP63	ENSG00000010322	NISCH	I-1,IR1,IRAS,hIRAS
TP63	ENSG00000011007	TCEB3	SIII,SIII p110,TCEB3,TCEB3A
TP63	ENSG00000011009	LYPLA2	APT-2,APT2,DJ886K2.4
TP63	ENSG00000011105	TSPAN9	NET-5,NET5,PP1057
TP63	ENSG00000011454	RABGAP1	GAPCENA,TBC1D11
TP63	ENSG00000011485	PPP5C	PP5,PPP5,PPT
TP63	ENSG00000012171	SEMA3B	hsa-mir-6872
TP63	ENSG00000014216	CAPN1	CANP,CANP1,CANPL1,SPG76,muCANP,muCL
TP63	ENSG00000019485	PRDM11	PFM8
TP63	ENSG00000023445	BIRC3	AIP1,API2,CIAP2,HAIP1,HIAP1,MALT2,MIHC,RNF49,c-IAP2
TP63	ENSG00000027075	PRKCH	PKC-L,PKCL,PRKCL,nPKC-eta
TP63	ENSG00000034677	RNF19A	RNF19
TP63	ENSG00000039987	BEST2	VMD2L1
TP63	ENSG00000043143	JADE2	JADE-2,PHF15
TP63	ENSG00000048707	VPS13D	-
TP63	ENSG00000049089	COL9A2	DJ39G22.4,EDM2,MED,STL5
TP63	ENSG00000054523	KIF1B	CMT2,CMT2A,CMT2A1,HMSNII,KLP,NBLST1
TP63	ENSG00000054654	SYNE2	EDMD5,NUA,NUANCE,Nesp2,Nesprin-2,SYNE-2,TROPH
TP63	ENSG00000054690	PLEKHH1	-
TP63	ENSG00000055332	EIF2AK2	EIF2AK1,PKR,PPP1R83,PRKR
TP63	ENSG00000057657	PRDM1	BLIMP1,PRDI-BF1
TP63	ENSG00000057757	PITHD1	C1orf128,HT014,TXNL1CL
TP63	ENSG00000060491	OGFR	-
TP63	ENSG00000060558	GNA15	GNA16
TP63	ENSG00000063322	MED29	IXL,MED2
TP63	ENSG00000063601	MTMR1	-
