TF_name	target_id	target_name	target_synonyms
SREBF1	ENSG00000004838	ZMYND10	BLU,CILD22,FLU
SREBF1	ENSG00000004975	DVL2	-
SREBF1	ENSG00000005486	RHBDD2	NPD007,RHBDL7
SREBF1	ENSG00000005700	IBTK	BTBD26,BTKI
SREBF1	ENSG00000006007	GDE1	363E6.2,MIR16
SREBF1	ENSG00000006831	ADIPOR2	ACDCR2,PAQR2
SREBF1	ENSG00000007402	CACNA2D2	CACNA2D
SREBF1	ENSG00000026036	RTEL1-TNFRSF6B	-
SREBF1	ENSG00000040633	PHF23	hJUNE-1b
SREBF1	ENSG00000054267	ARID4B	BCAA,BRCAA1,RBBP1L1,RBP1L1,SAP180
SREBF1	ENSG00000060762	MPC1	BRP44L,CGI-129,MPYCD,dJ68L15.3
SREBF1	ENSG00000061273	HDAC7	HD7,HD7A,HDAC7A
SREBF1	ENSG00000063180	CA11	CARPX1
SREBF1	ENSG00000065183	WDR3	DIP2,UTP12
SREBF1	ENSG00000065600	TMEM206	C1orf75
SREBF1	ENSG00000068001	HYAL2	LUCA2
SREBF1	ENSG00000068028	RASSF1	123F2,NORE2A,RASSF1A,RDA32,REH3P21
SREBF1	ENSG00000068724	TTC7A	GIDID,MINAT,TTC7
SREBF1	ENSG00000068903	SIRT2	SIR2,SIR2L,SIR2L2
SREBF1	ENSG00000072042	RDH11	ARSDR1,CGI82,HCBP12,MDT1,PSDR1,RALR1,RDJCSS,SCALD,SDR7C1
SREBF1	ENSG00000072310	SREBF1	SREBP-1c,SREBP1,SREBP1a,bHLHd1
SREBF1	ENSG00000072778	ACADVL	ACAD6,LCACD,VLCAD
SREBF1	ENSG00000079432	CIC	-
SREBF1	ENSG00000079805	DNM2	CMT2M,CMTDI1,CMTDIB,DI-CMTB,DYN2,DYNII,LCCS5
SREBF1	ENSG00000087903	RFX2	-
SREBF1	ENSG00000099194	SCD	FADS5,MSTP008,SCD1,SCDOS,hSCD1
SREBF1	ENSG00000099364	FBXL19	CXXC11,Fbl19,JHDM1C
SREBF1	ENSG00000099381	SETD1A	KMT2F,Set1,Set1A
SREBF1	ENSG00000099385	BCL7C	-
SREBF1	ENSG00000100218	RSPH14	RTDR1
SREBF1	ENSG00000100228	RAB36	-
SREBF1	ENSG00000100344	PNPLA3	ADPN,C22orf20,iPLA(2)epsilon
SREBF1	ENSG00000100568	VTI1B	VTI1,VTI1-LIKE,VTI1L,VTI2,v-SNARE,vti1-rp1
SREBF1	ENSG00000100938	GMPR2	GMPR 2
SREBF1	ENSG00000101216	GMEB2	GMEB-2,P79PIF,PIF79
SREBF1	ENSG00000101220	C20orf27	-
SREBF1	ENSG00000101266	CSNK2A1	CK2A1,CKII,CSNK2A3,OCNDS
SREBF1	ENSG00000102225	CDK16	PCTAIRE,PCTAIRE1,PCTGAIRE,PCTK1
SREBF1	ENSG00000102858	MGRN1	RNF156
SREBF1	ENSG00000102898	NUTF2	NTF-2,NTF2,PP15
SREBF1	ENSG00000102901	CENPT	C16orf56,CENP-T
SREBF1	ENSG00000102904	TSNAXIP1	TXI1
SREBF1	ENSG00000103485	QPRT	HEL-S-90n,QPRTase
SREBF1	ENSG00000103540	CCP110	CP110,Cep110
SREBF1	ENSG00000104823	ECH1	HPXEL
SREBF1	ENSG00000104824	HNRNPL	HNRPL,P/OKcl.14,hnRNP-L
SREBF1	ENSG00000104881	PPP1R13L	IASPP,NKIP1,RAI,RAI4
SREBF1	ENSG00000104888	SLC17A7	BNPI,VGLUT1
SREBF1	ENSG00000105393	BABAM1	C19orf62,HSPC142,MERIT40,NBA1
SREBF1	ENSG00000105552	BCAT2	BCAM,BCATM,BCT2,PP18
SREBF1	ENSG00000105617	LENG1	-
SREBF1	ENSG00000105722	ERF	CHYTS,CRS4,PE-2,PE2
SREBF1	ENSG00000105723	GSK3A	-
SREBF1	ENSG00000106367	AP1S1	AP19,CLAPS1,EKV3,MEDNIK,SIGMA1A
SREBF1	ENSG00000106479	ZNF862	-
SREBF1	ENSG00000107771	CCSER2	FAM190B,Gcap14,KIAA1128,bA486O22.1
SREBF1	ENSG00000108641	B9D1	B9,EPPB9,JBTS27,MKS9,MKSR1
SREBF1	ENSG00000109118	PHF12	PF1
SREBF1	ENSG00000111642	CHD4	CHD-4,Mi-2b,Mi2-BETA,SIHIWES
SREBF1	ENSG00000111652	COPS7A	CSN7,CSN7A,SGN7a
SREBF1	ENSG00000111665	CDCA3	GRCC8,TOME-1
SREBF1	ENSG00000111667	USP5	ISOT
SREBF1	ENSG00000112561	TFEB	ALPHATFEB,BHLHE35,TCFEB
SREBF1	ENSG00000112715	VEGFA	MVCD1,VEGF,VPF
SREBF1	ENSG00000112972	HMGCS1	HMGCS
SREBF1	ENSG00000113048	MRPS27	MRP-S27,S27mt
SREBF1	ENSG00000114378	HYAL1	HYAL-1,LUCA1,MPS9,NAT6
SREBF1	ENSG00000114383	TUSC2	C3orf11,FUS1,PAP,PDAP2
SREBF1	ENSG00000114388	NPRL2	FFEVF2,NPR2,NPR2L,TUSC4
SREBF1	ENSG00000114395	CYB561D2	-
SREBF1	ENSG00000115738	ID2	GIG8,ID2A,ID2H,bHLHb26
SREBF1	ENSG00000116251	RPL22	EAP,HBP15,HBP15/L22,L22
SREBF1	ENSG00000116478	HDAC1	GON-10,HD1,RPD3,RPD3L1
SREBF1	ENSG00000116521	SCAMP3	C1orf3
SREBF1	ENSG00000116539	ASH1L	ASH1,ASH1L1,KMT2H
SREBF1	ENSG00000116898	MRPS15	DC37,MPR-S15,RPMS15,S15mt
SREBF1	ENSG00000117419	ERI3	PINT1,PRNPIP
SREBF1	ENSG00000117877	CD3EAP	ASE-1,ASE1,CAST,PAF49
SREBF1	ENSG00000119777	TMEM214	-
SREBF1	ENSG00000120137	PANK3	-
SREBF1	ENSG00000121653	MAPK8IP1	IB1,JIP-1,JIP1,PRKM8IP
SREBF1	ENSG00000121680	PEX16	PBD8A,PBD8B
SREBF1	ENSG00000122591	FAM126A	DRCTNNB1A,HCC,HLD5,HYCC1
SREBF1	ENSG00000124160	NCOA5	CIA,bA465L10.6
SREBF1	ENSG00000125107	CNOT1	AD-005,CDC39,NOT1,NOT1H
SREBF1	ENSG00000125505	MBOAT7	BB1,LENG4,LPIAT,LRC4,MBOA7,MRT57,OACT7,hMBOA-7
SREBF1	ENSG00000125730	C3	AHUS5,ARMD9,ASP,C3a,C3b,CPAMD1,HEL-S-62p
SREBF1	ENSG00000125733	TRIP10	CIP4,HSTP,STOT,STP,TRIP-10
SREBF1	ENSG00000125734	GPR108	hsa-mir-6791
SREBF1	ENSG00000125755	SYMPK	SPK,SYM
SREBF1	ENSG00000125812	GZF1	ZBTB23,ZNF336
SREBF1	ENSG00000126062	TMEM115	PL6
SREBF1	ENSG00000126368	NR1D1	EAR1,THRA1,THRAL,ear-1,hRev
SREBF1	ENSG00000127948	POR	mir-4651
SREBF1	ENSG00000129071	MBD4	MED1
SREBF1	ENSG00000129559	NEDD8	NEDD-8
SREBF1	ENSG00000130560	UBAC1	GBDR1,KPC2,UBADC1
SREBF1	ENSG00000130985	UBA1	A1S9,A1S9T,A1ST,AMCX1,CFAP124,GXP1,POC20,SMAX2,UBA1A,UBE1,UBE1X
SREBF1	ENSG00000131165	CHMP1A	CHMP1,PCH8,PCOLN3,PRSM1,VPS46-1,VPS46A
SREBF1	ENSG00000131473	ACLY	ACL,ATPCL,CLATP
SREBF1	ENSG00000132466	ANKRD17	GTAR,MASK2,NY-BR-16
SREBF1	ENSG00000132535	DLG4	PSD95,SAP-90,SAP90
SREBF1	ENSG00000132661	NXT1	MTR2,P15
SREBF1	ENSG00000134107	BHLHE40	BHLHB2,Clast5,DEC1,HLHB2,SHARP-2,SHARP2,STRA13,Stra14
SREBF1	ENSG00000134308	YWHAQ	14-3-3,1C5,HS1
SREBF1	ENSG00000135018	UBQLN1	DA41,DSK2,PLIC-1,UBQN,XDRP1
SREBF1	ENSG00000137497	NUMA1	NMP-22,NUMA
SREBF1	ENSG00000140391	TSPAN3	TM4-A,TM4SF8,TSPAN-3
SREBF1	ENSG00000141084	RANBP10	-
SREBF1	ENSG00000141294	LRRC46	-
SREBF1	ENSG00000141295	SCRN2	Ses2
