TF_name	target_id	target_name	target_synonyms
HEY1	ENSG00000000419	DPM1	CDGIE,MPDS
HEY1	ENSG00000002330	BAD	BBC2,BCL2L8
HEY1	ENSG00000004660	CAMKK1	CAMKKA
HEY1	ENSG00000005339	CREBBP	CBP,KAT3A,RSTS
HEY1	ENSG00000005844	ITGAL	CD11A,LFA-1,LFA1A
HEY1	ENSG00000006007	GDE1	363E6.2,MIR16
HEY1	ENSG00000007255	TRAPPC6A	TRS33
HEY1	ENSG00000010361	FUZ	FY,NTD
HEY1	ENSG00000011009	LYPLA2	APT-2,APT2,DJ886K2.4
HEY1	ENSG00000012048	BRCA1	BRCAI,BRCC1,BROVCA1,FANCS,IRIS,PNCA4,PPP1R53,PSCP,RNF53
HEY1	ENSG00000012211	PRICKLE3	LMO6
HEY1	ENSG00000015479	MATR3	-
HEY1	ENSG00000025770	NCAPH2	CAPH2
HEY1	ENSG00000026025	VIM	CTRCT30,HEL113
HEY1	ENSG00000026652	AGPAT4	1-AGPAT4,LPAAT-delta,dJ473J16.2
HEY1	ENSG00000027869	SH2D2A	F2771,SCAP,TSAD,VRAP
HEY1	ENSG00000034713	GABARAPL2	ATG8,ATG8C,GATE-16,GATE16,GEF-2,GEF2
HEY1	ENSG00000035499	DEPDC1B	BRCC3,XTP1
HEY1	ENSG00000037637	FBXO42	Fbx42,JFK
HEY1	ENSG00000038532	CLEC16A	Gop-1,KIAA0350
HEY1	ENSG00000042753	AP2S1	AP17,CLAPS2,FBH3,FBHOk,HHC3
HEY1	ENSG00000043462	LCP2	SLP-76,SLP76
HEY1	ENSG00000047849	MAP4	-
HEY1	ENSG00000048162	NOP16	HSPC111,HSPC185
HEY1	ENSG00000051382	PIK3CB	P110BETA,PI3K,PI3KBETA,PIK3C1
HEY1	ENSG00000052749	RRP12	KIAA0690
HEY1	ENSG00000054654	SYNE2	EDMD5,NUA,NUANCE,Nesp2,Nesprin-2,SYNE-2,TROPH
HEY1	ENSG00000055070	SZRD1	C1orf144
HEY1	ENSG00000057757	PITHD1	C1orf128,HT014,TXNL1CL
HEY1	ENSG00000059588	TARBP1	TRM3,TRP-185,TRP185
HEY1	ENSG00000062725	APPBP2	APP-BP2,HS.84084,PAT1
HEY1	ENSG00000062822	POLD1	CDC2,CRCS10,MDPL,POLD
HEY1	ENSG00000064419	TNPO3	IPO12,LGMD1F,MTR10A,TRN-SR,TRN-SR2,TRNSR
HEY1	ENSG00000064932	SBNO2	KIAA0963,SNO,STNO
HEY1	ENSG00000065308	TRAM2	-
HEY1	ENSG00000067836	ROGDI	KTZS
HEY1	ENSG00000068137	PLEKHH3	-
HEY1	ENSG00000071655	MBD3	-
HEY1	ENSG00000072163	LIMS2	LGMD2W,PINCH-2,PINCH2
HEY1	ENSG00000072310	SREBF1	SREBP-1c,SREBP1,SREBP1a,bHLHd1
HEY1	ENSG00000072518	MARK2	EMK-1,EMK1,PAR-1,Par-1b,Par1b
HEY1	ENSG00000072756	TRNT1	CCA1,CGI-47,MtCCA,RPEM,SIFD
HEY1	ENSG00000073050	XRCC1	RCC
HEY1	ENSG00000073060	SCARB1	CD36L1,CLA-1,CLA1,HDLQTL6,SR-BI,SRB1
HEY1	ENSG00000073921	PICALM	CALM,CLTH,LAP
HEY1	ENSG00000074356	C17orf85	C17orf85,ELG,HSA277841
HEY1	ENSG00000074935	TUBE1	TUBE,dJ142L7.2
