TF_name	target_id	target_name	target_synonyms
ZBTB7A	ENSG00000000003	TSPAN6	TM4SF6,T245,TSPAN-6
ZBTB7A	ENSG00000000938	FGR	SRC2,c-fgr,c-src2,p55-Fgr,p55c-fgr,p58-Fgr,p58c-fgr
ZBTB7A	ENSG00000001460	STPG1	C1orf201,MAPO2
ZBTB7A	ENSG00000001461	NIPAL3	DJ462O23.2,NPAL3
ZBTB7A	ENSG00000001617	SEMA3F	SEMA-IV,SEMA4,SEMAK
ZBTB7A	ENSG00000002330	BAD	BBC2,BCL2L8
ZBTB7A	ENSG00000002822	MAD1L1	MAD1,PIG9,TP53I9,TXBP181
ZBTB7A	ENSG00000002834	LASP1	Lasp-1,MLN50
ZBTB7A	ENSG00000003249	DBNDD1	-
ZBTB7A	ENSG00000003402	CFLAR	CASH,CASP8AP1,CLARP,Casper,FLAME,FLAME-1,FLAME1,FLIP,I-FLICE,MRIT,c-FLIP,c-FLIPL,c-FLIPR,c-FLIPS
ZBTB7A	ENSG00000003756	RBM5	G15,H37,LUCA15,RMB5
ZBTB7A	ENSG00000004139	SARM1	MyD88-5,SAMD2,SARM
ZBTB7A	ENSG00000004142	POLDIP2	PDIP38,POLD4,p38
ZBTB7A	ENSG00000004399	PLXND1	PLEXD1
ZBTB7A	ENSG00000004478	FKBP4	FKBP51,FKBP52,FKBP59,HBI,Hsp56,PPIase,p52
ZBTB7A	ENSG00000004534	RBM6	3G2,DEF-3,DEF3,HLC-11,NY-LU-12,g16
ZBTB7A	ENSG00000004660	CAMKK1	CAMKKA
ZBTB7A	ENSG00000004838	ZMYND10	BLU,CILD22,FLU
ZBTB7A	ENSG00000004897	CDC27	ANAPC3,APC3,CDC27Hs,D0S1430E,D17S978E,H-NUC,HNUC,NUC2
ZBTB7A	ENSG00000004939	SLC4A1	AE1,BND3,CD233,CHC,DI,EMPB3,EPB3,FR,RTA1A,SAO,SPH4,SW,WD,WD1,WR
ZBTB7A	ENSG00000004975	DVL2	-
ZBTB7A	ENSG00000005001	PRSS22	BSSP-4,SP001LA,hBSSP-4
ZBTB7A	ENSG00000005007	UPF1	HUPF1,NORF1,RENT1,pNORF1,smg-2
ZBTB7A	ENSG00000005075	POLR2J	POLR2J1,RPB11,RPB11A,RPB11m,hRPB14
ZBTB7A	ENSG00000005175	RPAP3	-
ZBTB7A	ENSG00000005187	ACSM3	SA,SAH
ZBTB7A	ENSG00000005189	AC004381.6	-
ZBTB7A	ENSG00000005194	CIAPIN1	Anamorsin,DRE2,PRO0915
ZBTB7A	ENSG00000005206	SPPL2B	IMP-4,IMP4,PSH4,PSL1
ZBTB7A	ENSG00000005238	FAM214B	KIAA1539
ZBTB7A	ENSG00000005243	COPZ2	zeta2-COP
ZBTB7A	ENSG00000005339	CREBBP	CBP,KAT3A,RSTS
ZBTB7A	ENSG00000005379	BZRAP1	BZRAP1,PBR-IP,PRAX-1,PRAX1,RIM-BP1,RIMBP1
ZBTB7A	ENSG00000005486	RHBDD2	NPD007,RHBDL7
ZBTB7A	ENSG00000005513	SOX8	-
ZBTB7A	ENSG00000005844	ITGAL	CD11A,LFA-1,LFA1A
ZBTB7A	ENSG00000005882	PDK2	PDHK2,PDKII
ZBTB7A	ENSG00000005884	ITGA3	CD49C,FRP-2,GAP-B3,GAPB3,ILNEB,MSK18,VCA-2,VL3A,VLA3a
ZBTB7A	ENSG00000006007	GDE1	363E6.2,MIR16
ZBTB7A	ENSG00000006015	C19orf60	-
ZBTB7A	ENSG00000006016	CRLF1	CISS,CISS1,CLF,CLF-1,NR6,zcytor5
ZBTB7A	ENSG00000006025	OSBPL7	ORP7
ZBTB7A	ENSG00000006042	TMEM98	TADA1
ZBTB7A	ENSG00000006047	YBX2	CONTRIN,CSDA3,DBPC,MSY2
ZBTB7A	ENSG00000006062	MAP3K14	FTDCR1B,HS,HSNIK,NIK
ZBTB7A	ENSG00000006282	SPATA20	HEL-S-98,SSP411,Tisp78
ZBTB7A	ENSG00000006283	CACNA1G	Ca(V)T.1,Cav3.1,NBR13,SCA42
ZBTB7A	ENSG00000006327	TNFRSF12A	CD266,FN14,TWEAKR
ZBTB7A	ENSG00000006453	BAIAP2L1	IRTKS
ZBTB7A	ENSG00000006459	KDM7A	JHDM1D
ZBTB7A	ENSG00000006534	ALDH3B1	ALDH4,ALDH7
ZBTB7A	ENSG00000006638	TBXA2R	BDPLT13,TXA2-R
ZBTB7A	ENSG00000006704	GTF2IRD1	BEN,CREAM1,GTF3,MUSTRD1,RBAP2,WBS,WBSCR11,WBSCR12,hMusTRD1alpha1
ZBTB7A	ENSG00000006712	PAF1	F23149_1,PD2
ZBTB7A	ENSG00000006740	ARHGAP44	NPC-A-10,RICH2
ZBTB7A	ENSG00000006831	ADIPOR2	ACDCR2,PAQR2
ZBTB7A	ENSG00000006837	CDKL3	NKIAMRE
ZBTB7A	ENSG00000007001	UPP2	UDRPASE2,UP2,UPASE2
ZBTB7A	ENSG00000007038	PRSS21	ESP-1,ESP1,TEST1,TESTISIN
ZBTB7A	ENSG00000007047	MARK4	MARK4L,MARK4S,MARKL1,MARKL1L,PAR-1D
