TF_name	target_id	target_name	target_synonyms
HNF4A	ENSG00000001084	GCLC	GCL,GCS,GLCL,GLCLC
HNF4A	ENSG00000002330	BAD	BBC2,BCL2L8
HNF4A	ENSG00000002834	LASP1	Lasp-1,MLN50
HNF4A	ENSG00000003402	CFLAR	CASH,CASP8AP1,CLARP,Casper,FLAME,FLAME-1,FLAME1,FLIP,I-FLICE,MRIT,c-FLIP,c-FLIPL,c-FLIPR,c-FLIPS
HNF4A	ENSG00000004534	RBM6	3G2,DEF-3,DEF3,HLC-11,NY-LU-12,g16
HNF4A	ENSG00000004838	ZMYND10	BLU,CILD22,FLU
HNF4A	ENSG00000004864	SLC25A13	ARALAR2,CITRIN,CTLN2
HNF4A	ENSG00000005206	SPPL2B	IMP-4,IMP4,PSH4,PSL1
HNF4A	ENSG00000006327	TNFRSF12A	CD266,FN14,TWEAKR
HNF4A	ENSG00000006712	PAF1	F23149_1,PD2
HNF4A	ENSG00000007402	CACNA2D2	CACNA2D
HNF4A	ENSG00000008128	CDK11A	CDC2L2,CDC2L3,CDK11-p110,CDK11-p46,CDK11-p58,PITSLRE,p58GTA
HNF4A	ENSG00000008130	NADK	dJ283E3.1
HNF4A	ENSG00000008323	PLEKHG6	MyoGEF
HNF4A	ENSG00000008382	MPND	-
HNF4A	ENSG00000008838	MED24	hsa-mir-6884
HNF4A	ENSG00000010292	NCAPD2	CAP-D2,CNAP1,hCAP-D2
HNF4A	ENSG00000010295	IFFO1	HOM-TES-103,IFFO
HNF4A	ENSG00000010438	PRSS3	MTG,PRSS4,T9,TRY3,TRY4
HNF4A	ENSG00000010610	CD4	CD4mut
HNF4A	ENSG00000010704	HFE	HFE1,HH,HLA-H,MVCD7,TFQTL2
HNF4A	ENSG00000010818	HIVEP2	HIV-EP2,MBP-2,MIBP1,MRD43,SHN2,ZAS2,ZNF40B
HNF4A	ENSG00000011009	LYPLA2	APT-2,APT2,DJ886K2.4
HNF4A	ENSG00000011347	SYT7	IPCA-7,IPCA7,PCANAP7,SYT-VII,SYTVII
HNF4A	ENSG00000012171	SEMA3B	hsa-mir-6872
HNF4A	ENSG00000014164	ZC3H3	ZC3HDC3
HNF4A	ENSG00000014914	MTMR11	CRA
HNF4A	ENSG00000015285	WAS	IMD2,SCNX,THC,THC1,WASP,WASPA
HNF4A	ENSG00000015413	DPEP1	MBD1,MDP,RDP
HNF4A	ENSG00000015520	NPC1L1	NPC11L1
HNF4A	ENSG00000015532	XYLT2	PXYLT2,SOS,XT-II,XT2,xylT-II
HNF4A	ENSG00000016864	GLT8D1	AD-017,MSTP139
HNF4A	ENSG00000019485	PRDM11	PFM8
HNF4A	ENSG00000023330	ALAS1	ALAS,ALAS-H,ALAS3,ALASH,MIG4
HNF4A	ENSG00000027697	IFNGR1	CD119,IFNGR,IMD27A,IMD27B
