TF_name	target_id	target_name	target_synonyms
TFAP2A	ENSG00000001460	STPG1	C1orf201,MAPO2
TFAP2A	ENSG00000001461	NIPAL3	DJ462O23.2,NPAL3
TFAP2A	ENSG00000001617	SEMA3F	SEMA-IV,SEMA4,SEMAK
TFAP2A	ENSG00000002016	RAD52	-
TFAP2A	ENSG00000002330	BAD	BBC2,BCL2L8
TFAP2A	ENSG00000002834	LASP1	Lasp-1,MLN50
TFAP2A	ENSG00000003249	DBNDD1	-
TFAP2A	ENSG00000003402	CFLAR	CASH,CASP8AP1,CLARP,Casper,FLAME,FLAME-1,FLAME1,FLIP,I-FLICE,MRIT,c-FLIP,c-FLIPL,c-FLIPR,c-FLIPS
TFAP2A	ENSG00000003756	RBM5	G15,H37,LUCA15,RMB5
TFAP2A	ENSG00000004399	PLXND1	PLEXD1
TFAP2A	ENSG00000004455	AK2	ADK2
TFAP2A	ENSG00000004660	CAMKK1	CAMKKA
TFAP2A	ENSG00000004776	HSPB6	HEL55,Hsp20,PPP1R91
TFAP2A	ENSG00000004961	HCCS	CCHL,LSDMCA1,MCOPS7,MLS
TFAP2A	ENSG00000004975	DVL2	-
TFAP2A	ENSG00000005001	PRSS22	BSSP-4,SP001LA,hBSSP-4
TFAP2A	ENSG00000005175	RPAP3	-
TFAP2A	ENSG00000005238	FAM214B	KIAA1539
TFAP2A	ENSG00000005243	COPZ2	zeta2-COP
TFAP2A	ENSG00000005302	MSL3	MSL3L1
TFAP2A	ENSG00000005483	KMT2E	HDCMC04P,MLL5,NKp44L
TFAP2A	ENSG00000005700	IBTK	BTBD26,BTKI
TFAP2A	ENSG00000005844	ITGAL	CD11A,LFA-1,LFA1A
TFAP2A	ENSG00000005882	PDK2	PDHK2,PDKII
TFAP2A	ENSG00000006016	CRLF1	CISS,CISS1,CLF,CLF-1,NR6,zcytor5
TFAP2A	ENSG00000006047	YBX2	CONTRIN,CSDA3,DBPC,MSY2
TFAP2A	ENSG00000006062	MAP3K14	FTDCR1B,HS,HSNIK,NIK
TFAP2A	ENSG00000006118	TMEM132A	GBP,HSPA5BP1
TFAP2A	ENSG00000006125	AP2B1	ADTB2,AP105B,AP2-BETA,CLAPB1
TFAP2A	ENSG00000006327	TNFRSF12A	CD266,FN14,TWEAKR
TFAP2A	ENSG00000006530	AGK	CATC5,CTRCT38,MTDPS10,MULK
TFAP2A	ENSG00000006534	ALDH3B1	ALDH4,ALDH7
TFAP2A	ENSG00000006625	GGCT	C7orf24,CRF21,GCTG,GGC
TFAP2A	ENSG00000006638	TBXA2R	BDPLT13,TXA2-R
TFAP2A	ENSG00000006652	IFRD1	PC4,TIS7
TFAP2A	ENSG00000006704	GTF2IRD1	BEN,CREAM1,GTF3,MUSTRD1,RBAP2,WBS,WBSCR11,WBSCR12,hMusTRD1alpha1
TFAP2A	ENSG00000007384	RHBDF1	C16orf8,Dist1,EGFR-RS,gene-89,gene-90,hDist1
TFAP2A	ENSG00000007541	PIGQ	GPI1,c407A10.1
TFAP2A	ENSG00000007866	TEAD3	DTEF-1,ETFR-1,TEAD-3,TEAD5,TEF-5,TEF5
TFAP2A	ENSG00000007944	MYLIP	IDOL,MIR
TFAP2A	ENSG00000007968	E2F2	E2F-2
TFAP2A	ENSG00000008226	DLEC1	CFAP81,DLC-1,DLC1,F56
TFAP2A	ENSG00000008294	SPAG9	CT89,HLC-6,HLC4,HLC6,JIP-4,JIP4,JLP,PHET,PIG6
TFAP2A	ENSG00000008323	PLEKHG6	MyoGEF
TFAP2A	ENSG00000008441	NFIX	CTF,MRSHSS,NF-I/X,NF1-X,NF1A,SOTOS2
TFAP2A	ENSG00000008513	ST3GAL1	Gal-NAc6S,SIAT4A,SIATFL,ST3GalA,ST3GalA.1,ST3GalIA,ST3GalIA,1,ST3O
TFAP2A	ENSG00000008517	IL32	IL-32alpha,IL-32beta,IL-32delta,IL-32gamma,NK4,TAIF,TAIFa,TAIFb,TAIFc,TAIFd
TFAP2A	ENSG00000009830	POMT2	LGMD2N,MDDGA2,MDDGB2,MDDGC2
TFAP2A	ENSG00000010278	CD9	BTCC-1,DRAP-27,MIC3,MRP-1,TSPAN-29,TSPAN29
TFAP2A	ENSG00000010626	LRRC23	LRPB7
TFAP2A	ENSG00000010803	SCMH1	Scml3
TFAP2A	ENSG00000010818	HIVEP2	HIV-EP2,MBP-2,MIBP1,MRD43,SHN2,ZAS2,ZNF40B
TFAP2A	ENSG00000010932	FMO1	-
TFAP2A	ENSG00000011009	LYPLA2	APT-2,APT2,DJ886K2.4
TFAP2A	ENSG00000011021	CLCN6	CLC-6
TFAP2A	ENSG00000011028	MRC2	CD280,CLEC13E,ENDO180,UPARAP
TFAP2A	ENSG00000011304	PTBP1	mir-4745
TFAP2A	ENSG00000011347	SYT7	IPCA-7,IPCA7,PCANAP7,SYT-VII,SYTVII
TFAP2A	ENSG00000011376	LARS2	HLASA,LEURS,PRLTS4,mtLeuRS
TFAP2A	ENSG00000011422	PLAUR	CD87,U-PAR,UPAR,URKR
TFAP2A	ENSG00000011426	ANLN	FSGS8,Scraps,scra
TFAP2A	ENSG00000011478	QPCTL	gQC
TFAP2A	ENSG00000011590	ZBTB32	FAXF,FAZF,Rog,TZFP,ZNF538
TFAP2A	ENSG00000012061	ERCC1	COFS4,RAD10,UV20
TFAP2A	ENSG00000012171	SEMA3B	hsa-mir-6872
TFAP2A	ENSG00000012211	PRICKLE3	LMO6
TFAP2A	ENSG00000012660	ELOVL5	HELO1,SCA38,dJ483K16.1
TFAP2A	ENSG00000013364	MVP	LRP,VAULT1
TFAP2A	ENSG00000013561	RNF14	ARA54,HFB30,HRIHFB2038,TRIAD2
TFAP2A	ENSG00000013563	DNASE1L1	DNAS1L1,DNASEX,DNL1L,G4.8,XIB
TFAP2A	ENSG00000013588	GPRC5A	MIRN614,hsa-mir-614
TFAP2A	ENSG00000013810	TACC3	ERIC-1,ERIC1
TFAP2A	ENSG00000014914	MTMR11	CRA
TFAP2A	ENSG00000015133	CCDC88C	DAPLE,HKRP2,KIAA1509,SCA40
TFAP2A	ENSG00000015153	YAF2	-
TFAP2A	ENSG00000015285	WAS	IMD2,SCNX,THC,THC1,WASP,WASPA
TFAP2A	ENSG00000015475	BID	FP497
TFAP2A	ENSG00000015479	MATR3	-
TFAP2A	ENSG00000019144	PHLDB1	hsa-mir-6716
TFAP2A	ENSG00000019485	PRDM11	PFM8
TFAP2A	ENSG00000020426	MNAT1	CAP35,MAT1,RNF66,TFB3
TFAP2A	ENSG00000021300	PLEKHB1	KPL1,PHR1,PHRET1
TFAP2A	ENSG00000022976	ZNF839	C14orf131
TFAP2A	ENSG00000023330	ALAS1	ALAS,ALAS-H,ALAS3,ALASH,MIG4
TFAP2A	ENSG00000023445	BIRC3	AIP1,API2,CIAP2,HAIP1,HIAP1,MALT2,MIHC,RNF49,c-IAP2
TFAP2A	ENSG00000023892	DEF6	IBP,SLAT,SWAP70L
TFAP2A	ENSG00000024048	UBR2	C6orf133,bA49A4.1,dJ242G1.1,dJ392M17.3
TFAP2A	ENSG00000024422	EHD2	PAST2
TFAP2A	ENSG00000025156	HSF2	HSF 2,HSTF 2
TFAP2A	ENSG00000025293	PHF20	C20orf104,GLEA2,HCA58,NZF,TDRD20A,TZP
TFAP2A	ENSG00000025434	NR1H3	LXR-a,LXRA,RLD-1
TFAP2A	ENSG00000026036	RTEL1-TNFRSF6B	-
TFAP2A	ENSG00000027697	IFNGR1	CD119,IFNGR,IMD27A,IMD27B
TFAP2A	ENSG00000028528	SNX1	HsT17379,VPS5
TFAP2A	ENSG00000029153	ARNTL2	BMAL2,CLIF,MOP9,PASD9,bHLHe6
TFAP2A	ENSG00000029725	RABEP1	RAB5EP,RABPT5
TFAP2A	ENSG00000030110	BAK1	BAK,BAK-LIKE,BCL2L7,CDN1
TFAP2A	ENSG00000030582	GRN	CLN11,GEP,GP88,PCDGF,PEPI,PGRN
TFAP2A	ENSG00000031081	ARHGAP31	AOS1,CDGAP
TFAP2A	ENSG00000031698	SARS	SERRS,SERS
TFAP2A	ENSG00000032444	PNPLA6	BNHS,LNMS,NTE,NTEMND,OMCS,SPG39,iPLA2delta,sws
TFAP2A	ENSG00000033627	ATP6V0A1	mir-5010
TFAP2A	ENSG00000033867	SLC4A7	NBC2,NBC3,NBCN1,SBC2,SLC4A6
TFAP2A	ENSG00000034510	TMSB10	MIG12,TB10
TFAP2A	ENSG00000034677	RNF19A	RNF19
