TF_name	target_id	target_name	target_synonyms
PPARG	ENSG00000000419	DPM1	CDGIE,MPDS
PPARG	ENSG00000002330	BAD	BBC2,BCL2L8
PPARG	ENSG00000002834	LASP1	Lasp-1,MLN50
PPARG	ENSG00000003402	CFLAR	CASH,CASP8AP1,CLARP,Casper,FLAME,FLAME-1,FLAME1,FLIP,I-FLICE,MRIT,c-FLIP,c-FLIPL,c-FLIPR,c-FLIPS
PPARG	ENSG00000004399	PLXND1	PLEXD1
PPARG	ENSG00000004455	AK2	ADK2
PPARG	ENSG00000004776	HSPB6	HEL55,Hsp20,PPP1R91
PPARG	ENSG00000004799	PDK4	-
PPARG	ENSG00000004809	SLC22A16	CT2,FLIPT2,HEL-S-18,OAT6,OCT6,OKB1,dJ261K5.1
PPARG	ENSG00000004975	DVL2	-
PPARG	ENSG00000005238	FAM214B	KIAA1539
PPARG	ENSG00000005483	KMT2E	HDCMC04P,MLL5,NKp44L
PPARG	ENSG00000005486	RHBDD2	NPD007,RHBDL7
PPARG	ENSG00000005812	FBXL3	FBL3,FBL3A,FBXL3A
PPARG	ENSG00000006007	GDE1	363E6.2,MIR16
PPARG	ENSG00000006062	MAP3K14	FTDCR1B,HS,HSNIK,NIK
PPARG	ENSG00000006625	GGCT	C7orf24,CRF21,GCTG,GGC
PPARG	ENSG00000006652	IFRD1	PC4,TIS7
PPARG	ENSG00000006704	GTF2IRD1	BEN,CREAM1,GTF3,MUSTRD1,RBAP2,WBS,WBSCR11,WBSCR12,hMusTRD1alpha1
PPARG	ENSG00000006712	PAF1	F23149_1,PD2
PPARG	ENSG00000007384	RHBDF1	C16orf8,Dist1,EGFR-RS,gene-89,gene-90,hDist1
PPARG	ENSG00000008294	SPAG9	CT89,HLC-6,HLC4,HLC6,JIP-4,JIP4,JLP,PHET,PIG6
PPARG	ENSG00000008323	PLEKHG6	MyoGEF
PPARG	ENSG00000008382	MPND	-
PPARG	ENSG00000008405	CRY1	PHLL1
PPARG	ENSG00000008441	NFIX	CTF,MRSHSS,NF-I/X,NF1-X,NF1A,SOTOS2
PPARG	ENSG00000008513	ST3GAL1	Gal-NAc6S,SIAT4A,SIATFL,ST3GalA,ST3GalA.1,ST3GalIA,ST3GalIA,1,ST3O
PPARG	ENSG00000008838	MED24	hsa-mir-6884
PPARG	ENSG00000008869	HEATR5B	-
PPARG	ENSG00000009950	MLXIPL	CHREBP,MIO,MLX,MONDOB,WBSCR14,WS-bHLH,bHLHd14
PPARG	ENSG00000009954	BAZ1B	WBSCR10,WBSCR9,WSTF
PPARG	ENSG00000010017	RANBP9	BPM-L,BPM90,RANBPM,RanBP7
PPARG	ENSG00000010292	NCAPD2	CAP-D2,CNAP1,hCAP-D2
PPARG	ENSG00000010295	IFFO1	HOM-TES-103,IFFO
PPARG	ENSG00000010818	HIVEP2	HIV-EP2,MBP-2,MIBP1,MRD43,SHN2,ZAS2,ZNF40B
PPARG	ENSG00000011028	MRC2	CD280,CLEC13E,ENDO180,UPARAP
PPARG	ENSG00000011422	PLAUR	CD87,U-PAR,UPAR,URKR
PPARG	ENSG00000011600	TYROBP	DAP12,KARAP,PLOSL
