TF_name	target_id	target_name	target_synonyms
RBPJ	ENSG00000000938	FGR	SRC2,c-fgr,c-src2,p55-Fgr,p55c-fgr,p58-Fgr,p58c-fgr
RBPJ	ENSG00000002822	MAD1L1	MAD1,PIG9,TP53I9,TXBP181
RBPJ	ENSG00000004838	ZMYND10	BLU,CILD22,FLU
RBPJ	ENSG00000005379	BZRAP1	BZRAP1,PBR-IP,PRAX-1,PRAX1,RIM-BP1,RIMBP1
RBPJ	ENSG00000007402	CACNA2D2	CACNA2D
RBPJ	ENSG00000007516	BAIAP3	BAP3
RBPJ	ENSG00000007520	TSR3	C16orf42
RBPJ	ENSG00000008128	CDK11A	CDC2L2,CDC2L3,CDK11-p110,CDK11-p46,CDK11-p58,PITSLRE,p58GTA
RBPJ	ENSG00000008130	NADK	dJ283E3.1
RBPJ	ENSG00000008282	SYPL1	H-SP1,SYPL
RBPJ	ENSG00000009790	TRAF3IP3	T3JAM
RBPJ	ENSG00000010610	CD4	CD4mut
RBPJ	ENSG00000010626	LRRC23	LRPB7
RBPJ	ENSG00000010810	FYN	SLK,SYN,p59-FYN
RBPJ	ENSG00000010818	HIVEP2	HIV-EP2,MBP-2,MIBP1,MRD43,SHN2,ZAS2,ZNF40B
RBPJ	ENSG00000012061	ERCC1	COFS4,RAD10,UV20
RBPJ	ENSG00000012660	ELOVL5	HELO1,SCA38,dJ483K16.1
RBPJ	ENSG00000014164	ZC3H3	ZC3HDC3
RBPJ	ENSG00000015133	CCDC88C	DAPLE,HKRP2,KIAA1509,SCA40
RBPJ	ENSG00000023191	RNH1	RAI,RNH
RBPJ	ENSG00000023892	DEF6	IBP,SLAT,SWAP70L
RBPJ	ENSG00000026297	RNASET2	RNASE6PL,bA514O12.3
RBPJ	ENSG00000027075	PRKCH	PKC-L,PKCL,PRKCL,nPKC-eta
RBPJ	ENSG00000028277	POU2F2	OCT2,OTF2,Oct-2
RBPJ	ENSG00000033050	ABCF2	ABC28,EST133090,HUSSY-18,HUSSY18
RBPJ	ENSG00000033100	CHPF2	CSGLCA-T,CSGlcAT,ChSy-3,chPF-2
RBPJ	ENSG00000034510	TMSB10	MIG12,TB10
RBPJ	ENSG00000038532	CLEC16A	Gop-1,KIAA0350
RBPJ	ENSG00000039523	FAM65A	-
RBPJ	ENSG00000048707	VPS13D	-
RBPJ	ENSG00000049656	CLPTM1L	CRR9
RBPJ	ENSG00000051108	HERPUD1	HERP,Mif1,SUP
RBPJ	ENSG00000051825	MPHOSPH9	MPP-9,MPP9
RBPJ	ENSG00000054282	SDCCAG8	BBS16,CCCAP,CCCAP SLSN7,HSPC085,NPHP10,NY-CO-8,SLSN7,hCCCAP
RBPJ	ENSG00000054356	PTPRN	IA-2,IA-2/PTP,IA2,ICA512,R-PTP-N
RBPJ	ENSG00000054611	TBC1D22A	C22orf4,HSC79E021
RBPJ	ENSG00000058668	ATP2B4	ATP2B2,MXRA1,PMCA4,PMCA4b,PMCA4x
RBPJ	ENSG00000059145	UNKL	C16orf28,ZC3H5L,ZC3HDC5L
RBPJ	ENSG00000060237	WNK1	HSAN2,HSN2,KDP,PPP1R167,PRKWNK1,PSK,p65
RBPJ	ENSG00000061938	TNK2	ACK,ACK-1,ACK1,p21cdc42Hs
RBPJ	ENSG00000062716	VMP1	MIRN21,hsa-mir-21,miR-21,miRNA21
RBPJ	ENSG00000063176	SPHK2	SK 2,SK-2,SPK 2,SPK-2
RBPJ	ENSG00000063177	RPL18	L18
RBPJ	ENSG00000063180	CA11	CARPX1
RBPJ	ENSG00000063978	RNF4	RES4-26,SLX5,SNURF
RBPJ	ENSG00000064102	ASUN	C12orf11,GCT1,INTS13,Mat89Bb,NET48,SPATA30
RBPJ	ENSG00000064489	MEF2BNB-MEF2B	LOC729991-MEF2B,MEF2B,MEF2BNB-MEF2B
RBPJ	ENSG00000064490	RFXANK	ANKRA1,BLS,F14150_1,RFX-B
RBPJ	ENSG00000065000	AP3D1	ADTD,HPS10,hBLVR
RBPJ	ENSG00000065357	DGKA	DAGK,DAGK1,DGK-alpha
RBPJ	ENSG00000065361	ERBB3	ErbB-3,HER3,LCCS2,MDA-BF-1,c-erbB-3,c-erbB3,erbB3-S,p180-ErbB3,p45-sErbB3,p85-sErbB3
RBPJ	ENSG00000065526	SPEN	HIAA0929,MINT,RBM15C,SHARP
RBPJ	ENSG00000065621	GSTO2	GSTO 2-2,bA127L20.1
RBPJ	ENSG00000067221	STOML1	SLP-1,STORP,hUNC-24
RBPJ	ENSG00000068724	TTC7A	GIDID,MINAT,TTC7
RBPJ	ENSG00000069956	MAPK6	ERK3,HsT17250,PRKM6,p97MAPK
RBPJ	ENSG00000070366	SMG6	C17orf31,EST1A,SMG-6,hSMG5/7a
RBPJ	ENSG00000070388	FGF22	-
RBPJ	ENSG00000070423	RNF126	-
RBPJ	ENSG00000070950	RAD18	RNF73
RBPJ	ENSG00000071462	WBSCR22	HASJ4442,HUSSY-3,MERM1,PP3381,WBMT
RBPJ	ENSG00000072062	PRKACA	PKACA,PPNAD4
RBPJ	ENSG00000073050	XRCC1	RCC
RBPJ	ENSG00000074800	ENO1	ENO1L1,HEL-S-17,MPB1,NNE,PPH
RBPJ	ENSG00000075073	TACR2	NK2R,NKNAR,SKR,TAC2R
RBPJ	ENSG00000075624	ACTB	BRWS1,PS1TP5BP1
RBPJ	ENSG00000076928	ARHGEF1	-
RBPJ	ENSG00000077348	EXOSC5	RRP41B,RRP46,Rrp46p,hRrp46p,p12B
RBPJ	ENSG00000078304	PPP2R5C	B56G,PR61G
RBPJ	ENSG00000079313	REXO1	MIRN1909,hsa-mir-1909,mir-1909
RBPJ	ENSG00000079432	CIC	-
RBPJ	ENSG00000081059	TCF7	TCF-1
RBPJ	ENSG00000082014	SMARCD3	BAF60C,CRACD3,Rsc6p
RBPJ	ENSG00000082781	ITGB5	-
RBPJ	ENSG00000083457	ITGAE	CD103,HUMINAE
RBPJ	ENSG00000083807	SLC27A5	ACSB,ACSVL6,BACS,BAL,FACVL3,FATP-5,FATP5,VLACSR,VLCS-H2,VLCSH2
RBPJ	ENSG00000083812	ZNF324	ZF5128,ZNF324A
RBPJ	ENSG00000083838	ZNF446	ZKSCAN20,ZSCAN30,ZSCAN52
RBPJ	ENSG00000084090	STARD7	GTT1
RBPJ	ENSG00000084636	COL16A1	447AA,FP1572
RBPJ	ENSG00000086061	DNAJA1	DJ-2,DjA1,HDJ2,HSDJ,HSJ-2,HSJ2,HSPF4,NEDD7,hDJ-2
RBPJ	ENSG00000087157	PGS1	-
RBPJ	ENSG00000087237	CETP	BPIFF,HDLCQ10
RBPJ	ENSG00000089692	LAG3	CD223
RBPJ	ENSG00000089820	ARHGAP4	C1,RGC1,RhoGAP4,SrGAP4,p115
RBPJ	ENSG00000090054	SPTLC1	HSAN1,HSN1,LBC1,LCB1,SPT1,SPTI
RBPJ	ENSG00000090339	ICAM1	BB2,CD54,P3.58
RBPJ	ENSG00000090581	GNPTG	C16orf27,GNPTAG,LP2537,RJD9
RBPJ	ENSG00000092148	HECTD1	EULIR
RBPJ	ENSG00000092330	TINF2	DKCA3,TIN2
RBPJ	ENSG00000092841	MYL6	ESMLC,LC17,LC17-GI,LC17-NM,LC17A,LC17B,MLC-3,MLC1SM,MLC3NM,MLC3SM
RBPJ	ENSG00000092931	MFSD11	ET
RBPJ	ENSG00000095066	HOOK2	HK2
RBPJ	ENSG00000096060	FKBP5	AIG6,FKBP51,FKBP54,P54,PPIase,Ptg-10
RBPJ	ENSG00000099364	FBXL19	CXXC11,Fbl19,JHDM1C
RBPJ	ENSG00000099381	SETD1A	KMT2F,Set1,Set1A
RBPJ	ENSG00000099617	EFNA2	ELF-1,EPLG6,HEK7-L,LERK-6,LERK6
RBPJ	ENSG00000099622	CIRBP	CIRP
RBPJ	ENSG00000099624	ATP5D	-
RBPJ	ENSG00000099625	C19orf26	BARP,C19orf26,DOS
RBPJ	ENSG00000099821	POLRMT	APOLMT,MTRNAP,MTRPOL,h-mtRPOL
RBPJ	ENSG00000099840	IZUMO4	C19orf36,IMAGE:4215339
